per,EQ_SPX,EQ_NDX,OIL,GOLD,FX_EUR,RATES
1993-02,-0.0032878154161821854,,,,,
1993-03,0.018749417224767903,,,,,
1993-04,0.007743438852140405,,,,,
1993-05,0.012696160093176603,,,,,
1993-06,0.04008021200252951,,,,,
1993-07,0.03259164436260527,,,,,
1993-08,0.06694543338409865,,,,,
1993-09,0.037825677314845055,,,,,
1993-10,0.06215476069724171,,,,,
1993-11,0.031074155051044605,,,,,
1993-12,0.07602322933064079,,,,,
1994-01,0.04820331663894466,,,,,
1994-02,-0.01797325025238905,,,,,
1994-03,0.040192839575686826,,,,,
1994-04,0.07599598757598647,,,,,
1994-05,0.04339873215599163,,,,,
1994-06,0.007614438374456509,,,,,
1994-07,0.08946340783759806,,,,,
1994-08,0.03282473910878701,,,,,
1994-09,0.015600907101743777,,,,,
1994-10,0.017224086078463596,,,,,
1994-11,0.02098970423063809,,,,,
1994-12,0.0594819374304974,,,,,
1995-01,0.07173824588414876,,,,,
1995-02,0.043250198036377266,,,,,
1995-03,0.03259565829438389,,,,,
1995-04,0.0689799913747005,,,,,
1995-05,-0.0031267731354968215,,,,,
1995-06,0.032988921057488116,,,,,
1995-07,0.010325683984869993,,,,,
1995-08,0.08389897172824698,,,,,
1995-09,0.045845003892495656,,,,,
1995-10,0.04425696883122812,,,,,
1995-11,0.05527308216657026,,,,,
1995-12,0.0010930386319336766,,,,,
1996-01,0.0023938281806599737,,,,,
1996-02,-0.009171568437614214,,,,,
1996-03,-0.0009770382321090954,,,,,
1996-04,0.0695808348804748,,,,,
1996-05,0.03602085551881651,,,,,
1996-06,0.08006426589213377,,,,,
1996-07,-0.05349670859333247,,,,,
1996-08,0.06703755453445234,,,,,
1996-09,0.07073394184707142,,,,,
1996-10,0.07040355838023721,,,,,
1996-11,0.09060953453793355,,,,,
1996-12,0.005922785642486023,,,,,
1997-01,0.0748743131660222,,,,,
1997-02,0.03138623444237054,,,,,
1997-03,0.028076612359860642,,,,,
1997-04,0.0032442951399128395,,,,,
1997-05,0.036240627144887266,,,,,
1997-06,0.021082311521990305,,,,,
1997-07,0.05114000557814516,,,,,
1997-08,0.007202549201184877,,,,,
1997-09,0.05950482189673659,,,,,
1997-10,-0.13752495238499157,,,,,
1997-11,0.16814846376702128,,,,,
1997-12,0.09806489027798174,,,,,
1998-01,0.03837544143095295,,,,,
1998-02,0.1075577970538729,,,,,
1998-03,0.07848475122184745,,,,,
1998-04,0.09188791973094437,,,,,
1998-05,0.07546229049865188,,,,,
1998-06,0.015943880183548698,,,,,
1998-07,0.03137018397424857,,,,,
1998-08,-0.11201888757751563,,,,,
1998-09,0.07024388442338686,,,,,
1998-10,0.13669086776862277,,,,,
1998-11,0.10293615076741075,,,,,
1998-12,0.0420143129673598,,,,,
1999-01,0.010705331410029856,,,,,
1999-02,0.059854321880057765,,,,,
1999-03,0.07118010057783927,,,,,
1999-04,0.039656891207182215,,,,,
1999-05,0.06016470468947904,,,,,
1999-06,0.10856996194656915,,,,,
1999-07,0.07721412042837714,,,,,
1999-08,0.06857597185448558,,,,,
1999-09,0.04859139582718744,,,,,
1999-10,0.015284325950092326,,,,,
1999-11,0.10919414522151843,,,,,
1999-12,0.11998503796553855,,,,,
2000-01,-0.09437016994878672,,,,,
2000-02,0.03840540482565319,,,,,
2000-03,-0.021921597823576583,,,,,
2000-04,-0.10505959637332085,,,,,
2000-05,0.007852360632241262,,,,,
2000-06,0.07732858124235462,,,,,
2000-07,0.01660944215213675,,,,,
2000-08,0.1077712795879619,,,,,
2000-09,0.004970852374206025,,,,,
2000-10,-0.06684399897476062,,,,,
2000-11,0.023071162740692125,,,,,
2000-12,0.0015853800151905961,,,,,
2001-01,0.030677808495585046,,,,,
2001-02,0.020728659728248583,,,,,
2001-03,-0.02609918811868417,,,,,
2001-04,-0.01060544170545158,,,,,
2001-05,0.09427027604755886,,,,,
2001-06,0.09505777076179156,,,,,
2001-07,-0.002900875007838505,,,,,
2001-08,0.04611918395519571,,,,,
2001-09,-0.10661465305536755,0.028226952476270162,,,,
2001-10,0.1235015323068441,0.11562873309802335,,,,
2001-11,0.15987171209698417,0.2504947113839159,,,,
2001-12,0.06992504227758375,0.07775892682143026,,,,
2002-01,0.056820932201860824,0.1412023041753001,,,,
2002-02,0.004939554944704022,0.06934828194718368,,,,
2002-03,0.06339434217473003,0.10644018289406776,,,,
2002-04,0.0066002077341006105,0.018005865164695378,,,,
2002-05,-0.0009208967189968942,-0.0975151507000252,,,,
2002-06,-0.03086670563420188,0.06983486981712489,,,,
2002-07,-0.172314649100689,-0.012103073459341362,,,,
2002-08,-0.006017055807444938,0.09853974387263176,,,,
2002-09,0.047908534764605104,0.21649377328608632,,,,
2002-10,0.01808228591544525,0.12891630080237104,,,,
2002-11,0.0773731425637908,0.14065546555234587,,,,
2002-12,0.07494121439266571,0.1918728727633382,,,,54.909743506317525
2003-01,0.048546826017625694,0.12551269931463854,,,,12.551443048594649
2003-02,0.12721327875779045,0.2350444243535905,,,,37.660443429608264
2003-03,0.027057291611586987,0.11453363822218954,,,,4.226236255446281
2003-04,0.10465921967089906,0.20335722092860092,,,,33.99058867115181
2003-05,0.05650310422167357,0.08017716973657485,,,,8.948604353501807
2003-06,0.039972549646726335,0.08729783911637601,,,,-19.537953163971054
2003-07,0.03859160658954444,0.05990431094744547,,,,-22.641517547157008
2003-08,0.07642791635955745,0.10810426886383862,,,,22.250572038727938
2003-09,0.045553547637478986,0.027914455709410813,,,,4.488066048994995
2003-10,0.11688789887149939,0.11952183998233279,,,,2.3547485780117086
2003-11,0.05233494288030595,0.036153267359401386,,,,16.284758319875294
2003-12,0.06928585333450621,0.07692033707109533,,,,3.6392907743210685
2004-01,0.07647963492714005,0.07356333983537072,,,,3.2224999118515
2004-02,0.0810604877529613,0.10648982454845854,,,,50.163410057293575
2004-03,-0.005794919073187632,0.020260613434465335,,,,-7.894422040495172
2004-04,0.041697368605660784,0.00525731036464458,,,,-2.269736651389252
2004-05,0.05017467193264799,0.12488774558495236,,,,24.596891606978318
2004-06,0.051691266987094364,0.04932816977563059,,,,9.725515870417482
2004-07,0.027542637357024086,-0.010668560109647285,,,,1.6247832539699658
2004-08,0.02841783620970907,0.0395135885893127,,,,20.64827885059367
2004-09,0.060958010695773515,0.07494432708865156,,,,16.35827970453107
2004-10,0.0025790990791483004,0.011407685218812053,,,,19.289512803795446
2004-11,0.06914635461110266,0.10749118650609915,,,,23.843676350941294
2004-12,0.05755685688253366,0.06358830263743195,,,,7.0537318025368165
2005-01,0.03304599831182879,0.021118220528371368,,,,35.343404782577274
2005-02,0.020133559855837868,0.03276840302330092,,,,4.711822558811079
2005-03,0.015870982733396446,0.0478787139372403,,,,6.405124386206808
2005-04,-0.013134962050640908,-0.006518275059960443,,,,19.477436490459354
2005-05,0.05764260508064492,0.0990759147069137,,,,19.101272906460622
2005-06,0.052478802252609105,0.05090784290689204,,,,-8.57884405524291
2005-07,0.03809942614121872,0.03935098926537278,,,,-5.854755007858344
2005-08,0.01721268800376638,0.027183895818875328,,,,4.195672432681988
2005-09,0.039840012248827786,0.04115083221079177,,,,21.814536749545404
2005-10,-0.03431244400354158,-0.035805541904398525,,,,17.38784023645676
2005-11,0.0821750288250729,0.08342857034854802,,,,4.23051995183792
2005-12,0.04513611011449706,0.03763648522825405,,,,7.761548549595176
2006-01,0.007706584616962622,-0.03572067594622386,,,,15.240937090510016
2006-02,0.029518894229831283,0.027465394969551582,,,,24.652950454601985
2006-03,0.04370468152022637,0.03455578209837196,,,,-11.62045805903297
2006-04,0.027068928058745834,0.03675467416885833,,,,4.844214536233984
2006-05,-0.029519214606766556,-0.0008039683016008714,,,,5.194107643229017
2006-06,0.014153370971122708,-0.011015230507619711,,,,-1.4616705968382036
2006-07,0.0005473363760866434,-0.015347269976219574,,,,7.690498565536544
2006-08,0.08147607407693462,0.050612357936140856,,,,21.083986635807896
2006-09,0.047825164276117035,0.026972402680434326,,,,2.8737848517023252
2006-10,0.059043143939281735,0.03461758768733908,,,,-0.3963615737226647
2006-11,0.02256290361568969,0.043099361304753336,,,,-6.0925291013281395
2006-12,0.04147679646559778,0.05106922929979699,,,,9.021763389909601
2007-01,0.03545687487043707,0.01001741448996829,,,,13.527636086504323
2007-02,-0.059712458372933735,-0.015255241524356977,,,,-5.588320402524232
2007-03,0.01629449429250046,0.04974393134139743,,,,16.094645350952945
2007-04,0.06945283036810057,0.0781712782617945,,,,16.618522751846278
2007-05,0.0618981582463521,0.052788577438010284,,,,24.9771094488883
2007-06,-0.016499433772759392,0.03807302398629653,0.08581782446151653,,,-30.152531645998494
2007-07,-0.01030397433405128,0.020761883708609152,0.04234225927295629,,,-14.168347932530793
2007-08,0.009308948859660493,0.004429740112669639,0.057815563370593376,,,17.370731254446028
2007-09,0.08699140647805037,0.08832184546077604,0.09636242704614753,,,15.515794871007671
2007-10,0.04009909730462452,0.019420418102332193,-0.047972400982592145,,,23.005121109504458
2007-11,-0.08054793211249528,-0.08072278109781902,0.04720774517425258,,,-14.746230093947958
2007-12,0.04826732265797032,0.08167626961562466,0.07929687345066466,,,-1.8650750931535356
2008-01,-0.0007985894620888556,-0.023960670793647165,0.11971949724563347,,,10.965981540752239
2008-02,0.07979277289762535,0.09593916803967073,-0.02586882600898771,,,15.37547814494809
2008-03,-0.010636637317295028,-0.03708848350764893,-0.04445200238433872,,,2.837008513899832
2008-04,0.0807790466050188,0.043455510088436844,0.16006374244978602,,,45.20084099917564
2008-05,0.05792791490052007,0.050285579297028815,0.048808368212530207,,,14.078064321646906
2008-06,-0.011591313558770827,-0.05344010574686217,-0.027618589775771085,,,24.787243991767482
2008-07,0.020045975804852123,0.049281254083788834,0.03252357444933551,0.06657819961433456,,19.23038275952696
2008-08,0.033276384189807356,0.04140158066181887,0.09531535694502924,-0.03876650818921898,,56.941522792854286
2008-09,-0.2806949195365523,-0.227200103617982,-0.13590358343264886,-0.2806689490752301,-0.07928699186574843,-91.88784112116667
2008-10,-0.48583723049161825,-0.35230043178168474,-0.006620480607437695,0.02271384679399413,-0.00763195645405737,37.110863662050804
2008-11,-0.11318686636548025,-0.013542354510521104,-0.11774271278181003,0.12966574878613396,0.06773535144116641,28.833946023150446
2008-12,0.08580763939773672,0.10657053121867449,0.045727563587190656,0.15442719375343567,0.008603836480303467,68.61194688298482
2009-01,0.011010831160866652,0.011997649214195827,0.08634024503827054,0.10586412825848995,0.06136622986737464,49.357193568902346
2009-02,0.10158192735201144,0.11155587230281322,0.14711276618418678,0.12624654879081554,0.04903646003477449,-8.978736115751161
2009-03,-0.00983134612224118,0.02332609573035066,-0.040314298781944036,0.1314393644602982,0.011162368725383731,-30.183927852459874
2009-04,0.14648081865548357,0.17646992000514822,0.2539091125671723,0.0924862502005199,0.06132636109963022,2.2432768870640842
2009-05,0.0903870952470695,0.11805031494889959,0.18802109242661086,0.12104897109364218,0.03187291360746866,-23.234233381327044
2009-06,0.08974904470491593,0.09476045910929665,0.04619841694519072,0.1119250742009715,0.018486479902068087,1.3386657030733033
2009-07,0.06523736818986492,0.06262350841033223,-0.038374739435002636,0.05601793432128985,0.02974222495727233,15.680878587800095
2009-08,0.09498475971720746,0.08116068093525342,0.09095486949511572,0.08103778905774493,0.024637174627350725,26.342456665389122
2009-09,0.1086186829959345,0.12537997433663572,0.03231898855415505,0.052463059611424584,0.026142125741684716,39.790745814165035
