year,year_ret,spy_year_ret,edge_pp
2003,0.06908007346134548,0.09794954900005215,-2.886947553870667
2004,0.17189501178940159,0.0267071588504324,14.518785293896919
2005,0.13206356073043723,0.06636005871523576,6.570350201520148
2006,0.22088544663843557,0.19170814749076825,2.9177299147667313
2007,0.016835159122656984,-0.017193374914227122,3.4028534036884106
2008,-0.07471261367662652,-0.2935318464536879,21.88192327770614
2009,2.0570045194348463,0.09979872158878278,195.72057978460634
2010,0.3318684936366003,0.28887200952876,4.299648410784029
2011,0.14682058904415274,0.08578056398773515,6.104002505641759
2012,0.21135226477456315,0.3004415937584881,-8.908932898392496
2013,0.46690629706916287,0.0948032857889638,37.21030112801991
2014,0.10601173536624575,0.20589780534692448,-9.988606998067873
2015,0.2842836137374334,0.10800093916069242,17.628267457674095
2016,0.34850983937430424,0.16870509407341783,17.980474530088642
2017,0.47605204650084554,0.20114238810573504,27.49096583951105
2018,-0.03899495035961542,-0.01057140678672086,-2.842354357289456
2019,0.3058416228592169,0.2155948183718508,9.02468044873661
2020,0.3982108590439766,0.11610987881121515,28.210098023276142
2021,0.537707507566362,0.25185764111631626,28.584986645004573
2022,0.1356781720333271,-0.1564470277526845,29.212519978601158
2023,0.5546437833915587,0.22232486036609855,33.231892302546015
2024,0.012664370563536087,0.5120904386986389,-49.94260681351028
2025,0.19084245038639547,0.1601629026607252,3.0679547725670275
