date,equity,ret_m,regime,n_picks,n_alive,gross_alpha,perm_w,picks
2003-09-30,1.0182037058619815,0.019037712440782645,bull,3,3,0.8184256270589115,0.1,"CSX,SRE,NI"
2003-10-31,1.0450944413196896,0.02640997602237475,recovery,3,3,0.8979136847882708,0.1,"CSX,SRE,NI"
2003-11-28,1.105598178989261,0.057893081502921856,recovery,3,3,0.9,0.1,"CSX,SRE,NI"
2003-12-31,1.0693908084142885,-0.03274912283961382,recovery,3,3,0.9,0.1,"CSX,SRE,NI"
2004-01-30,1.088617341900371,0.01797895898749312,recovery,3,3,0.8587464183537409,0.1,"CSX,SRE,NI"
2004-02-27,1.0745478480186397,-0.012924186801186462,recovery,3,3,0.8802001748824272,0.1,"CSX,SRE,NI"
2004-03-31,1.0205747672948537,-0.04942022541456214,bull,3,3,0.850447330190813,0.1,"AAPL,MO,NVDA"
2004-04-30,1.0145049168461586,-0.005947482382681201,bull,3,3,0.8135407870917662,0.1,"AAPL,MO,NVDA"
2004-05-31,1.0627266443121244,0.04753227575857891,recovery,3,3,0.846308921025161,0.1,"AAPL,MO,NVDA"
2004-06-30,0.9853277599201355,-0.07283047320422376,recovery,3,2,0.8823179397232571,0.1,"AAPL,MO,NVDA"
2004-07-30,1.018232362150589,0.033394575458952344,normal,3,2,0.8184497162151888,0.1,"AAPL,MO,NVDA"
2004-08-31,1.043465073363237,0.02478089692548583,normal,3,2,0.8231230056796469,0.1,"AAPL,MO,NVDA"
2004-09-30,1.1037393424428041,0.05865541037747796,normal,3,3,0.8424262984130367,0.1,"AAPL,NI,NEE"
2004-10-29,1.1588098724136775,0.04989450665860179,normal,3,3,0.8674528893510823,0.1,"AAPL,NI,NEE"
2004-11-30,1.2040089359216624,0.03900472768137536,recovery,3,3,0.8856828236921527,0.1,"AAPL,NI,NEE"
2004-12-31,1.2572561538653255,0.044224935841445885,recovery,3,3,0.8919244465260122,0.1,"AAPL,NI,NEE"
2005-01-31,1.2929433711877385,0.028385001109515876,normal,3,3,0.8472645969936216,0.1,"AAPL,NI,NEE"
2005-02-28,1.2945266611044366,0.0012245624611104408,recovery,3,3,0.8868236527478878,0.1,"AAPL,NI,NEE"
2005-03-31,1.2966397411838793,0.0024632362678149227,normal,3,3,0.8288758485436934,0.1,"CSX,WEN,NI"
2005-04-29,1.3620126716512708,0.05041718866930897,normal,3,3,0.7927385481100658,0.1,"CSX,WEN,NI"
2005-05-31,1.3972193401288218,0.02584900214978697,recovery,3,3,0.8537309195632335,0.1,"CSX,WEN,NI"
2005-06-30,1.4311743162351225,0.02430182229167397,normal,3,3,0.8566907138085799,0.1,"CSX,WEN,NI"
2005-07-29,1.406039532071667,-0.017562349937620136,recovery,3,3,0.8866736711012021,0.1,"CSX,WEN,NI"
2005-08-31,1.431051190288078,0.01778873043459776,bull,3,3,0.8656829966569487,0.1,"CSX,WEN,NI"
2005-09-30,1.4171066060735618,-0.008870654765341856,recovery,3,3,0.8814588319218407,0.1,"CSX,NI,CL"
2005-10-31,1.4063555932604266,-0.007586594238610868,normal,3,3,0.8345958331441992,0.1,"CSX,NI,CL"
2005-11-30,1.4121276196120094,0.0041042438905520015,recovery,3,3,0.8729418936275224,0.1,"CSX,NI,CL"
2005-12-30,1.4285539517579207,0.011632328351756597,normal,3,3,0.8586888549708811,0.1,"CSX,NI,CL"
2006-01-31,1.4402657032812003,0.008198326362730404,recovery,3,3,0.8720054616466046,0.1,"CSX,NI,CL"
2006-02-28,1.4728531642147527,0.022626006339880225,recovery,3,3,0.8809967902250813,0.1,"CSX,NI,CL"
2006-03-31,1.4740437723221016,0.0016977791444998868,recovery,3,3,0.8879031781009546,0.1,"NVDA,PEG,EXC"
2006-04-28,1.4440047191915961,-0.020378671037145798,recovery,3,3,0.9,0.1,"NVDA,PEG,EXC"
2006-05-31,1.447734840072655,0.0025831777635375273,bull,3,3,0.8229383665906783,0.1,"NVDA,PEG,EXC"
2006-06-30,1.4799437626824117,0.022247805135462567,normal,3,3,0.8279531241273593,0.1,"NVDA,PEG,EXC"
2006-07-31,1.6217985402709163,0.09585146487687578,recovery,3,3,0.8365874961993965,0.1,"NVDA,PEG,EXC"
2006-08-31,1.561955252260687,-0.03689933522830313,recovery,3,3,0.8788492925113481,0.1,"NVDA,PEG,EXC"
2006-09-29,1.6650981167196868,0.06699219593289873,recovery,3,3,0.8976078042522834,0.1,"NVDA,HPQ,WMB"
2006-10-31,1.7722533048250488,0.06435367803818218,recovery,3,3,0.8857330341778656,0.1,"NVDA,HPQ,WMB"
