universe,v6_cagr,v7_cagr,delta_cagr,v6_sharpe,v7_sharpe,delta_sharpe,v6_dd,v7_dd,delta_dd_pp,v6_wf,v7_wf,delta_wf
sp500_pit,38.20068043712843,29.56816845044099,-8.63251198668744,0.9706635072032087,1.1052871065640544,0.13462359936084567,-45.984875497512924,-28.973773246106084,17.01110225140684,42.48318757176886,32.643432089718424,-9.839755482050439
broader_1811,50.73486987214502,32.40589019965823,-18.32897967248679,0.9776849272054056,0.8590179752639002,-0.11866695194150534,-56.730780496324265,-40.86033377025601,15.870446726068248,61.8982201143873,37.59839778597297,-24.299822328414333
non_sp500,46.669620962055134,31.20376835087604,-15.465852611179098,0.9504386396187303,0.8418740303639672,-0.10856460925476308,-55.19975629189135,-39.13822558079039,16.061530711100954,59.61047448594233,37.69323753240826,-21.91723695353407
random_500_seed1,45.64511737029271,35.38239758310422,-10.262719787188491,0.9006678631105735,0.2860887939432672,-0.6145790691673063,-70.14445184300013,-53.61696520000056,16.527486642999566,39.707586417377655,14.756081852085467,-24.951504565292186
random_500_seed2,46.65202139516691,37.85611630950507,-8.795905085661836,0.9937422822031505,0.9719018230380422,-0.02184045916510835,-52.94929111944137,-26.990922963848753,25.958368155592616,49.347824959420194,35.05479923887987,-14.29302572054032
random_500_seed3,49.377053749676534,31.34935033579149,-18.027703413885042,1.0233665838277457,0.8860929230677556,-0.13727366075999015,-45.36904932714836,-37.85465047676267,7.514398850385684,62.58217780143844,37.45060364036548,-25.13157416107297
random_500_seed4,50.5060403640863,32.569482698956584,-17.936557665129715,0.9384098193528411,0.8383423498107883,-0.10006746954205281,-48.82509026268203,-40.938589632399335,7.886500630282694,54.8048550441294,33.618097513364184,-21.18675753076521
random_500_seed5,39.856976771407936,33.88325967839629,-5.973717093011643,0.9745646120985231,0.9797039627944246,0.005139350695901546,-67.28796661354103,-39.0172155075851,28.270751105955927,40.195165927373075,34.49718712646674,-5.6979788009063395
