year,year_ret,spy_year_ret,edge_pp
2003,0.07999092813327335,0.09794954900005215,-1.7958620866778796
2004,0.20285785047636296,0.0267071588504324,17.615069162593056
2005,0.16310935334553545,0.06636005871523576,9.674929463029969
2006,0.26780240477786377,0.19170814749076825,7.609425728709551
2007,-0.016036470988594065,-0.017193374914227122,0.11569039256330571
2008,-0.19461656990087373,-0.2935318464536879,9.891527655281418
2009,6.362165444451966,0.09979872158878278,626.2366722863183
2010,0.4762944879881268,0.28887200952876,18.742247845936678
2011,0.16691019400286988,0.08578056398773515,8.112963001513474
2012,0.25221418208176005,0.3004415937584881,-4.822741167672806
2013,0.5793062704971901,0.0948032857889638,48.45029847082263
2014,0.11063316265958201,0.20589780534692448,-9.526464268734248
2015,0.43260752956299076,0.10800093916069242,32.460659040229835
2016,0.5076358013596329,0.16870509407341783,33.89307072862151
2017,0.5421330321242916,0.20114238810573504,34.099064401855664
2018,-0.20852671233928222,-0.01057140678672086,-19.795530555256136
2019,0.4484763199344506,0.2155948183718508,23.28815015625998
2020,0.7460709455470542,0.11610987881121515,62.99610667358391
2021,0.7277852753198044,0.25185764111631626,47.59276342034882
2022,0.20362141014041768,-0.1564470277526845,36.00684378931022
2023,0.7536537498286471,0.22232486036609855,53.13288894625485
2024,0.049940210551013386,0.5120904386986389,-46.21502281476255
2025,0.27291007092920827,0.1601629026607252,11.274716826848309
