date,equity,ret_m,regime,n_picks,n_alive,gross_alpha,perm_w,picks
2003-09-30,1.0171462943599685,0.017937881987132823,bull,3,3,0.7776384405883673,0.1,"CSX,SRE,NI"
2003-10-31,1.043978296746891,0.026379688483067487,recovery,3,3,0.8968705271824062,0.1,"CSX,SRE,NI"
2003-11-28,1.1044174173677404,0.057893081502921856,recovery,3,3,0.9,0.1,"CSX,SRE,NI"
2003-12-31,1.0682487157001552,-0.03274912283961382,recovery,3,3,0.9,0.1,"CSX,SRE,NI"
2004-01-30,1.0870519469106292,0.017601922599223455,recovery,3,3,0.8381196275306113,0.1,"CSX,SRE,NI"
2004-02-27,1.0731779542236266,-0.012762952797639754,recovery,3,3,0.8703002623236408,0.1,"CSX,SRE,NI"
2004-03-31,1.0206480234267234,-0.0481621102447528,bull,3,3,0.8256709952862195,0.1,"AAPL,MO,NVDA"
2004-04-30,1.0148863020377215,-0.0056451599932145075,bull,3,3,0.7703111806376493,0.1,"AAPL,MO,NVDA"
2004-05-31,1.0616298685559085,0.04605793419847501,recovery,3,3,0.8194633815377413,0.1,"AAPL,MO,NVDA"
2004-06-30,0.9851019102605246,-0.07208534778649527,recovery,3,2,0.8734769095848856,0.1,"AAPL,MO,NVDA"
2004-07-30,1.0165644808091052,0.031938391572360184,normal,3,2,0.7776745743227831,0.1,"AAPL,MO,NVDA"
2004-08-31,1.0406245350064416,0.023668005966710856,normal,3,2,0.7846845085194702,0.1,"AAPL,MO,NVDA"
2004-09-30,1.0987450751571937,0.0567113771327841,normal,3,3,0.8136394476195551,0.1,"AAPL,NI,NEE"
2004-10-29,1.1524885798491478,0.048913534091850376,normal,3,3,0.8511793340266235,0.1,"AAPL,NI,NEE"
2004-11-30,1.197102518058379,0.03871095904054061,recovery,3,3,0.878524235538229,0.1,"AAPL,NI,NEE"
2004-12-31,1.2498239699672384,0.04404088297664789,recovery,3,3,0.8878866697890183,0.1,"AAPL,NI,NEE"
2005-01-31,1.284138909365689,0.02745581795758805,normal,3,3,0.8208968954904323,0.1,"AAPL,NI,NEE"
2005-02-28,1.2856953978418257,0.0012120873098577993,recovery,3,3,0.8802354791218316,0.1,"AAPL,NI,NEE"
2005-03-31,1.2879171750567135,0.002523389944117652,normal,3,3,0.7933137728155402,0.1,"CSX,WEN,NI"
2005-04-29,1.3487308244708813,0.047218602711381404,normal,3,3,0.7391078221650987,0.1,"CSX,WEN,NI"
2005-05-31,1.3827285562185399,0.025207203046609485,recovery,3,3,0.8305963793448503,0.1,"CSX,WEN,NI"
2005-06-30,1.415363835552862,0.023602086749095738,normal,3,3,0.8350360707128698,0.1,"CSX,WEN,NI"
2005-07-29,1.3907304932730529,-0.01740424734689293,recovery,3,3,0.8800105066518031,0.1,"CSX,WEN,NI"
2005-08-31,1.4148798803055542,0.017364534069909145,bull,3,3,0.848524494985423,0.1,"CSX,WEN,NI"
2005-09-30,1.4012044432007134,-0.008800928181911631,recovery,3,3,0.8721882478827611,0.1,"CSX,NI,CL"
2005-10-31,1.3910285043161672,-0.007262279914915063,normal,3,3,0.8018937497162988,0.1,"CSX,NI,CL"
2005-11-30,1.3967134236934056,0.004086846070802059,recovery,3,3,0.8594128404412836,0.1,"CSX,NI,CL"
2005-12-30,1.4125246669213778,0.011320320231591581,normal,3,3,0.8380332824563217,0.1,"CSX,NI,CL"
2006-01-31,1.4239442396150772,0.00808451205216012,recovery,3,3,0.858008192469907,0.1,"CSX,NI,CL"
2006-02-28,1.4557447548540365,0.02233269699349716,recovery,3,3,0.8714951853376219,0.1,"CSX,NI,CL"
2006-03-31,1.4568862617847937,0.0016674647058791525,recovery,3,3,0.881854767151432,0.1,"NVDA,PEG,EXC"
2006-04-28,1.4271968559173445,-0.020378671037145798,recovery,3,3,0.9,0.1,"NVDA,PEG,EXC"
2006-05-31,1.4307896821741113,0.0025174006247775348,bull,3,3,0.7844075498860175,0.1,"NVDA,PEG,EXC"
2006-06-30,1.4614286813456872,0.021414048167456283,normal,3,3,0.791929686191039,0.1,"NVDA,PEG,EXC"
2006-07-31,1.5956186480698564,0.091821084694059,recovery,3,3,0.8048812442990948,0.1,"NVDA,PEG,EXC"
2006-08-31,1.537184049365233,-0.03662190760637522,recovery,3,3,0.8682739387670222,0.1,"NVDA,PEG,EXC"
2006-09-29,1.638515470560287,0.06687652236781806,recovery,3,3,0.896411706378425,0.1,"NVDA,HPQ,WMB"
2006-10-31,1.742953938353334,0.06373968977988011,recovery,3,3,0.8785995512667985,0.1,"NVDA,HPQ,WMB"
2006-11-30,1.7367060680908597,-0.0035846445078042783,recovery,3,3,0.8916959753315727,0.1,"NVDA,HPQ,WMB"
2006-12-29,1.721465496792263,-0.008775561724932875,recovery,3,3,0.881265196502299,0.1,"NVDA,HPQ,WMB"
2007-01-31,1.674292319462773,-0.02740291769854888,recovery,3,3,0.8958329553906719,0.1,"NVDA,HPQ,WMB"
2007-02-28,1.6873714430382938,0.007811732409856257,bull,3,3,0.7950285949556829,0.1,"NVDA,HPQ,WMB"
2007-03-30,1.7347181046122395,0.028911952695747083,recovery,3,3,0.8285783257701503,0.1,"NVDA,T,SCHW"
2007-04-30,1.8801297363052505,0.08382435815155954,recovery,3,3,0.8727375948694939,0.1,"NVDA,T,SCHW"
2007-05-31,1.89500055950611,0.007909466519093975,recovery,3,3,0.8968746517798998,0.1,"NVDA,T,SCHW"
2007-06-29,1.9157389787993058,0.0109437536517672,bull,3,3,0.8411767477745561,0.1,"NVDA,T,SCHW"
2007-07-31,1.950276193219983,0.018028142039644382,bull,3,3,0.7191141599375688,0.1,"NVDA,T,SCHW"
2007-08-31,2.045330925705949,0.04873911337092571,recovery,3,3,0.755290952158858,0.1,"NVDA,T,SCHW"
2007-09-28,1.969992251544884,-0.0359998050065675,recovery,3,3,0.8658316029540531,0.1,"NVDA,AMZN,JCI"
2007-10-31,1.9075589075990724,-0.03169217741686588,recovery,3,3,0.8649147914175527,0.1,"NVDA,AMZN,JCI"
2007-11-30,1.9617696078357942,0.028418886578424694,normal,3,3,0.7500765076516919,0.1,"NVDA,AMZN,JCI"
2007-12-31,1.7474819239711163,-0.10923182977693188,normal,3,2,0.7179824177571058,0.1,"NVDA,AMZN,JCI"
2008-01-31,1.70618551436934,-0.023631952374037195,normal,3,2,0.6,0.1,"NVDA,AMZN,JCI"
2008-02-29,1.7805005547123252,0.04355624855392953,normal,3,2,0.6,0.1,"NVDA,AMZN,JCI"
2008-03-31,1.8891636941377055,0.06166654531980044,normal,3,3,0.6,0.1,"MBI,MTG,SLM"
2008-04-30,1.8785928996258197,-0.005595488916438687,normal,3,2,0.6,0.1,"MBI,MTG,SLM"
2008-05-30,1.744036712965365,-0.07162604877685604,normal,3,1,0.6184312502921417,0.1,"MBI,MTG,SLM"
2008-06-30,1.6971234961974138,-0.026899214001169312,normal,3,1,0.6,0.1,"MBI,MTG,SLM"
2008-07-31,1.6794875745269313,-0.010391654885456285,normal,3,1,0.6,0.1,"MBI,MTG,SLM"
2008-08-29,1.5921185505338193,-0.0520212386910463,normal,3,0,0.6,0.1,"MBI,MTG,SLM"
2008-09-30,1.6568521116795327,0.040658756927371344,cash,0,0,0.0,0.1,
2008-10-31,1.7019666367530744,0.02722905970636669,cash,0,0,0.0,0.1,
2008-11-28,1.7117920304883274,0.005772964947184546,cash,0,0,0.0,0.1,
2008-12-31,1.6149832565923532,-0.05598764364597506,normal,3,2,0.6,0.1,"MBI,GNW,THC"
2009-01-30,1.6095482603630291,-0.003365357632742226,crash,3,2,0.6,0.1,"MBI,GNW,THC"
2009-02-27,1.768723693565039,0.09889447686775699,crash,3,2,0.6,0.1,"MBI,GNW,THC"
2009-03-31,2.2460811641913674,0.26988809635051964,normal,3,2,0.6,0.1,"MBI,GNW,THC"
2009-04-30,2.768928844569292,0.23278218468394482,normal,3,2,0.6,0.1,"MBI,GNW,THC"
2009-05-29,2.371129179897891,-0.1436655425261674,recovery,3,0,0.6,0.1,"MBI,GNW,THC"
2009-06-30,3.0356282185554484,0.28101442752251604,normal,3,3,0.6,0.1,"MTW,F,TGNA"
2009-07-31,3.172768310851432,0.04517684064791193,recovery,3,3,0.6,0.1,"MTW,F,TGNA"
2009-08-31,3.669545873489981,0.1565754300241468,recovery,3,3,0.6,0.1,"MTW,F,TGNA"
2009-09-30,3.423568412705937,-0.06703212584452665,recovery,3,3,0.6924380917872784,0.1,"MTW,F,TGNA"
2009-10-30,3.6846210891600273,0.07625163133449943,recovery,3,3,0.729766487098819,0.1,"MTW,F,TGNA"
2009-11-30,4.382883909747591,0.18950736146026473,recovery,3,3,0.8612129189025011,0.1,"MTW,F,TGNA"
2009-12-31,4.929776353857293,0.12575395770180237,recovery,3,3,0.8659325776183111,0.1,"FITB,HBAN,SLM"
2010-01-29,4.973086813589359,0.008785481657434202,bull,3,3,0.7000177772373906,0.1,"FITB,HBAN,SLM"
2010-02-26,5.392673387510828,0.08437145572743968,recovery,3,3,0.7873624136206605,0.1,"FITB,HBAN,SLM"
2010-03-31,5.855173828429099,0.08576459349260793,recovery,3,3,0.8895238531808567,0.1,"FITB,HBAN,SLM"
2010-04-30,5.427155321486981,-0.07310090519668695,recovery,3,3,0.8261146391678318,0.1,"FITB,HBAN,SLM"
2010-05-31,5.3075950986141995,-0.02202999836754698,crash,3,3,0.6,0.1,"FITB,HBAN,SLM"
2010-06-30,5.302942936321256,-0.00027667640396190544,normal,3,3,0.6,0.1,"NVDA,HBAN,NDAQ"
2010-07-30,5.200854737018653,-0.01925123474427272,normal,3,3,0.628707860897193,0.1,"NVDA,HBAN,NDAQ"
2010-08-31,5.469389260181665,0.05163276744717295,normal,3,3,0.6,0.1,"NVDA,HBAN,NDAQ"
2010-09-30,5.595284764761278,0.02301820159266383,recovery,3,3,0.7393449519110528,0.1,"NVDA,HBAN,NDAQ"
2010-10-29,5.848410752881544,0.04523916096539661,recovery,3,3,0.8478136885933059,0.1,"NVDA,HBAN,NDAQ"
2010-11-30,6.402246979292595,0.09469858561801131,bull,3,3,0.7965933241716655,0.1,"NVDA,HBAN,NDAQ"
2010-12-31,6.555995208947949,0.024933017941532278,recovery,3,3,0.8959496723761464,0.1,"NFLX,JBL,AMZN"
2011-01-31,6.675749756056203,0.018266417727823798,recovery,3,3,0.8697665694917853,0.1,"NFLX,JBL,AMZN"
2011-02-28,6.913655601829974,0.03563732231843224,recovery,3,3,0.8692262622186945,0.1,"NFLX,JBL,AMZN"
2011-03-31,7.069529792686306,0.022545842580743315,bull,3,3,0.8695835181187319,0.1,"NFLX,JBL,AMZN"
2011-04-29,7.546536942619234,0.06747367419349581,recovery,3,3,0.9,0.1,"NFLX,JBL,AMZN"
2011-05-31,7.469893738451359,-0.010156076191058057,bull,3,3,0.8663555956832835,0.1,"NFLX,JBL,AMZN"
2011-06-30,6.800832861552361,-0.08882385024042797,recovery,3,3,0.8163145171478531,0.1,"LUV,KDP,NVDA"
2011-07-29,6.655380270052557,-0.021387467455949508,bull,3,3,0.7579752606281085,0.1,"LUV,KDP,NVDA"
2011-08-31,6.761167552080921,0.015895001898595836,normal,3,3,0.60085615739768,0.1,"LUV,KDP,NVDA"
2011-09-30,6.692380300661455,-0.01017387172993443,crash,3,3,0.6,0.1,"LUV,KDP,NVDA"
