year,year_ret,spy_year_ret,edge_pp
2005,0.06875545615153311,-0.0038241049065512733,7.2579561058084385
2006,0.3085099960406401,0.19170814749076825,11.680184854987186
2007,-0.18448889515408096,-0.017193374914227122,-16.729552023985384
2008,-0.28583980649349583,-0.2935318464536879,0.7692039960192076
2009,0.4529191926844385,0.09979872158878278,35.31204710956557
2010,0.5410371346087433,0.28887200952876,25.216512507998324
2011,0.04433794241882372,0.08578056398773515,-4.144262156891143
2012,-0.11878715581719457,0.3004415937584881,-41.92287495756827
2013,0.24792936188512704,0.0948032857889638,15.312607609616325
2014,0.23050191568347733,0.20589780534692448,2.4604110336552854
2015,-0.16532605762151098,0.10800093916069242,-27.33269967822034
2016,0.4048057645302514,0.16870509407341783,23.61006704568336
2017,0.14867721376638543,0.20114238810573504,-5.246517433934961
2018,0.02190854038740042,-0.01057140678672086,3.247994717412128
2019,0.2961720681046396,0.2155948183718508,8.05772497327888
2020,0.12131919356419729,0.11610987881121515,0.5209314752982142
2021,0.40710699109090465,0.25185764111631626,15.524934997458839
2022,-0.24038140918457662,-0.1564470277526845,-8.393438143189213
2023,0.12048789777876268,0.22232486036609855,-10.183696258733587
2024,0.05514415861995747,0.5120904386986389,-45.69462800786815
2025,0.42336434532363376,0.1601629026607252,26.320144266290857
