name,cagr_full,spy_cagr_full,edge_full_pp,sharpe,max_dd,n_cash,wf_mean_cagr,wf_median_cagr,wf_min_cagr,wf_max_cagr,wf_mean_edge_pp,wf_n_pos,wf_n_beats,wf_n_splits,sl,tp,sm,st,gate,kn,kr,kb,h,w
sl-0.4|tp1.0|sm1|st-1000000000.0|breadth_tight|k434|h6|ew,0.27509846837492313,0.12725478443785376,14.784368393706938,0.8628609829229906,-0.6688435628086639,4,0.2925611010323087,0.32500225591659604,0.04651456912472929,0.43706629902604743,14.450090369287409,10,9,10,-0.4,1.0,1,-1000000000.0,breadth_tight,4,3,4,6,ew
sl-0.4|tp1.0|sm1|st0.5|breadth_tight|k434|h6|ew,0.27509846837492313,0.12725478443785376,14.784368393706938,0.8628609829229906,-0.6688435628086639,4,0.2925611010323087,0.32500225591659604,0.04651456912472929,0.43706629902604743,14.450090369287409,10,9,10,-0.4,1.0,1,0.5,breadth_tight,4,3,4,6,ew
sl-0.3|tp1.0|sm0|st0.5|breadth_tight|k222|h6|ew,0.2369814626206157,0.12725478443785376,10.972667818276193,0.6437219006514182,-0.8555187170299994,4,0.2922493515239009,0.27148569037383896,-0.0927087739080048,0.5828940954212223,14.418915418446627,9,8,10,-0.3,1.0,0,0.5,breadth_tight,2,2,2,6,ew
sl-0.3|tp1.0|sm0|st0.55|tight|k222|h6|ew,0.2369814626206157,0.12725478443785376,10.972667818276193,0.6437219006514182,-0.8555187170299994,4,0.2922493515239009,0.27148569037383896,-0.0927087739080048,0.5828940954212223,14.418915418446627,9,8,10,-0.3,1.0,0,0.55,tight,2,2,2,6,ew
sl-0.3|tp1.0|sm0|st0.5|tight|k222|h6|ew,0.2369814626206157,0.12725478443785376,10.972667818276193,0.6437219006514182,-0.8555187170299994,4,0.2922493515239009,0.27148569037383896,-0.0927087739080048,0.5828940954212223,14.418915418446627,9,8,10,-0.3,1.0,0,0.5,tight,2,2,2,6,ew
sl-0.3|tp1.0|sm0|st0.55|breadth_tight|k222|h6|ew,0.2369814626206157,0.12725478443785376,10.972667818276193,0.6437219006514182,-0.8555187170299994,4,0.2922493515239009,0.27148569037383896,-0.0927087739080048,0.5828940954212223,14.418915418446627,9,8,10,-0.3,1.0,0,0.55,breadth_tight,2,2,2,6,ew
sl-0.3|tp1.0|sm0|st-1000000000.0|tight|k222|h6|ew,0.2369814626206157,0.12725478443785376,10.972667818276193,0.6437219006514182,-0.8555187170299994,4,0.2922493515239009,0.27148569037383896,-0.0927087739080048,0.5828940954212223,14.418915418446627,9,8,10,-0.3,1.0,0,-1000000000.0,tight,2,2,2,6,ew
sl-0.3|tp1.0|sm0|st-1000000000.0|breadth_tight|k222|h6|ew,0.2369814626206157,0.12725478443785376,10.972667818276193,0.6437219006514182,-0.8555187170299994,4,0.2922493515239009,0.27148569037383896,-0.0927087739080048,0.5828940954212223,14.418915418446627,9,8,10,-0.3,1.0,0,-1000000000.0,breadth_tight,2,2,2,6,ew
sl-0.4|tp1000000000.0|sm1|st-1000000000.0|breadth_tight|k434|h6|ew,0.27617316849787343,0.12725478443785376,14.891838406001966,0.8509701992225398,-0.668843562808664,4,0.2922126804582833,0.3316954153877987,0.04651456912472929,0.43706629902604743,14.41524831188487,10,9,10,-0.4,1000000000.0,1,-1000000000.0,breadth_tight,4,3,4,6,ew
sl-0.4|tp1000000000.0|sm1|st-1000000000.0|tight|k434|h6|ew,0.27617316849787343,0.12725478443785376,14.891838406001966,0.8509701992225398,-0.668843562808664,4,0.2922126804582833,0.3316954153877987,0.04651456912472929,0.43706629902604743,14.41524831188487,10,9,10,-0.4,1000000000.0,1,-1000000000.0,tight,4,3,4,6,ew
sl-0.4|tp1000000000.0|sm1|st0.5|breadth_tight|k434|h6|ew,0.27617316849787343,0.12725478443785376,14.891838406001966,0.8509701992225398,-0.668843562808664,4,0.2922126804582833,0.3316954153877987,0.04651456912472929,0.43706629902604743,14.41524831188487,10,9,10,-0.4,1000000000.0,1,0.5,breadth_tight,4,3,4,6,ew
sl-0.4|tp1000000000.0|sm1|st0.5|tight|k434|h6|ew,0.27617316849787343,0.12725478443785376,14.891838406001966,0.8509701992225398,-0.668843562808664,4,0.2922126804582833,0.3316954153877987,0.04651456912472929,0.43706629902604743,14.41524831188487,10,9,10,-0.4,1000000000.0,1,0.5,tight,4,3,4,6,ew
sl-0.4|tp0.75|sm0|st-1000000000.0|tight|k222|h6|ew,0.2545850881828784,0.12725478443785376,12.733030374502462,0.7104656583684185,-0.8363475609350656,4,0.2913781963503189,0.2610062413313269,0.10427620305607688,0.6867323539597343,14.331799901088434,10,8,10,-0.4,0.75,0,-1000000000.0,tight,2,2,2,6,ew
sl-0.4|tp0.75|sm0|st-1000000000.0|breadth_tight|k222|h6|ew,0.2545850881828784,0.12725478443785376,12.733030374502462,0.7104656583684185,-0.8363475609350656,4,0.2913781963503189,0.2610062413313269,0.10427620305607688,0.6867323539597343,14.331799901088434,10,8,10,-0.4,0.75,0,-1000000000.0,breadth_tight,2,2,2,6,ew
sl-0.4|tp0.75|sm0|st0.5|tight|k222|h6|ew,0.2545850881828784,0.12725478443785376,12.733030374502462,0.7104656583684185,-0.8363475609350656,4,0.2913781963503189,0.2610062413313269,0.10427620305607688,0.6867323539597343,14.331799901088434,10,8,10,-0.4,0.75,0,0.5,tight,2,2,2,6,ew
sl-0.4|tp0.75|sm0|st0.5|breadth_tight|k222|h6|ew,0.2545850881828784,0.12725478443785376,12.733030374502462,0.7104656583684185,-0.8363475609350656,4,0.2913781963503189,0.2610062413313269,0.10427620305607688,0.6867323539597343,14.331799901088434,10,8,10,-0.4,0.75,0,0.5,breadth_tight,2,2,2,6,ew
sl-0.4|tp0.75|sm0|st0.55|tight|k222|h6|ew,0.2545850881828784,0.12725478443785376,12.733030374502462,0.7104656583684185,-0.8363475609350656,4,0.2913781963503189,0.2610062413313269,0.10427620305607688,0.6867323539597343,14.331799901088434,10,8,10,-0.4,0.75,0,0.55,tight,2,2,2,6,ew
sl-0.4|tp0.75|sm0|st0.55|breadth_tight|k222|h6|ew,0.2545850881828784,0.12725478443785376,12.733030374502462,0.7104656583684185,-0.8363475609350656,4,0.2913781963503189,0.2610062413313269,0.10427620305607688,0.6867323539597343,14.331799901088434,10,8,10,-0.4,0.75,0,0.55,breadth_tight,2,2,2,6,ew
sl-0.4|tp0.75|sm1|st0.5|multi|k324|h6|ew,0.25734580427280696,0.12725478443785376,13.00910198349532,0.761968168832287,-0.6608058212682989,4,0.29127699205562,0.2909395342137918,0.13218635993283634,0.4840804602317732,14.321679471618538,10,8,10,-0.4,0.75,1,0.5,multi,3,2,4,6,ew
sl-0.4|tp0.75|sm1|st-1000000000.0|multi|k324|h6|ew,0.25734580427280696,0.12725478443785376,13.00910198349532,0.761968168832287,-0.6608058212682989,4,0.29127699205562,0.2909395342137918,0.13218635993283634,0.4840804602317732,14.321679471618538,10,8,10,-0.4,0.75,1,-1000000000.0,multi,3,2,4,6,ew
sl-0.3|tp1.5|sm1|st0.55|breadth_tight|k434|h6|ew,0.24889431532549122,0.12725478443785376,12.163953088763746,0.8420097898337274,-0.6644561433457242,8,0.2912071881769237,0.30527133795117867,0.08531134872409618,0.5390004095627106,14.314699083748906,10,9,10,-0.3,1.5,1,0.55,breadth_tight,4,3,4,6,ew
sl-0.3|tp1.5|sm1|st0.55|tight|k434|h6|ew,0.24889431532549122,0.12725478443785376,12.163953088763746,0.8420097898337274,-0.6644561433457242,8,0.2912071881769237,0.30527133795117867,0.08531134872409618,0.5390004095627106,14.314699083748906,10,9,10,-0.3,1.5,1,0.55,tight,4,3,4,6,ew
sl-0.3|tp1.0|sm1|st0.55|breadth_tight|k434|h6|ew,0.23971011772379747,0.12725478443785376,11.24553332859437,0.8287059021617562,-0.6644561433457241,8,0.2908637844880996,0.2921344570226302,0.08531134872409618,0.5131982614724013,14.280358714866498,10,9,10,-0.3,1.0,1,0.55,breadth_tight,4,3,4,6,ew
sl-0.3|tp1.0|sm1|st0.55|tight|k434|h6|ew,0.23971011772379747,0.12725478443785376,11.24553332859437,0.8287059021617562,-0.6644561433457241,8,0.2908637844880996,0.2921344570226302,0.08531134872409618,0.5131982614724013,14.280358714866498,10,9,10,-0.3,1.0,1,0.55,tight,4,3,4,6,ew
sl-0.3|tp1000000000.0|sm1|st0.55|tight|k434|h6|ew,0.24843212243985202,0.12725478443785376,12.117733800199826,0.8349801184293021,-0.6644561433457242,8,0.2908463162020539,0.30346697807683,0.08531134872409618,0.5390004095627106,14.278611886261933,10,9,10,-0.3,1000000000.0,1,0.55,tight,4,3,4,6,ew
sl-0.3|tp1000000000.0|sm1|st0.55|breadth_tight|k434|h6|ew,0.24843212243985202,0.12725478443785376,12.117733800199826,0.8349801184293021,-0.6644561433457242,8,0.2908463162020539,0.30346697807683,0.08531134872409618,0.5390004095627106,14.278611886261933,10,9,10,-0.3,1000000000.0,1,0.55,breadth_tight,4,3,4,6,ew
sl-0.4|tp0.75|sm1|st-1000000000.0|multi|k434|h6|ew,0.2677119964604069,0.12725478443785376,14.045721202255312,0.8538598985779876,-0.6910029622946834,4,0.2906469853227386,0.31814642465604825,0.03233937564033362,0.46905136128476177,14.258678798330397,10,9,10,-0.4,0.75,1,-1000000000.0,multi,4,3,4,6,ew
sl-0.4|tp0.75|sm1|st0.5|multi|k434|h6|ew,0.2677119964604069,0.12725478443785376,14.045721202255312,0.8538598985779876,-0.6910029622946834,4,0.2906469853227386,0.31814642465604825,0.03233937564033362,0.46905136128476177,14.258678798330397,10,9,10,-0.4,0.75,1,0.5,multi,4,3,4,6,ew
sl-0.25|tp1.5|sm0|st0.5|multi|k434|h6|ew,0.27229548144951377,0.12725478443785376,14.504069701166,0.7768560542268271,-0.8044818740779826,4,0.29045719236885487,0.3064593231737538,0.1007117058741418,0.43222739439617963,14.239699502942027,10,9,10,-0.25,1.5,0,0.5,multi,4,3,4,6,ew
sl-0.25|tp1.5|sm0|st-1000000000.0|multi|k434|h6|ew,0.27229548144951377,0.12725478443785376,14.504069701166,0.7768560542268271,-0.8044818740779826,4,0.29045719236885487,0.3064593231737538,0.1007117058741418,0.43222739439617963,14.239699502942027,10,9,10,-0.25,1.5,0,-1000000000.0,multi,4,3,4,6,ew
sl-0.25|tp1.0|sm0|st0.5|multi|k434|h6|ew,0.2734224772871374,0.12725478443785376,14.616769284928367,0.78031619492309,-0.8044818740779827,4,0.29007722698560273,0.31865077778498596,0.1007117058741418,0.4050244753853085,14.201702964616818,10,9,10,-0.25,1.0,0,0.5,multi,4,3,4,6,ew
sl-0.25|tp1.0|sm0|st-1000000000.0|multi|k434|h6|ew,0.2734224772871374,0.12725478443785376,14.616769284928367,0.78031619492309,-0.8044818740779827,4,0.29007722698560273,0.31865077778498596,0.1007117058741418,0.4050244753853085,14.201702964616818,10,9,10,-0.25,1.0,0,-1000000000.0,multi,4,3,4,6,ew
sl-0.4|tp1.5|sm0|st0.5|breadth_tight|k324|h6|ew,0.25899513382953887,0.12725478443785376,13.17403493916851,0.7286257091283446,-0.7833883507619706,4,0.2900269030816923,0.29862948024616,0.1371201393040955,0.48708153333309046,14.196670574225777,10,8,10,-0.4,1.5,0,0.5,breadth_tight,3,2,4,6,ew
sl-0.4|tp1.5|sm0|st0.5|tight|k324|h6|ew,0.25899513382953887,0.12725478443785376,13.17403493916851,0.7286257091283446,-0.7833883507619706,4,0.2900269030816923,0.29862948024616,0.1371201393040955,0.48708153333309046,14.196670574225777,10,8,10,-0.4,1.5,0,0.5,tight,3,2,4,6,ew
sl-0.4|tp1.5|sm0|st-1000000000.0|tight|k324|h6|ew,0.25899513382953887,0.12725478443785376,13.17403493916851,0.7286257091283446,-0.7833883507619706,4,0.2900269030816923,0.29862948024616,0.1371201393040955,0.48708153333309046,14.196670574225777,10,8,10,-0.4,1.5,0,-1000000000.0,tight,3,2,4,6,ew
sl-0.4|tp1.5|sm0|st-1000000000.0|breadth_tight|k324|h6|ew,0.25899513382953887,0.12725478443785376,13.17403493916851,0.7286257091283446,-0.7833883507619706,4,0.2900269030816923,0.29862948024616,0.1371201393040955,0.48708153333309046,14.196670574225777,10,8,10,-0.4,1.5,0,-1000000000.0,breadth_tight,3,2,4,6,ew
sl-0.4|tp1.5|sm1|st-1000000000.0|multi|k434|h6|ew,0.27299494011617265,0.12725478443785376,14.57401556783189,0.8451277716274763,-0.6910029622946834,4,0.28969930311063435,0.32320976191715345,0.04651456912472929,0.43706629902604743,14.163910577119974,10,9,10,-0.4,1.5,1,-1000000000.0,multi,4,3,4,6,ew
sl-0.4|tp1.5|sm1|st0.5|multi|k434|h6|ew,0.27299494011617265,0.12725478443785376,14.57401556783189,0.8451277716274763,-0.6910029622946834,4,0.28969930311063435,0.32320976191715345,0.04651456912472929,0.43706629902604743,14.163910577119974,10,9,10,-0.4,1.5,1,0.5,multi,4,3,4,6,ew
sl-0.4|tp1.0|sm1|st-1000000000.0|multi|k434|h6|ew,0.2711503117561789,0.12725478443785376,14.389552731832511,0.8493292982654267,-0.6910029622946834,4,0.28952660176625705,0.30982975958633796,0.04651456912472929,0.43706629902604743,14.14664044268225,10,9,10,-0.4,1.0,1,-1000000000.0,multi,4,3,4,6,ew
sl-0.4|tp1.0|sm1|st0.5|multi|k434|h6|ew,0.2711503117561789,0.12725478443785376,14.389552731832511,0.8493292982654267,-0.6910029622946834,4,0.28952660176625705,0.30982975958633796,0.04651456912472929,0.43706629902604743,14.14664044268225,10,9,10,-0.4,1.0,1,0.5,multi,4,3,4,6,ew
sl-0.4|tp0.75|sm1|st0.5|breadth_tight|k324|h6|ew,0.25500307088790075,0.12725478443785376,12.7748286450047,0.7604696451633054,-0.674643458704199,4,0.2892307761259561,0.2909395342137918,0.13218635993283634,0.47574849004069897,14.117057878652151,10,8,10,-0.4,0.75,1,0.5,breadth_tight,3,2,4,6,ew
sl-0.4|tp0.75|sm1|st0.5|tight|k324|h6|ew,0.25500307088790075,0.12725478443785376,12.7748286450047,0.7604696451633054,-0.674643458704199,4,0.2892307761259561,0.2909395342137918,0.13218635993283634,0.47574849004069897,14.117057878652151,10,8,10,-0.4,0.75,1,0.5,tight,3,2,4,6,ew
sl-0.4|tp0.75|sm1|st-1000000000.0|tight|k324|h6|ew,0.25500307088790075,0.12725478443785376,12.7748286450047,0.7604696451633054,-0.674643458704199,4,0.2892307761259561,0.2909395342137918,0.13218635993283634,0.47574849004069897,14.117057878652151,10,8,10,-0.4,0.75,1,-1000000000.0,tight,3,2,4,6,ew
sl-0.4|tp0.75|sm1|st-1000000000.0|breadth_tight|k324|h6|ew,0.25500307088790075,0.12725478443785376,12.7748286450047,0.7604696451633054,-0.674643458704199,4,0.2892307761259561,0.2909395342137918,0.13218635993283634,0.47574849004069897,14.117057878652151,10,8,10,-0.4,0.75,1,-1000000000.0,breadth_tight,3,2,4,6,ew
sl-0.3|tp0.75|sm1|st0.55|multi|k434|h6|ew,0.2359040931939962,0.12725478443785376,10.864930875614242,0.8287594782364183,-0.6501054254067398,8,0.2892151177963923,0.3041278652473961,0.0712160525534884,0.4676004570897345,14.115492045695765,10,9,10,-0.3,0.75,1,0.55,multi,4,3,4,6,ew
sl-0.4|tp1000000000.0|sm1|st0.5|multi|k434|h6|ew,0.27222168422678794,0.12725478443785376,14.496689978893418,0.8381112894987279,-0.6910029622946834,4,0.2890938920761884,0.32018270674492366,0.04651456912472929,0.43706629902604743,14.103369473675377,10,9,10,-0.4,1000000000.0,1,0.5,multi,4,3,4,6,ew
sl-0.4|tp1000000000.0|sm1|st-1000000000.0|multi|k434|h6|ew,0.27222168422678794,0.12725478443785376,14.496689978893418,0.8381112894987279,-0.6910029622946834,4,0.2890938920761884,0.32018270674492366,0.04651456912472929,0.43706629902604743,14.103369473675377,10,9,10,-0.4,1000000000.0,1,-1000000000.0,multi,4,3,4,6,ew
sl-0.3|tp1.5|sm1|st0.5|multi|k324|h6|ew,0.2637526775060568,0.12725478443785376,13.649789306820303,0.8173942989270556,-0.5968049770644205,4,0.2889731995354886,0.27182610747109537,0.1578941510906593,0.6234650643432025,14.091300219605396,10,9,10,-0.3,1.5,1,0.5,multi,3,2,4,6,ew
sl-0.3|tp1.5|sm1|st-1000000000.0|multi|k324|h6|ew,0.2637526775060568,0.12725478443785376,13.649789306820303,0.8173942989270556,-0.5968049770644205,4,0.2889731995354886,0.27182610747109537,0.1578941510906593,0.6234650643432025,14.091300219605396,10,9,10,-0.3,1.5,1,-1000000000.0,multi,3,2,4,6,ew
sl-0.3|tp1000000000.0|sm1|st0.5|multi|k324|h6|ew,0.2636593774039324,0.12725478443785376,13.640459296607865,0.8125056305446935,-0.5968049770644205,4,0.288883993968396,0.27182610747109537,0.1578941510906593,0.6225730086722772,14.082379662896141,10,9,10,-0.3,1000000000.0,1,0.5,multi,3,2,4,6,ew
sl-0.3|tp1000000000.0|sm1|st-1000000000.0|multi|k324|h6|ew,0.2636593774039324,0.12725478443785376,13.640459296607865,0.8125056305446935,-0.5968049770644205,4,0.288883993968396,0.27182610747109537,0.1578941510906593,0.6225730086722772,14.082379662896141,10,9,10,-0.3,1000000000.0,1,-1000000000.0,multi,3,2,4,6,ew
sl-0.3|tp0.75|sm1|st0.55|tight|k324|h6|ew,0.2527650985838421,0.12725478443785376,12.551031414598835,0.8039632343528355,-0.667352199907573,8,0.2876714538968167,0.30827389149871864,0.15130973172252915,0.3766510000167542,13.96112565573821,10,8,10,-0.3,0.75,1,0.55,tight,3,2,4,6,ew
sl-0.3|tp0.75|sm1|st0.55|breadth_tight|k324|h6|ew,0.2527650985838421,0.12725478443785376,12.551031414598835,0.8039632343528355,-0.667352199907573,8,0.2876714538968167,0.30827389149871864,0.15130973172252915,0.3766510000167542,13.96112565573821,10,8,10,-0.3,0.75,1,0.55,breadth_tight,3,2,4,6,ew
sl-0.3|tp0.75|sm1|st0.55|tight|k434|h6|ew,0.23358871075226695,0.12725478443785376,10.633392631441318,0.8244827410368079,-0.664456143345724,8,0.2874348979738694,0.3001075024013925,0.0712160525534884,0.4676004570897345,13.937470063443476,10,9,10,-0.3,0.75,1,0.55,tight,4,3,4,6,ew
sl-0.3|tp0.75|sm1|st0.55|breadth_tight|k434|h6|ew,0.23358871075226695,0.12725478443785376,10.633392631441318,0.8244827410368079,-0.664456143345724,8,0.2874348979738694,0.3001075024013925,0.0712160525534884,0.4676004570897345,13.937470063443476,10,9,10,-0.3,0.75,1,0.55,breadth_tight,4,3,4,6,ew
sl-0.3|tp1.0|sm1|st-1000000000.0|multi|k324|h6|ew,0.2615506207748519,0.12725478443785376,13.429583633699815,0.8205428191463459,-0.5968049770644204,4,0.2868177136092459,0.26693186094856425,0.17145648454035123,0.5564148694104425,13.875751626981128,10,9,10,-0.3,1.0,1,-1000000000.0,multi,3,2,4,6,ew
sl-0.3|tp1.0|sm1|st0.5|multi|k324|h6|ew,0.2615506207748519,0.12725478443785376,13.429583633699815,0.8205428191463459,-0.5968049770644204,4,0.2868177136092459,0.26693186094856425,0.17145648454035123,0.5564148694104425,13.875751626981128,10,9,10,-0.3,1.0,1,0.5,multi,3,2,4,6,ew
sl-0.3|tp1.5|sm1|st-1000000000.0|tight|k222|h6|ew,0.24635004181546072,0.12725478443785376,11.909525737760696,0.7668827306837794,-0.7636483721623589,4,0.2864080166752087,0.28427019655889607,0.0690443285498461,0.4980601438217034,13.834781933577407,10,9,10,-0.3,1.5,1,-1000000000.0,tight,2,2,2,6,ew
sl-0.3|tp1000000000.0|sm1|st0.55|tight|k222|h6|ew,0.24635004181546072,0.12725478443785376,11.909525737760696,0.7668827306837794,-0.7636483721623589,4,0.2864080166752087,0.28427019655889607,0.0690443285498461,0.4980601438217034,13.834781933577407,10,9,10,-0.3,1000000000.0,1,0.55,tight,2,2,2,6,ew
sl-0.3|tp1000000000.0|sm1|st-1000000000.0|breadth_tight|k222|h6|ew,0.24635004181546072,0.12725478443785376,11.909525737760696,0.7668827306837794,-0.7636483721623589,4,0.2864080166752087,0.28427019655889607,0.0690443285498461,0.4980601438217034,13.834781933577407,10,9,10,-0.3,1000000000.0,1,-1000000000.0,breadth_tight,2,2,2,6,ew
sl-0.3|tp1000000000.0|sm1|st0.5|breadth_tight|k222|h6|ew,0.24635004181546072,0.12725478443785376,11.909525737760696,0.7668827306837794,-0.7636483721623589,4,0.2864080166752087,0.28427019655889607,0.0690443285498461,0.4980601438217034,13.834781933577407,10,9,10,-0.3,1000000000.0,1,0.5,breadth_tight,2,2,2,6,ew
sl-0.3|tp1.5|sm1|st0.55|tight|k222|h6|ew,0.24635004181546072,0.12725478443785376,11.909525737760696,0.7668827306837794,-0.7636483721623589,4,0.2864080166752087,0.28427019655889607,0.0690443285498461,0.4980601438217034,13.834781933577407,10,9,10,-0.3,1.5,1,0.55,tight,2,2,2,6,ew
sl-0.3|tp1.5|sm1|st0.55|breadth_tight|k222|h6|ew,0.24635004181546072,0.12725478443785376,11.909525737760696,0.7668827306837794,-0.7636483721623589,4,0.2864080166752087,0.28427019655889607,0.0690443285498461,0.4980601438217034,13.834781933577407,10,9,10,-0.3,1.5,1,0.55,breadth_tight,2,2,2,6,ew
sl-0.3|tp1.5|sm1|st0.5|tight|k222|h6|ew,0.24635004181546072,0.12725478443785376,11.909525737760696,0.7668827306837794,-0.7636483721623589,4,0.2864080166752087,0.28427019655889607,0.0690443285498461,0.4980601438217034,13.834781933577407,10,9,10,-0.3,1.5,1,0.5,tight,2,2,2,6,ew
sl-0.3|tp1.5|sm1|st-1000000000.0|breadth_tight|k222|h6|ew,0.24635004181546072,0.12725478443785376,11.909525737760696,0.7668827306837794,-0.7636483721623589,4,0.2864080166752087,0.28427019655889607,0.0690443285498461,0.4980601438217034,13.834781933577407,10,9,10,-0.3,1.5,1,-1000000000.0,breadth_tight,2,2,2,6,ew
sl-0.3|tp1.5|sm1|st0.5|breadth_tight|k222|h6|ew,0.24635004181546072,0.12725478443785376,11.909525737760696,0.7668827306837794,-0.7636483721623589,4,0.2864080166752087,0.28427019655889607,0.0690443285498461,0.4980601438217034,13.834781933577407,10,9,10,-0.3,1.5,1,0.5,breadth_tight,2,2,2,6,ew
sl-0.3|tp1000000000.0|sm1|st0.5|tight|k222|h6|ew,0.24635004181546072,0.12725478443785376,11.909525737760696,0.7668827306837794,-0.7636483721623589,4,0.2864080166752087,0.28427019655889607,0.0690443285498461,0.4980601438217034,13.834781933577407,10,9,10,-0.3,1000000000.0,1,0.5,tight,2,2,2,6,ew
sl-0.3|tp1000000000.0|sm1|st-1000000000.0|tight|k222|h6|ew,0.24635004181546072,0.12725478443785376,11.909525737760696,0.7668827306837794,-0.7636483721623589,4,0.2864080166752087,0.28427019655889607,0.0690443285498461,0.4980601438217034,13.834781933577407,10,9,10,-0.3,1000000000.0,1,-1000000000.0,tight,2,2,2,6,ew
sl-0.3|tp1000000000.0|sm1|st0.55|breadth_tight|k222|h6|ew,0.24635004181546072,0.12725478443785376,11.909525737760696,0.7668827306837794,-0.7636483721623589,4,0.2864080166752087,0.28427019655889607,0.0690443285498461,0.4980601438217034,13.834781933577407,10,9,10,-0.3,1000000000.0,1,0.55,breadth_tight,2,2,2,6,ew
sl-0.4|tp1.0|sm0|st-1000000000.0|breadth_tight|k324|h6|ew,0.2565784403307849,0.12725478443785376,12.932365589293116,0.7264293948739302,-0.7833883507619704,4,0.2859258567525537,0.297236667882107,0.14883275499158488,0.48708153333309046,13.78656594131192,10,8,10,-0.4,1.0,0,-1000000000.0,breadth_tight,3,2,4,6,ew
sl-0.4|tp1.0|sm0|st-1000000000.0|tight|k324|h6|ew,0.2565784403307849,0.12725478443785376,12.932365589293116,0.7264293948739302,-0.7833883507619704,4,0.2859258567525537,0.297236667882107,0.14883275499158488,0.48708153333309046,13.78656594131192,10,8,10,-0.4,1.0,0,-1000000000.0,tight,3,2,4,6,ew
sl-0.4|tp1.0|sm0|st0.5|tight|k324|h6|ew,0.2565784403307849,0.12725478443785376,12.932365589293116,0.7264293948739302,-0.7833883507619704,4,0.2859258567525537,0.297236667882107,0.14883275499158488,0.48708153333309046,13.78656594131192,10,8,10,-0.4,1.0,0,0.5,tight,3,2,4,6,ew
sl-0.4|tp1.0|sm0|st0.5|breadth_tight|k324|h6|ew,0.2565784403307849,0.12725478443785376,12.932365589293116,0.7264293948739302,-0.7833883507619704,4,0.2859258567525537,0.297236667882107,0.14883275499158488,0.48708153333309046,13.78656594131192,10,8,10,-0.4,1.0,0,0.5,breadth_tight,3,2,4,6,ew
sl-0.2|tp1.0|sm1|st0.55|multi|k333|h6|ew,0.26711809094192196,0.12725478443785376,13.98633065040682,0.9777075782209443,-0.6122305559135433,4,0.28539010566079226,0.28436293229345433,0.17376546845356677,0.4208813658509849,13.732990832135759,10,9,10,-0.2,1.0,1,0.55,multi,3,3,3,6,ew
sl-0.2|tp1.0|sm1|st0.5|multi|k333|h6|ew,0.26711809094192196,0.12725478443785376,13.98633065040682,0.9777075782209443,-0.6122305559135433,4,0.28539010566079226,0.28436293229345433,0.17376546845356677,0.4208813658509849,13.732990832135759,10,9,10,-0.2,1.0,1,0.5,multi,3,3,3,6,ew
sl-0.2|tp1.0|sm1|st-1000000000.0|multi|k333|h6|ew,0.26711809094192196,0.12725478443785376,13.98633065040682,0.9777075782209443,-0.6122305559135433,4,0.28539010566079226,0.28436293229345433,0.17376546845356677,0.4208813658509849,13.732990832135759,10,9,10,-0.2,1.0,1,-1000000000.0,multi,3,3,3,6,ew
sl-0.2|tp1.0|sm1|st0.5|breadth_tight|k333|h6|ew,0.2659304674734855,0.12725478443785376,13.867568303563171,0.9680695514571501,-0.6202667949597892,4,0.2844016881240069,0.28436293229345433,0.17376546845356677,0.41099719048313244,13.634149078457233,10,9,10,-0.2,1.0,1,0.5,breadth_tight,3,3,3,6,ew
sl-0.2|tp1.0|sm1|st0.55|tight|k333|h6|ew,0.2659304674734855,0.12725478443785376,13.867568303563171,0.9680695514571501,-0.6202667949597892,4,0.2844016881240069,0.28436293229345433,0.17376546845356677,0.41099719048313244,13.634149078457233,10,9,10,-0.2,1.0,1,0.55,tight,3,3,3,6,ew
sl-0.2|tp1.0|sm1|st0.55|breadth_tight|k333|h6|ew,0.2659304674734855,0.12725478443785376,13.867568303563171,0.9680695514571501,-0.6202667949597892,4,0.2844016881240069,0.28436293229345433,0.17376546845356677,0.41099719048313244,13.634149078457233,10,9,10,-0.2,1.0,1,0.55,breadth_tight,3,3,3,6,ew
sl-0.2|tp1.0|sm1|st0.5|tight|k333|h6|ew,0.2659304674734855,0.12725478443785376,13.867568303563171,0.9680695514571501,-0.6202667949597892,4,0.2844016881240069,0.28436293229345433,0.17376546845356677,0.41099719048313244,13.634149078457233,10,9,10,-0.2,1.0,1,0.5,tight,3,3,3,6,ew
sl-0.2|tp1.0|sm1|st-1000000000.0|tight|k333|h6|ew,0.2659304674734855,0.12725478443785376,13.867568303563171,0.9680695514571501,-0.6202667949597892,4,0.2844016881240069,0.28436293229345433,0.17376546845356677,0.41099719048313244,13.634149078457233,10,9,10,-0.2,1.0,1,-1000000000.0,tight,3,3,3,6,ew
sl-0.2|tp1.0|sm1|st-1000000000.0|breadth_tight|k333|h6|ew,0.2659304674734855,0.12725478443785376,13.867568303563171,0.9680695514571501,-0.6202667949597892,4,0.2844016881240069,0.28436293229345433,0.17376546845356677,0.41099719048313244,13.634149078457233,10,9,10,-0.2,1.0,1,-1000000000.0,breadth_tight,3,3,3,6,ew
sl-0.2|tp1.5|sm1|st-1000000000.0|multi|k333|h6|ew,0.26823706817012916,0.12725478443785376,14.098228373227538,0.9582811280974061,-0.6122305559135434,4,0.2833033375985011,0.2773963688385248,0.17376546845356677,0.48209279117791093,13.524314025906651,10,9,10,-0.2,1.5,1,-1000000000.0,multi,3,3,3,6,ew
