name,cagr_full,spy_cagr_full,edge_full_pp,sharpe,max_dd,n_cash,wf_mean_cagr,wf_median_cagr,wf_min_cagr,wf_max_cagr,wf_mean_edge_pp,wf_n_pos,wf_n_beats,wf_n_splits,scorer,k,hold,weighting
ml_filter|K=2|ew|tight|h=6,0.4036325267421954,0.1194382410561079,28.41942856860875,0.848706982251271,-0.6906744930515392,4,0.38887870974490757,0.33144653058978835,0.11962079354283639,0.7570330293833445,24.081851240547298,10,8,10,ml_filter,2,6,ew
ml_filter|K=2|conv|tight|h=6,0.31716726320246447,0.1194382410561079,19.772902214635657,0.6748377623571746,-0.8038048640844341,4,0.24500778871931192,0.21238347545668412,-0.163910947470154,1.00945663716139,9.694759137987731,8,6,10,ml_filter,2,6,conv
ml_filter|K=2|ew|tight|h=9,0.2616317388233522,0.1194382410561079,14.219349776724432,0.6526636741555841,-0.8583899287491247,1,0.24505652987086793,0.24109085745977687,-0.06595571906291187,0.5705480455795595,9.699633253143334,9,8,10,ml_filter,2,9,ew
ml_filter|K=2|conv|tight|h=9,0.2785276734631763,0.1194382410561079,15.90894324070684,0.6413894500682721,-0.8775479224269592,1,0.2791073380247978,0.26740326122839453,-0.09390562890516407,0.7438070309323557,13.10471406853632,9,9,10,ml_filter,2,9,conv
ml_filter|K=3|ew|tight|h=6,0.35801718722557196,0.1194382410561079,23.857894616946407,0.8818722816967385,-0.49828619285029274,4,0.3776856109903516,0.3185276668134289,0.15951182991723978,0.9141298933883593,22.962541365091695,10,9,10,ml_filter,3,6,ew
ml_filter|K=3|conv|tight|h=6,0.40685323127150386,0.1194382410561079,28.741499021539596,0.8365625742456663,-0.7044126567869202,4,0.35743319507218335,0.29860359183082386,0.056925417728470595,0.964925137189266,20.937299773274876,10,8,10,ml_filter,3,6,conv
ml_filter|K=3|ew|tight|h=9,0.35253906311647065,0.1194382410561079,23.310082206036277,0.8748464184899645,-0.7457195890506207,1,0.34536388122410644,0.3151213464202297,0.2187993573447955,0.5237192785937257,19.730368388467184,10,10,10,ml_filter,3,9,ew
ml_filter|K=3|conv|tight|h=9,0.32978084266162244,0.1194382410561079,21.034260160551455,0.750080033472321,-0.8538381305442198,1,0.33546481141280743,0.28643605013886964,-0.06818779428403599,0.9174542824823393,18.740461407337282,9,9,10,ml_filter,3,9,conv
ml_h1|K=2|ew|tight|h=6,0.26937359706081354,0.1194382410561079,14.993535600470565,0.7219919439823399,-0.5835247177447457,4,0.29974838880222743,0.2715508290824693,0.1174868879090607,0.6181560620044484,15.168819146279281,10,8,10,ml_h1,2,6,ew
ml_h1|K=2|conv|tight|h=6,0.2916680666244127,0.1194382410561079,17.22298255683048,0.699697613923781,-0.6348499159316959,4,0.30519495654382645,0.23750681744253965,-0.00430987287099438,0.8896194932328174,15.713475920439185,9,7,10,ml_h1,2,6,conv
ml_h1|K=2|ew|tight|h=9,0.1170879104619047,0.1194382410561079,-0.23503305942031982,0.4565050274976625,-0.8451315260216158,1,0.051822085753084876,0.030169255119491423,-0.034467826923038736,0.2537167584839064,-9.623811158634973,6,1,10,ml_h1,2,9,ew
ml_h1|K=2|conv|tight|h=9,0.026379973455414873,0.1194382410561079,-9.305826760069301,0.32158775078360335,-0.9073971029497583,1,-0.11314634893337483,-0.1536508949035308,-0.1993366776221116,0.1747467252584849,-26.120654627280942,1,1,10,ml_h1,2,9,conv
ml_h1|K=3|ew|tight|h=6,0.21357446100046018,0.1194382410561079,9.413621994435228,0.6408434938912552,-0.6169769443040309,4,0.23592335895500516,0.18803459174621118,-0.0018548637991606665,0.4903618769175795,8.786316161557053,9,7,10,ml_h1,3,6,ew
