date,equity,ret_m,regime,n_picks,picks
2003-09-30,1.096695662589642,0.0977934560456877,active,3,"CSX,NVDA,AAPL"
2003-10-31,1.1318017992009057,0.032010828353571774,active,3,"CSX,NVDA,AAPL"
2003-11-28,1.1899251476643602,0.05135470583673892,active,3,"CSX,NVDA,AAPL"
2003-12-31,1.1436535102972054,-0.03888617486400624,active,3,"CSX,NVDA,AAPL"
2004-01-30,1.1714174419382128,0.024276523781920918,active,3,"CSX,NVDA,AAPL"
2004-02-27,1.2491871344593022,0.06638939265955673,active,3,"CSX,NVDA,AAPL"
2004-03-31,1.1774617485014038,-0.05647412114882494,active,3,"AAPL,MO,NVDA"
2004-04-30,1.1817586729893672,0.0036493113202465434,active,3,"AAPL,MO,NVDA"
2004-05-31,1.2463344789210797,0.05464381807189289,active,3,"AAPL,MO,NVDA"
2004-06-30,1.1517353335279907,-0.07590189230340556,active,3,"AAPL,MO,NVDA"
2004-07-30,1.1459188904838384,-0.005050155947143982,active,3,"AAPL,MO,NVDA"
2004-08-31,1.2239830700334877,0.06812365185522726,active,3,"AAPL,MO,NVDA"
2004-09-30,1.3127828016615672,0.07362342726208959,active,3,"AAPL,SRE,VLO"
2004-10-29,1.4984836038050748,0.14145584624392485,active,3,"AAPL,SRE,VLO"
2004-11-30,1.4695830233469878,-0.019286551007098328,active,3,"AAPL,SRE,VLO"
2004-12-31,1.6141556019455996,0.09837659819269451,active,3,"AAPL,SRE,VLO"
2005-01-31,1.9182561930236648,0.18839608195859306,active,3,"AAPL,SRE,VLO"
2005-02-28,1.9051212462494713,-0.00684733708769605,active,3,"AAPL,SRE,VLO"
2005-03-31,1.799429586188749,-0.05453218762230537,active,3,"CSX,WEN,AAPL"
2005-04-29,1.9550223161053664,0.08646780685993274,active,3,"CSX,WEN,AAPL"
2005-05-31,1.9662307246889446,0.005733135878421319,active,3,"CSX,WEN,AAPL"
2005-06-30,2.1439341074325853,0.09037768584953482,active,3,"CSX,WEN,AAPL"
2005-07-29,2.1259604679470363,-0.008383485025606974,active,3,"CSX,WEN,AAPL"
2005-08-31,2.2660418237507267,0.06589085635207598,active,3,"CSX,WEN,AAPL"
2005-09-30,2.243817273509151,-0.008816468740926198,active,3,"CSX,CL,PEG"
2005-10-31,2.3129024328518875,0.030789120022546836,active,3,"CSX,CL,PEG"
2005-11-30,2.3839696172226303,0.030726408239847257,active,3,"CSX,CL,PEG"
2005-12-30,2.485700274206607,0.042672799287809246,active,3,"CSX,CL,PEG"
2006-01-31,2.506643137459449,0.008425337306416284,active,3,"CSX,CL,PEG"
2006-02-28,2.5598351428707318,0.021220414113352532,active,3,"CSX,CL,PEG"
2006-03-31,2.5700922882537216,0.005011967419827211,active,3,"NVDA,PEG,EXC"
2006-04-28,2.5124430194938454,-0.022430816598825922,active,3,"NVDA,PEG,EXC"
2006-05-31,2.5167320880175303,0.0017071306654145302,active,3,"NVDA,PEG,EXC"
2006-06-30,2.5775588121503037,0.024168930980924423,active,3,"NVDA,PEG,EXC"
2006-07-31,2.8664060017745805,0.1120623080500378,active,3,"NVDA,PEG,EXC"
2006-08-31,2.7410192497383377,-0.0437435422471961,active,3,"NVDA,PEG,EXC"
2006-09-29,2.9405842759797527,0.07388074858085372,active,3,"NVDA,HPQ,WMB"
2006-10-31,3.1484127962786137,0.07067592722865113,active,3,"NVDA,HPQ,WMB"
2006-11-30,3.1443039763580702,-0.001305044854791524,active,3,"NVDA,HPQ,WMB"
2006-12-29,3.1156068741262164,-0.009126694635005555,active,3,"NVDA,HPQ,WMB"
2007-01-31,3.0093849989673847,-0.03409347823724465,active,3,"NVDA,HPQ,WMB"
2007-02-28,3.047321830549603,0.01260617421673721,active,3,"NVDA,HPQ,WMB"
2007-03-30,3.1725158986579083,0.04212543565685722,active,3,"NVDA,T,SCHW"
2007-04-30,3.500263964935065,0.10330856542462297,active,3,"NVDA,T,SCHW"
2007-05-31,3.5373312403461084,0.010589851446169644,active,3,"NVDA,T,SCHW"
2007-06-29,3.5816605138217454,0.012531841228219253,active,3,"NVDA,T,SCHW"
2007-07-31,3.676158794879015,0.026383930216891834,active,3,"NVDA,T,SCHW"
2007-08-31,3.940250862998246,0.07183913504691856,active,3,"NVDA,T,SCHW"
2007-09-28,3.765716546009902,-0.04333856825206357,active,3,"NVDA,AMZN,JCI"
2007-10-31,3.597664966699106,-0.04462672037513314,active,3,"NVDA,AMZN,JCI"
2007-11-30,3.727848852275127,0.036185661194423596,active,3,"NVDA,AMZN,JCI"
2007-12-31,3.1136477889667837,-0.16476018412964713,active,3,"NVDA,AMZN,JCI"
2008-01-31,2.798528309318597,-0.10120588486752197,active,3,"NVDA,AMZN,JCI"
2008-02-29,2.8936937503360314,0.03400553094301406,active,3,"NVDA,AMZN,JCI"
2008-03-31,3.2651718189079584,0.12950455064139973,active,3,"MBI,MTG,SLM"
2008-04-30,3.2157785060052,-0.015127324270267015,active,3,"MBI,MTG,SLM"
2008-05-30,2.1903293924960425,-0.31888051729751177,active,3,"MBI,MTG,SLM"
2008-06-30,2.311679666677063,0.055402751109837924,active,3,"MBI,MTG,SLM"
2008-07-31,3.5179649503297274,0.5218219898895621,active,3,"MBI,MTG,SLM"
2008-08-29,2.7233184227943235,-0.22588244588989564,active,3,"MBI,MTG,SLM"
2008-09-30,2.7233184227943235,0.0,cash,0,
2008-10-31,2.7233184227943235,0.0,cash,0,
2008-11-28,2.7233184227943235,0.0,cash,0,
2008-12-31,2.4770954057738366,-0.08950236593693425,active,3,"MBI,GNW,THC"
2009-01-30,2.0265513515036133,-0.1818840135184356,active,3,"MBI,GNW,THC"
2009-02-27,2.7526282715704316,0.3582820240543624,active,3,"MBI,GNW,THC"
2009-03-31,4.130719995520036,0.5006457785029486,active,3,"MBI,GNW,THC"
2009-04-30,7.198124170970571,0.7425834185752802,active,3,"MBI,GNW,THC"
2009-05-29,6.027445647062668,-0.16263661144234656,active,3,"MBI,GNW,THC"
2009-06-30,9.061238152959723,0.5048345505763862,active,3,"MTW,F,TGNA"
2009-07-31,9.88346368952906,0.09074096968754428,active,3,"MTW,F,TGNA"
2009-08-31,12.607277198755947,0.27559301018251364,active,3,"MTW,F,TGNA"
