name,cagr_full,spy_cagr_full,edge_full_pp,sharpe,max_dd,n_cash,wf_mean_cagr,wf_median_cagr,wf_min_cagr,wf_max_cagr,wf_mean_edge_pp,wf_n_pos,wf_n_beats,wf_n_splits
chr_p50_rk_q0.40,0.33647098540378284,0.12725478443785376,20.921620096592907,0.8479275351083174,-0.6422737520951208,4,0.3637754456192314,0.37220597248661746,0.10029903191898737,0.7047105104764051,21.571524827979687,10,8,10
chr_p70_q0.40_k4,0.3524456966234992,0.12725478443785376,22.519091218564547,0.9204330527251836,-0.5482922492196006,4,0.3622649740355479,0.3545958996883659,0.10726137695837656,0.8463426496695774,21.420477669611333,10,9,10
chr_p50_rk_q0.35,0.32769619995415544,0.12725478443785376,20.04414155163017,0.8347091202508435,-0.6422737520951208,4,0.36059752119381844,0.3465304072698223,0.10029903191898737,0.6602305189003868,21.25373238543838,10,8,10
chr_p70_q0.45_k4,0.34319930646045993,0.12725478443785376,21.594452202260616,0.9080653446077239,-0.5482922492196008,4,0.3601537181473171,0.36344703908753717,0.06726369753837047,0.8463426496695774,21.209352080788257,10,9,10
chr_p70_q0.50_k4,0.3443825477663356,0.12725478443785376,21.712776332848183,0.9113817592656834,-0.5482922492196008,4,0.3585056113789937,0.364116873438562,0.05910152604501562,0.8463426496695774,21.04454140395591,10,9,10
chr_p70_q0.4_h9,0.3442872840110416,0.12725478443785376,21.703249957318782,0.8561599561572772,-0.7669704496246204,1,0.3556551385253144,0.36028557693651697,0.030157094694634345,0.6242473866332503,20.759494118587973,10,9,10
chr_p70_q0.35_k4,0.34505592092865567,0.12725478443785376,21.780113649080192,0.9071395565720084,-0.5482922492196008,4,0.354371003939875,0.34955708199595603,0.08209677661032888,0.8463426496695774,20.63108066004404,10,9,10
chr_p70_q0.30_k4,0.34130119376026613,0.12725478443785376,21.404640932241236,0.9030579176103206,-0.5482922492196006,4,0.3497630340680334,0.33247663023404894,0.08688300542842087,0.8463426496695774,20.170283672859874,10,9,10
chr_peak_rk_q0.60,0.3341363464459923,0.12725478443785376,20.688156200813857,0.8613924489640286,-0.6498640105930592,4,0.3422600661212968,0.34547960735213634,0.14126467939120602,0.6494531179866323,19.41998687818622,10,10,10
chr_p50_rk_q0.45,0.3152676143409936,0.12725478443785376,18.801282990313982,0.8117568679075193,-0.6422737520951209,4,0.3421793115943516,0.3372906047299479,0.03236007597309842,0.7002311629427278,19.411911425491695,10,7,10
chr_p50_rk_q0.60,0.3310842427188083,0.12725478443785376,20.382945828095455,0.8360275088305409,-0.6422737520951208,4,0.34070610410262125,0.34238171338482437,0.07721805508776747,0.7110169410522791,19.264590676318665,10,8,10
chr_p50_rk_q0.50,0.31235368627379456,0.12725478443785376,18.50989018359408,0.8073209547745535,-0.6422737520951209,4,0.3343996394760922,0.3340627087728879,0.04514180352487762,0.7002311629427278,18.63394421366576,10,7,10
chr_p50_rk_q0.55,0.32014185050932187,0.12725478443785376,19.28870660714681,0.818200321615043,-0.6422737520951209,4,0.3330128536806192,0.3340627087728879,0.029453588962659927,0.7002311629427278,18.49526563411846,10,7,10
chr_peak_rk_q0.65,0.31123146697322746,0.12725478443785376,18.39766825353737,0.823001880640965,-0.6498640105930593,4,0.31686076654026796,0.3340849644516546,0.08658332181582473,0.6555053635147059,16.880056920083337,10,7,10
chr_peak_rk_q0.70,0.3072913557208796,0.12725478443785376,18.003657128302585,0.8156489499389661,-0.6498640105930594,4,0.3153754254426949,0.32850865356276293,0.08658332181582473,0.6555053635147059,16.731522810326034,10,7,10
chr_p50_rk_q0.70,0.29797544771363427,0.12725478443785376,17.07206632757805,0.802195843692617,-0.6498640105930593,4,0.3129658276017349,0.32850865356276293,0.08658332181582473,0.6555053635147059,16.490563026230028,10,7,10
chr_p50_rk_q0.65,0.3016907311010941,0.12725478443785376,17.443594666324035,0.8063962116410202,-0.6498640105930593,4,0.3077008869913909,0.3283617222891422,0.07721805508776747,0.6555053635147059,15.964068965195631,10,7,10
chr_p70_q0.4_h3,0.3231154911965495,0.12725478443785376,19.58607067586957,0.8646838410850393,-0.5671508992865045,5,0.29618841113089556,0.20932299385056452,0.14557268122316258,0.9975233042995642,14.812821379146087,10,8,10
