date,equity,ret_m,regime,n_picks,n_eligible,picks
2006-12-29,2.146171264713239,0.008563135009546766,recovery,7,278,"CSX,NVDA,T,MAT,WEN,IAC,AAPL"
2007-01-31,1.7924347781016703,-0.1639861009188774,recovery,7,278,"NVDA,CFC,CAG,AAPL,MO,HPQ,NI"
2007-02-28,1.7879425440941779,-0.0015077266766626584,bull,7,279,"NVDA,CMCSA,SSP,GOOGL,AAPL,EQR,SCHW"
2007-03-30,1.8585984350683566,0.040558545970994744,recovery,7,281,"NVDA,T,MAT,IAC,HPQ,KR,NI"
2007-04-30,1.916949608541826,0.03242768357774491,recovery,7,283,"NVDA,AMZN,MAT,T,PEG,CMCSA,WEN"
2007-05-31,1.876291144647675,-0.020230210751177938,recovery,7,283,"AMZN,NVDA,MAT,NI,ETR,SRE,CNP"
2007-06-29,1.9132444878384611,0.020715603198974968,bull,7,283,"NVDA,AMZN,KR,F,CSX,NI,CTSH"
2007-07-31,1.883251919994942,-0.014690977010587018,bull,7,283,"NVDA,AMZN,JCI,NI,AAPL,DDS,CNP"
2007-08-31,1.999833829668751,0.06296754251521568,recovery,7,285,"NVDA,AMZN,AAPL,CSX,JCI,CNP,EXC"
2007-09-28,2.0165841307952306,0.009385231703534596,recovery,7,286,"NVDA,AMZN,JCI,PHM,TSN,AAPL,DHI"
2007-10-31,1.9600272162884156,-0.027072971798003696,recovery,7,289,"JCI,AMZN,NVDA,CMCSA,TSN,TLAB,MTG"
2007-11-30,1.9584527060741463,0.00019688650326751562,normal,15,291,"NVDA,JCI,AMZN,PHM,CMCSA,WEN,T,CSCO,AAPL,WMB,KO,TSN,TLAB,VFC,F"
2007-12-31,1.9699118601072374,0.006857984231779399,normal,15,294,"MBI,NVDA,AMZN,SLM,JCI,MTG,PHM,FHN,TLAB,AMD,F,CMCSA,DDS,DRI,MU"
2008-01-31,1.839336577033766,-0.06535018541980592,normal,15,294,"MBI,NVDA,AMZN,MTG,JCI,AAPL,SLM,GME,JBL,SBUX,MU,GOOGL,HPQ,BBBY,CTSH"
2008-02-29,1.74985371441563,-0.04769722866049977,normal,15,294,"MBI,MTG,FHN,NVDA,DDS,AMZN,SLM,IAC,JCI,LEN,TGNA,JBL,PHM,HBAN,GOOGL"
2008-03-31,1.8080408955461895,0.03428688431643455,normal,15,294,"MBI,MTG,SLM,WEN,FHN,JBL,AMD,NVDA,HBAN,TLAB,TGNA,JCI,M,IAC,DDS"
2008-04-30,1.8347154561157688,0.015769063989611944,normal,15,294,"FHN,MBI,WEN,AMD,TLAB,SLM,PHM,HBAN,MTG,JBL,JCI,TGNA,NVDA,LEN,IAC"
2008-05-30,1.3327732003822237,-0.27285329000589575,normal,15,294,"MBI,FHN,HBAN,MTG,JCI,PHM,LEN,TLAB,SLM,NVDA,TGNA,AMD,KEY,FITB,DDS"
2008-06-30,1.3327568083019463,0.000988689462352442,normal,15,293,"MTG,MBI,FHN,FMCC,HBAN,KEY,DDS,FITB,RF,LEN,PHM,SLM,NVDA,F,MU"
2008-07-31,1.5441143302965437,0.15974645986325303,normal,15,293,"FMCC,MTG,FNMA,MBI,KEY,AMD,NVDA,RF,MU,LEN,FHN,SLM,TGNA,DDS,IAC"
2008-08-29,1.2324410332401932,-0.20104704441722476,normal,15,294,"FMCC,FNMA,NVDA,MTG,MU,RF,SLM,TGNA,WEN,CIEN,F,CBRE,MBI,JBL,KEY"
2008-09-30,1.2324410332401932,0.0,crash,0,295,
2008-10-31,1.2324410332401932,0.0,crash,0,296,
2008-11-28,1.2324410332401932,0.0,crash,0,297,
2008-12-31,1.0585233921322188,-0.14025665607579488,normal,15,299,"MBI,GNW,THC,TGNA,AIG,VIAV,AMD,FITB,CBRE,RF,CIEN,MU,KEY,EXPE,F"
2009-01-30,1.0585233921322188,0.0,crash,0,302,
2009-02-27,1.0585233921322188,0.0,crash,0,302,
2009-03-31,1.5530442897763337,0.4686485912545763,normal,15,306,"GNW,TGNA,MTW,LNC,FITB,HBAN,KIM,PFG,MBI,NVDA,ZION,SLM,CSX,VIAV,DD"
2009-04-30,1.9307388224415067,0.24444068122086943,normal,15,306,"GNW,SLM,HBAN,RF,ZION,TGNA,FITB,MBI,KEY,GME,NVDA,F,AES,BMY,CNP"
2009-05-29,2.0268953748394556,0.05085383665353955,recovery,7,306,"RF,KEY,NVDA,FAST,HBAN,CNP,STZ"
2009-06-30,2.3411344268632246,0.15619085911309702,normal,15,308,"TGNA,MTW,F,MBI,GME,HIG,KIM,FAST,RF,MU,AIG,KEY,WMT,LUV,PFG"
2009-07-31,2.689362060455303,0.14989301070457073,recovery,7,310,"MBI,GME,HBAN,IRM,KIM,ICE,VZ"
2009-08-31,2.9205370396182246,0.0870460854286788,recovery,7,311,"HBAN,FITB,MTW,NVDA,SLM,CF,AMZN"
2009-09-30,2.7169756953523887,-0.06876873881433365,recovery,7,311,"FITB,NVDA,HBAN,F,SLM,IRM,HRL"
2009-10-30,2.818756874604385,0.03849970313830386,recovery,7,312,"HBAN,NVDA,MBI,FITB,PFG,BAC,FAST"
2009-11-30,3.2274531184915225,0.14613779975161778,recovery,7,313,"HBAN,FITB,TGNA,NVDA,LNC,FAST,BAC"
2009-12-31,3.423227734591066,0.061720887391736395,recovery,7,315,"FITB,NVDA,SLM,HBAN,TGNA,CSX,USB"
2010-01-29,3.6019521685218043,0.05326259477702171,bull,7,316,"NVDA,LNC,PFG,CSX,CBRE,ORLY,RF"
2010-02-26,3.8609053624818643,0.07296542313623555,recovery,7,318,"NVDA,ORLY,HRL,AMZN,CNP,NI,FAST"
2010-03-31,3.899467187211994,0.010998766170378666,recovery,7,321,"NVDA,ORLY,CAG,HRL,T,CF,APH"
2010-04-30,3.701906918613588,-0.04971311380769992,recovery,7,322,"NVDA,PFG,KDP,HBAN,GNW,CAG,NDAQ"
2010-05-31,3.701906918613588,0.0,crash,0,322,
2010-06-30,4.009150131179856,0.0840800113843251,normal,15,323,"NVDA,HBAN,AMZN,NDAQ,PLD,PFG,ORLY,LNC,CBRE,APH,SCHW,RF,IVZ,BK,KEY"
2010-07-30,3.766626065905098,-0.05955218961633836,normal,15,323,"KDP,HBAN,NVDA,ORLY,HST,AMZN,CSX,GME,GNW,KEY,NI,FAST,DTE,PFG,MU"
2010-08-31,4.12810502243271,0.09706596497506306,normal,15,323,"NVDA,HST,GNW,HBAN,RF,MS,GME,FAST,BAC,PLD,KDP,CAG,GLW,SCHW,INTC"
2010-09-30,4.371565482537687,0.06003636055336774,recovery,7,323,"HST,KDP,NVDA,KIM,NI,CBRE,CMCSA"
2010-10-29,4.540861243451399,0.03976634188787218,recovery,7,323,"HST,NI,FAST,HBAN,AMZN,NVDA,KDP"
2010-11-30,4.720996992089911,0.04071066289900703,bull,7,323,"AMZN,ORLY,CSX,KDP,FAST,F,NI"
2010-12-31,4.822594635480235,0.02254292168077598,recovery,7,324,"NFLX,AMZN,KDP,JBL,CSX,F,ORLY"
2011-01-31,4.732901233304641,-0.01761619412885962,recovery,7,324,"NVDA,GME,KDP,TLAB,ORLY,AMZN,BBY"
2011-02-28,4.886538839004574,0.0334951075787646,recovery,7,324,"NFLX,GME,NVDA,ORLY,KDP,LUV,NI"
2011-03-31,5.153308015643877,0.055648313065863875,bull,7,324,"BBY,ZION,CSCO,NVDA,ORLY,KDP,NDAQ"
2011-04-29,5.378306445016631,0.044705676200323265,recovery,7,327,"KDP,HRB,NFLX,SHW,NI,RF,CMG"
2011-05-31,5.373299010005273,6.902594341379707e-05,bull,7,327,"LUV,ORLY,CMG,HRB,KDP,CSCO,F"
2011-06-30,4.9104667558229265,-0.08522080591303936,recovery,7,327,"CMG,LUV,GME,F,ORLY,NVDA,HRB"
2011-07-29,4.79463882003903,-0.02261057920694376,bull,7,328,"CMG,F,ORLY,KDP,CSX,TER,NI"
2011-08-31,4.567909341069588,-0.04633445927523303,normal,15,328,"NI,CMG,KDP,PHM,HBAN,F,GME,HRL,ORLY,TXN,TER,FAST,SLM,WDC,TSN"
2011-09-30,4.567909341069588,0.0,crash,0,329,
2011-10-31,4.515114886674418,-0.010568252622691069,normal,15,329,"MU,GNW,RF,NFLX,F,BBBY,PHM,TLAB,WDC,BAC,AMD,FHN,HBAN,LUV,CBRE"
2011-11-30,4.602405691194259,0.020353372955129033,normal,15,328,"NFLX,CAG,NVDA,GME,BBBY,KDP,TLAB,NI,BAC,ORLY,F,MKC,T,EBAY,DXC"
2011-12-30,5.250391880080119,0.14193486629466595,recovery,7,330,"NFLX,NVDA,BBBY,DXC,CSX,NDAQ,F"
2012-01-31,5.393300227396883,0.028246852736033015,recovery,7,330,"PHM,BBBY,NVDA,GME,CSX,NI,NDAQ"
2012-02-29,5.37826692819541,-0.0017891918150005248,recovery,7,330,"NVDA,BBBY,CSX,GME,NI,RF,PHM"
2012-03-30,5.2448138581828525,-0.023837233778478326,recovery,7,331,"NI,BBBY,NVDA,NFLX,AAPL,CMG,ORLY"
2012-04-30,5.048028101639043,-0.03655662155899969,normal,15,331,"NFLX,NVDA,NI,CMG,AAPL,APH,MO,ORLY,CMS,F,EBAY,OKE,SHW,WMB,KDP"
2012-05-31,5.315878128446536,0.054114442438735845,bull,7,331,"NFLX,RF,APH,JBL,MU,NI,KIM"
2012-06-29,4.915627045219019,-0.07436787038423566,recovery,7,333,"ORLY,NFLX,CMG,MNST,FAST,OKE,TSN"
2012-07-31,4.813788138502799,-0.019737115749115835,recovery,7,333,"LRCX,AMD,HPQ,CMG,ORLY,APH,F"
2012-08-31,4.752956737181648,-0.011648557280910441,recovery,7,333,"LRCX,MNST,CMG,NFLX,F,ORLY,HPQ"
2012-09-28,5.189101164857641,0.09285561547063664,recovery,7,334,"LYB,DHI,NFLX,LRCX,IP,STZ,TGNA"
2012-10-31,5.264690341459466,0.015582493833651113,bull,7,335,"AMD,STZ,HPQ,AAPL,PHM,NFLX,EBAY"
2012-11-30,5.566424053888274,0.05837108899999541,recovery,7,335,"NVDA,HPQ,VLO,OKE,NFLX,HBAN,AMD"
2012-12-31,6.697565358254634,0.20441230545477984,recovery,7,337,"AMD,NVDA,WY,VLO,CF,WMB,NFLX"
2013-01-31,6.872671967197115,0.02717198724114013,recovery,7,338,"KDP,HRL,EQR,MKC,NI,PNW,MO"
2013-02-28,7.226314033109181,0.05250877900403154,recovery,7,339,"MO,ABT,MKC,NFLX,KDP,OKE,D"
2013-03-28,7.6096054645223195,0.054095165572559195,recovery,7,339,"MO,KDP,NFLX,T,EQR,TJX,DVA"
2013-04-30,7.49396762994849,-0.01421050880744579,recovery,7,339,"MKC,CAG,HRL,BDX,ABT,MO,JNJ"
2013-05-31,7.591970918629613,0.014091715414971378,recovery,7,340,"NFLX,KDP,GME,NVDA,CAG,HRL,OKE"
2013-06-28,8.131498771611794,0.07213772250474565,bull,7,341,"KDP,HRL,ABT,NFLX,CSX,MKC,GIS"
2013-07-31,7.67090315246234,-0.05569908452749871,recovery,7,341,"KDP,CAG,MO,RSG,MKC,ABT,SO"
2013-08-30,7.932653818413054,0.035157693299382946,bull,7,341,"NVDA,AMD,KDP,ABT,NFLX,CAG,RSG"
2013-09-30,8.378514470759951,0.057262999762405134,recovery,7,343,"KDP,MKC,NVDA,MNST,ABT,HRL,CAG"
2013-10-31,8.429866228451742,0.007136117319297608,recovery,7,344,"NVDA,GME,MNST,ORLY,NI,RSG,CMCSA"
2013-11-29,8.582362658341982,0.019109126899132276,recovery,7,345,"KDP,ORLY,DTE,NI,CMS,PNW,ES"
2013-12-31,8.621398483412138,0.0055539314148824424,recovery,7,344,"KDP,ORLY,MNST,RSG,WEC,NEE,JNJ"
2014-01-31,9.372883137403525,0.08825330610319519,bull,7,345,"NFLX,NVDA,SLM,KDP,DAL,TGNA,URBN"
2014-02-28,9.156084979935173,-0.022152512113333037,recovery,7,345,"NFLX,ORLY,NVDA,DAL,SLM,D,CNP"
2014-03-31,9.290583915344106,0.015705273544664586,recovery,7,346,"NFLX,DAL,SLM,NVDA,LRCX,ORLY,NDAQ"
2014-04-30,9.799237151011965,0.055805134164795475,recovery,7,347,"NVDA,ORLY,CSX,NFLX,LRCX,SLM,ROST"
2014-05-30,10.134881939222854,0.03528742185215592,recovery,7,348,"AVGO,ORLY,KDP,D,DAL,LRCX,CMG"
2014-06-30,9.953475144332057,-0.016916167088674463,recovery,7,348,"NFLX,MU,NVDA,KDP,HRB,UAA,DAL"
2014-07-31,10.748698281604934,0.08097499449437859,bull,7,351,"COL,NFLX,NVDA,MU,AVGO,TGNA,CSX"
2014-08-29,10.415199690771681,-0.030056938715087377,recovery,7,351,"NFLX,MNST,COL,DAL,NVDA,ORLY,CMG"
2014-09-30,10.192492474235515,-0.020403307442588038,bull,7,352,"LUV,NVDA,MU,NFLX,COL,DAL,F"
2014-10-31,10.476862399243002,0.02892886852767546,recovery,7,352,"COL,NVDA,UAA,MU,DAL,TGNA,GME"
2014-11-30,10.73066331472393,0.025250147431494924,recovery,7,352,"COL,NVDA,AVGO,GME,CSCO,GNW,CMG"
2014-12-31,10.259372619321166,-0.0429629594760091,recovery,7,354,"NVDA,GNW,BBBY,AVGO,CSX,ZTS,UAA"
2015-01-31,10.617839867123767,0.035976441234131115,bull,7,355,"NVDA,BBBY,COL,CSX,AMAT,KDP,TGNA"
2015-02-28,10.443891004951652,-0.015398095927971603,recovery,7,355,"NVDA,COL,GME,NFLX,CSX,KDP,AMAT"
2015-03-31,10.70944289831428,0.026452981584451515,normal,15,360,"COL,NVDA,MPC,CSX,GME,AAL,ZTS,GNW,VLO,NFLX,AVGO,KDP,HPQ,MNST,CMG"
2015-04-30,11.055821184499118,0.03337663570844297,recovery,7,361,"NVDA,AVGO,KDP,ZTS,CSX,CMG,AAL"
2015-05-29,10.699015698821128,-0.031304392001110834,recovery,7,361,"NFLX,COL,NVDA,AVGO,O,CSX,CMG"
2015-06-30,10.93804427651226,0.02336453913124532,normal,15,361,"NFLX,NVDA,GNW,GME,AVGO,KDP,COL,KIM,CSX,CMG,AAL,O,AMAT,WMT,F"
2015-07-31,10.491995254056029,-0.03981941503379108,recovery,7,361,"NFLX,COL,AVGO,NVDA,GNW,CSX,KDP"
2015-08-31,10.552487645366032,0.006772347898136589,normal,15,362,"NVDA,COL,MNST,NFLX,O,EW,TGNA,KDP,WU,HBAN,UAA,DXC,HRB,BWA,EQR"
2015-09-30,11.350634451160898,0.07671260364829335,normal,15,364,"NVDA,NFLX,AES,TGNA,GME,WU,ETN,HBAN,LRCX,URBN,CMG,RF,FAST,WMB,F"
2015-10-30,11.388928920224044,0.0043781515937673585,recovery,7,365,"NVDA,GNW,CSX,CMG,COL,CAG,WU"
2015-11-30,11.021087326060949,-0.031329502292702906,normal,15,365,"NVDA,COL,GME,NFLX,WU,PGR,O,CMG,KIM,AES,CAG,ED,KDP,BWA,BBBY"
2015-12-31,9.982759955289902,-0.09330609472909299,normal,15,365,"NVDA,FCX,COP,HST,M,GME,CF,HOG,CMG,OI,EOG,KMI,PNR,R,CSX"
2016-01-29,10.812081763299895,0.08415956273022115,normal,15,367,"NVDA,FCX,COL,NFLX,LRCX,EW,HBAN,GME,TGNA,KEY,CMG,MAT,HPQ,MNST,CSX"
2016-02-29,11.538090399044474,0.06821612081099884,normal,15,368,"NVDA,MU,COL,NFLX,KDP,TGNA,TSCO,CBRE,EQR,CAG,PFE,THC,LRCX,MNST,BSX"
2016-03-31,12.823511227012222,0.11251924110855017,recovery,7,371,"COL,NVDA,WMB,MU,FCX,M,CF"
2016-04-29,13.193585273462949,0.02988891511311558,normal,15,372,"NVDA,COL,MU,KMI,CMG,WMB,LRCX,NFLX,TGNA,URBN,HPQ,CF,BBBY,M,DAL"
2016-05-31,13.166857275834007,-0.0010268596469411601,recovery,7,377,"NVDA,COL,KDP,TGNA,MNST,LUV,CMG"
2016-06-30,13.732373195459335,0.04399394835115736,normal,15,379,"COL,NVDA,CMG,TGNA,LRCX,KDP,MNST,ORLY,GM,TSCO,FAST,CAG,IRM,F,HBAN"
2016-07-29,13.190293575193103,-0.03851308988375308,recovery,7,381,"NVDA,COL,KDP,EXR,MNST,CAG,NI"
2016-08-31,13.489540613017745,0.023710623247196288,recovery,7,381,"NVDA,KDP,MNST,TGNA,NI,MO,FCX"
2016-09-30,12.960615707698219,-0.03824824957527655,bull,7,384,"NVDA,MNST,AVGO,LKQ,MO,GIS,EW"
2016-10-31,13.488232004486171,0.04175095093705849,normal,15,385,"NVDA,COL,MNST,LRCX,F,KIM,AVGO,CNC,CAG,MU,TGNA,LKQ,NDAQ,URBN,IRM"
2016-11-30,14.123025579261984,0.04811088193782418,recovery,7,386,"NVDA,KIM,T,NAVI,LRCX,F,EXR"
2016-12-30,15.171107227383285,0.07528613013372226,recovery,7,386,"NVDA,FCX,COL,NAVI,RF,LRCX,NFLX"
2017-01-31,15.342344984006704,0.012299396247975698,recovery,7,387,"NVDA,AVGO,NAVI,GIS,KDP,CSX,LRCX"
2017-02-28,15.148000820041162,-0.011678853536946261,recovery,7,388,"NVDA,COL,TSCO,KDP,KIM,GIS,FAST"
2017-03-31,14.675539034331486,-0.030219932114106972,bull,7,392,"NVDA,KDP,GIS,COL,CHD,CAG,AVGO"
2017-04-28,15.25961526640383,0.04084014364493205,recovery,7,394,"NVDA,COL,GIS,KDP,CAG,EXC,FAST"
2017-05-31,15.075658422998256,-0.011066209159623244,recovery,7,394,"COL,NVDA,KDP,T,CMG,FAST,CSX"
2017-06-30,15.606894800344376,0.03627429590932739,bull,7,396,"NVDA,APH,NI,EXC,LRCX,CSX,KEY"
2017-07-31,15.424159367053514,-0.010719354263934047,recovery,7,399,"NVDA,CMG,RF,CSX,COL,AVGO,HBAN"
2017-08-31,15.489565224273447,0.005245726887867097,recovery,7,399,"NVDA,KDP,T,NI,EXC,MO,AWK"
2017-09-29,15.799129981652257,0.021006380591980275,recovery,7,401,"NVDA,EXC,CSX,KHC,FAST,HPE,MO"
2017-10-31,15.713169105571174,-0.004445306682017941,recovery,7,402,"NVDA,LRCX,EQR,NI,APH,NFLX,CMCSA"
2017-11-30,15.344869520685979,-0.02246137318089577,recovery,7,402,"NVDA,COL,NI,O,UDR,CNP,PPL"
2017-12-29,17.00598086420282,0.10936126534817817,recovery,7,402,"NVDA,HPE,RF,APH,HBAN,CSX,LRCX"
2018-01-31,16.81322603974358,-0.010344876297827498,recovery,7,403,"NVDA,HPE,RF,NRG,CSX,EXC,WMB"
2018-02-28,16.264828447595946,-0.031648684275858124,bull,7,403,"NVDA,CSX,CFG,TSCO,GM,HPE,HBAN"
2018-03-29,16.021883159911173,-0.01395079987070621,bull,7,406,"NVDA,HPE,LRCX,CSX,HBAN,RF,CFG"
2018-04-30,16.566493649316058,0.03502669196434456,recovery,7,407,"NVDA,HPE,KDP,EW,FCX,CSX,IVZ"
2018-05-31,16.26365303392817,-0.017297606149314908,recovery,7,407,"NVDA,LRCX,CSX,KDP,HPE,KEY,M"
2018-06-29,17.37310372412706,0.0692858598290616,bull,7,406,"NVDA,AMD,HPE,CSX,LRCX,AVGO,RF"
2018-07-31,18.99197987723111,0.0942771752233033,recovery,7,406,"NVDA,AMD,CPRT,UA,CSX,COTY,UAA"
2018-08-31,18.294356655762908,-0.03576828516744173,recovery,7,407,"AMD,ANET,LRCX,CPRT,NVDA,CSX,RF"
2018-09-28,16.651589919584097,-0.08888525071412183,recovery,7,407,"CMG,ANET,LRCX,NVDA,CSX,CPRT,HPE"
2018-10-31,17.11437963406111,0.028821345465502808,normal,15,409,"NVDA,NFLX,CPRT,AMAT,FTNT,MU,CMG,LRCX,ANET,HPE,CSX,FAST,ORLY,FTV,MNST"
2018-11-30,14.886583620958461,-0.12930030625197023,recovery,7,409,"NVDA,COTY,IVZ,CMG,FTNT,FAST,WU"
2018-12-31,14.886583620958461,0.0,crash,0,412,
2019-01-31,16.017352628488172,0.07703596894653904,normal,15,411,"COTY,IVZ,WDC,MAT,NWL,NVDA,KIM,F,HRB,BBT,WU,HBAN,CAG,FITB,ROL"
2019-02-28,16.814182168299062,0.050798691385816754,recovery,7,413,"NWL,KIM,F,CMG,WDC,NVDA,WY"
2019-03-29,17.683954548715164,0.05278127878822655,recovery,7,413,"CMG,KIM,F,KR,NWS,HRB,WU"
2019-04-30,16.363074739306622,-0.07376745691250489,recovery,7,414,"ANET,CMG,NVDA,KIM,COTY,TSCO,M"
2019-05-31,17.652659415076588,0.07989054785495549,normal,15,414,"NVDA,CMG,MAT,COTY,KR,NFLX,M,HBAN,CAG,KIM,NWL,LRCX,F,IR,FTNT"
2019-06-28,17.717189208597386,0.004660188344384402,recovery,7,415,"COTY,CMG,NVDA,M,KIM,HRL,KR"
2019-07-31,17.542042182900538,-0.008894606365421113,normal,15,417,"CMG,COTY,CPRT,KR,F,FAST,HPE,HRL,KIM,LRCX,HST,CAG,FTNT,OKE,NVDA"
2019-08-30,18.48530627091679,0.05482644996913501,normal,15,420,"DXC,NVDA,CMG,M,CPRT,CAG,FTNT,COTY,FAST,LRCX,HRL,KIM,F,IVZ,UNM"
2019-09-30,19.33559845223455,0.04704531923777898,recovery,7,421,"CPRT,NVDA,CMG,LRCX,DXC,FTNT,KIM"
2019-10-31,20.62779639777276,0.06789789277140805,recovery,7,423,"NVDA,CPRT,CMG,COTY,LRCX,KIM,FTNT"
2019-11-29,20.86299262006739,0.01241432161987247,recovery,7,424,"CPRT,COTY,CMG,NVDA,KIM,TSCO,FTNT"
2019-12-31,21.271478413700397,0.020600043945972667,recovery,7,427,"NVDA,COTY,CPRT,FTNT,CDW,ANET,LRCX"
2020-01-31,20.103799602108122,-0.05394805503163959,bull,7,428,"NVDA,AMD,HPE,MKC,KIM,FTNT,IEX"
2020-02-28,13.713807653589985,-0.3171671295738906,normal,15,428,"NVDA,FCX,RF,DXC,IVZ,NCLH,AMD,HBAN,DAL,HST,HPE,FITB,VLO,MGM,CPRT"
2020-03-31,13.713807653589985,0.0,crash,0,429,
2020-04-30,13.378652760198946,-0.023462692252490855,normal,15,430,"FTI,COTY,HAL,MOS,OXY,NOV,F,UAA,SLB,UA,HP,HAS,BKR,MPC,TPR"
2020-05-29,13.43049349905533,0.004879764611807225,recovery,7,432,"FTI,COTY,DVN,DXC,APA,AAL,OXY"
