alpha_yr,p10_CAGR,median_CAGR,p90_CAGR,mean_CAGR,min_CAGR,max_CAGR,n_iters
0.0,15.04800838168987,15.04800838168987,15.04800838168987,15.048008381689867,15.04800838168987,15.04800838168987,30
0.02,10.891623142799181,12.71674310066927,14.204826910007526,12.612538551426262,10.363886991605842,15.04800838168987,30
0.04,8.973185986141715,10.352981213157598,12.360741895562356,10.566564074205225,6.68799888360998,13.86870652967418,30
0.06,5.553497751664627,7.849391785395843,9.957065712984852,7.860082154313831,3.358164433481603,11.33313658058226,30
0.08,2.027156555009144,5.003729008376146,9.089987557869508,5.031467864974468,-1.8931907932004943,11.14515601326631,30
0.12,-2.802224701508984,0.40239137473810915,3.3139635161407965,0.26674567427266593,-4.479917906931474,4.982054810934167,30
0.16,-6.6280082900873,-3.2776361724507153,-0.3285912584390238,-3.4634441463412795,-16.368341802909125,3.2582137022097557,30
0.2,-13.3513444686008,-8.222939773933257,-3.675933925796695,-8.291131998596502,-15.60411753112625,-0.804065704439727,30
