name,cagr_full,spy_cagr_full,edge_full_pp,sharpe,max_dd,n_cash,wf_mean_cagr,wf_median_cagr,wf_min_cagr,wf_max_cagr,wf_mean_edge_pp,wf_n_pos,wf_n_beats,wf_n_splits
chr_p70_q0.45_k2_invvol_cap0.4,0.4663285141965945,0.12725478443785376,33.907372975874075,0.9534392401050555,-0.6906744930515392,4,0.5128201790981346,0.48403862467168035,0.21889615184793998,0.7637908978018024,36.47599817587001,10,10,10
chr_p70_q0.50_k2_invvol_cap0.4,0.4648804378782063,0.12725478443785376,33.76256534403525,0.9499365073328113,-0.6906744930515393,4,0.5093001095677371,0.48403862467168035,0.21889615184793998,0.7637908978018024,36.123991222830256,10,10,10
chr_p70_q0.45_k2_invvol_cap1.0,0.4511818354616035,0.12725478443785376,32.392705102374975,0.9621907840394017,-0.6840709603274394,4,0.5092147214824522,0.49679206942374077,0.2268784686789811,0.716781862723971,36.11545241430175,10,10,10
chr_p70_q0.45_k2_invvol_cap0.5,0.4577742928396469,0.12725478443785376,33.05195084017931,0.9581722247163724,-0.6869387952354741,4,0.5083594815490449,0.47817156474115774,0.2171471651700465,0.7329949289379207,36.029928420961014,10,10,10
chr_p70_q0.45_k2_invvol_cap0.75,0.45003490391381984,0.12725478443785376,32.27801194759661,0.9607529696399335,-0.6840709603274394,4,0.507607926351222,0.49323448157800565,0.22446230184251403,0.716781862723971,35.95477290117874,10,10,10
chr_p70_q0.50_k2_invvol_cap1.0,0.4481012513017584,0.12725478443785376,32.084646686390464,0.9560987434787999,-0.6840709603274393,4,0.5044137467467478,0.4867707311964372,0.2268784686789811,0.716781862723971,35.6353549407313,10,10,10
chr_p70_q0.50_k2_invvol_cap0.5,0.455553785168215,0.12725478443785376,32.82990007303612,0.9534474868689082,-0.6869387952354741,4,0.5042729683279888,0.4697440342773396,0.2171471651700465,0.7329949289379207,35.62127709885542,10,10,10
chr_p70_q0.45_k2_invvol_cap0.6,0.4496927054822426,0.12725478443785376,32.24379210443888,0.9605569562793742,-0.6840709603274393,4,0.5034126608358298,0.48272823177132673,0.2136367121959286,0.716781862723971,35.53524634963953,10,10,10
chr_p70_q0.50_k2_invvol_cap0.75,0.4469567544724036,0.12725478443785376,31.97019700345498,0.9546634952049313,-0.6840709603274394,4,0.5028178924429365,0.4832600891505453,0.22446230184251403,0.716781862723971,35.47576951035019,10,10,10
chr_p70_q0.40_k2_invvol_cap0.4,0.44826968316590365,0.12725478443785376,32.10148987280499,0.9278313791066718,-0.6906744930515392,4,0.4991994263382374,0.5006956469616053,0.21889615184793998,0.7637908978018024,35.11392289988027,10,10,10
chr_p70_q0.35_k2_invvol_cap0.4,0.43770471887092,0.12725478443785376,31.044993443306623,0.9137466942798815,-0.6906744930515393,4,0.4991994263382374,0.5006956469616053,0.21889615184793998,0.7637908978018024,35.11392289988027,10,10,10
chr_p70_q0.50_k2_invvol_cap0.6,0.44686808566770964,0.12725478443785376,31.961330122985586,0.9548174447985704,-0.6840709603274395,4,0.4988854047053121,0.4733547382805925,0.2136367121959286,0.716781862723971,35.082520736587746,10,10,10
chr_p70_q0.40_k2_invvol_cap1.0,0.4278447393022198,0.12725478443785376,30.0589954864366,0.927531420517902,-0.6840709603274394,4,0.49636100926398274,0.49040011768733904,0.2268784686789811,0.7057301672126668,34.83008119245481,10,10,10
