name,cagr_full,spy_cagr_full,edge_full_pp,sharpe,max_dd,n_cash,wf_mean_cagr,wf_median_cagr,wf_min_cagr,wf_max_cagr,wf_mean_edge_pp,wf_n_pos,wf_n_beats,wf_n_splits
broader_v3_baseline,0.509418511805847,0.09402857386360575,41.53899379422412,0.9117075621694972,-0.6245230993469499,4,0.5183160715448172,0.41779949031327124,0.1372785194246291,1.2375020707770892,37.02558742053826,10,10,10
broader_v3_chr_p70_q0.4,0.4919712759301218,0.09402857386360575,39.7942702066516,0.8981772846636356,-0.6806605070750479,4,0.49777129239269835,0.4219799999276148,0.1372785194246291,1.2373330718214093,34.971109505326375,10,9,10
broader_v3_chr_p70_q0.5,0.5189047133902309,0.09402857386360575,42.487613952662514,0.9283937456685271,-0.6582824258140411,4,0.5231258003986603,0.44208238755875817,0.19625976292070568,1.2537836114771315,37.50656030592258,10,9,10
