name,cagr_full,spy_cagr_full,edge_full_pp,sharpe,max_dd,n_cash,wf_mean_cagr,wf_median_cagr,wf_min_cagr,wf_max_cagr,wf_mean_edge_pp,wf_n_pos,wf_n_beats,wf_n_splits,scorer,k_normal,k_recovery,k_bull,weighting,regime_gate,hold_months,stop_loss_pct,take_profit_pct
ml_3plus6_baseline|k3_h6_ew,0.3977406189318511,0.12725478443785376,27.048583449399732,0.9553637477926258,-0.49828619285029263,4,0.42800538003320804,0.39897919814733074,0.14492104439496223,1.0879351638068608,27.994518269377345,10,9,10,ml_3plus6_baseline,3,3,3,ew,tight,6,0.0,0.0
ml_3plus6_baseline|k3_h6_invvol,0.3813972304007436,0.12725478443785376,25.41424459628898,0.9695106424150287,-0.4638255989927828,4,0.4240895680107781,0.3477814420211862,0.2081844566274158,1.0558463428565679,27.60293706713435,10,9,10,ml_3plus6_baseline,3,3,3,invvol,tight,6,0.0,0.0
ml_3plus6_baseline|k3_h12_ew,0.35568744158996046,0.12725478443785376,22.84326571521067,0.9943094803469081,-0.5876047160434913,4,0.38911224284584944,0.36838392951310583,0.10619991220641989,0.6596371980921731,24.105204550641496,10,9,10,ml_3plus6_baseline,3,3,3,ew,tight,12,0.0,0.0
ml_136_blend|k2_h6_ew,0.4036325267421954,0.12725478443785376,27.637774230434164,0.848706982251271,-0.6906744930515392,4,0.38887870974490757,0.33144653058978835,0.11962079354283639,0.7570330293833445,24.081851240547298,10,8,10,ml_136_blend,2,2,2,ew,tight,6,0.0,0.0
ml_36_v2_3plus6_avg|k2_h6_ew,0.3569181618998334,0.12725478443785376,22.96633774619796,0.7901246166188415,-0.6906744930515392,4,0.37966537722023874,0.3222377112655056,0.11882546834713459,0.7570330293833445,23.16051798808042,10,9,10,ml_36_v2_3plus6_avg,2,2,2,ew,tight,6,0.0,0.0
ml_136_blend|k3_h6_ew,0.35801718722557196,0.12725478443785376,23.07624027877182,0.8818722816967385,-0.49828619285029274,4,0.3776856109903516,0.3185276668134289,0.15951182991723978,0.9141298933883593,22.962541365091695,10,9,10,ml_136_blend,3,3,3,ew,tight,6,0.0,0.0
ml_36_v2_3plus6_avg|k3_h6_ew,0.3554450785988532,0.12725478443785376,22.819029416099944,0.886883323322084,-0.4982861928502927,4,0.3768725748696826,0.34284114990569803,0.14617852259278297,0.8684292476878386,22.8812377530248,10,8,10,ml_36_v2_3plus6_avg,3,3,3,ew,tight,6,0.0,0.0
ml_136_blend|k3_h6_invvol,0.332615143736831,0.12725478443785376,20.53603592989772,0.8732432661752385,-0.4638255989927829,4,0.3751942957122599,0.3416784246308252,0.15380029772897408,0.8191986432507985,22.713409837282533,10,8,10,ml_136_blend,3,3,3,invvol,tight,6,0.0,0.0
ml_3plus6_baseline|k2_h6_ew,0.3449989657542558,0.12725478443785376,21.774418131640203,0.7877515149773633,-0.6906744930515393,4,0.3743414724081379,0.3145798364031659,0.13207884438122242,0.7637908978018024,22.62812750687033,10,9,10,ml_3plus6_baseline,2,2,2,ew,tight,6,0.0,0.0
ml_36_v2_3plus6_avg|k3_h6_invvol,0.32169445487801984,0.12725478443785376,19.44396704401661,0.8602489064499683,-0.4638255989927831,4,0.36068423288760754,0.3150049460904808,0.21357165087752739,0.7734704554894469,21.262403554817293,10,9,10,ml_36_v2_3plus6_avg,3,3,3,invvol,tight,6,0.0,0.0
