asof,ic_pearson,ic_spearman,n
2011-03-31,0.06952006637887857,0.0950635512864615,324.0
2011-04-29,0.01662869329247776,-0.03411504200031025,327.0
2011-05-31,-0.034362000007989495,0.007564036916893061,327.0
2011-06-30,0.011472355868308628,-0.006658686218764028,327.0
2011-07-29,0.11843379674774872,0.08709645167894194,328.0
2011-08-31,0.19131638307238036,0.1741486947230533,328.0
2011-09-30,0.06416606510246235,0.17115461082767777,329.0
2011-10-31,-0.012288818470225523,-0.007064005014186644,329.0
2011-11-30,0.26471738516779975,0.2070936495316265,328.0
2011-12-30,0.09558052570922855,0.04889952240983931,330.0
2012-01-31,-0.07065002444353867,-0.01001845830610839,330.0
2012-02-29,-0.10911583182172241,-0.1153529346502839,330.0
2012-03-30,0.16202384193577066,0.16941459879617343,331.0
2012-04-30,0.07923833510970195,0.029025191675794086,331.0
2012-05-31,-0.15616966784405764,-0.17253667236923526,331.0
2012-06-29,0.0041861566305575896,0.06965034437799751,333.0
2012-07-31,0.17410498381620956,0.17491231920011543,333.0
2012-08-31,-0.07595767139445032,-0.0556433579961016,333.0
2012-09-28,-0.07885784902486764,-0.08336775420518382,334.0
2012-10-31,0.040879089620766265,0.03619977528950628,335.0
2012-11-30,-0.14013402547246034,-0.05857155624784546,335.0
2012-12-31,-0.04935724142242508,-0.123134113090744,337.0
2013-01-31,0.2591787501960444,0.23867360889204078,338.0
2013-02-28,0.05190289846165161,0.08156778551604964,339.0
2013-03-28,0.12369295902328008,0.2634362034073723,339.0
2013-04-30,-0.39130990990082937,-0.41696478350464655,339.0
2013-05-31,0.10228868474253267,0.06763248519088205,340.0
2013-06-28,-0.07177710365292711,-0.07225334338087759,341.0
2013-07-31,-0.06075182630464992,-0.11571502501293772,341.0
2013-08-30,0.041481255520731015,0.025722621198502552,341.0
2013-09-30,-0.04710018581790953,-0.04072860128489234,343.0
2013-10-31,-0.08732720453846018,-0.0873432834060968,344.0
2013-11-29,-0.1479497275784299,-0.18495034980157454,345.0
2013-12-31,0.05453566871689323,0.056796481412151746,344.0
2014-01-31,-0.01503824213503717,0.018265077704460043,345.0
2014-02-28,0.022102661642546394,0.08886830277561851,345.0
2014-03-31,-0.05429502704083913,-0.09433749084712029,346.0
2014-04-30,-0.014084234834945478,-0.016249364283149458,347.0
2014-05-30,-0.07956117934422055,0.021238973834470345,348.0
2014-06-30,0.004344730938007271,-0.012822086186537707,348.0
2014-07-31,0.0024099778132464326,0.004854868702094954,351.0
2014-08-29,0.10622801938062497,0.135000555000555,351.0
2014-09-30,0.008804728179979422,0.01974088234711464,352.0
2014-10-31,0.039776795793688466,0.04496259170480134,352.0
2014-11-30,0.09120594528664788,0.05146914778642824,352.0
2014-12-31,0.13955976793320565,0.14643599823360387,354.0
2015-01-31,0.10744755451245715,0.20996349454563987,355.0
2015-02-28,0.014850926697213874,-0.008935387223359199,355.0
2015-03-31,-0.03712411174652158,0.0293759982715916,360.0
2015-04-30,0.09521919466319406,0.08091856567851732,361.0
2015-05-29,-0.0049152580779778,-0.05397045244690674,361.0
2015-06-30,0.14949087703949512,0.1078544354489014,361.0
2015-07-31,-0.037340863175282235,-0.0826711661386674,361.0
2015-08-31,0.12697635040786134,0.09126602321881355,362.0
2015-09-30,0.0013066436288072267,0.049309096880703354,364.0
2015-10-30,-0.05069204547513916,-0.034741858186726815,365.0
2015-11-30,-0.04042379017214531,-0.03267509494772015,365.0
2015-12-31,-0.203290494618741,-0.21550282190300155,365.0
2016-01-29,-0.04699411043789611,-0.057463230795822884,367.0
2016-02-29,-0.05322773490075617,0.02431319064997308,368.0
2016-03-31,0.049068275009576834,0.04386457581831897,371.0
2016-04-29,0.07255707567181285,0.08063805152273738,372.0
2016-05-31,-0.11971763819868803,-0.18141846331097755,377.0
2016-06-30,0.16537095375936378,0.21210766582242765,379.0
2016-07-29,-0.05890323944598735,-0.09568089949076013,381.0
2016-08-31,-0.08344879308724684,-0.08372830434884268,381.0
2016-09-30,0.05313202042970017,0.05416186294123631,384.0
2016-10-31,-0.09435404110080405,-0.12726326458515577,385.0
2016-11-30,0.1926958591036043,0.13135771325914716,386.0
2016-12-30,0.1432009885114922,0.19157922849933937,386.0
2017-01-31,0.060080898625626,0.04700293042386178,387.0
2017-02-28,0.044824677436663345,0.039041967048357114,388.0
2017-03-31,0.011703457972182071,0.03908333994068919,392.0
2017-04-28,0.00972677033933251,0.03077126066767284,394.0
2017-05-31,-0.010763735905918234,0.01654746798655845,394.0
2017-06-30,-0.07682322477398947,-0.12672276442323951,396.0
2017-07-31,-0.04468461134866906,0.033508142214833565,399.0
2017-08-31,0.05945820748726382,0.06372917217667284,399.0
2017-09-29,-0.013361648439830356,-0.003204860981873674,401.0
2017-10-31,0.060576248923735004,0.046845683465496474,402.0
2017-11-30,-0.08811795984014444,-0.022702862856931225,402.0
2017-12-29,0.0447795454273612,-0.014062931630591682,402.0
2018-01-31,0.16373095561947626,0.10608811334820382,403.0
2018-02-28,0.06632247010338416,0.10118162106940667,403.0
2018-03-29,-0.03536435929583173,-0.06229974095455699,406.0
2018-04-30,-0.018914807960559856,0.007224163917875885,407.0
2018-05-31,-0.030242097584096066,-0.07943857031078126,407.0
2018-06-29,0.07384268865049584,0.11247405040508489,406.0
2018-07-31,0.07729727678483475,0.0739163704680946,406.0
2018-08-31,-0.0313959762683131,-0.0974314321170305,407.0
2018-09-28,0.0800877487583922,0.06396145118894483,407.0
2018-10-31,0.07223331877888772,0.03882040740441922,409.0
2018-11-30,0.005407015342267676,-0.03352544786773914,409.0
2018-12-31,0.10865846282881926,0.18052699772454406,412.0
2019-01-31,0.11717976437867149,0.054074575966509435,411.0
2019-02-28,0.033849718132968325,0.026884792165143598,413.0
2019-03-29,0.07532963348489692,0.1307378293269501,413.0
2019-04-30,-0.2362419105279312,-0.3022066579825989,414.0
2019-05-31,0.2334857351340648,0.28701165330867634,414.0
2019-06-28,0.056689190410985066,0.0334456555318263,415.0
2019-07-31,-0.2127087402573027,-0.2820927652430871,417.0
2019-08-30,0.2472419406306379,0.30556328064703964,420.0
2019-09-30,0.02296678748229753,0.07417278717050194,421.0
2019-10-31,0.09712632134124881,0.143270433909626,423.0
2019-11-29,0.08519030066949541,0.07018576956202213,424.0
2019-12-31,-0.0005080796037978679,-0.050348359499728566,427.0
2020-01-31,0.0849921444507152,0.028573387697027962,428.0
2020-02-28,-0.032202291015722855,-0.08552563131389955,428.0
2020-03-31,0.24987918167750245,0.16942577092544492,429.0
2020-04-30,-0.10123295441165724,-0.12369309857034456,430.0
2020-05-29,0.014064058799505296,-0.09743760361194632,432.0
2020-06-30,0.012336050855785463,0.049535665751270976,434.0
2020-07-31,-0.0020901451493067053,-0.0049363840977309364,434.0
2020-08-31,-0.04940095065723418,0.01510054244809567,434.0
2020-09-30,0.005794942259022131,0.04355739670420853,434.0
2020-10-30,0.3622830596435197,0.31211131634537864,435.0
2020-11-30,-0.050946610470115346,-0.10688171124481216,436.0
2020-12-31,0.06984608012669091,0.051478642785061236,437.0
2021-01-29,-0.20261664377523408,-0.11018688460414675,439.0
2021-02-26,-0.01338884325049944,0.01698959304001321,441.0
2021-03-31,0.1009439633936929,0.07878233585310998,443.0
2021-04-30,0.05538625850998386,0.032136846817142045,444.0
2021-05-31,0.0981125545516081,0.08515269327131077,446.0
2021-06-30,0.09761304367781104,0.09096074905916164,446.0
2021-07-30,-0.07968002998641305,-0.04936457119640224,447.0
2021-08-31,-0.017870774299465608,0.04951810902534733,449.0
2021-09-30,0.14354559892222027,0.17797820126540922,448.0
2021-10-29,0.0681602172514579,0.0514199543960123,449.0
2021-11-30,-0.03995085890736589,-0.060872043694983564,449.0
2021-12-31,-0.2219267358685419,-0.2421113356749014,451.0
2022-01-31,0.03995014888821906,-0.030856823408958036,452.0
2022-02-28,0.06296373789467147,0.047306380148949126,455.0
2022-03-31,-0.11010990966582514,-0.10753018719159455,456.0
2022-04-29,-0.12317041668140638,-0.0036454741280380746,458.0
2022-05-31,-0.009091226381066382,-0.024939473922598595,459.0
2022-06-30,0.3287331552244771,0.4001221168720933,461.0
2022-07-29,-0.05010952403368309,0.0034510572066426084,461.0
2022-08-31,-0.16706690634814966,-0.15759543672398524,461.0
2022-09-30,-0.05248972421812666,-0.06331827184416074,461.0
2022-10-31,0.15926533410734758,0.18939234138243358,464.0
2022-11-30,-0.14947863303988135,-0.14045846289852693,466.0
2022-12-30,0.2136279081595359,0.24666862641869833,468.0
2023-01-31,-0.038967622406685457,-0.01739819857013891,467.0
2023-02-28,0.021023749281254205,0.002698633645872436,467.0
2023-03-31,-0.0012766549697247232,-0.06933680001826194,470.0
2023-04-28,0.1594073246331173,0.07916533635304954,471.0
2023-05-31,0.0384460690559874,0.04663126124610086,473.0
2023-06-30,-0.013235452960108257,0.02980015449143244,473.0
2023-07-31,0.07363357873710764,0.03981542960084398,474.0
2023-08-31,0.09213442788281297,0.036553782072455895,475.0
2023-09-29,0.07198073907441668,-0.001416310694830897,475.0
2023-10-31,0.026048190487537683,0.05697042307929168,475.0
2023-11-30,0.04856167097202178,0.04153611877795755,475.0
2023-12-29,0.11718737910393619,0.06991540653569889,475.0
2024-01-31,-0.08144007800064912,-0.0745890252824069,476.0
2024-02-29,0.10693805695177182,0.07850347288865894,476.0
2024-03-28,-0.03596996105368757,-0.023589479213243426,478.0
2024-04-30,0.08863118329978069,0.04895813340231823,476.0
2024-05-31,-0.038882596467538624,-0.0011544366700655157,477.0
2024-06-28,-0.09655730334140772,-0.07392690852712974,478.0
2024-07-31,0.045587672328099474,0.004957372839161083,479.0
2024-08-30,0.058956901177035795,0.06616370838829151,479.0
2024-09-30,-0.05101784154206166,-0.05097476008624979,478.0
2024-10-31,0.15419828311064945,0.2073540081541419,477.0
2024-11-29,-0.1003511886663197,-0.074587049379373,479.0
2024-12-31,-8.74736235573662e-05,-0.007576064733741082,481.0
2025-01-31,0.13939910171620462,0.03933476246754255,481.0
2025-02-28,-0.06038836348502718,-0.026735664806204224,481.0
2025-03-31,-0.02694951199898639,-0.003964984774113405,481.0
2025-04-30,-0.019382812977324325,0.06549503541204786,481.0
2025-05-30,0.014227454609140478,0.09001959516121522,482.0
2025-06-30,0.04205332064724298,0.03716061600210104,482.0
2025-07-31,0.09155426275933741,0.07253457200348797,485.0
2025-08-29,0.19407170473072782,0.1907381403574521,486.0
2025-09-30,-0.0048797131206904645,-0.028058266357129585,486.0
2025-10-31,0.09296912709503193,0.03970402767653627,485.0
2025-11-28,0.0037095532858262554,0.00832578623893838,485.0
2025-12-31,0.09602784172115464,0.049746245948600054,487.0
