name,cagr_full,spy_cagr_full,edge_full_pp,sharpe,max_dd,n_cash,wf_mean_cagr,wf_median_cagr,wf_min_cagr,wf_max_cagr,wf_mean_edge_pp,wf_n_pos,wf_n_beats,wf_n_splits
v3_filter_chr_tiny_q0.4|k3_h6,0.4481362715456887,0.12725478443785376,32.08814871078349,1.03558644651507,-0.4982861928502925,4,0.45860399893579257,0.43832658350017706,0.17006813149774525,1.0879351638068608,31.054380159635805,10,10,10
v3_filter_chr_mini_p90_q0.4|k3_h6,0.4236980275732911,0.12725478443785376,29.644324313543734,0.991674086549634,-0.4982861928502927,4,0.4489805662975218,0.4269089595877278,0.15588796768787638,1.0879351638068608,30.092036895808725,10,9,10
v3_filter_avg_q0.4|k3_h6,0.42756825239632446,0.12725478443785376,30.03134679584707,0.9994031554280048,-0.49828619285029274,4,0.4447297695360863,0.4297729301349661,0.15831640803059077,1.0879351638068608,29.666957219665182,10,9,10
v3_filter_OR_q0.4|k3_h6,0.4323123444387975,0.12725478443785376,30.505756000094376,1.0070923824946902,-0.4982861928502927,4,0.4444975709734907,0.4226813821323382,0.17006813149774525,1.0879351638068608,29.64373736340561,10,10,10
v3_filter_BOTH_q0.4|k3_h6,0.4167306964966948,0.12725478443785376,28.947591205884105,0.9800232303411158,-0.49828619285029274,4,0.43112004837963563,0.39645703620335193,0.11147166620115523,1.0879351638068608,28.305985104020106,10,9,10
v3_baseline|k3_h6,0.3977406189318511,0.12725478443785376,27.048583449399732,0.9553637477926258,-0.49828619285029263,4,0.42800538003320804,0.39897919814733074,0.14492104439496223,1.0879351638068608,27.994518269377345,10,9,10
v3_filter_chr_mini_p70_q0.3|k3_h6,0.3828548860163774,0.12725478443785376,25.560010157852364,0.9253503444641653,-0.4982861928502927,4,0.42059919354043956,0.36559082953579725,0.08843188356149212,1.0879351638068608,27.253899620100498,10,9,10
v3_filter_chr_mini_p70_q0.4|k3_h6,0.39007403503390625,0.12725478443785376,26.28192505960525,0.9329373277542741,-0.4982861928502927,4,0.40818629981918775,0.36115518977117556,0.07583803157109026,1.0879351638068608,26.012610247975317,10,9,10
v3_filter_chr_mini_p70_q0.5|k3_h6,0.3704000014989244,0.12725478443785376,24.31452170610706,0.8941149360111642,-0.4982861928502929,4,0.38074874003611026,0.34678895999681325,0.07583803157109026,0.9843331355858869,23.268854269667564,10,8,10
v3_filter_chr_mini_p50_q0.4|k3_h6,0.31037602377720597,0.12725478443785376,18.31212393393522,0.8101089593566544,-0.5457929227534053,4,0.3413847670520562,0.32270874333805344,0.06234250471283098,0.5893332573083556,19.332456971262157,10,9,10
blend_v3_chr_tiny_mini|k3_h6,0.32076897249949,0.12725478443785376,19.351418806163622,0.7930984741564306,-0.7057218430503784,4,0.3114853409067052,0.32810391198023015,0.08834177391173248,0.48368782775197117,16.34251435672706,10,9,10
