year,year_ret,spy_year_ret,edge_pp
2003,0.1712538821397962,0.09794954900005215,7.330433313974405
2004,0.33845937273683613,0.0267071588504324,31.175221388640374
2005,0.20320329461570008,0.06636005871523576,13.684323590046432
2006,0.18426691811350082,0.19170814749076825,-0.7441229377267433
2007,-0.07104097045792968,-0.017193374914227122,-5.384759554370255
2008,-0.4577940602187123,-0.2935318464536879,-16.426221376502436
2009,2.266483358541658,0.09979872158878278,216.66846369528753
2010,0.42437583177706384,0.28887200952876,13.550382224830383
2011,0.1007548062309811,0.08578056398773515,1.497424224324595
2012,0.29103906042790495,0.3004415937584881,-0.9402533330583163
2013,0.3027914499611042,0.0948032857889638,20.798816417214038
2014,0.20436250455836658,0.20589780534692448,-0.1535300788557903
2015,-0.015209238194798913,0.10800093916069242,-12.321017735549134
2016,0.5380866085432949,0.16870509407341783,36.93815144698771
2017,0.13448445499610262,0.20114238810573504,-6.665793310963242
2018,-0.11493944700950054,-0.01057140678672086,-10.436804022277968
2019,0.44616143301130795,0.2155948183718508,23.056661463945716
2020,-0.3701087358353994,0.11610987881121515,-48.62186146466145
2021,0.40286371153547806,0.25185764111631626,15.10060704191618
2022,-0.22699559972288208,-0.1564470277526845,-7.054857197019759
2023,0.257911310829702,0.22232486036609855,3.5586450463603425
2024,0.3586932045571336,0.5120904386986389,-15.33972341415053
2025,-0.013384327071811475,0.1601629026607252,-17.354722973253665
