name,cagr_full,spy_cagr_full,edge_full_pp,sharpe,max_dd,n_cash,wf_mean_cagr,wf_median_cagr,wf_min_cagr,wf_max_cagr,wf_mean_edge_pp,wf_n_pos,wf_n_beats,wf_n_splits,strat,k,h,k_per_strat
S1_ml_3plus6|k3_h6,0.3977406189318511,0.12725478443785376,27.048583449399732,0.9553637477926258,-0.49828619285029263,4,0.42800538003320804,0.39897919814733074,0.14492104439496223,1.0879351638068608,27.994518269377345,10,9,10,S1_ml_3plus6,3,6,
U_S1_S3_S6_k3|pick3_h6,0.3977406189318511,0.12725478443785376,27.048583449399732,0.9553637477926258,-0.49828619285029263,4,0.42800538003320804,0.39897919814733074,0.14492104439496223,1.0879351638068608,27.994518269377345,10,9,10,U_S1_S3_S6,3,6,3.0
U_S1_S3_S6_k5|pick3_h6,0.3716061475276542,0.12725478443785376,24.43513630898004,0.9261790559860583,-0.49828619285029263,4,0.3999735618987941,0.3964741233784813,0.14492104439496223,0.8456279217530784,25.19133645593595,10,9,10,U_S1_S3_S6,3,6,5.0
U_S1_S3_S6_k5|pick3_h12,0.3596576218852152,0.12725478443785376,23.240283744736146,1.0006594410208192,-0.5876047160434913,4,0.39032251087489633,0.35719180421731944,0.06517666205843353,0.6757950616361659,24.22623135354618,10,9,10,U_S1_S3_S6,3,12,5.0
U_S1_S3_S6_k3|pick3_h12,0.35568744158996046,0.12725478443785376,22.84326571521067,0.9943094803469081,-0.5876047160434913,4,0.38911224284584944,0.36838392951310583,0.10619991220641989,0.6596371980921731,24.105204550641496,10,9,10,U_S1_S3_S6,3,12,3.0
S1_ml_3plus6|k3_h12,0.35568744158996046,0.12725478443785376,22.84326571521067,0.9943094803469081,-0.5876047160434913,4,0.38911224284584944,0.36838392951310583,0.10619991220641989,0.6596371980921731,24.105204550641496,10,9,10,S1_ml_3plus6,3,12,
U_S1_S3_S6_k3|pick5_h6,0.33383632336496505,0.12725478443785376,20.658153892711127,1.0687292415352267,-0.4085481106416064,4,0.36511497154667116,0.3392506403618645,0.1150819809227539,0.7639159826914568,21.70547742072366,10,8,10,U_S1_S3_S6,5,6,3.0
U_S1_S2_S3_S6_k5|pick3_h12,0.3063555021858628,0.12725478443785376,17.910071774800905,1.0599137851750917,-0.594418347864799,4,0.3639502252048998,0.3741552044790698,0.039074141409158214,0.7046257105703881,21.589002786546523,10,9,10,U_S1_S2_S3_S6,3,12,5.0
U_S1_S2_S3_S6_k3|pick3_h6,0.3170974836588403,0.12725478443785376,18.98426992209865,0.8768913627400486,-0.47832893753755856,4,0.35453477270806155,0.35311041437000934,0.12099601684493577,0.5722163836197025,20.6474575368627,10,9,10,U_S1_S2_S3_S6,3,6,3.0
U_S1_S2_S3_S6_k3|pick3_h12,0.2991166222040156,0.12725478443785376,17.186183776616183,1.0405685408467191,-0.5514723647631796,4,0.35354148025502574,0.35437128815202357,0.06277344964123799,0.6596371980921731,20.54812829155912,10,10,10,U_S1_S2_S3_S6,3,12,3.0
