date,equity,ret_m,regime,n_picks,picks
2003-09-30,1.0754888229552815,0.07656538834362503,active,3,"CSX,WEN,NVDA"
2003-10-31,1.2006833731761375,0.11640711418724017,active,3,"CSX,WEN,NVDA"
2003-11-28,1.284562997282168,0.06985990310180257,active,3,"CSX,WEN,NVDA"
2003-12-31,1.2086892689979303,-0.059065790035030236,active,3,"CSX,WEN,NVDA"
2004-01-30,1.1867722812430705,-0.018132855413724298,active,3,"CSX,WEN,NVDA"
2004-02-27,1.2455076987126164,0.04949173350090737,active,3,"CSX,WEN,NVDA"
2004-03-31,1.1396426731962686,-0.08408156944187506,active,3,"AAPL,MO,NVDA"
2004-04-30,1.1766534363998145,0.0324757611082996,active,3,"AAPL,MO,NVDA"
2004-05-31,1.2122586408725182,0.030259720807550974,active,3,"AAPL,MO,NVDA"
2004-06-30,1.0903062793208855,-0.10059929246110222,active,3,"AAPL,MO,NVDA"
2004-07-30,1.055010045468859,-0.032372769488231784,active,3,"AAPL,MO,NVDA"
2004-08-31,1.1478787625024232,0.08802638176994074,active,3,"AAPL,MO,NVDA"
2004-09-30,1.3110116812367318,0.1432601143182171,active,3,"AAPL,VLO,FE"
2004-10-29,1.4865674780125908,0.13390864420845575,active,3,"AAPL,VLO,FE"
2004-11-30,1.4203465583200496,-0.044546191593719454,active,3,"AAPL,VLO,FE"
2004-12-31,1.584378684438224,0.11548739647891797,active,3,"AAPL,VLO,FE"
2005-01-31,1.8936771378685915,0.1952175047974948,active,3,"AAPL,VLO,FE"
2005-02-28,1.877644654220729,-0.008466323708120355,active,3,"AAPL,VLO,FE"
2005-03-31,1.7533592256710435,-0.06525745642778602,active,3,"CSX,WEN,AAPL"
2005-04-29,1.9118465346344244,0.09039066646637968,active,3,"CSX,WEN,AAPL"
2005-05-31,1.9021748899376472,-0.005058797618725481,active,3,"CSX,WEN,AAPL"
2005-06-30,2.092046644676922,0.09981824265669839,active,3,"CSX,WEN,AAPL"
2005-07-29,2.104751595772773,0.006072976971224813,active,3,"CSX,WEN,AAPL"
2005-08-31,2.2644519521746775,0.07587610657839608,active,3,"CSX,WEN,AAPL"
2005-09-30,2.1975684519384875,-0.028564850737465283,active,3,"CSX,ETR,PEG"
2005-10-31,2.241132584720253,0.01982378876222827,active,3,"CSX,ETR,PEG"
2005-11-30,2.2929834875207677,0.023136026468950077,active,3,"CSX,ETR,PEG"
2005-12-30,2.398813509265087,0.04615385253329747,active,3,"CSX,ETR,PEG"
2006-01-31,2.4667851720094474,0.02833553441392141,active,3,"CSX,ETR,PEG"
2006-02-28,2.4348036103471333,-0.012964875103518663,active,3,"CSX,ETR,PEG"
2006-03-31,2.4489713931628345,0.006825686293980467,active,3,"NVDA,PEG,EXC"
2006-04-28,2.3337419283730596,-0.04705218897675915,active,3,"NVDA,PEG,EXC"
2006-05-31,2.3156918646336204,-0.00773438721736582,active,3,"NVDA,PEG,EXC"
2006-06-30,2.3763373735088917,0.02618893722497321,active,3,"NVDA,PEG,EXC"
2006-07-31,2.7040436987217897,0.13790395625895843,active,3,"NVDA,PEG,EXC"
2006-08-31,2.6052832281389957,-0.036523252427273535,active,3,"NVDA,PEG,EXC"
2006-09-29,2.869151408845455,0.10238434012000862,active,3,"NVDA,MO,T"
2006-10-31,2.951668763545282,0.02876019524289656,active,3,"NVDA,MO,T"
2006-11-30,3.034559567356416,0.028082691674242266,active,3,"NVDA,MO,T"
2006-12-29,2.9473763123244265,-0.028730118192387206,active,3,"NVDA,MO,T"
2007-01-31,2.901963153659748,-0.015407994722215766,active,3,"NVDA,MO,T"
2007-02-28,2.952439611177792,0.01739390021351139,active,3,"NVDA,MO,T"
2007-03-30,3.128509845254612,0.06069620353456576,active,3,"NVDA,T,SCHW"
2007-04-30,3.440443333217995,0.09970673048593084,active,3,"NVDA,T,SCHW"
