date,ret_m,n_picks,scale,picks,pick_ret_min,pick_ret_max,pick_ret_mean,top_w_pick,top_w,reason
2017-05-31,0.045211121102825096,29,1.0,"AMD,CHK,MS,RRC,BAC,RF,URI,TDC,GS,KEY,ZION,CFG,FCX,SCHW,MUR,MNK,JEF,HBAN,LNC,PWR,WDC,DVN,FITB,FTI,INCY,PRU,WMB,MU,TRIP",-0.06044930229557418,0.11528150225442992,0.04222571406328724,PRU,0.04958607083118473,ok
2017-06-30,0.012495756035350174,29,1.0,"SYMC,AMD,INCY,RIG,URI,SIG,MU,DXC,WMB,IDXX,VTR,SWKS,WYNN,RCL,CPB,OKE,WDC,CNP,DVA,ORLY,NAVI,PVH,ILMN,TRIP,MRO,ATVI,INTC,FMC,LUV",-0.40229887577419254,0.18028711435985306,0.01172634423375599,CPB,0.05000000000000001,ok
2017-09-29,0.0,0,0.0,,,,,,,regime
2017-10-31,0.02804964199311254,29,1.0,"UAA,CMG,NCLH,XRX,MAT,WMB,BWA,CBRE,APTV,ALK,BSX,QRVO,STT,ARNC,EA,APA,INCY,AMG,WYNN,C,MGM,NRG,ETFC,IVZ,WDC,URI,TWX,KSU,HPE",-0.12591613365324916,0.2924929283225267,0.03315500064188191,BSX,0.05,ok
2017-11-30,0.04997269551595847,28,1.0,"EVHC,CHK,MU,SWKS,INCY,QRVO,ALGN,KMI,AMAT,LRCX,UAA,GE,SCG,NVDA,BWA,CTSH,SIG,WMB,HPQ,STT,GS,EA,NAVI,FAST,BEN,RCL,SYF,DISCA",-0.14004917631949448,0.31808617725826765,0.04918027735349939,KMI,0.05000000000000002,ok
2018-01-31,-0.057479079492954506,29,1.0,"CHK,CF,UAL,FMC,ALGN,AAL,PHM,FCX,WYNN,NFX,SWKS,ILMN,AMP,DAL,AMG,AIZ,HES,IVZ,TXN,AVGO,LUV,MET,ANDV,XRAY,BBY,PSX,ADS,FE,CAT",-0.2631080215999101,0.12724557063299932,-0.056913418180898886,PSX,0.05000000000000001,ok
2018-02-28,-0.0006837249456027824,29,0.6837249456027824,"NVDA,MPC,ALGN,AMP,FCX,BWA,INCY,CAT,PVH,NWL,CF,AME,NRG,AXP,LKQ,DHI,LNC,VFC,SYF,PYPL,APTV,AOS,MRO,FMC,C,CBRE,INTU,PFG,ROP",0.0,0.0,0.0,AME,0.05,ok
2018-03-29,0.0,0,0.0,,,,,,,regime
2018-04-30,0.02604740125295777,30,1.0,"BA,SYMC,TTWO,LNC,WDC,ALGN,URI,MCHP,SWK,IPGP,NVDA,MMM,LUV,IVZ,FCX,VRTX,PYPL,ORCL,UNM,AVGO,AAL,PCAR,TGT,GS,NUE,LYB,MYL,KEY,MS,STT",-0.19780905367676296,0.3815789019632202,0.047291258850513634,SWK,0.04651829727904351,ok
2018-05-31,-0.001,30,1.0,"NWL,FCX,URI,LNC,GT,ARNC,MOS,BEN,VRTX,PCAR,RF,PFG,AMAT,C,QCOM,WBA,XRX,KEY,MS,DISH,STT,RCL,MMM,GE,DG,PRU,MU,CPB,JNJ,SWK",0.0,0.0,0.0,JNJ,0.05,ok
2018-06-29,0.0,0,0.0,,,,,,,regime
2018-07-31,0.032361090866167896,30,1.0,"NFLX,DISH,AMZN,SPGI,INCY,ALGN,AKAM,GLW,TWTR,M,EVHC,INTC,LB,HBI,BMY,BR,PCG,HP,CRM,LRCX,EL,F,MU,NDAQ,BHGE,MCO,UA,BBY,TAP,CCL",-0.20564033879410015,0.19614049356602425,0.028010870785004152,BR,0.05000000000000001,ok
2018-08-31,-0.001,30,1.0,"WDC,BMY,SYMC,UNM,INCY,XEL,MAT,LB,XOM,RL,FLR,EA,NI,CMS,VLO,COTY,CTL,WEC,UAA,AKAM,IRM,GE,NFLX,BHGE,SWKS,MAC,ES,TRIP,UA,BA",0.0,0.0,0.0,XEL,0.04999999999999999,ok
2018-09-28,0.0,0,0.0,,,,,,,regime
2019-04-30,-0.07700048891945906,30,1.0,"CTL,KHC,GE,SLB,WRK,CPRI,ABMD,AES,WDC,MAT,FCX,D,AKAM,CHRW,CMS,AZO,WEC,O,JWN,SWKS,KLAC,BEN,DVN,IR,MMM,AFL,VMC,NEM,GLW,MNST",-0.27190923612763485,0.06535777316526035,-0.09361723410063104,D,0.05,ok
2019-05-31,-0.001,30,1.0,"KHC,NBL,XEC,MYL,DVN,SYMC,APA,BHGE,CPRI,FLR,HES,NWSA,ETFC,NOV,CTL,NWL,BIIB,HAL,NTAP,TRIP,MLM,VLO,ATVI,FDX,ISRG,OXY,ALXN,FANG,PRGO,JWN",0.0,0.0,0.0,OXY,0.04639177786566331,ok
2019-06-28,0.0,0,0.0,,,,,,,regime
2019-07-31,-0.001,30,1.0,"UA,COTY,DISH,ABBV,MHK,NBL,MKTX,ROL,XEC,MSCI,DVN,UAA,HBI,TAP,SYMC,XRAY,FTV,TSN,IPGP,CAG,SWKS,PFE,AMZN,EXC,ADSK,LOW,AGN,CNC,AVGO,ROK",0.0,0.0,0.0,PFE,0.05000000000000001,ok
2019-08-30,0.0,0,0.0,,,,,,,regime
2019-09-30,0.036571271436709005,30,1.0,"DXC,MKTX,SLB,ALGN,M,MSCI,CNC,MCO,TRIP,COTY,CAG,FDX,UNH,CXO,PRGO,SPGI,HUM,BBY,TDG,SBUX,NOV,HAL,NFLX,FANG,ADS,V,DIS,CDNS,WDC,KHC",-0.21954265126046918,0.3944837267273313,0.03789558533180838,SPGI,0.05000000000000001,ok
2019-10-31,-0.001,30,1.0,"ADS,DXC,HAS,MHK,DVN,VMC,YUM,LMT,EQIX,IPGP,ATO,WDC,CDNS,AIZ,EIX,MKTX,STZ,WEC,TRV,AWK,D,SNPS,DG,CCI,AMCR,CME,LHX,VFC,UHS,XYL",0.0,0.0,0.0,ATO,0.04999999999999999,ok
2019-11-29,0.0,0,0.0,,,,,,,regime
2019-12-31,-0.023131839393251776,30,1.0,"NTRS,PCAR,ROK,URI,AIZ,ODFL,AAPL,HII,CAT,ETN,MGM,TROW,AMAT,GOOGL,FISV,GOOG,ITW,ALLE,BAC,ROST,GL,LRCX,FRC,SPGI,DOV,CDW,PPG,RCL,WYNN,AMGN",-0.18636435596465925,0.09594514846526779,-0.02648459624028001,GL,0.04953306205036976,ok
2020-01-31,-0.001,30,1.0,"CPRI,PVH,FTI,XEC,IPGP,MRO,NOV,KSS,SLB,NBL,APTV,DD,INCY,NUE,FCX,CDW,IFF,HFC,AMAT,KLAC,URI,DXC,MCHP,FANG,FDX,HOG,BBY,QRVO,NTAP,LVS",0.0,0.0,0.0,CDW,0.04754601910637793,ok
2020-02-28,0.0,0,0.0,,,,,,,regime
2020-03-31,0.0,0,0.0,,,,,,,regime
2020-04-30,-0.00044550604428905596,30,0.44550604428905594,"NOV,HAL,SLB,DVN,CCL,MRO,MOS,URI,OXY,FTI,ADS,NCLH,CPRI,LKQ,HP,COP,PRU,CVX,WFC,DFS,PH,GM,WRK,VLO,RCL,VFC,SWKS,IVZ,PXD,CXO",0.0,0.0,0.0,VFC,0.04664246265310828,ok
2020-05-29,0.0,0,0.0,,,,,,,regime
2020-06-30,0.012641386373098144,30,0.6115681492982223,"LB,APA,WYNN,ALB,VLO,PVH,NCLH,SWK,RL,APTV,HFC,HWM,LNC,CXO,URI,HES,WRK,ALGN,HBI,BKR,DFS,REG,PBCT,AMP,LH,LKQ,HCA,DVN,WY,SYF",-0.16981131527880258,0.30475993228812936,0.01594458038310416,LH,0.04603144798689062,ok
2020-07-31,0.035315151167426194,30,1.0,"CCL,FANG,HES,TPR,FTNT,MGM,DFS,TXT,MHK,ALGN,CNC,MRO,PYPL,LNC,TMUS,EBAY,QCOM,FTI,DVN,ALB,AIG,FE,ADSK,IVZ,JKHY,AMZN,SBAC,VLO,JNJ,DG",-0.09334174317526732,0.3983841668473018,0.041025606976529495,EBAY,0.05,ok
2020-08-31,-0.04150174457710044,30,1.0,"NCLH,OKE,UAA,NOV,OXY,SLB,FTI,NFLX,IPGP,WBA,ILMN,VRTX,HOLX,UAL,ANET,CCL,AMZN,DD,JKHY,BIO,EBAY,KSS,LH,DGX,FTNT,AMT,CLX,AIV,LLY,PYPL",-0.24499997922033304,0.14475015921305248,-0.049587300241017054,AMZN,0.05,ok
2020-09-30,-0.0007458152503056724,30,0.7458152503056724,"EBAY,ADSK,BA,NVDA,PSX,SNPS,WELL,DAL,PYPL,ADBE,AAPL,NCLH,BWA,ALB,TXT,AMD,CRM,BKNG,FTI,WY,VLO,NRG,CDNS,KLAC,UPS,DXCM,XOM,MKTX,ZBRA,DLTR",0.0,0.0,0.0,EBAY,0.05,ok
2020-10-30,0.0,0,0.0,,,,,,,regime
2020-11-30,0.058478847411108724,30,1.0,"AIV,UNM,URI,DXCM,KEY,CFG,DFS,XOM,WBA,REGN,HBAN,FITB,PVH,WRK,NVDA,LYB,COF,CLX,VTR,PGR,MHK,EBAY,MKC,TSCO,AMZN,NEM,ADBE,PRU,DAL,DRI",-0.06379475061685057,0.3049629709417796,0.06796591998006417,CLX,0.05,ok
2020-12-31,-0.001,30,1.0,"NOV,SLB,EOG,ZBRA,BA,DAL,XRX,COP,MPC,WST,CHRW,SWKS,NEM,FLS,CRM,AIG,LEN,VLO,SPG,JBHT,ETR,PLD,MAS,AMAT,WHR,AMZN,ESS,UNM,QCOM,UAL",0.0,0.0,0.0,CHRW,0.05000000000000001,ok
2021-01-29,0.0,0,0.0,,,,,,,regime
2021-02-26,0.0,0,0.0,,,,,,,regime
2021-03-31,0.039573879356686215,30,1.0,"MOS,PENN,RF,PAYC,FITB,ENPH,PYPL,FTNT,AMD,HBAN,VFC,KEY,F,CRM,CFG,GM,GS,NVDA,ADSK,SWKS,AAPL,ZION,TER,VTR,COP,LEN,TPR,TDG,MU,TFC",-0.149942714044403,0.1611257988655636,0.034931062964455216,GS,0.04633379599878741,ok
2021-04-30,0.009365660846219311,30,1.0,"ENPH,ETSY,AAL,ZBRA,ALGN,RCL,WYNN,MPWR,BA,HST,PENN,MAR,QRVO,LRCX,VLO,DE,ZION,ALK,C,NWS,BAC,TSLA,AXP,RL,MU,GNRC,MOS,KLAC,LNC,NWSA",-0.17133657985273298,0.11602212419105627,0.008815240261263235,DE,0.05,ok
2021-05-31,0.05822273404856634,30,1.0,"BIIB,ETSY,PENN,WYNN,NOV,UAL,PAYC,PSX,EOG,BA,DAL,RCL,HBAN,NTAP,ENPH,TSLA,ZION,ULTA,PYPL,EL,APA,DE,LNC,KLAC,OKE,IT,AIZ,IPGP,GNRC,ZBRA",-0.36745153468382086,0.6902531157429281,0.05117683539389933,EL,0.04999999999999999,ok
2021-12-31,-0.08713753828980739,30,1.0,"SEDG,ETSY,GNRC,ENPH,ADBE,BBY,TSLA,NVDA,KMX,APA,AMD,LUMN,PAYC,MRNA,PVH,COF,CRM,CHTR,ALB,LHX,GRMN,VFC,ROL,CDAY,EOG,ADSK,PENN,ROST,LNC,OKE",-0.3332939417295445,0.26420770423250783,-0.09416448938833027,CHTR,0.05,ok
2022-01-31,-0.030048453309110757,30,0.9876315045454305,"NFLX,MRNA,DXCM,MU,MPWR,MKTX,CDNS,ANSS,CTLT,PAYC,NOW,AMD,BIO,KEYS,APTV,ETSY,AMZN,MTCH,PNR,LW,ISRG,KMX,ENPH,INTU,LEN,ROST,EPAM,DHI,SNPS,CRL",-0.5636787633709085,0.18673023065136246,-0.02644634215145199,KEYS,0.04740503444747517,ok
2022-02-28,0.01434500609839164,30,0.8060425148481114,"PYPL,EPAM,AMD,NFLX,TYL,F,DXCM,FIS,NVDA,ADSK,APD,FLT,LVS,INTU,FDX,KLAC,HD,GPN,INTC,LUMN,ADBE,MMM,TTWO,AVY,NOW,LRCX,IR,CE,LKQ,CDAY",-0.11350738134973606,0.4277255612590253,0.024504096735776495,APD,0.05000000000000001,ok
2022-03-31,-0.0007830443306043512,30,0.7830443306043512,"LVS,ODFL,ETSY,HAS,AMD,IPGP,QCOM,INTU,BAX,LW,SWK,BBY,LNC,MTB,NFLX,HD,PNW,PCAR,TJX,WFC,CAG,NOW,STX,NVR,LHX,BKNG,DXCM,TMUS,LOW,TTWO",0.0,0.0,0.0,BAX,0.04999999999999999,ok
2022-04-29,0.0,0,0.0,,,,,,,regime
2022-05-31,0.0,0,0.0,,,,,,,regime
2022-06-30,0.0,0,0.0,,,,,,,regime
2022-07-29,0.0,0,0.0,,,,,,,regime
2022-08-31,0.0,0,0.0,,,,,,,regime
2022-09-30,0.0,0,0.0,,,,,,,regime
2022-10-31,0.049457567108992954,30,0.6453284431417712,"ETSY,META,MTCH,GNRC,EPAM,PYPL,ON,CTLT,SEDG,MPWR,CDAY,AMD,EQT,WST,DISH,VFC,TSLA,MOS,DHR,CCL,CDNS,SNPS,WBD,RCL,LVS,CZR,EW,CF,BRO,DVA",-0.23733457313406295,0.40655937798867364,0.08534534023926114,DHR,0.05,ok
2022-11-30,-0.0006472370473047372,30,0.6472370473047372,"LUMN,GNRC,AAP,CTLT,OXY,PYPL,DISH,META,ILMN,CZR,EQT,ALGN,LVS,SEDG,TSLA,ETSY,NFLX,SLB,EPAM,ALB,MOS,RCL,APA,PAYC,WYNN,STX,CDAY,ADSK,MRO,BIIB",0.0,0.0,0.0,AAP,0.05,ok
2022-12-30,0.0,0,0.0,,,,,,,regime
2023-01-31,-0.04595817198138444,30,1.0,"NCLH,EPAM,CZR,DISH,UAL,ETSY,MRNA,CCL,ILMN,SEDG,NFLX,KLAC,NEE,BBWI,MU,AAL,ENPH,RCL,PAYC,CRL,PHM,APA,BKNG,SYF,WBD,IVZ,TPR,TROW,AMAT,ISRG",-0.2115756021614336,0.08777315592651619,-0.0474885598319817,NEE,0.05,ok
2023-02-28,-0.003709444209495475,30,1.0,"ENPH,CCL,NCLH,LUMN,NFLX,OXY,NEM,ETSY,HAL,ISRG,ALGN,CZR,SLB,ADBE,IFF,BIIB,VRSN,CRL,AAL,BBWI,EPAM,LRCX,BA,HCA,VTR,XRAY,APA,PYPL,RCL,DISH",-0.22058822910678444,0.18959710015662457,-0.011014380980668344,VTR,0.05,ok
2023-03-31,-0.0009571865438414281,30,0.9571865438414281,"DISH,LNC,MTCH,ZION,CCL,EXPE,GNRC,NCLH,UAL,RCL,BXP,SCHW,WBD,POOL,ARE,ESS,CPT,CHTR,COF,HBAN,PEAK,ETSY,ALGN,ZBRA,CTSH,BALL,CRL,NFLX,TGT,MPWR",0.0,0.0,0.0,ESS,0.05000000000000002,ok
2023-04-28,0.0,0,0.0,,,,,,,regime
2023-05-31,0.08370441933850749,30,1.0,"DISH,CTLT,ETSY,NEM,LNC,CZR,OGN,IFF,VFC,SEDG,KEY,GNRC,USB,TSN,WAT,PM,BIIB,MRNA,IP,BXP,D,RCL,ALGN,HSIC,TMUS,PODD,ZBRA,RVTY,ARE,HAL",-0.055401465868107444,0.369170100898254,0.09505129745752329,PM,0.05000000000000002,ok
2023-06-30,0.03646014990038878,30,1.0,"KEY,BIIB,MKTX,ETSY,NCLH,NWL,CPB,NDAQ,PODD,ZION,AMD,CL,META,AXON,ETR,WYNN,GNRC,KHC,GILD,SBUX,UAL,WAT,FSLR,XEL,CSGP,CAG,RVTY,LLY,CCL,CDAY",-0.05651684021681882,0.4240506105532279,0.0514886636682815,CPB,0.04999999999999999,ok
2023-07-31,-0.033074282079593495,30,1.0,"AMD,TSLA,ALB,DXCM,NCLH,NFLX,NOW,SEDG,META,CZR,BIIB,ALGN,CCL,EXR,KLAC,EXPE,EFX,JNPR,KEY,MPWR,LLY,MTD,TMO,MRNA,BLK,CPB,WBD,URI,T,PGR",-0.32672077029772456,0.2218411615993044,-0.04703188409741441,LLY,0.04999999999999999,ok
2023-08-31,-0.001,30,1.0,"CCL,GNRC,NCLH,SEDG,AES,ETSY,DG,NKE,WBD,CVS,RCL,ALK,LNC,EFX,EXPE,JCI,PYPL,CHRW,CZR,AMD,AAL,DFS,EXR,ALB,MTD,TSLA,ODFL,ALGN,AXP,FIS",0.0,0.0,0.0,CVS,0.05000000000000002,ok
2023-09-29,0.0,0,0.0,,,,,,,regime
2023-10-31,0.15584247197992881,30,1.0,"ENPH,CZR,ALB,WBD,ALGN,AMD,ABNB,ETSY,KEY,BLDR,PODD,SCHW,TSLA,EXPE,ZION,MTCH,RCL,NOW,ADBE,DVA,FMC,SYK,TDY,ZBRA,ISRG,NVDA,VLO,DFS,KEYS,MGM",-0.06416172517997583,0.4291111718657739,0.16046768240353151,SYK,0.05000000000000001,ok
2023-11-30,-0.001,30,1.0,"TSLA,CI,PAYC,ON,ALB,ZION,ALGN,ILMN,AMD,ABNB,ENPH,CTLT,KEY,WBA,VFC,CCL,MPWR,WST,NCLH,BIIB,AMGN,FLT,HAL,BLDR,META,FTNT,PNR,MGM,F,AEE",0.0,0.0,0.0,CI,0.05,ok
2023-12-29,0.0,0,0.0,,,,,,,regime
2024-01-31,0.022268526052114913,30,1.0,"ZION,DXCM,ALB,BKR,ETSY,GNRC,EXPE,CFG,PODD,FMC,ARE,EQT,MPWR,CCI,BG,AMD,SCHW,KEY,CHTR,ABNB,PYPL,APA,CPT,DVN,NKE,CCL,EPAM,AXON,EXR,FDX",-0.207116076040807,0.23412028479152203,0.02452301375195221,CPT,0.05000000000000002,ok
2024-02-29,-0.001,30,1.0,"ENPH,ZION,PFE,PANW,FMC,DG,AWK,EL,UPS,CHTR,DE,MPWR,DD,AMD,MAA,BIO,PAYC,ADM,GNRC,TECH,ILMN,TER,DAL,EBAY,BBWI,INTC,ORCL,LRCX,WHR,CHRW",0.0,0.0,0.0,PFE,0.04999999999999999,ok
2024-03-28,0.0,0,0.0,,,,,,,regime
2024-04-30,0.017927117877933923,30,1.0,"ENPH,GL,WBD,PAYC,DXCM,ADBE,ALGN,DG,PODD,PFE,AMD,FMC,PANW,MOS,CLX,EL,AMAT,FICO,SLB,INCY,MPWR,NKE,RHI,URI,ALB,GOOG,RVTY,APTV,KEY,NCLH",-0.2252735008137146,0.17598380851146067,0.016642558149037454,PFE,0.05000000000000001,ok
