date,ret_m,n_picks,picks,reason
2020-09-30,-0.001,30,"AMZN,WST,DHR,TMO,SNPS,ROL,ADBE,CDNS,IDXX,PYPL,BIO,MSFT,ODFL,GRMN,TTWO,APD,CHTR,CHD,CPRT,MKC,PGR,SPGI,GOOG,ANSS,TMUS,FAST,WMT,NDAQ,MKTX,HD",ok
2020-10-30,0.0,0,,regime
2020-11-30,0.035767249293304826,30,"DHR,TMO,WST,AMZN,ROL,BIO,IDXX,PGR,ODFL,SNPS,COST,POOL,CDNS,WMT,NEE,CPRT,DG,TT,GRMN,NOW,PYPL,MSFT,TTWO,CHTR,MKTX,CHD,AWK,SHW,AJG,GOOG",ok
2020-12-31,-0.001,30,"IDXX,TT,TMO,DHR,COST,ROL,STE,GRMN,AMD,TMUS,DE,CHTR,WMT,CPRT,BIO,POOL,AJG,ZBRA,TTWO,AAPL,APH,DG,TGT,PGR,NEE,AMZN,GOOG,PAYC,PYPL,SHW",ok
2021-01-29,0.0,0,,regime
2021-02-26,0.0,0,,regime
2021-03-31,0.05353027089903671,26,"ZBRA,GRMN,DE,IDXX,GOOG,KEYS,TT,GNRC,CDNS,ODFL,GOOGL,AJG,PYPL,A,AMAT,DHR,ABT,ETSY,EL,LYV,ICE,CTLT,MS,CZR,ENPH,TTWO",ok
2021-04-30,0.025820915670247968,29,"ZBRA,GRMN,DE,AJG,ODFL,TT,EXPD,LRCX,A,AMAT,TXN,ETSY,EL,GOOG,PYPL,TGT,GOOGL,NDAQ,CZR,PGR,LYV,DHR,IDXX,BRK.B,ENPH,NWSA,ABT,HLT,AVY",ok
2021-05-31,0.19748583588961982,28,"AJG,ODFL,DE,EXPD,IQV,GRMN,ZBRA,TT,GOOG,DHR,CRL,WST,GOOGL,NDAQ,PGR,POOL,FTNT,AVY,CDW,SHW,AON,AMAT,HD,TGT,EL,CTVA,LOW,PLD",ok
2021-12-31,-0.12217602405614314,30,"COST,PLD,RSG,AJG,SHW,BRO,MSFT,ODFL,WM,ZTS,ACN,HD,KEYS,NDAQ,EXR,MSI,TMO,AON,WST,DHR,MAA,ADP,POOL,LOW,GOOG,GOOGL,NEE,SBAC,AZO,BIO",ok
2022-01-31,-0.03638501300013419,30,"COST,PLD,BRO,AJG,ACN,ODFL,RSG,ZTS,UNH,HD,EXR,MSI,WM,SHW,TMO,MSFT,KEYS,MAA,STE,FDS,AZO,ORLY,PG,NDAQ,LOW,DOV,CHD,PEP,EXC,SBAC",ok
2022-02-28,0.05530903224099871,30,"BRO,PLD,COST,PGR,AJG,UNH,AAPL,RSG,PG,HSY,MSFT,AZO,HD,ORLY,UNP,TMO,LOW,STE,EXC,BRK.B,ABBV,ACN,PEP,EXR,WM,FDS,MAA,ODFL,APH,SHW",ok
2022-03-31,-0.001,30,"COST,PLD,UNH,BRO,HSY,EXR,UNP,PGR,BRK.B,AAPL,EXC,STE,AJG,ABBV,RSG,ORLY,MAA,WRB,ODFL,AZO,PG,KO,WM,MOH,FE,ZTS,PSA,MSFT,PEG,FTNT",ok
2022-04-29,0.0,0,,regime
2022-05-31,0.0,0,,regime
2022-06-30,0.0,0,,regime
2022-07-29,0.0,0,,regime
2022-08-31,0.0,0,,regime
2022-09-30,0.0,0,,regime
2022-10-31,0.039335128290320244,30,"AJG,HSY,PGR,UNH,RSG,GPC,LLY,CTVA,ORLY,WRB,MCK,MOH,KDP,AZO,WM,ADP,VICI,TMUS,CTAS,DG,GIS,MSI,MRK,NDAQ,KEYS,NEE,ENPH,CDNS,SNPS,MCD",ok
2022-11-30,-0.001,30,"HSY,MRK,AJG,WRB,PGR,ORLY,MCK,LLY,GPC,AZO,UNH,KDP,CTVA,MOH,PEP,TMUS,GIS,GWW,AFL,ADP,MCD,VICI,RSG,CTAS,MSI,ENPH,KEYS,SRE,AES,APH",ok
2022-12-30,0.0,0,,regime
2023-01-31,-0.02350435435631717,30,"MRK,LLY,WRB,ORLY,GPC,MCK,AJG,PGR,AZO,CTAS,ACGL,HSY,GIS,APD,CTVA,TT,PEP,IEX,ELV,MSI,TJX,ADM,ADP,TMUS,VICI,HES,FMC,KEYS,MOH,AES",ok
2023-02-28,0.017748128969815747,30,"MRK,ACGL,LLY,PGR,AZO,AJG,GPC,APD,AFL,ORLY,TT,IEX,MCK,CTAS,PCAR,VICI,TJX,HOLX,CDW,GIS,TMUS,HSY,CTVA,MDLZ,MSI,ORCL,MNST,LW,KEYS,FMC",ok
2023-03-31,-0.001,27,"MRK,ACGL,TT,PGR,GWW,OTIS,ETN,ORLY,GPC,MDLZ,MCD,HSY,AZO,CDW,ORCL,MSI,FICO,VICI,GIS,PEP,AJG,APD,LW,HOLX,MSCI,TMUS,CTVA",ok
2023-04-28,0.0,0,,regime
2023-05-31,0.05164428632090564,29,"HSY,ORLY,MDLZ,MRK,LLY,MCD,AJG,AZO,GIS,PEP,AON,RSG,MSI,ACGL,ORCL,CPRT,CMG,CDNS,TDG,OTIS,BSX,AAPL,HOLX,LW,SO,BRO,BRK.B,HCA,VICI",ok
2023-06-30,-0.021363486893188698,27,"HSY,LLY,ORLY,MDLZ,RSG,AJG,ORCL,MCD,CPRT,CMG,CTAS,PWR,MSI,CDNS,MCK,AVGO,WMT,MRK,AON,PEP,ACGL,BRK.B,AZO,BSX,LW,V,VMC",ok
2023-07-31,0.01261339765432461,27,"LLY,ORLY,MCK,AJG,MCD,MRK,RSG,HSY,MDLZ,WMT,ORCL,PWR,AON,PEP,MSI,TDG,ETN,ACGL,AVGO,AZO,CMG,BRK.B,CDNS,HCA,BRO,VMC,APD",ok
2023-08-31,-0.001,26,"COR,MDLZ,AJG,MCK,LLY,PG,ORLY,ORCL,WMT,CPRT,PWR,ETN,AVGO,RSG,BRK.B,MCD,PEP,AFL,AAPL,CAH,ROP,DHI,NVR,ACGL,AON,VMC",ok
2023-09-29,0.0,0,,regime
2023-10-31,0.056545581518869244,25,"COR,MCK,AJG,LLY,COST,PCAR,WMT,TJX,SNPS,CPRT,ETN,AVGO,BRO,CTAS,JBL,BRK.B,AFL,CDNS,ACGL,STE,IRM,PG,ORLY,GOOG,GOOGL",ok
2023-11-30,-0.001,27,"AJG,MCK,COR,COST,RSG,BRO,ACGL,CTAS,LLY,ORLY,CBOE,FICO,WMT,FAST,CPRT,SNPS,TJX,ROP,CAH,BRK.B,AZO,MSFT,TMUS,PG,GRMN,IRM,WMB",ok
2023-12-29,0.0,0,,regime
2024-01-31,0.07478736449781502,27,"COR,COST,CTAS,RSG,MCK,CBOE,WM,PCAR,LLY,FICO,TMUS,MSI,MSFT,CAH,CMG,CEG,AVGO,IRM,ORLY,MCO,HLT,ICE,PGR,LEN,SHW,WMT,MOH",ok
2024-02-29,-0.001,28,"COR,COST,RSG,MCK,CTAS,PCAR,WM,CBOE,CAH,MSFT,FICO,WRB,CMG,TMUS,HLT,MSI,ORLY,ABBV,AVGO,BRO,ICE,PHM,SHW,BRK.B,WMT,CEG,MDLZ,MLM",ok
2024-03-28,0.0,0,,regime
2024-04-30,0.03351151637865207,29,"COR,PCAR,COST,APH,CTAS,RSG,GWW,MCK,AMP,CMG,ABBV,JPM,CEG,HIG,HLT,IRM,PGR,SMCI,AVGO,NVDA,LLY,MPC,BRK.B,DECK,MLM,SHW,ORLY,TRGP,VMC",ok
