feature,n_event,n_ctrl,event_mean,ctrl_mean,event_med,ctrl_med,event_std,ctrl_std,ks_stat,ks_p,auroc,auroc_signed
excess_5y_logret,2197,11372,-0.1340600347392741,-0.03233874163139676,-0.027226149922884635,0.0167906525980204,1.2052171874995126,0.9337041977487035,0.09028627756552876,1.650712716869975e-13,0.4821961277737637,0.5178038722262364
mom_3y,2519,12749,0.7706796532513963,0.6546777975686074,0.27144791274848523,0.3087406128418406,2.8868775420211015,3.609874232950343,0.09028501593240812,2.289018658009183e-15,0.48627282601246136,0.5137271739875386
breakout_strength_60,2753,13520,-0.13624963848701058,-0.10887144502317136,-0.08823527349320259,-0.07099095093468938,0.15099411192541232,0.12277442574902862,0.0788308665963113,8.275115027262147e-13,0.4545085834280838,0.5454914165719162
rs_6m_spy,2753,13520,0.034493132050912284,0.0024189031353904116,-0.009348646262820282,-0.01754206702037875,0.4726995914566611,0.3818176123361834,0.0727533116105723,5.6769745370945866e-11,0.5101791859123023,0.5101791859123023
rs_3m_spy,2753,13520,0.014935105643865222,0.0012424835598055697,-0.001722513701629902,-0.008556691651483539,0.347551806634821,0.2787785602945623,0.07180042428163369,1.0681386759676326e-10,0.5093920940469461,0.5093920940469461
d_sma200,2753,13520,0.026684375245113842,0.019623558499535704,0.04548420238209405,0.0321613882740186,0.3027249057374465,0.2537708535183824,0.07138140855484176,1.4066602468827884e-10,0.5134928652336236,0.5134928652336236
mom_3,2753,13520,0.04117210889883802,0.02743380610202996,0.029685426909757284,0.019578680542762794,0.36499379745696386,0.2944009668316685,0.07114428154761776,1.6426296604951232e-10,0.5095177772714865,0.5095177772714865
rs_3m_zscore,2753,13520,0.01796608963963095,-0.029284050590099735,-0.0049182364172507915,-0.0392613543100932,1.5991180871331312,1.1594571647279266,0.07010687104116642,3.217719064126453e-10,0.5087184072458878,0.5087184072458878
dd_from_52wh,2753,13520,0.24807837510674566,0.21012334045320968,0.16323240983385845,0.13684227293653967,0.2374210566435803,0.21045622270936482,0.06888515379671889,7.013206640130408e-10,0.5409207706708336,0.5409207706708336
below_52wh,2753,13520,24.44608536232113,11.260900658478509,0.19507496675564173,0.1585368105849453,1219.6454171862526,881.0538851889373,0.06888515379671889,7.013206640130408e-10,0.5409207706708336,0.5409207706708336
pullback_1y,2753,13520,-0.24807837510674566,-0.21012334045320968,-0.16323240983385845,-0.13684227293653967,0.2374210566435803,0.21045622270936482,0.06888515379671878,7.013206640130901e-10,0.45934685023546123,0.5406531497645388
earnings_drift_proxy,2753,13520,0.009295485475522768,0.0008445313313811799,-0.003740295435229468,-0.0012776375242721238,0.325771847976927,0.1737895012331963,0.06498131677760893,7.71148397903476e-09,0.49273197394128404,0.5072680260587159
acceleration_2y,2753,13520,0.9992224551965853,-0.17155810849896302,-0.02518281208713824,-0.06234511845418944,56.29543194989871,9.737979434449299,0.05970627524142569,1.575332295365673e-07,0.5156721983763812,0.5156721983763812
d_sma50,2753,13520,0.0027371588578951897,0.006357376871097243,0.01179702934296789,0.009796415457121732,0.15007858837380175,0.124109859304021,0.05875945982542985,2.635032068457747e-07,0.5028910097000152,0.5028910097000152
mom_6_1,2753,13520,0.07681531935724933,0.04645448658081535,0.04107680487486309,0.035487525915064766,0.4248988457276048,0.32952408659563936,0.05816360635089857,3.6270304459673774e-07,0.5117743795364712,0.5117743795364712
tail_ratio_24m,2753,13520,2.078832392027608,1.6070044204567018,1.3104100612751808,1.2393017549207146,14.476328988852886,8.020258498236453,0.05774523542902099,4.5304029771833466e-07,0.5304864032137077,0.5304864032137077
sharpe_5y,2629,12939,0.47279611885587236,0.49893992989911856,0.4564336183209462,0.492786059246116,0.4767612234795547,0.42824890933521254,0.057120589043635706,1.225523068682991e-06,0.4797341629745756,0.5202658370254244
rs_12m_spy,2753,13520,1.060857105321065,0.023662414694516465,-0.03378449638556824,-0.0361803625307795,50.50617335227288,0.5295780961726652,0.05053330739784678,1.626810921722418e-05,0.498978172278977,0.501021827721023
idio_mom_12_1,2753,13517,inf,0.014216793745975821,-0.05429157991132472,-0.02731166656000472,,0.8868483648818709,0.05026225064663431,1.8439308565550038e-05,0.48825803596504286,0.5117419640349572
trend_r2_12m,2753,13518,0.4846489329966106,0.5119861880786926,0.5135443471124269,0.5698964681947623,0.3060376763226814,0.3045288239556592,0.049985336579116635,2.0942352660784964e-05,0.47449018883594796,0.525509811164052
frac_above_50dma_1y,2753,13520,0.5341142995520038,0.5526371865314174,0.5476190476190477,0.5674603174603174,0.18829088744270414,0.1899933681465218,0.04889354163397874,3.435614107612939e-05,0.4720368527502004,0.5279631472497996
range_pos_1y,2753,13519,0.5334909612961592,0.5493915069942252,0.5955056309935519,0.5984651852230993,0.3468528281992497,0.33422386741133636,0.04855245769854201,4.0012096648580024e-05,0.48494224820930476,0.5150577517906952
trend_slope_252,2753,13519,-0.00971747491350285,0.002824491433347478,0.07134093516872915,0.07548486807143805,0.6962318370758565,0.5924335817985612,0.038780253764011396,0.0020027685465553407,0.4991239811631029,0.500876018836897
mom_accel,2753,13520,-1.1311300618431501,-0.10728013426490285,-0.04237375382487596,-0.05928065619029954,50.504655410941496,0.5256651682336065,0.03856419677726508,0.002162258768782473,0.5060003664641263,0.5060003664641263
mom_12_1,2753,13520,1.2657412104393853,0.12439672280673371,0.07525654857456043,0.07229638279528272,56.21922616868151,0.539867784600956,0.0369991746497097,0.0037188068596999673,0.49981942775713206,0.5001805722428679
near_52wh_60d,2753,13520,0.5078096621867054,0.5446745562130177,1.0,1.0,0.49993900545619513,0.4980001847662005,0.03686489402631232,0.003891843333925694,0.4974612955850208,0.5025387044149792
log_price,2753,13519,2.967701140762534,3.076689147528404,3.009635212581242,3.099351963635584,1.335601667478111,1.2755430464498259,0.03677366052223341,0.004013601119012443,0.47803453330820916,0.5219654666917908
mom_per_unit_vol_12,2753,13519,0.4425736928520302,0.4650506168092727,0.1937882193796028,0.2559831631449072,1.2062938166004193,1.1739820057869588,0.03663754288370613,0.004201781699275877,0.49126368461204606,0.5087363153879539
recovery_rate,2732,13339,0.5701858949284967,0.5921797649001677,0.6153846153846154,0.6666666666666666,0.29699960147615656,0.2955636037234066,0.031284928649101595,0.023101885884223655,0.4802918038750076,0.5197081961249924
multibagger_ratio_24m,2752,13517,4.367781314795651,3.4362856341742853,2.877128199314166,2.7365689525649155,32.044732048213056,3.3959212341792178,0.031212176182963347,0.022771626258801192,0.5111960380210278,0.5111960380210278
rsi_14,2753,13520,50.88840253504147,51.55259400212903,51.37288305783274,51.88419956998301,12.868712125148733,12.125633596578439,0.031166215661451613,0.02302809382453092,0.48722273388686255,0.5127772661131375
drawdown_age_days,2753,13520,115.5078096621867,111.46745562130178,105.0,93.0,92.39792982683582,92.059799224043,0.029459094650913342,0.03701711082829484,0.5112829844580522,0.5112829844580522
vol_expansion_24m,2750,13511,7.37150328168884,1.2498770903147451,1.0015511947582305,1.017046181711473,313.147474311982,4.279414602579343,0.02841019775132722,0.049058530325132854,0.48694391775051976,0.5130560822494803
mom_consistency_12m,2753,13520,0.5211778152025156,0.5344910271352579,0.5454545454545454,0.5454545454545454,0.17424154719373622,0.1724129150135798,0.02713554014232994,0.06766293339645357,0.48053070668469255,0.5194692933153074
fip_score,2753,13519,-0.05200472594984639,-0.05535241235266739,-0.049723756906077346,-0.05357142857142857,0.06999427300021792,0.06957658707236282,0.025912864774649436,0.09110718464290357,0.51393076437846,0.51393076437846
rsi_zone_score,2753,13520,0.6212856106568341,0.637754190956063,0.7118041573257889,0.72963012165365,0.33356561101137816,0.3251944319220233,0.025674439073458344,0.0963944388691661,0.48663289859153114,0.5133671014084689
vol_contraction,2753,13519,0.977267647630626,0.9867637752589029,0.9536176902060258,0.9649050636565865,0.25176161680281844,0.2485959532552072,0.022519005485734267,0.1935323526858268,0.48877753597894685,0.5112224640210532
sharpe_12m,2753,13519,0.43528873504676846,0.45343331443894663,0.48564900813614614,0.46988530872748974,1.0797543791822544,1.057763736805058,0.022274445133212695,0.20348110461460844,0.4988025490056413,0.5011974509943586
sharpe_1y,2753,13519,0.43528873504676846,0.45343331443894663,0.48564900813614614,0.46988530872748974,1.0797543791822544,1.057763736805058,0.022274445133212695,0.20348110461460844,0.4988025490056413,0.5011974509943586
bb_width_contraction,2746,13509,1.2234396424074325,1.2099107564558762,1.0089457529737968,1.0093687376185603,0.9379907914229725,1.078194947844547,0.015923402903095463,0.6034497970957704,0.5005060422883355,0.5005060422883355
sma50_above_200,2753,13520,0.5746458409008355,0.5715236686390532,1.0,1.0,0.49439660034855337,0.494857923877562,0.0031221722617821857,1.0,0.5503772377417212,0.5503772377417212
new_52wh,2753,13520,0.05339629495096258,0.052144970414201186,0.0,0.0,0.2248224424662102,0.22231930297368074,0.0012513245367613557,1.0,0.6787172197301706,0.6787172197301706
