sleeve,convention,sharpe
SPY put credit spread (best sleeve),"H0 honest (worst-side, marked, margin, cash drag)",0.5302778068507195
SPY put credit spread (best sleeve),I2 no intermediate marks (entry-bucketed),0.5527830623305566
SPY put credit spread (best sleeve),I3 per-trade Sharpe x sqrt(164 trades/yr),1.7620604478927893
SPY put credit spread (best sleeve),"I4 return on premium, not margin",0.4463929326334881
SPY put credit spread (best sleeve),I5 active weeks only (n=388/388),0.5302778068507195
SPY put credit spread (best sleeve),I6 drop worst 1% of weeks (n=4 removed),1.3498279753249731
SPY put credit spread (best sleeve),I7 stacked (mid + no marks + premium base + trim),1.0585491797653366
