name,cagr_full,spy_cagr_full,edge_full_pp,sharpe,max_dd,n_cash,wf_mean_cagr,wf_median_cagr,wf_min_cagr,wf_max_cagr,wf_mean_sharpe,wf_min_sharpe,wf_mean_dd,wf_min_dd,wf_mean_edge_pp,wf_n_pos,wf_n_beats_spy,wf_n_splits,scorer,k,hold,regime,weighting
ml_3plus6plus1|k1|h1|strict_dd|invvol,0.38676621220555796,0.1194382410561079,26.732797114945008,0.9614146958279258,-0.5551269225330744,42,0.49630940513646477,0.49609895525457703,-0.06674587219925132,0.8326099273965817,1.0336844688896893,-0.024118898544428537,-0.3808575027321616,-0.465291261017469,34.82492077970302,9,9,10,ml_3plus6plus1,1,1,strict_dd,invvol
ml_3plus6plus1|k1|h1|strict_dd|ew,0.38676621220555796,0.1194382410561079,26.732797114945008,0.9614146958279258,-0.5551269225330744,42,0.49630940513646477,0.49609895525457703,-0.06674587219925132,0.8326099273965817,1.0336844688896893,-0.024118898544428537,-0.3808575027321616,-0.465291261017469,34.82492077970302,9,9,10,ml_3plus6plus1,1,1,strict_dd,ew
ml_3plus6plus1|k1|h1|tight|invvol,0.3942229618041915,0.1194382410561079,27.47847207480836,0.7980841025493441,-0.9349905435456235,12,0.48827640491839547,0.5091718951215605,0.03615171918700777,0.9154629831213186,1.0314671346198039,0.5022839832126405,-0.48377372734414187,-0.9066209643033837,34.02162075789608,10,10,10,ml_3plus6plus1,1,1,tight,invvol
ml_3plus6plus1|k1|h1|tight|ew,0.3942229618041915,0.1194382410561079,27.47847207480836,0.7980841025493441,-0.9349905435456235,12,0.48827640491839547,0.5091718951215605,0.03615171918700777,0.9154629831213186,1.0314671346198039,0.5022839832126405,-0.48377372734414187,-0.9066209643033837,34.02162075789608,10,10,10,ml_3plus6plus1,1,1,tight,ew
ml_3plus6plus1|k1|h1|safer|ew,0.38635685306490175,0.1194382410561079,26.691861200879387,0.9853464772075993,-0.4501367339973188,51,0.4827872556540348,0.49335896015016156,0.09536005932665903,0.8277901438686279,1.0578188192355644,0.4736153894548071,-0.3641154213690296,-0.45013673399731885,33.47270583146002,10,10,10,ml_3plus6plus1,1,1,safer,ew
ml_3plus6plus1|k1|h1|safer|invvol,0.38635685306490175,0.1194382410561079,26.691861200879387,0.9853464772075993,-0.4501367339973188,51,0.4827872556540348,0.49335896015016156,0.09536005932665903,0.8277901438686279,1.0578188192355644,0.4736153894548071,-0.3641154213690296,-0.45013673399731885,33.47270583146002,10,10,10,ml_3plus6plus1,1,1,safer,invvol
ml_3plus6plus1|k1|h1|combo|ew,0.3445090719105868,0.1194382410561079,22.50708308544789,0.7609728675533608,-0.9075012191781132,31,0.4545799310501488,0.5084635608843695,-0.10521972152518677,0.7034009744972509,0.9966745480822043,0.32978968822153,-0.45146165382214304,-0.8888224328333968,30.65197337107142,9,9,10,ml_3plus6plus1,1,1,combo,ew
ml_3plus6plus1|k1|h1|combo|invvol,0.3445090719105868,0.1194382410561079,22.50708308544789,0.7609728675533608,-0.9075012191781132,31,0.4545799310501488,0.5084635608843695,-0.10521972152518677,0.7034009744972509,0.9966745480822043,0.32978968822153,-0.45146165382214304,-0.8888224328333968,30.65197337107142,9,9,10,ml_3plus6plus1,1,1,combo,invvol
ml_h3|k1|h3|strict_dd|invvol,0.43765388253260373,0.1194382410561079,31.821564147649582,0.8081189758286577,-0.611617444968364,30,0.4488108064219258,0.35945903020108405,0.2099213364165884,0.7901897127431443,0.9082222770515831,0.583674194398963,-0.32124004773321413,-0.4057263407605869,30.07506090824912,10,10,10,ml_h3,1,3,strict_dd,invvol
ml_h3|k1|h3|strict_dd|ew,0.43765388253260373,0.1194382410561079,31.821564147649582,0.8081189758286577,-0.611617444968364,30,0.4488108064219258,0.35945903020108405,0.2099213364165884,0.7901897127431443,0.9082222770515831,0.583674194398963,-0.32124004773321413,-0.4057263407605869,30.07506090824912,10,10,10,ml_h3,1,3,strict_dd,ew
ml_h3|k1|h1|strict_dd|invvol,-1.0,0.1194382410561079,-111.94382410561079,0.699322361419217,-1.0,42,0.4482491968670181,0.34941701398350655,-0.043280940865117135,1.3365836966891895,0.8958547266125695,0.051580392505833184,-0.41343876564997917,-0.6318664845909822,30.018899952758346,9,9,10,ml_h3,1,1,strict_dd,invvol
ml_h3|k1|h1|strict_dd|ew,-1.0,0.1194382410561079,-111.94382410561079,0.699322361419217,-1.0,42,0.4482491968670181,0.34941701398350655,-0.043280940865117135,1.3365836966891895,0.8958547266125695,0.051580392505833184,-0.41343876564997917,-0.6318664845909822,30.018899952758346,9,9,10,ml_h3,1,1,strict_dd,ew
ml_h3|k1|h1|safer|ew,-1.0,0.1194382410561079,-111.94382410561079,0.7032868195756049,-1.0,51,0.4331665869960674,0.32809997991299056,0.08829251351749545,1.3365836966891895,0.9106355365360417,0.4053738073058673,-0.39873263224673966,-0.6318664845909822,28.510638965663283,10,9,10,ml_h3,1,1,safer,ew
ml_h3|k1|h1|safer|invvol,-1.0,0.1194382410561079,-111.94382410561079,0.7032868195756049,-1.0,51,0.4331665869960674,0.32809997991299056,0.08829251351749545,1.3365836966891895,0.9106355365360417,0.4053738073058673,-0.39873263224673966,-0.6318664845909822,28.510638965663283,10,9,10,ml_h3,1,1,safer,invvol
ml_3plus6|k3|h6|tight|ew,0.3977406189318511,0.1194382410561079,27.83023778757432,0.9553637477926258,-0.49828619285029263,4,0.42800538003320804,0.39897919814733074,0.14492104439496223,1.0879351638068608,1.0309443895155632,0.7301722273690158,-0.2976965019041197,-0.4745918757975244,27.994518269377345,10,9,10,ml_3plus6,3,6,tight,ew
ml_3plus6plus1|k1|h2|tight|ew,0.3008034494933378,0.1194382410561079,18.13652084372299,0.7017309732638456,-0.9634217050163438,9,0.4253642666938764,0.38673085946005314,-0.17229562427414225,0.9982316395651556,0.9302981443607375,0.31589135724766987,-0.5530554300076131,-0.9355764166553401,27.730406935444176,9,9,10,ml_3plus6plus1,1,2,tight,ew
ml_3plus6plus1|k1|h2|tight|invvol,0.3008034494933378,0.1194382410561079,18.13652084372299,0.7017309732638456,-0.9634217050163438,9,0.4253642666938764,0.38673085946005314,-0.17229562427414225,0.9982316395651556,0.9302981443607375,0.31589135724766987,-0.5530554300076131,-0.9355764166553401,27.730406935444176,9,9,10,ml_3plus6plus1,1,2,tight,invvol
ml_3plus6|k3|h6|tight|invvol,0.3813972304007436,0.1194382410561079,26.195898934463568,0.9695106424150287,-0.4638255989927828,4,0.4240895680107781,0.3477814420211862,0.2081844566274158,1.0558463428565679,1.124410338655189,0.8004761758176929,-0.29475853326528584,-0.4012613754720257,27.60293706713435,10,9,10,ml_3plus6,3,6,tight,invvol
ml_h3|k1|h1|tight|ew,-1.0,0.1194382410561079,-111.94382410561079,0.6595539140012718,-1.0,12,0.42205177874852084,0.3069546667042631,-0.1094521187914671,1.4486616217876915,0.8740468485726451,0.314348783475623,-0.505559711227046,-0.9122318386828125,27.39915814090863,9,8,10,ml_h3,1,1,tight,ew
ml_h3|k1|h1|tight|invvol,-1.0,0.1194382410561079,-111.94382410561079,0.6595539140012718,-1.0,12,0.42205177874852084,0.3069546667042631,-0.1094521187914671,1.4486616217876915,0.8740468485726451,0.314348783475623,-0.505559711227046,-0.9122318386828125,27.39915814090863,9,8,10,ml_h3,1,1,tight,invvol
ml_h3|k1|h2|tight|ew,-1.0,0.1194382410561079,-111.94382410561079,0.5818746142313796,-1.0,9,0.4180387864443789,0.37600146142380697,0.01386678796547347,1.0460348490060496,0.8566227471142538,0.3067059115708038,-0.5400227574748171,-0.8890178806501998,26.997858910494433,10,9,10,ml_h3,1,2,tight,ew
ml_h3|k1|h2|tight|invvol,-1.0,0.1194382410561079,-111.94382410561079,0.5818746142313796,-1.0,9,0.4180387864443789,0.37600146142380697,0.01386678796547347,1.0460348490060496,0.8566227471142538,0.3067059115708038,-0.5400227574748171,-0.8890178806501998,26.997858910494433,10,9,10,ml_h3,1,2,tight,invvol
ml_3plus6|k2|h6|tight|invvol,0.3489548350899785,0.1194382410561079,22.95165940338706,0.8173513680943534,-0.6840709603274394,4,0.4156204556653652,0.32886123435019277,0.19087801593011533,0.7057301672126668,1.0294655875068668,0.6639034387884544,-0.36953582283637576,-0.5543300573013877,26.756025832593064,10,9,10,ml_3plus6,2,6,tight,invvol
ml_h3|k1|h3|tight|invvol,0.47244746529183956,0.1194382410561079,35.30092242357317,1.020949324162476,-0.7217966522391781,5,0.41078500654782335,0.4156147658101643,0.08120008428106651,0.7901897127431443,0.9311597081168574,0.3753654485238617,-0.3452622355952966,-0.6348747670062517,26.272480920838877,10,9,10,ml_h3,1,3,tight,invvol
