name,cagr_full,spy_cagr_full,edge_full_pp,sharpe,max_dd,n_cash,wf_mean_cagr,wf_median_cagr,wf_min_cagr,wf_max_cagr,wf_mean_sharpe,wf_min_sharpe,wf_mean_dd,wf_min_dd,wf_mean_edge_pp,wf_n_pos,wf_n_beats_spy,wf_n_splits
07_tlt_ts25,0.39845028736938404,0.1194382410561079,27.901204631327616,0.9976722398016092,-0.4449122827391238,0,0.503147999469033,0.5065847195994717,0.17750057262405217,0.8229747707666286,1.0861884037266707,0.6857814264141193,-0.3798145843921287,-0.44491228273912387,35.50878021295985,10,10,10
00_tlt_only,0.40267298748555014,0.1194382410561079,28.323474642944223,1.0049476831406066,-0.44491228273912364,0,0.5015715115302177,0.5045679027332499,0.17380293998300544,0.8252962730162461,1.0835717274449161,0.6750424274665263,-0.3807806041871994,-0.44491228273912387,35.35113141907831,10,10,10
03_tlt_smartreentry,0.40267298748555014,0.1194382410561079,28.323474642944223,1.0049476831406066,-0.44491228273912364,0,0.5015715115302177,0.5045679027332499,0.17380293998300544,0.8252962730162461,1.0835717274449161,0.6750424274665263,-0.3807806041871994,-0.44491228273912387,35.35113141907831,10,10,10
25_tlt_cy3,0.40267298748555014,0.1194382410561079,28.323474642944223,1.0049476831406066,-0.44491228273912364,0,0.5015715115302177,0.5045679027332499,0.17380293998300544,0.8252962730162461,1.0835717274449161,0.6750424274665263,-0.3807806041871994,-0.44491228273912387,35.35113141907831,10,10,10
16_tlt_k2_conv,0.40258136313343784,0.1194382410561079,28.314312207732996,1.0049716470604575,-0.4448072685599069,0,0.5014523821738874,0.5044402418018145,0.17380800540669683,0.8253967510544051,1.0835942198860082,0.6750795588879895,-0.380732423185114,-0.4448072685599068,35.339218483445286,10,10,10
15_tlt_tight,0.40931106218069524,0.1194382410561079,28.987282112458736,0.8155857019494245,-0.932729142339564,0,0.49292695280514576,0.48809725986799013,0.1542488405675182,0.9154629831213186,1.0299947437086086,0.5935047573272185,-0.4877189614989258,-0.9033727066580794,34.486675546571114,10,10,10
14_tlt_strict_dd,0.3879053008015898,0.1194382410561079,26.84670597454819,0.9568805220174005,-0.5183594700754404,0,0.4921125017141167,0.469334698865287,-0.03487699859059745,0.8453700589674704,1.0317638449799382,0.10018016817426159,-0.3964708696813187,-0.44491228273912387,34.405230437468205,9,9,10
13_tlt_combo,0.3691349788413705,0.1194382410561079,24.969673778526257,0.7924183803031293,-0.9054496686655213,0,0.4786182437012451,0.5426469383863162,-0.016945302727819356,0.7441306356702222,1.0248062551103967,0.4194598875363043,-0.4458737467348195,-0.8882273921345957,33.05580463618105,9,9,10
08_tlt_volp10,0.3760507703634788,0.1194382410561079,25.66125293073709,0.959015762263747,-0.4739764003686452,0,0.4740642698503558,0.46640696140212,0.17380293998300544,0.8252962730162461,1.0452356290355829,0.6255569763308705,-0.39837314281294717,-0.47397640036864525,32.60040725109213,10,10,10
24_tlt_spdd20,0.375727726976532,0.1194382410561079,25.628948592042413,1.0027027143625538,-0.4348251759265287,0,0.46814742635656004,0.4658880336696185,0.1664708517576614,0.7464681865063649,1.0830771950731721,0.6630523151365965,-0.37068714937198916,-0.43482517592652875,32.00872290171254,10,10,10
23_tlt_spdd15,0.36657498217505835,0.1194382410561079,24.713674111895045,1.0007366667509612,-0.43143957558637464,0,0.45687283735378925,0.45283741131564204,0.1639966155522825,0.7206949756464285,1.0819460141279524,0.6587382857960928,-0.3675013390497213,-0.4314395755863746,30.881264001435454,10,10,10
05_tlt_minmom50,0.3521429209843481,0.1194382410561079,23.270467992824017,0.9975758884155984,-0.508687463409585,0,0.42010085544596887,0.3629090678244381,0.1779403822605541,0.7497426852514557,1.0987675097648597,0.6565501279762866,-0.39100455041041,-0.5086874634095851,27.204065810653425,10,10,10
02_tlt_dderisk20,0.3517065800173862,0.1194382410561079,23.22683389612783,0.9960419850016399,-0.43140051842632104,0,0.4104692949644308,0.3588062032480841,0.1204834483596049,0.8153848536709272,1.045374550648647,0.55845499403711,-0.3356909064917068,-0.4314005184263212,26.240909762499626,10,9,10
01_tlt_dderisk15,0.3320240311043037,0.1194382410561079,21.258579004819577,0.9834410708567072,-0.3886113066978293,0,0.3907973054533046,0.32135383932211603,0.14480938178105496,0.7821606068623466,1.0462238436813265,0.594494460593386,-0.31747995341636287,-0.38861130669782934,24.273710811386994,10,8,10
20_tlt_dd15_sre,0.3320240311043037,0.1194382410561079,21.258579004819577,0.9834410708567072,-0.3886113066978293,0,0.3907973054533046,0.32135383932211603,0.14480938178105496,0.7821606068623466,1.0462238436813265,0.594494460593386,-0.31747995341636287,-0.38861130669782934,24.273710811386994,10,8,10
04_tlt_minmom30,0.3292062036420731,0.1194382410561079,20.97679625859652,0.9606930433510663,-0.5002741497197719,0,0.38559353025202137,0.2993562725665141,0.1798452440199465,0.7497426852514557,1.0599967655244675,0.594437521335816,-0.38634839277349664,-0.5002741497197719,23.753333291258688,10,10,10
22_tlt_volp5_minmom30,0.31534322391786906,0.1194382410561079,19.590498286176118,0.929876145687739,-0.5002741497197718,0,0.3769084773464802,0.28692082252786466,0.16343105971628868,0.7497426852514557,1.0370980678024815,0.5651290927519066,-0.39486356916196147,-0.5002741497197719,22.884828000704562,10,10,10
stagger_n2_h2,0.30990444234541226,0.1194382410561079,19.046620128930435,0.9174248704270883,-0.3781773562500595,0,0.37603712413093804,0.3725530092621925,0.0643117288827495,0.709494282164056,0.9791041568960466,0.3515384225417318,-0.30925781931276897,-0.3781773562500596,22.797692679150344,10,10,10
stagger_n3_h3,0.3246699589571216,0.1194382410561079,20.52317179010137,0.9962719913251568,-0.4271046063944294,0,0.36643148985791313,0.36759319639604027,0.010081000707827803,0.5622530587340893,1.022470732923473,0.17164480340025165,-0.2959765660445707,-0.4271046063944293,21.83712925184785,10,10,10
21_tlt_dd20_minmom30,0.31200320389361313,0.1194382410561079,19.256496283750522,1.0248675200880477,-0.43140051842632127,0,0.3500684880991785,0.2794164067058481,0.1406172271797883,0.7402415243953753,1.086894352665334,0.6059498208735149,-0.32078544296092637,-0.4314005184263212,20.20082907597439,10,8,10
10_tlt_h2,0.2993739111948668,0.1194382410561079,17.99356701387589,0.8325115371854681,-0.4031714212480048,0,0.34520250217659687,0.3589439826631825,0.10522559920171415,0.5820613664797663,0.8658022947308115,0.4433005082153522,-0.3273318215966302,-0.3999999761581421,19.71423048371623,10,10,10
06_tlt_voltgt30,0.2759860241068368,0.1194382410561079,15.654778305072892,1.0305789922278403,-0.3941123416764046,0,0.3152754611596137,0.3029217022489321,0.0914673899041627,0.5573480991968889,1.0782724105240922,0.5220581180987615,-0.27182088026275086,-0.3941123416764045,16.72152638201791,10,10,10
