,0
2003-10-31,0.07592419706541553
2003-11-30,0.021601866948364367
2003-11-30,0.006637973148749935
2004-01-31,0.009135231272535098
2004-01-31,0.015064023659120808
2004-02-29,0.027758438772139203
2004-04-30,-0.01781068895075437
2004-05-31,-0.0017253590933112416
2004-06-30,0.05050942339752794
2004-07-31,-0.020966523665461912
2004-07-31,-0.01751561342984766
2004-09-30,0.03934732861792978
2004-10-31,0.034382836022229954
2004-10-31,0.024691462938174803
2004-12-31,0.026121837339966005
2005-01-31,-0.022632868633438278
2005-02-28,0.027664201528171995
2005-03-31,0.0036154626397923726
2005-04-30,-0.020857801486512936
2005-04-30,-0.007858469230024102
2005-06-30,0.03664880064830708
2005-07-31,0.03721193022603489
2005-07-31,0.041322656931064176
2005-09-30,0.02061051142135722
2005-10-31,-0.03319314719005267
2005-11-30,0.034667472477873044
2005-12-31,0.0021357843337946074
2005-12-31,-0.000782180507588818
2006-02-28,0.02264577259754868
2006-03-31,-0.0031539053170085304
2006-04-30,-0.004155672481760457
2006-04-30,-0.007299851455876906
2006-06-30,0.015233142993369796
2006-07-31,-0.025850722214943198
2006-08-31,0.01767017466399238
2006-09-30,0.026413630292600947
2006-09-30,0.019604408463910077
2006-11-30,0.022901188067120857
2006-12-31,0.0057197516266876474
2006-12-31,0.008153114906397144
2007-02-28,-0.0027004648533335983
2007-03-31,0.008133990721119252
2007-03-31,0.018230081515557255
2007-05-31,0.010351968457263548
2007-06-30,-0.041031307509404834
2007-06-30,-0.032565172194533074
2007-08-31,0.01249626365404078
2007-09-30,0.0490563888570479
2007-09-30,0.053640541180698956
2007-11-30,-0.023313989049399377
2007-12-31,0.009411685031667966
2008-01-31,-0.0763146725430758
2008-02-29,0.03302798577485441
2008-03-31,-0.005378997067653676
2008-04-30,0.06987678208028855
2008-05-31,0.03404332887682731
2008-05-31,0.034511876905243155
2008-07-31,-0.049182307869931434
2008-08-31,0.002443198252222599
2008-08-31,0.015688329225460963
2008-10-31,-0.16920544815663072
2008-11-30,-0.06569331740899706
2008-11-30,-0.07078149520371768
2009-01-31,-0.09029515847059873
2009-01-31,-0.07487891311279918
2009-02-28,-0.0928231245971875
2009-04-30,0.01204138618734706
2009-05-31,0.0016627475509281265
2009-05-31,-0.0023897564724864187
2009-07-31,0.0632617535968422
2009-08-31,0.008929106778133411
2009-09-30,0.020082388768339357
2009-10-31,-0.012482475432345094
2009-10-31,-0.011737863061996524
2009-12-31,0.05231911937349771
2010-01-31,-0.05094644179420044
2010-01-31,-0.05775476287813096
2010-02-28,0.05518850877021626
2010-04-30,0.0440334651484894
2010-05-31,-0.06392452962976558
2010-06-30,-0.05205370235728963
2010-07-31,0.07773363343838556
2010-07-31,0.06503649574127757
2010-09-30,0.09222796923219068
2010-10-31,0.05343784146045486
2010-10-31,0.05178167412065701
2010-12-31,0.04291951251543701
2011-01-31,-0.0029557333509509206
2011-02-28,0.0411455318117619
2011-03-31,0.03484077742581043
2011-04-30,0.03164575530321863
2011-04-30,0.03047034957856652
2011-06-30,-0.00231125006868863
2011-07-31,-0.03932407943615163
2011-07-31,-0.030647875814201
2011-09-30,-0.057900528515315804
2011-10-31,0.1003329175845449
2011-11-30,0.017158749329241545
2011-12-31,0.009609421791533256
2011-12-31,0.021676333725431755
2012-02-29,0.04932286916398044
2012-03-31,0.038569785030625
2012-03-31,0.043778197918558893
2012-05-31,-0.054431290179560034
2012-06-30,0.0002552705920662404
2012-06-30,0.016623217790427802
2012-08-31,0.004248621333517195
2012-09-30,0.018493565847110663
2012-09-30,0.02068217462669087
2012-11-30,0.008071357325241224
2012-12-31,0.013651686469154403
2013-01-31,0.04676290612530122
2013-02-28,0.013625894091651615
2013-03-31,0.04269443798370643
2013-03-31,0.048761843637298866
2013-05-31,0.0013494880780974719
2013-06-30,-0.017515542881278975
2013-06-30,-0.013081137038626749
2013-08-31,-0.02600955061974017
2013-08-31,-0.023382224728209215
2013-10-31,0.05858670722691512
2013-11-30,0.034584292485273935
2013-11-30,0.03327336345873435
2014-01-31,-0.046813557793228884
2014-02-28,0.06436269477984666
2014-03-31,-0.013885226609429206
2014-04-30,-0.01121051722055961
2014-05-31,0.03174159496961079
2014-05-31,0.030222058993547428
2014-07-31,-0.02498563668036533
2014-08-31,0.042349626987671536
2014-08-31,0.043859906660967354
2014-10-31,0.02916420039161298
2014-11-30,0.03210047390903425
2014-12-31,0.012361654794506906
2015-01-31,0.002709571837155926
2015-02-28,0.051462991392024884
2015-03-31,-0.0013236532876408395
2015-04-30,-0.02728867438276714
2015-05-31,0.0283880154210643
2015-05-31,0.0317881014332931
2015-07-31,0.0403244275589456
2015-08-31,-0.048207723457644194
2015-09-30,-0.013109198900383258
2015-10-31,0.0776881695212655
2015-10-31,0.07592032449824336
2015-12-31,-0.006255697245333713
2016-01-31,-0.03285334551233683
2016-01-31,-0.011011491563676501
2016-03-31,0.055168930540173966
2016-04-30,-0.030241176307548877
2016-04-30,-0.029548632917440493
2016-06-30,0.052704137611167094
2016-07-31,0.010163907412472969
2016-07-31,-0.007555507743522192
2016-09-30,-0.00475089484027654
2016-10-31,-0.04232905936652052
2016-11-30,-0.0087634723350771
2016-12-31,0.01807177656943276
2016-12-31,0.010261102169359326
2017-02-28,0.04431362987590468
2017-03-31,0.012858573616540686
2017-04-30,0.02194985092603615
2017-04-30,0.0197466068771707
2017-06-30,-0.007063989644032088
2017-07-31,0.030309061378988294
2017-08-31,0.0023332155340378366
2017-09-30,0.02234773770293976
2017-09-30,0.024647898387278905
2017-11-30,0.03880554613155517
2017-12-31,0.00048289853015121736
2017-12-31,-0.0009228759545644945
2018-02-28,-0.024371401732133396
2018-03-31,-0.022332737275829982
2018-03-31,-0.01063322507858754
2018-05-31,0.025086263764420087
2018-06-30,-0.0032068534487604662
2018-06-30,-0.004622160399757363
2018-08-31,0.05364329844579818
2018-09-30,-0.0002663434896286715
2018-09-30,0.011196347179862265
2018-11-30,0.02333249908230004
2018-12-31,-0.08093670616274477
2019-01-31,0.0427604675929387
2019-02-28,0.04869222304584391
2019-03-31,0.0282536649686591
2019-03-31,0.037276811775209265
2019-05-31,-0.022048255218966927
2019-06-30,0.046287772740134715
2019-06-30,0.04900193067117592
2019-08-31,0.036620761318060836
2019-08-31,0.04021344035851878
2019-10-31,-0.002374116673436924
2019-11-30,0.0143118379855349
2019-11-30,0.018513575806048815
2020-01-31,0.0376658325862722
2020-02-29,-0.0801779835497839
2020-02-29,-0.06988229680282698
2020-04-30,0.10457145402922745
2020-05-31,0.07735552721888855
2020-05-31,0.07522916853206948
2020-07-31,0.04847588655923854
2020-08-31,0.0523731116665267
2020-09-30,-0.03408709641708338
2020-10-31,-0.01070152906365562
2020-10-31,-0.009643442446204544
2020-12-31,0.03709648343909991
2021-01-31,-0.019603618782234693
2021-01-31,-0.013591590282126897
2021-02-28,0.02366852931619313
2021-04-30,0.040418585438400684
2021-05-31,0.008966812569098799
