H,N,year,i,p_last,p_zero
30,20,2019,7526,0.94,0.5333333333333333
30,50,2019,7526,0.9966666666666667,0.26666666666666666
30,1,2019,7589,0.7333333333333333,0.71
30,5,2019,7589,0.8033333333333333,0.7233333333333334
30,10,2019,7589,0.88,0.7333333333333333
30,20,2019,7589,0.9133333333333333,0.6333333333333333
30,50,2019,7589,0.9966666666666667,0.48
30,1,2020,7610,0.1,0.1
30,5,2020,7610,0.0,0.0
30,10,2020,7610,0.0,0.0
30,20,2020,7610,0.0,0.0
30,50,2020,7610,0.0,0.0
30,1,2020,7631,0.03,0.023333333333333334
30,5,2020,7631,0.0,0.0
30,10,2020,7631,0.0,0.0
30,20,2020,7631,0.0,0.0
30,50,2020,7631,0.0,0.0
30,1,2020,7736,0.77,0.7666666666666667
30,5,2020,7736,0.94,0.9033333333333333
30,10,2020,7736,0.9966666666666667,0.8866666666666667
30,20,2020,7736,0.9966666666666667,0.7666666666666667
30,50,2020,7736,1.0,0.78
30,1,2020,7757,0.7466666666666667,0.7433333333333333
30,5,2020,7757,0.8966666666666666,0.7766666666666666
30,10,2020,7757,0.96,0.7333333333333333
30,20,2020,7757,0.9933333333333333,0.5133333333333333
30,50,2020,7757,1.0,0.26
30,1,2020,7778,0.6066666666666667,0.5833333333333334
30,5,2020,7778,0.5966666666666667,0.5
30,10,2020,7778,0.6633333333333333,0.43333333333333335
30,20,2020,7778,0.7,0.3933333333333333
30,50,2020,7778,0.8466666666666667,0.13333333333333333
30,1,2020,7799,0.7533333333333333,0.75
30,5,2020,7799,0.86,0.77
30,10,2020,7799,0.89,0.67
30,20,2020,7799,0.9266666666666666,0.5
30,50,2020,7799,0.9366666666666666,0.23666666666666666
30,1,2020,7820,0.8533333333333334,0.8433333333333334
30,5,2020,7820,0.97,0.8533333333333334
30,10,2020,7820,0.9866666666666667,0.7466666666666667
30,20,2020,7820,0.9933333333333333,0.6766666666666666
30,50,2020,7820,1.0,0.6133333333333333
30,1,2020,7841,0.53,0.5133333333333333
30,5,2020,7841,0.57,0.48333333333333334
30,10,2020,7841,0.5766666666666667,0.43666666666666665
30,20,2020,7841,0.72,0.38333333333333336
30,50,2020,7841,0.8533333333333334,0.22
30,1,2021,7862,0.41,0.4033333333333333
30,5,2021,7862,0.5133333333333333,0.45666666666666667
30,10,2021,7862,0.49333333333333335,0.37333333333333335
30,20,2021,7862,0.64,0.3566666666666667
30,50,2021,7862,0.6266666666666667,0.11333333333333333
30,1,2021,7883,0.8133333333333334,0.7766666666666666
30,5,2021,7883,0.9533333333333334,0.8266666666666667
30,10,2021,7883,0.9533333333333334,0.7066666666666667
30,20,2021,7883,0.9633333333333334,0.4666666666666667
30,50,2021,7883,0.9966666666666667,0.41333333333333333
30,1,2021,7904,0.8366666666666667,0.8166666666666667
30,5,2021,7904,0.9766666666666667,0.77
30,10,2021,7904,0.99,0.66
30,20,2021,7904,0.9666666666666667,0.43
30,50,2021,7904,0.9766666666666667,0.2866666666666667
30,1,2021,7925,0.65,0.64
30,5,2021,7925,0.8,0.7133333333333334
30,10,2021,7925,0.9,0.68
30,20,2021,7925,0.9433333333333334,0.49666666666666665
30,50,2021,7925,0.9366666666666666,0.18666666666666668
30,1,2021,7946,0.8133333333333334,0.7833333333333333
30,5,2021,7946,0.93,0.7866666666666666
30,10,2021,7946,0.9533333333333334,0.6633333333333333
30,20,2021,7946,0.9633333333333334,0.44666666666666666
30,50,2021,7946,0.9366666666666666,0.25333333333333335
30,1,2021,7967,0.61,0.59
30,5,2021,7967,0.6633333333333333,0.5533333333333333
30,10,2021,7967,0.6933333333333334,0.48333333333333334
30,20,2021,7967,0.7733333333333333,0.3933333333333333
30,50,2021,7967,0.8533333333333334,0.16333333333333333
30,1,2021,7988,0.68,0.6766666666666666
30,5,2021,7988,0.8,0.73
30,10,2021,7988,0.8333333333333334,0.69
30,20,2021,7988,0.8866666666666667,0.61
30,50,2021,7988,0.9133333333333333,0.4533333333333333
30,1,2021,8009,0.32666666666666666,0.31333333333333335
30,5,2021,8009,0.18333333333333332,0.14666666666666667
30,10,2021,8009,0.12666666666666668,0.1
30,20,2021,8009,0.056666666666666664,0.02666666666666667
30,50,2021,8009,0.0033333333333333335,0.0
30,1,2021,8030,0.56,0.5533333333333333
30,5,2021,8030,0.6433333333333333,0.6
30,10,2021,8030,0.6966666666666667,0.6233333333333333
30,20,2021,8030,0.7766666666666666,0.5933333333333334
30,50,2021,8030,0.86,0.36333333333333334
30,1,2021,8072,0.5466666666666666,0.5266666666666666
30,5,2021,8072,0.6433333333333333,0.57
30,10,2021,8072,0.67,0.5466666666666666
30,20,2021,8072,0.7266666666666667,0.43666666666666665
30,50,2021,8072,0.8166666666666667,0.24333333333333335
30,1,2023,8387,0.5666666666666667,0.5133333333333333
30,5,2023,8387,0.2866666666666667,0.18333333333333332
30,10,2023,8387,0.24666666666666667,0.05
30,20,2023,8387,0.17666666666666667,0.013333333333333334
30,50,2023,8387,0.15333333333333332,0.01
30,1,2023,8492,0.5933333333333334,0.5666666666666667
30,5,2023,8492,0.5633333333333334,0.49
30,10,2023,8492,0.56,0.3933333333333333
30,20,2023,8492,0.56,0.23666666666666666
30,50,2023,8492,0.55,0.09
30,1,2024,8639,0.73,0.7166666666666667
30,5,2024,8639,0.86,0.7233333333333334
30,10,2024,8639,0.8866666666666667,0.67
30,20,2024,8639,0.8833333333333333,0.44333333333333336
30,50,2024,8639,0.9733333333333334,0.33666666666666667
30,1,2024,8660,0.3933333333333333,0.37333333333333335
30,5,2024,8660,0.23333333333333334,0.23
30,10,2024,8660,0.18666666666666668,0.16
30,20,2024,8660,0.10333333333333333,0.07
30,50,2024,8660,0.03333333333333333,0.016666666666666666
30,1,2024,8702,0.5733333333333334,0.55
30,5,2024,8702,0.5133333333333333,0.45666666666666667
30,10,2024,8702,0.5833333333333334,0.4266666666666667
30,20,2024,8702,0.5633333333333334,0.38
30,50,2024,8702,0.6066666666666667,0.19333333333333333
30,1,2024,8744,0.7466666666666667,0.74
30,5,2024,8744,0.9233333333333333,0.9
30,10,2024,8744,0.95,0.9
30,20,2024,8744,0.9766666666666667,0.85
30,50,2024,8744,0.9966666666666667,0.8866666666666667
30,1,2024,8807,0.44333333333333336,0.4266666666666667
30,5,2024,8807,0.41333333333333333,0.3933333333333333
30,10,2024,8807,0.37333333333333335,0.31
30,20,2024,8807,0.29,0.23333333333333334
30,50,2024,8807,0.3,0.09
30,1,2024,8828,0.35,0.32
30,5,2024,8828,0.22333333333333333,0.18
30,10,2024,8828,0.11,0.06666666666666667
30,20,2024,8828,0.05,0.016666666666666666
30,50,2024,8828,0.006666666666666667,0.0033333333333333335
30,1,2024,8849,0.5666666666666667,0.56
30,5,2024,8849,0.6366666666666667,0.5933333333333334
30,10,2024,8849,0.6233333333333333,0.5466666666666666
30,20,2024,8849,0.5666666666666667,0.4033333333333333
30,50,2024,8849,0.5766666666666667,0.2866666666666667
30,1,2025,8870,0.7966666666666666,0.78
30,5,2025,8870,0.9033333333333333,0.8433333333333334
30,10,2025,8870,0.9,0.7333333333333333
30,20,2025,8870,0.97,0.7466666666666667
30,50,2025,8870,0.9633333333333334,0.6066666666666667
30,1,2025,8891,0.4866666666666667,0.4766666666666667
30,5,2025,8891,0.39666666666666667,0.38
30,10,2025,8891,0.46,0.4
30,20,2025,8891,0.41,0.33
30,50,2025,8891,0.36333333333333334,0.20333333333333334
30,1,2025,8996,0.7166666666666667,0.7133333333333334
30,5,2025,8996,0.7866666666666666,0.7566666666666667
30,10,2025,8996,0.8333333333333334,0.7733333333333333
30,20,2025,8996,0.9,0.69
30,50,2025,8996,0.9633333333333334,0.5666666666666667
30,1,2025,9017,0.7366666666666667,0.7333333333333333
30,5,2025,9017,0.7333333333333333,0.69
30,10,2025,9017,0.8533333333333334,0.77
30,20,2025,9017,0.9166666666666666,0.8
30,50,2025,9017,0.99,0.6933333333333334
30,1,2025,9038,0.49,0.49
30,5,2025,9038,0.38333333333333336,0.38
30,10,2025,9038,0.3466666666666667,0.3333333333333333
30,20,2025,9038,0.31666666666666665,0.30333333333333334
30,50,2025,9038,0.16333333333333333,0.14666666666666667
30,1,2025,9059,0.5333333333333333,0.5333333333333333
30,5,2025,9059,0.5,0.48333333333333334
30,10,2025,9059,0.5433333333333333,0.5033333333333333
30,20,2025,9059,0.5833333333333334,0.5033333333333333
30,50,2025,9059,0.6366666666666667,0.43666666666666665
30,1,2025,9101,0.78,0.7666666666666667
30,5,2025,9101,0.9033333333333333,0.79
30,10,2025,9101,0.91,0.65
30,20,2025,9101,0.9533333333333334,0.5433333333333333
30,50,2025,9101,0.9866666666666667,0.35333333333333333
30,1,2026,9122,0.6866666666666666,0.68
30,5,2026,9122,0.8733333333333333,0.8166666666666667
30,10,2026,9122,0.8866666666666667,0.7633333333333333
30,20,2026,9122,0.9666666666666667,0.7033333333333334
30,50,2026,9122,0.9933333333333333,0.6466666666666666
30,1,2026,9143,0.29333333333333333,0.2833333333333333
30,5,2026,9143,0.12333333333333334,0.11666666666666667
30,10,2026,9143,0.06333333333333334,0.06
30,20,2026,9143,0.013333333333333334,0.01
30,50,2026,9143,0.0,0.0
30,1,2026,9185,0.5033333333333333,0.48333333333333334
30,5,2026,9185,0.4533333333333333,0.41
30,10,2026,9185,0.43333333333333335,0.37333333333333335
30,20,2026,9185,0.51,0.33
30,50,2026,9185,0.52,0.19333333333333333
63,1,1991,302,0.7266666666666667,0.7266666666666667
63,5,1991,302,0.85,0.85
63,10,1991,302,0.8666666666666667,0.8666666666666667
63,20,1991,302,0.93,0.93
63,50,1991,302,0.9933333333333333,0.9933333333333333
63,1,1991,323,0.5466666666666666,0.5466666666666666
63,5,1991,323,0.69,0.69
63,10,1991,323,0.73,0.73
63,20,1991,323,0.6933333333333334,0.6933333333333334
63,50,1991,323,0.79,0.79
63,1,1991,344,0.68,0.68
63,5,1991,344,0.86,0.86
63,10,1991,344,0.8966666666666666,0.8966666666666666
63,20,1991,344,0.98,0.98
63,50,1991,344,1.0,1.0
63,1,1991,365,0.8,0.8
63,5,1991,365,0.8466666666666667,0.8466666666666667
63,10,1991,365,0.92,0.92
63,20,1991,365,0.97,0.97
63,50,1991,365,0.9933333333333333,0.9933333333333333
63,1,1991,386,0.7333333333333333,0.7333333333333333
63,5,1991,386,0.94,0.94
63,10,1991,386,0.98,0.98
63,20,1991,386,0.9933333333333333,0.9933333333333333
63,50,1991,386,1.0,1.0
63,1,1991,407,0.7933333333333333,0.7933333333333333
63,5,1991,407,0.9733333333333334,0.9733333333333334
63,10,1991,407,0.9933333333333333,0.9933333333333333
63,20,1991,407,1.0,1.0
63,50,1991,407,1.0,1.0
63,1,1991,428,0.7666666666666667,0.7666666666666667
63,5,1991,428,0.8966666666666666,0.8966666666666666
63,10,1991,428,0.9433333333333334,0.9433333333333334
63,20,1991,428,0.9866666666666667,0.9866666666666667
63,50,1991,428,1.0,1.0
63,1,1991,449,0.8533333333333334,0.8533333333333334
63,5,1991,449,0.95,0.95
63,10,1991,449,0.9833333333333333,0.9833333333333333
63,20,1991,449,1.0,1.0
63,50,1991,449,1.0,1.0
63,1,1991,470,0.7333333333333333,0.7333333333333333
63,5,1991,470,0.94,0.94
63,10,1991,470,0.9633333333333334,0.9633333333333334
63,20,1991,470,1.0,1.0
63,50,1991,470,1.0,1.0
63,1,1991,491,0.5933333333333334,0.5933333333333334
63,5,1991,491,0.85,0.85
63,10,1991,491,0.91,0.91
63,20,1991,491,0.99,0.99
63,50,1991,491,1.0,1.0
63,1,1992,512,0.37666666666666665,0.37666666666666665
63,5,1992,512,0.2833333333333333,0.2833333333333333
63,10,1992,512,0.27,0.27
63,20,1992,512,0.15333333333333332,0.15333333333333332
63,50,1992,512,0.043333333333333335,0.043333333333333335
63,1,1992,533,0.6766666666666666,0.6766666666666666
63,5,1992,533,0.81,0.81
63,10,1992,533,0.83,0.83
63,20,1992,533,0.9466666666666667,0.9466666666666667
63,50,1992,533,0.9966666666666667,0.9966666666666667
63,1,1992,554,0.75,0.75
63,5,1992,554,0.8533333333333334,0.8533333333333334
63,10,1992,554,0.8866666666666667,0.8866666666666667
63,20,1992,554,0.97,0.97
63,50,1992,554,0.9966666666666667,0.9966666666666667
63,1,1992,575,0.7933333333333333,0.7933333333333333
63,5,1992,575,0.88,0.88
63,10,1992,575,0.9333333333333333,0.9333333333333333
63,20,1992,575,0.9733333333333334,0.9733333333333334
63,50,1992,575,0.9966666666666667,0.9966666666666667
63,1,1992,596,0.7033333333333334,0.7033333333333334
63,5,1992,596,0.8533333333333334,0.8533333333333334
63,10,1992,596,0.9066666666666666,0.9066666666666666
63,20,1992,596,0.9133333333333333,0.9133333333333333
63,50,1992,596,1.0,1.0
63,1,1992,617,0.7266666666666667,0.7266666666666667
63,5,1992,617,0.9266666666666666,0.9266666666666666
63,10,1992,617,0.96,0.96
63,20,1992,617,0.9966666666666667,0.9966666666666667
63,50,1992,617,1.0,1.0
63,1,1992,638,0.5666666666666667,0.5666666666666667
63,5,1992,638,0.79,0.79
63,10,1992,638,0.8633333333333333,0.8633333333333333
63,20,1992,638,0.9566666666666667,0.9566666666666667
63,50,1992,638,0.9966666666666667,0.9966666666666667
63,1,1992,659,0.5966666666666667,0.5966666666666667
63,5,1992,659,0.75,0.75
63,10,1992,659,0.8333333333333334,0.8333333333333334
63,20,1992,659,0.8766666666666667,0.8766666666666667
63,50,1992,659,0.9733333333333334,0.9733333333333334
63,1,1992,680,0.6733333333333333,0.6733333333333333
63,5,1992,680,0.8766666666666667,0.8766666666666667
63,10,1992,680,0.9633333333333334,0.9633333333333334
63,20,1992,680,0.9933333333333333,0.9933333333333333
63,50,1992,680,1.0,1.0
63,1,1992,722,0.87,0.87
63,5,1992,722,0.97,0.97
63,10,1992,722,0.9933333333333333,0.9933333333333333
63,20,1992,722,0.9966666666666667,0.9966666666666667
63,50,1992,722,1.0,1.0
63,1,1992,743,0.8766666666666667,0.8766666666666667
63,5,1992,743,0.98,0.98
63,10,1992,743,0.9866666666666667,0.9866666666666667
63,20,1992,743,1.0,1.0
63,50,1992,743,1.0,1.0
63,1,1993,764,0.8833333333333333,0.8833333333333333
63,5,1993,764,0.9866666666666667,0.9866666666666667
63,10,1993,764,0.9966666666666667,0.9966666666666667
63,20,1993,764,1.0,1.0
63,50,1993,764,1.0,1.0
63,1,1993,785,0.65,0.65
63,5,1993,785,0.8233333333333334,0.8233333333333334
63,10,1993,785,0.88,0.88
63,20,1993,785,0.9666666666666667,0.9666666666666667
63,50,1993,785,1.0,1.0
63,1,1993,806,0.4533333333333333,0.4533333333333333
63,5,1993,806,0.5866666666666667,0.5866666666666667
63,10,1993,806,0.6233333333333333,0.6233333333333333
63,20,1993,806,0.6133333333333333,0.6133333333333333
63,50,1993,806,0.6833333333333333,0.6833333333333333
63,1,1993,827,0.55,0.55
63,5,1993,827,0.76,0.76
63,10,1993,827,0.8266666666666667,0.8266666666666667
63,20,1993,827,0.8833333333333333,0.8833333333333333
63,50,1993,827,0.97,0.97
63,1,1993,848,0.7466666666666667,0.7466666666666667
63,5,1993,848,0.81,0.81
63,10,1993,848,0.9066666666666666,0.9066666666666666
63,20,1993,848,0.94,0.94
63,50,1993,848,1.0,1.0
63,1,1993,869,0.7433333333333333,0.7433333333333333
63,5,1993,869,0.9633333333333334,0.9633333333333334
63,10,1993,869,0.98,0.98
63,20,1993,869,1.0,1.0
63,50,1993,869,1.0,1.0
63,1,1993,890,0.6733333333333333,0.6733333333333333
63,5,1993,890,0.88,0.88
63,10,1993,890,0.9333333333333333,0.9333333333333333
63,20,1993,890,1.0,1.0
63,50,1993,890,1.0,1.0
63,1,1993,911,0.4766666666666667,0.4766666666666667
63,5,1993,911,0.5033333333333333,0.5033333333333333
63,10,1993,911,0.5766666666666667,0.5766666666666667
63,20,1993,911,0.64,0.64
63,50,1993,911,0.7166666666666667,0.7166666666666667
63,1,1993,932,0.44666666666666666,0.44666666666666666
63,5,1993,932,0.4633333333333333,0.4633333333333333
63,10,1993,932,0.41333333333333333,0.41333333333333333
63,20,1993,932,0.2833333333333333,0.2833333333333333
63,50,1993,932,0.22,0.22
63,1,1993,953,0.36666666666666664,0.36666666666666664
63,5,1993,953,0.36666666666666664,0.36666666666666664
63,10,1993,953,0.3233333333333333,0.3233333333333333
63,20,1993,953,0.22,0.22
63,50,1993,953,0.14,0.14
63,1,1993,974,0.6,0.6
63,5,1993,974,0.6933333333333334,0.6933333333333334
63,10,1993,974,0.79,0.79
63,20,1993,974,0.8566666666666667,0.8566666666666667
63,50,1993,974,0.9766666666666667,0.9766666666666667
63,1,1993,995,0.58,0.58
63,5,1993,995,0.7,0.7
63,10,1993,995,0.78,0.78
63,20,1993,995,0.8533333333333334,0.8533333333333334
63,50,1993,995,0.9633333333333334,0.9633333333333334
63,1,1994,1016,0.52,0.52
63,5,1994,1016,0.4033333333333333,0.4033333333333333
63,10,1994,1016,0.37,0.37
63,20,1994,1016,0.31333333333333335,0.31333333333333335
63,50,1994,1016,0.20333333333333334,0.20333333333333334
63,1,1994,1037,0.25,0.25
63,5,1994,1037,0.11333333333333333,0.11333333333333333
63,10,1994,1037,0.04666666666666667,0.04666666666666667
63,20,1994,1037,0.0,0.0
63,50,1994,1037,0.0,0.0
63,1,1994,1058,0.35333333333333333,0.35333333333333333
63,5,1994,1058,0.2866666666666667,0.2866666666666667
63,10,1994,1058,0.15666666666666668,0.15666666666666668
63,20,1994,1058,0.11333333333333333,0.11333333333333333
63,50,1994,1058,0.023333333333333334,0.023333333333333334
63,1,1994,1079,0.44,0.44
63,5,1994,1079,0.29,0.29
63,10,1994,1079,0.25333333333333335,0.25333333333333335
63,20,1994,1079,0.14,0.14
63,50,1994,1079,0.05,0.05
63,1,1994,1184,0.28,0.28
63,5,1994,1184,0.12,0.12
63,10,1994,1184,0.04,0.04
63,20,1994,1184,0.006666666666666667,0.006666666666666667
63,50,1994,1184,0.0,0.0
63,1,1994,1226,0.6,0.6
63,5,1994,1226,0.7333333333333333,0.7333333333333333
63,10,1994,1226,0.74,0.74
63,20,1994,1226,0.8033333333333333,0.8033333333333333
63,50,1994,1226,0.8933333333333333,0.8933333333333333
63,1,1995,1289,0.7633333333333333,0.7633333333333333
63,5,1995,1289,0.97,0.97
63,10,1995,1289,0.9966666666666667,0.9966666666666667
63,20,1995,1289,1.0,1.0
63,50,1995,1289,1.0,1.0
63,1,1995,1310,0.84,0.84
63,5,1995,1310,1.0,1.0
63,10,1995,1310,1.0,1.0
63,20,1995,1310,1.0,1.0
63,50,1995,1310,1.0,1.0
63,1,1995,1331,0.8433333333333334,0.8433333333333334
63,5,1995,1331,0.96,0.96
63,10,1995,1331,0.97,0.97
63,20,1995,1331,0.9966666666666667,0.9966666666666667
63,50,1995,1331,1.0,1.0
63,1,1995,1352,0.79,0.79
63,5,1995,1352,0.8766666666666667,0.8766666666666667
63,10,1995,1352,0.9833333333333333,0.9833333333333333
63,20,1995,1352,0.9866666666666667,0.9866666666666667
63,50,1995,1352,1.0,1.0
63,1,1995,1373,0.76,0.76
63,5,1995,1373,0.94,0.94
63,10,1995,1373,0.9833333333333333,0.9833333333333333
63,20,1995,1373,1.0,1.0
63,50,1995,1373,1.0,1.0
63,1,1995,1394,0.7666666666666667,0.7666666666666667
63,5,1995,1394,0.97,0.97
63,10,1995,1394,1.0,1.0
63,20,1995,1394,1.0,1.0
63,50,1995,1394,1.0,1.0
63,1,1995,1415,0.7433333333333333,0.7433333333333333
63,5,1995,1415,0.9633333333333334,0.9633333333333334
63,10,1995,1415,0.98,0.98
63,20,1995,1415,1.0,1.0
63,50,1995,1415,1.0,1.0
63,1,1995,1436,0.7633333333333333,0.7633333333333333
63,5,1995,1436,0.89,0.89
63,10,1995,1436,0.9666666666666667,0.9666666666666667
63,20,1995,1436,0.98,0.98
63,50,1995,1436,1.0,1.0
63,1,1995,1457,0.7966666666666666,0.7966666666666666
63,5,1995,1457,0.8933333333333333,0.8933333333333333
63,10,1995,1457,0.9566666666666667,0.9566666666666667
63,20,1995,1457,0.9866666666666667,0.9866666666666667
63,50,1995,1457,1.0,1.0
63,1,1995,1478,0.78,0.78
63,5,1995,1478,0.9133333333333333,0.9133333333333333
63,10,1995,1478,0.9533333333333334,0.9533333333333334
63,20,1995,1478,0.9966666666666667,0.9966666666666667
63,50,1995,1478,1.0,1.0
63,1,1995,1499,0.7633333333333333,0.7633333333333333
63,5,1995,1499,0.9133333333333333,0.9133333333333333
63,10,1995,1499,0.97,0.97
63,20,1995,1499,0.9933333333333333,0.9933333333333333
63,50,1995,1499,1.0,1.0
63,1,1996,1520,0.6333333333333333,0.6333333333333333
63,5,1996,1520,0.75,0.75
63,10,1996,1520,0.82,0.82
63,20,1996,1520,0.87,0.87
63,50,1996,1520,0.9833333333333333,0.9833333333333333
63,1,1996,1541,0.62,0.62
63,5,1996,1541,0.7133333333333334,0.7133333333333334
63,10,1996,1541,0.7266666666666667,0.7266666666666667
63,20,1996,1541,0.8066666666666666,0.8066666666666666
63,50,1996,1541,0.9266666666666666,0.9266666666666666
63,1,1996,1562,0.6,0.6
63,5,1996,1562,0.6933333333333334,0.6933333333333334
63,10,1996,1562,0.82,0.82
63,20,1996,1562,0.85,0.85
63,50,1996,1562,0.9466666666666667,0.9466666666666667
63,1,1996,1583,0.5833333333333334,0.5833333333333334
63,5,1996,1583,0.6866666666666666,0.6866666666666666
63,10,1996,1583,0.7166666666666667,0.7166666666666667
63,20,1996,1583,0.72,0.72
63,50,1996,1583,0.79,0.79
63,1,1996,1625,0.42,0.42
63,5,1996,1625,0.33666666666666667,0.33666666666666667
63,10,1996,1625,0.25666666666666665,0.25666666666666665
63,20,1996,1625,0.17,0.17
63,50,1996,1625,0.05,0.05
63,1,1996,1730,0.8666666666666667,0.8666666666666667
63,5,1996,1730,0.99,0.99
63,10,1996,1730,1.0,1.0
63,20,1996,1730,1.0,1.0
63,50,1996,1730,1.0,1.0
63,1,1996,1772,0.7533333333333333,0.7533333333333333
63,5,1996,1772,0.9866666666666667,0.9866666666666667
63,10,1996,1772,1.0,1.0
63,20,1996,1772,1.0,1.0
63,50,1996,1772,1.0,1.0
63,1,1996,1793,0.74,0.74
63,5,1996,1793,0.9433333333333334,0.9433333333333334
63,10,1996,1793,0.99,0.99
63,20,1996,1793,1.0,1.0
63,50,1996,1793,1.0,1.0
63,1,1997,1814,0.47333333333333333,0.47333333333333333
63,5,1997,1814,0.48333333333333334,0.48333333333333334
63,10,1997,1814,0.52,0.52
63,20,1997,1814,0.5433333333333333,0.5433333333333333
63,50,1997,1814,0.6566666666666666,0.6566666666666666
63,1,1997,1835,0.7033333333333334,0.7033333333333334
63,5,1997,1835,0.82,0.82
63,10,1997,1835,0.9066666666666666,0.9066666666666666
63,20,1997,1835,0.9866666666666667,0.9866666666666667
63,50,1997,1835,0.9966666666666667,0.9966666666666667
63,1,1997,1856,0.6433333333333333,0.6433333333333333
63,5,1997,1856,0.8666666666666667,0.8666666666666667
63,10,1997,1856,0.9533333333333334,0.9533333333333334
63,20,1997,1856,1.0,1.0
63,50,1997,1856,1.0,1.0
63,1,1997,1877,0.94,0.94
63,5,1997,1877,1.0,1.0
63,10,1997,1877,1.0,1.0
63,20,1997,1877,1.0,1.0
63,50,1997,1877,1.0,1.0
63,1,1997,1898,0.88,0.88
63,5,1997,1898,0.9766666666666667,0.9766666666666667
63,10,1997,1898,0.9966666666666667,0.9966666666666667
63,20,1997,1898,1.0,1.0
63,50,1997,1898,1.0,1.0
63,1,1997,1919,0.8833333333333333,0.8833333333333333
63,5,1997,1919,1.0,1.0
63,10,1997,1919,1.0,1.0
63,20,1997,1919,1.0,1.0
63,50,1997,1919,1.0,1.0
63,1,1997,1940,0.8566666666666667,0.8566666666666667
63,5,1997,1940,0.9966666666666667,0.9966666666666667
63,10,1997,1940,1.0,1.0
63,20,1997,1940,1.0,1.0
63,50,1997,1940,1.0,1.0
63,1,1997,1961,0.7166666666666667,0.7166666666666667
63,5,1997,1961,0.8966666666666666,0.8966666666666666
63,10,1997,1961,0.8933333333333333,0.8933333333333333
63,20,1997,1961,0.9533333333333334,0.9533333333333334
63,50,1997,1961,1.0,1.0
63,1,1997,1982,0.8166666666666667,0.8166666666666667
63,5,1997,1982,0.9433333333333334,0.9433333333333334
63,10,1997,1982,0.9733333333333334,0.9733333333333334
63,20,1997,1982,0.9933333333333333,0.9933333333333333
63,50,1997,1982,1.0,1.0
63,1,1997,2003,0.7,0.7
63,5,1997,2003,0.85,0.85
63,10,1997,2003,0.9133333333333333,0.9133333333333333
63,20,1997,2003,0.9733333333333334,0.9733333333333334
63,50,1997,2003,1.0,1.0
63,1,1997,2024,0.79,0.79
63,5,1997,2024,0.97,0.97
63,10,1997,2024,1.0,1.0
63,20,1997,2024,1.0,1.0
63,50,1997,2024,1.0,1.0
63,1,1997,2045,0.6533333333333333,0.6533333333333333
63,5,1997,2045,0.85,0.85
63,10,1997,2045,0.94,0.94
63,20,1997,2045,0.99,0.99
63,50,1997,2045,1.0,1.0
63,1,1998,2066,0.64,0.64
63,5,1998,2066,0.8133333333333334,0.8133333333333334
63,10,1998,2066,0.9133333333333333,0.9133333333333333
63,20,1998,2066,0.9933333333333333,0.9933333333333333
63,50,1998,2066,0.9966666666666667,0.9966666666666667
63,1,1998,2087,0.68,0.68
63,5,1998,2087,0.8766666666666667,0.8766666666666667
63,10,1998,2087,0.9266666666666666,0.9266666666666666
63,20,1998,2087,0.99,0.99
63,50,1998,2087,1.0,1.0
63,1,1998,2108,0.56,0.56
63,5,1998,2108,0.7866666666666666,0.7866666666666666
63,10,1998,2108,0.8966666666666666,0.8966666666666666
63,20,1998,2108,0.9466666666666667,0.9466666666666667
63,50,1998,2108,0.9933333333333333,0.9933333333333333
63,1,1998,2129,0.31666666666666665,0.31666666666666665
63,5,1998,2129,0.28,0.28
63,10,1998,2129,0.19666666666666666,0.19666666666666666
63,20,1998,2129,0.09333333333333334,0.09333333333333334
63,50,1998,2129,0.03333333333333333,0.03333333333333333
63,1,1998,2150,0.21333333333333335,0.21333333333333335
63,5,1998,2150,0.016666666666666666,0.016666666666666666
63,10,1998,2150,0.0,0.0
63,20,1998,2150,0.0,0.0
63,50,1998,2150,0.0,0.0
63,1,1998,2171,0.22333333333333333,0.22333333333333333
63,5,1998,2171,0.013333333333333334,0.013333333333333334
63,10,1998,2171,0.0,0.0
63,20,1998,2171,0.0,0.0
63,50,1998,2171,0.0,0.0
63,1,1998,2192,0.2833333333333333,0.2833333333333333
63,5,1998,2192,0.10333333333333333,0.10333333333333333
63,10,1998,2192,0.016666666666666666,0.016666666666666666
63,20,1998,2192,0.016666666666666666,0.016666666666666666
63,50,1998,2192,0.0,0.0
63,1,1999,2444,0.24333333333333335,0.24333333333333335
63,5,1999,2444,0.23333333333333334,0.23333333333333334
63,10,1999,2444,0.17666666666666667,0.17666666666666667
63,20,1999,2444,0.08333333333333333,0.08333333333333333
63,50,1999,2444,0.0033333333333333335,0.0033333333333333335
63,1,1999,2465,0.22666666666666666,0.22666666666666666
63,5,1999,2465,0.22666666666666666,0.22666666666666666
63,10,1999,2465,0.10666666666666667,0.10666666666666667
63,20,1999,2465,0.056666666666666664,0.056666666666666664
63,50,1999,2465,0.0033333333333333335,0.0033333333333333335
63,1,1999,2486,0.24,0.24
63,5,1999,2486,0.13333333333333333,0.13333333333333333
63,10,1999,2486,0.04,0.04
63,20,1999,2486,0.02,0.02
63,50,1999,2486,0.0,0.0
63,1,1999,2507,0.37333333333333335,0.37333333333333335
63,5,1999,2507,0.3433333333333333,0.3433333333333333
63,10,1999,2507,0.27666666666666667,0.27666666666666667
63,20,1999,2507,0.16,0.16
63,50,1999,2507,0.04,0.04
