date,equity,ret_m,regime,n_picks,year
2006-02-28,1.6202610568154199,0.020536067985693216,normal,7,2006
2006-03-31,1.7074512002631685,0.054867271810569565,recovery,5,2006
2006-04-30,1.6221088082082558,-0.04903136294686501,recovery,5,2006
2006-05-31,1.6312211592879307,0.006624219681566946,bull,5,2006
2006-06-30,1.640556543063538,0.006729671482562602,normal,7,2006
2006-07-31,1.68290555060387,0.02684064616197213,recovery,5,2006
2006-08-31,1.6957587684985826,0.008646162058360909,recovery,5,2006
2006-09-30,1.778635974634273,0.04992315186532768,recovery,5,2006
2006-10-31,1.880581564074202,0.05837510032899269,recovery,5,2006
2006-11-30,1.9283762416443928,0.026441280223260224,recovery,5,2006
2006-12-31,1.9403843651610044,0.007234298943949048,recovery,5,2006
2007-01-31,1.932422951391081,-0.003106114731409782,recovery,5,2007
2007-02-28,2.010911373942336,0.04165824401513421,bull,5,2007
2007-03-31,2.065896267450174,0.028371642071758532,recovery,5,2007
2007-04-30,2.14305379901556,0.03838659850103661,recovery,5,2007
2007-05-31,2.104025587516716,-0.017228722767747805,recovery,5,2007
2007-06-30,2.1156794549892197,0.006545388424196365,bull,5,2007
2007-07-31,2.1163847484071154,0.0013346996696003816,bull,5,2007
2007-08-31,2.28640550846719,0.0814168852768534,recovery,5,2007
2007-09-30,2.3341056945122007,0.021884406767023926,recovery,5,2007
2007-10-31,2.2147209623742907,-0.050198152771364524,recovery,5,2007
2007-11-30,2.1838148537662625,-0.012967822240964266,normal,7,2007
2007-12-31,2.1018496687740105,-0.03656959802802196,normal,7,2007
2008-01-31,2.1268737968963594,0.012918683636343457,normal,7,2008
2008-02-29,2.092778921029245,-0.01504555753095763,normal,7,2008
2008-03-31,2.1704536076375915,0.03815372567062602,normal,7,2008
2008-04-30,2.234480191588897,0.030529701545626002,normal,7,2008
2008-05-31,2.190390237117004,-0.018750388483938174,normal,7,2008
2008-06-30,2.0814714388336477,-0.04877452495868756,normal,7,2008
2008-07-31,1.9403215511224219,-0.06687943024300806,normal,7,2008
2008-08-31,1.6700247801049362,-0.13844358652075578,normal,7,2008
2008-09-30,1.6700247801049362,0.0,crash,0,2008
2008-10-31,1.6700247801049362,0.0,crash,0,2008
2008-11-30,1.6700247801049362,0.0,crash,0,2008
2008-12-31,1.6248760958411053,-0.026060799925769193,normal,7,2008
2009-01-31,1.6248760958411053,0.0,crash,0,2009
2009-02-28,1.6248760958411053,0.0,crash,0,2009
2009-03-31,1.6974818924778392,0.04572962695461523,normal,7,2009
2009-04-30,2.0446674360535075,0.2057354834083635,normal,7,2009
2009-05-31,1.893031017752335,-0.07323513336061069,recovery,5,2009
2009-06-30,1.9813178633120205,0.04768550851921231,normal,7,2009
2009-07-31,2.029181359880339,0.02518258683509069,recovery,5,2009
2009-08-31,2.191945275693353,0.08129290880034996,recovery,5,2009
2009-09-30,2.128485604208795,-0.02797928212178067,recovery,5,2009
2009-10-31,2.252822540728886,0.059475156368509294,recovery,5,2009
2009-11-30,2.2834689359220772,0.014618173108809841,recovery,5,2009
2009-12-31,2.1640654017992302,-0.051341754926074,recovery,5,2009
2010-01-31,2.220179565769902,0.026956932951244305,bull,5,2010
2010-02-28,2.3372685747801576,0.05379232339335758,recovery,5,2010
2010-03-31,2.463752808594686,0.05517143140226369,recovery,5,2010
2010-04-30,2.1954935355007037,-0.10799037181778591,recovery,5,2010
2010-05-31,2.1701251877822774,-0.010565301085192474,normal,7,2010
2010-06-30,2.394639741609889,0.10456152109726341,normal,7,2010
2010-07-31,2.3154229486349935,-0.032112994263543145,normal,7,2010
2010-08-31,2.5270807823488157,0.0925046735987623,normal,7,2010
2010-09-30,2.5513303849083897,0.010606501784972045,recovery,5,2010
2010-10-31,2.5570516361835796,0.003245703720538914,recovery,5,2010
2010-11-30,2.736851849514015,0.0713868277778827,normal,7,2010
2010-12-31,2.7268471631039244,-0.0026582036844773112,recovery,5,2010
2011-01-31,2.965421306909247,0.08857941756698398,recovery,5,2011
2011-02-28,3.0528735733956442,0.030521192984759925,recovery,5,2011
2011-03-31,3.136879687139052,0.028545608376871943,bull,5,2011
2011-04-30,3.0737994675415985,-0.01912835340787107,recovery,5,2011
2011-05-31,2.9342486051397048,-0.04444456382192872,bull,5,2011
2011-06-30,3.126589097248109,0.06661678583814536,recovery,5,2011
2011-07-31,3.098892997723425,-0.007866113444077016,bull,5,2011
2011-08-31,2.616258652144261,-0.15489901342257678,normal,7,2011
2011-09-30,2.616258652144261,0.0,crash,0,2011
2011-10-31,2.5233789712612804,-0.034535490568866414,normal,7,2011
2011-11-30,2.3763237145968317,-0.057334453482870994,normal,7,2011
2011-12-31,2.623894925420048,0.10528773110044558,recovery,5,2011
2012-01-31,2.794309931959999,0.06601335743321397,recovery,5,2012
2012-02-29,2.6959944201252424,-0.03421840134048775,recovery,5,2012
2012-03-31,2.6676758233664826,-0.009513465754143602,recovery,5,2012
2012-04-30,2.353142638707497,-0.11702234723864896,normal,7,2012
2012-05-31,2.422971151395792,0.030705282394578984,normal,7,2012
2012-06-30,2.4558412886224117,0.014580626267250187,recovery,5,2012
2012-07-31,2.571255328694331,0.0480437680465728,recovery,5,2012
2012-08-31,2.714487794871693,0.05676202963917474,recovery,5,2012
2012-09-30,2.7196878983437003,0.002918603574356426,recovery,5,2012
2012-10-31,2.7867512252516873,0.025684148433555664,bull,5,2012
2012-11-30,2.803182446691029,0.006903095511415994,bull,5,2012
2012-12-31,2.9486580865525065,0.05294955015608589,recovery,5,2012
2013-01-31,2.8893659683090807,-0.01912729735404193,recovery,5,2013
2013-02-28,2.8978871972717424,0.003953122267375276,recovery,5,2013
2013-03-31,2.8990901267891416,0.001416522230462399,recovery,5,2013
2013-04-30,2.8221771004865177,-0.02555561260942594,recovery,5,2013
2013-05-31,2.680492835678257,-0.04925314175804501,recovery,5,2013
2013-06-30,2.762158677182752,0.03149822449867319,bull,5,2013
2013-07-31,2.7773796558155617,0.006517054431789935,recovery,5,2013
2013-08-31,2.8085513873841377,0.012235667618416145,bull,5,2013
2013-09-30,2.9203823018403523,0.04085886431671941,recovery,5,2013
2013-10-31,2.9158047415187784,-0.0005680204456603557,recovery,5,2013
2013-11-30,2.947047953419079,0.011726851721168587,recovery,5,2013
2013-12-31,2.9685664660661932,0.008310027878159045,recovery,5,2013
2014-01-31,3.113645769228366,0.049921761021007205,bull,5,2014
2014-02-28,3.084218695376597,-0.008459461930673685,recovery,5,2014
2014-03-31,3.062972116212646,-0.005894699048688536,recovery,5,2014
2014-04-30,3.165386521703278,0.03447075473150733,recovery,5,2014
2014-05-31,3.163103108331775,0.00027890938441579253,recovery,5,2014
2014-06-30,3.164961304278445,0.0015890488574788128,recovery,5,2014
2014-07-31,3.2902871200507837,0.04063853681219436,bull,5,2014
2014-08-31,3.1394058473492867,-0.044901468751903775,recovery,5,2014
2014-09-30,3.2659634420677213,0.04135394839211218,bull,5,2014
2014-10-31,3.275754135469656,0.004001798183723329,recovery,5,2014
2014-11-30,3.2194125906338815,-0.016215780370921796,recovery,5,2014
2014-12-31,3.257859744695671,0.012955243776051329,bull,5,2014
2015-01-31,3.41734797835888,0.05000491585789035,bull,5,2015
2015-02-28,3.2795086065393266,-0.039374562167425076,recovery,5,2015
2015-03-31,3.412600780832898,0.041624586933239116,bull,5,2015
2015-04-30,3.3881190646893793,-0.006180097504140836,recovery,5,2015
2015-05-31,3.3147978897259276,-0.020661333802369765,recovery,5,2015
2015-06-30,3.1868868926267853,-0.037625497625696204,normal,7,2015
2015-07-31,3.0659136861019958,-0.03699667664039266,recovery,5,2015
2015-08-31,2.9292827245669404,-0.0436081247823822,normal,7,2015
2015-09-30,3.150690302585118,0.07666089049089918,normal,7,2015
2015-10-31,3.044079655281278,-0.03287010482648938,recovery,5,2015
2015-11-30,2.979797867458479,-0.02013712324128665,recovery,5,2015
2015-12-31,2.8213954845583142,-0.05221097876971016,normal,7,2015
2016-01-31,2.823879983101276,0.0018824745633221015,normal,7,2016
2016-02-29,3.064733963227627,0.08637823963873287,normal,7,2016
2016-03-31,3.141145587481137,0.025958505725268234,recovery,5,2016
2016-04-30,3.253599632305648,0.03683716596087259,normal,7,2016
2016-05-31,3.337385103391852,0.02677840138975034,recovery,5,2016
2016-06-30,3.594842775121359,0.0782217529168355,normal,7,2016
2016-07-31,3.5584819947849393,-0.009123830539845624,recovery,5,2016
2016-08-31,3.5841847757199,0.008231193392619348,recovery,5,2016
2016-09-30,3.460883662463908,-0.033434873686568764,recovery,5,2016
2016-10-31,3.4971461580720065,0.011489303395037176,normal,7,2016
2016-11-30,3.5511784698750333,0.01646686824146153,recovery,5,2016
2016-12-31,3.6683968338163324,0.034042342244847056,recovery,5,2016
2017-01-31,3.811898139137109,0.04015841956239763,recovery,5,2017
2017-02-28,3.8591849057714973,0.013418463117614143,recovery,5,2017
2017-03-31,3.8565394028100632,0.00031480659021085864,bull,5,2017
2017-04-30,3.8039294659622835,-0.012654401925481264,recovery,5,2017
2017-05-31,3.9146693596792477,0.030142115591406164,recovery,5,2017
2017-06-30,4.088773473199222,0.04552031435781681,bull,5,2017
2017-07-31,4.156831720199236,0.017662812622490122,recovery,5,2017
2017-08-31,4.204719477025458,0.012532786684267386,recovery,5,2017
2017-09-30,4.315241670909,0.02731258428610446,recovery,5,2017
2017-10-31,4.34404826701453,0.007683229653792246,recovery,5,2017
2017-11-30,4.408330051129407,0.015813481500750303,recovery,5,2017
2017-12-31,4.6667578637119105,0.05968229212059617,recovery,5,2017
2018-01-31,4.485219179056062,-0.03793832483673809,recovery,5,2018
2018-02-28,4.420873656342727,-0.013359486207014661,bull,5,2018
2018-03-31,4.313607718689024,-0.023286802567105247,bull,5,2018
2018-04-30,4.251946050882872,-0.013307993980143863,recovery,5,2018
2018-05-31,4.107239504780115,-0.03306608163994172,recovery,5,2018
2018-06-30,4.277456319910198,0.042485604500288994,bull,5,2018
2018-07-31,4.431517351261776,0.03705402762814671,recovery,5,2018
2018-08-31,4.4203915539390355,-0.0015121188571050486,recovery,5,2018
2018-09-30,3.9073081543901673,-0.11518712176557712,recovery,5,2018
2018-10-31,3.996045330692461,0.023734299424058847,normal,7,2018
2018-11-30,3.797387829590699,-0.04876228770142273,recovery,5,2018
2018-12-31,3.797387829590699,0.0,crash,0,2018
2019-01-31,3.9238214358114862,0.034329218203618256,normal,7,2019
2019-02-28,3.9630940946680044,0.011019798102356714,recovery,5,2019
2019-03-31,4.163050098674437,0.051506024446165186,recovery,5,2019
2019-04-30,3.8001800159685137,-0.08625072727812844,recovery,5,2019
2019-05-31,4.152241452545142,0.09373709480345181,normal,7,2019
2019-06-30,4.214550148256859,0.016022060708467123,recovery,5,2019
2019-07-31,4.14280119425246,-0.016040147461518477,recovery,5,2019
2019-08-31,4.222487175801062,0.020255062095354673,normal,7,2019
2019-09-30,4.372298571410466,0.03651593585404087,recovery,5,2019
2019-10-31,4.5286024915269225,0.03678546950002204,recovery,5,2019
2019-11-30,4.66916374306717,0.032070619886075714,recovery,5,2019
2019-12-31,4.629785039226073,-0.007441222089073319,recovery,5,2019
2020-01-31,4.249047689986947,-0.08131782470641073,bull,5,2020
2020-02-29,4.249047689986947,0.0,crash,0,2020
2020-03-31,4.249047689986947,0.0,crash,0,2020
2020-04-30,4.6383940173471245,0.09272415683707927,normal,7,2020
2020-05-31,4.716792089648978,0.01791990624217057,recovery,5,2020
2020-06-30,4.975069855596656,0.05581289377390631,recovery,5,2020
2020-07-31,5.225567510793284,0.051401982470266526,recovery,5,2020
2020-08-31,5.094839604876668,-0.024041018724322943,recovery,5,2020
2020-09-30,5.04741217500028,-0.00831723243969993,bull,5,2020
2020-10-31,5.656723496453851,0.1218394072078875,bull,5,2020
2020-11-30,5.879461808869955,0.0404162691910702,recovery,5,2020
2020-12-31,5.883722432263079,0.001726388531365042,recovery,5,2020
2021-01-31,6.1711511336428355,0.04990140735257811,bull,5,2021
2021-02-28,6.238762684635498,0.011968035960479153,recovery,5,2021
2021-03-31,6.549056459798583,0.050787215871390054,recovery,5,2021
2021-04-30,6.564623933850287,0.003380436451660018,recovery,5,2021
2021-05-31,6.856166821741027,0.045456666025240414,recovery,5,2021
2021-06-30,6.893342200490458,0.0064286097958700114,recovery,5,2021
2021-07-31,7.068774305354429,0.026475974891613106,recovery,5,2021
2021-08-31,6.7594810327180515,-0.04279766368084816,recovery,5,2021
2021-09-30,7.095346615394023,0.05073881117209367,bull,5,2021
2021-10-31,7.421437246969703,0.04700538476374952,recovery,5,2021
2021-11-30,7.591054384189081,0.023878904363028086,bull,5,2021
2021-12-31,6.974021139659201,-0.0803646254542344,recovery,5,2021
2022-01-31,6.789301741242537,-0.025512297283669726,bull,5,2022
2022-02-28,6.897398847448936,0.016938621045284732,normal,7,2022
2022-03-31,6.1213921760488,-0.11161876654256948,recovery,5,2022
2022-04-30,6.1213921760488,0.0,crash,0,2022
2022-05-31,5.388832906593415,-0.11879079487291133,normal,7,2022
2022-06-30,5.388832906593415,0.0,crash,0,2022
2022-07-31,5.06558776000885,-0.05904330189508025,normal,7,2022
2022-08-31,4.72889028645816,-0.06553313561381116,normal,7,2022
2022-09-30,4.72889028645816,0.0,crash,0,2022
2022-10-31,5.399955346483725,0.14305056361107024,normal,7,2022
2022-11-30,4.908319341258476,-0.09013459212553578,recovery,5,2022
2022-12-31,5.482900579520656,0.11818090611071388,normal,7,2022
2023-01-31,5.262099725654996,-0.03931012128470066,recovery,5,2023
2023-02-28,5.642258397539623,0.07331799059365958,normal,7,2023
2023-03-31,5.641999035706082,0.0009549872531886328,recovery,5,2023
2023-04-30,5.5374843060620655,-0.017541956615778575,recovery,5,2023
2023-05-31,5.919455114122129,0.0700491716301638,recovery,5,2023
2023-06-30,6.251657352106228,0.05717758589705389,recovery,5,2023
2023-07-31,5.967869526339135,-0.04443845315735154,recovery,5,2023
2023-08-31,5.675635586381667,-0.04801589944107952,recovery,5,2023
2023-09-30,5.4820424671019286,-0.03314264744797715,bull,5,2023
2023-10-31,5.955082901354886,0.08737646252701892,normal,7,2023
2023-11-30,6.4514422307010095,0.08443496720466398,recovery,5,2023
2023-12-31,6.31936893223468,-0.019491394225164483,recovery,5,2023
2024-01-31,6.52227243707478,0.033141332358380265,recovery,5,2024
2024-02-29,7.001221175519009,0.0745073089996689,recovery,5,2024
2024-03-31,6.644933992644135,-0.04993923039015172,recovery,5,2024
2024-04-30,7.022688568711308,0.05790641333384539,bull,5,2024
2024-05-31,7.280834249153772,0.03779660741280708,recovery,5,2024
2024-06-30,7.356134571542939,0.011353619328497787,recovery,5,2024
2024-07-31,7.278530372134822,-0.00955914856313529,recovery,5,2024
2024-08-31,7.407267037747322,0.01870588434352221,recovery,5,2024
2024-09-30,7.150350640804063,-0.03371808894178359,recovery,5,2024
2024-10-31,7.364902626669552,0.031036836081944144,recovery,5,2024
2024-11-30,7.256693360726695,-0.013706265206992984,recovery,5,2024
2024-12-31,7.432253954290797,0.025218136982670437,bull,5,2024
