ts,close
2015-01-02,47.56376266479492
2015-01-05,45.300148010253906
2015-01-06,43.429893493652344
2015-01-07,43.71974563598633
2015-01-08,44.81016540527344
2015-01-09,44.803245544433594
2015-01-12,43.526512145996094
2015-01-13,43.09172821044922
2015-01-14,43.21595001220703
2015-01-15,42.38088607788086
2015-01-16,43.53342056274414
2015-01-20,43.609317779541016
2015-01-21,44.54100036621094
2015-01-22,45.065513610839844
2015-01-23,44.61691665649414
2015-01-26,45.42436599731445
2015-01-27,45.231117248535156
2015-01-28,43.18834686279297
2015-01-29,43.35398864746094
2015-01-30,43.46440887451172
2015-02-02,45.38985824584961
2015-02-03,46.74942398071289
2015-02-04,45.458866119384766
2015-02-05,46.63208770751953
2015-02-06,46.5768928527832
2015-02-09,46.82533264160156
2015-02-10,46.92195510864258
2015-02-11,46.84603500366211
2015-02-12,47.46692657470703
2015-02-13,48.75056457519531
2015-02-17,48.464561462402344
2015-02-18,47.25066375732422
2015-02-19,47.03439712524414
2015-02-20,47.006492614746094
2015-02-23,46.68556594848633
2015-02-24,46.80418395996094
2015-02-25,47.11114501953125
2015-02-26,45.93911361694336
2015-02-27,45.485633850097656
2015-03-02,44.92754364013672
2015-03-03,45.1926383972168
2015-03-04,44.822914123535156
2015-03-05,44.18107604980469
2015-03-06,43.804359436035156
2015-03-09,43.232295989990234
2015-03-10,42.464881896972656
2015-03-11,42.764892578125
2015-03-12,42.8067626953125
2015-03-13,43.002079010009766
2015-03-16,43.53229522705078
2015-03-17,43.26020050048828
2015-03-18,44.3973503112793
2015-03-19,43.78342819213867
2015-03-20,44.53688049316406
2015-03-23,44.11131286621094
2015-03-24,43.636924743652344
2015-03-25,43.985748291015625
2015-03-26,44.1182975769043
2015-03-27,43.90203094482422
2015-03-30,44.648494720458984
2015-03-31,43.43461608886719
2015-04-01,43.96479797363281
2015-04-02,44.07643508911133
2015-04-06,45.61819839477539
2015-04-07,45.89725112915039
2015-04-08,45.21357345581055
2015-04-09,46.74139404296875
2015-04-10,46.41350555419922
2015-04-13,46.280948638916016
2015-04-14,47.690162658691406
2015-04-15,48.41572570800781
2015-04-16,48.143638610839844
2015-04-17,47.222755432128906
2015-04-20,47.86457443237305
2015-04-21,47.452972412109375
2015-04-22,47.35530090332031
2015-04-23,47.620399475097656
2015-04-24,47.09719467163086
2015-04-27,46.78324508666992
2015-04-28,47.25763702392578
2015-04-29,47.48088455200195
2015-04-30,47.383209228515625
2015-05-01,47.04833984375
2015-05-04,46.75533676147461
2015-05-05,46.88090133666992
2015-05-06,46.90184020996094
2015-05-07,46.47630310058594
2015-05-08,46.859989166259766
2015-05-11,45.541473388671875
2015-05-12,45.625179290771484
2015-05-13,45.61819839477539
2015-05-14,45.639129638671875
2015-05-15,45.87632751464844
2015-05-18,46.07166290283203
2015-05-19,45.42985916137695
2015-05-20,45.70500183105469
2015-05-21,46.269432067871094
2015-05-22,45.93784713745117
2015-05-26,45.04178237915039
2015-05-27,45.027687072753906
2015-05-28,45.05590057373047
2015-05-29,44.92890930175781
2015-06-01,44.87950897216797
2015-06-02,45.20406723022461
2015-06-03,45.0135612487793
2015-06-04,44.44913101196289
2015-06-05,44.47736358642578
2015-06-08,44.75252151489258
2015-06-09,44.491477966308594
2015-06-10,45.168800354003906
2015-06-11,45.17584228515625
2015-06-12,44.808963775634766
2015-06-15,44.6396369934082
2015-06-16,44.75252151489258
2015-06-17,44.51264190673828
2015-06-18,44.39975357055664
2015-06-19,43.990535736083984
2015-06-22,44.152809143066406
2015-06-23,44.56908416748047
2015-06-24,44.32919692993164
2015-06-25,43.89882278442383
2015-06-26,43.8705940246582
2015-06-29,43.045108795166016
2015-06-30,43.32733154296875
2015-07-01,42.35367965698242
2015-07-02,42.699398040771484
2015-07-06,41.669307708740234
2015-07-07,42.0855712890625
2015-07-08,41.175418853759766
2015-07-09,41.39414978027344
2015-07-10,41.71870040893555
2015-07-13,41.57759094238281
2015-07-14,42.00090026855469
2015-07-15,41.21775817871094
2015-07-16,40.88615417480469
2015-07-17,40.35700988769531
2015-07-20,39.912506103515625
2015-07-21,39.85606384277344
2015-07-22,39.390419006347656
2015-07-23,38.63963317871094
2015-07-24,37.24534606933594
2015-07-27,36.21572494506836
2015-07-28,37.35261154174805
2015-07-29,37.82451248168945
2015-07-30,37.23105239868164
2015-07-31,35.994075775146484
2015-08-03,35.543601989746094
2015-08-04,35.65800857543945
2015-08-05,35.12173843383789
2015-08-06,35.95116424560547
2015-08-07,34.92154312133789
2015-08-10,35.893951416015625
2015-08-11,36.03696823120117
2015-08-12,36.85208511352539
2015-08-13,35.82246780395508
2015-08-14,35.58650207519531
2015-08-17,35.43634796142578
2015-08-18,35.400596618652344
2015-08-19,34.092105865478516
2015-08-20,33.60589599609375
2015-08-21,32.454715728759766
2015-08-24,30.695770263671875
2015-08-25,30.166662216186523
2015-08-26,31.038982391357422
2015-08-27,32.79792404174805
2015-08-28,33.477203369140625
2015-08-31,35.14320755004883
2015-09-01,34.14216232299805
2015-09-02,34.45677947998047
2015-09-03,34.449623107910156
2015-09-04,33.748897552490234
2015-09-08,34.64982604980469
2015-09-09,34.21366500854492
2015-09-10,34.62836837768555
2015-09-11,33.863311767578125
2015-09-14,33.44145584106445
2015-09-15,33.80609893798828
2015-09-16,35.371986389160156
2015-09-17,35.843910217285156
2015-09-18,34.57832717895508
2015-09-21,34.857177734375
2015-09-22,34.76424026489258
2015-09-23,34.22080993652344
2015-09-24,34.14931869506836
2015-09-25,33.74174880981445
2015-09-28,32.78361892700195
2015-09-29,33.298439025878906
2015-09-30,34.29230880737305
2015-10-01,34.435325622558594
2015-10-02,36.60183334350586
2015-10-05,37.8817138671875
2015-10-06,39.4261589050293
2015-10-07,39.51911544799805
2015-10-08,40.24127197265625
2015-10-09,40.1125602722168
2015-10-12,39.51911544799805
2015-10-13,39.35464859008789
2015-10-14,39.65496826171875
2015-10-15,40.02455520629883
2015-10-16,40.02455520629883
2015-10-19,38.908531188964844
2015-10-20,38.79983139038086
2015-10-21,38.38676834106445
2015-10-22,39.55352020263672
2015-10-23,39.575252532958984
2015-10-26,38.37226104736328
2015-10-27,37.45914840698242
2015-10-28,38.6548957824707
2015-10-29,38.85779571533203
2015-10-30,38.66214370727539
2015-11-02,39.814395904541016
2015-11-03,41.1115837097168
2015-11-04,40.82895278930664
2015-11-05,40.78546905517578
2015-11-06,40.41588592529297
2015-11-09,39.59699249267578
2015-11-10,39.604244232177734
2015-11-11,38.727359771728516
2015-11-12,37.66207504272461
2015-11-13,37.560604095458984
2015-11-16,39.40131759643555
2015-11-17,39.06071853637695
2015-11-18,39.48102951049805
2015-11-19,38.81432342529297
2015-11-20,38.35776138305664
2015-11-23,38.61140823364258
2015-11-24,40.089778900146484
2015-11-25,39.40857696533203
2015-11-27,38.75635528564453
2015-11-30,39.16941833496094
2015-12-01,39.575252532958984
2015-12-02,38.082374572753906
2015-12-03,37.40117263793945
2015-12-04,37.0968132019043
2015-12-07,35.502506256103516
2015-12-08,35.00246810913086
