date,regime,equity,ret_m,cash,n_picks,spy_frac
2003-01-31,normal,0.999,0.0,False,0,0.0
2003-02-28,normal,0.999,0.0,False,0,0.0
2003-03-31,normal,0.999,0.0,False,0,0.0
2003-04-30,recovery,0.999,0.0,False,0,0.0
2003-05-30,recovery,0.999,0.0,False,0,0.0
2003-06-30,recovery,0.999,0.0,False,0,0.0
2003-07-31,recovery,0.999,0.0,False,0,0.0
2003-08-29,recovery,0.998001,0.0,False,2,0.0
2003-09-30,bull,1.2971902418036063,0.29978851905319376,False,2,0.0
2003-10-31,recovery,1.3825528536161378,0.06580577702607737,False,2,0.0
2003-11-28,recovery,1.3223673957892947,-0.043532120793375116,False,2,0.0
2003-12-31,recovery,1.3294352899492907,0.005344879329679397,False,2,0.0
2004-01-30,recovery,1.4306195909464636,0.07611073796681937,False,2,0.0
2004-02-27,recovery,1.4250193524928179,-0.00391455456718641,False,2,0.0
2004-03-31,bull,1.2936036409208471,-0.09131161117558659,False,2,0.0
2004-04-30,bull,1.23361946874579,-0.04636982324227035,False,2,0.0
2004-05-31,recovery,1.305209283860279,0.058032332439819256,False,2,0.0
2004-06-30,recovery,1.2757577350664522,-0.022564617918377883,False,2,0.0
2004-07-30,normal,1.335350655915301,0.04671178485603683,False,2,0.0
2004-08-31,normal,1.4280091751016657,0.06938890453672852,False,2,0.0
2004-09-30,normal,1.509848251861763,0.05730990961894267,False,2,0.0
2004-10-29,normal,1.5944130773925864,0.057065890238346295,False,2,0.0
2004-11-30,recovery,1.5679014963327402,-0.016627799555684632,False,2,0.0
2004-12-31,recovery,1.7034826513787218,0.08647300571056324,False,2,0.0
2005-01-31,normal,1.8934190865700977,0.11149889612180663,False,2,0.0
2005-02-28,recovery,1.843111829102357,-0.02656953118544494,False,2,0.0
2005-03-31,normal,1.7588459739208275,-0.04571933935368917,False,2,0.0
2005-04-29,normal,1.8124789804643915,0.030493293522459664,False,2,0.0
2005-05-31,recovery,1.8100817216616922,-0.0003229638488123805,False,2,0.0
2005-06-30,normal,2.8010823166326353,0.5474894216716272,False,2,0.0
2005-07-29,recovery,2.7153875642009258,-0.030593443085503075,False,2,0.0
2005-08-31,bull,2.747993083039303,0.012007685115834305,False,2,0.0
2005-09-30,recovery,2.789006985277905,0.01492503838228005,False,2,0.0
2005-10-31,normal,2.716861646358402,-0.02586775124635051,False,2,0.0
2005-11-30,recovery,2.8415870915103034,0.04590791191707505,False,2,0.0
2005-12-30,normal,2.9505025352703718,0.03936845718561868,False,2,0.0
2006-01-31,recovery,3.4656561668831927,0.17459860666264923,False,2,0.0
2006-02-28,recovery,3.7750236287606245,0.08926663436311372,False,2,0.0
2006-03-31,recovery,3.868231440956878,0.024690656632222058,False,2,0.0
2006-04-28,recovery,3.8194594073463306,-0.012608354581411163,False,2,0.0
2006-05-31,bull,3.9400002732821977,0.0315596667172374,False,2,0.0
2006-06-30,normal,3.612450224925876,-0.08313452427338483,False,2,0.0
2006-07-31,recovery,3.5539206287678815,-0.015217404982306063,False,2,0.0
2006-08-31,recovery,3.9889491946778453,0.12240807022772054,False,2,0.0
2006-09-29,recovery,3.8369855270831277,-0.03809616522503503,False,2,0.0
2006-10-31,recovery,3.7070889406412983,-0.03385381193777306,False,2,0.0
2006-11-30,recovery,3.7772680906602276,0.018931067245122103,False,2,0.0
