year,strategy_ret,spy_ret,edge_pp
2003,0.250191107854985,0.28181598590121415,-3.1624878046229155
2004,0.3412833518458698,0.10697901694583356,23.430433490003622
2005,0.219057027060634,0.04828270027745751,17.07743267831765
2006,0.2072920891431853,0.15845248842761017,4.883960071557514
2007,0.5045259177115793,0.0514622542062535,45.30636635053258
2008,-0.5248552554259469,-0.3679497208112278,-15.690553461471913
2009,5.3504764787415064,0.26351693261924547,508.69595461222605
2010,0.27758916220629914,0.15056170358074228,12.702745862555687
2011,0.014439942776758752,0.018949508746777477,-0.4509565970018725
2012,0.11017807191433637,0.15990369360273804,-4.972562168840167
2013,0.16381075352364527,0.32307782990064626,-15.9267076377001
2014,0.3368327231553858,0.1434687013535565,19.336402180182933
2015,0.310527254607605,0.012342672077436001,29.8184582530169
2016,0.84930714409356,0.11997907724709056,72.93280668464695
2017,0.27110676023685865,0.21705424517878003,5.405251505807862
2018,0.13380248056276245,-0.04569001297783626,17.94924935405987
2019,-0.16828721944671476,0.3122384546666326,-48.052567411334735
2020,0.05035617833114525,0.18331634381392137,-13.296016548277612
2021,0.47452635357813144,0.28728770997528086,18.72386436028506
2022,-0.15765937703247634,-0.18175373553165997,2.409435849918362
2023,-0.009123466868390495,0.26175792807545273,-27.088139494384322
2024,0.8065268586443131,0.24886459603923305,55.766226260508
2025,0.04931392517251343,0.17719061307023454,-12.78766878977211
2026,0.002252022774553941,0.07575370565890882,-7.350168288435488
