scorer,k,chr_q,hold,cap,cagr_full,spy_cagr_full,edge_full_pp,sharpe,max_dd,wf_mean_cagr,wf_median_cagr,wf_min_cagr,wf_n_beats_spy,wf_n_positive,wf_n_splits
ml_3plus6,2,0.45,6,0.4,0.49206984788796704,0.1248673490229737,36.72024988649933,1.0404828594627589,-0.524989443700016,0.49390220416101877,0.37919170435136496,0.18818646641949233,10,10,10
ml_3plus6plus1,2,0.45,6,0.4,0.4874062143533402,0.1248673490229737,36.25388653303665,1.0252940129201655,-0.44137128821899824,0.47829949742276234,0.32749063450762417,0.10685441072371593,10,10,10
ml_h1,2,0.45,6,0.4,0.23285907286205054,0.1248673490229737,10.799172383907685,0.6596431952651856,-0.4720867404242286,0.18832439966845824,0.10983478610108077,0.0007031489942466163,3,10,10
ml_h3,2,0.45,6,0.4,0.29625349959322356,0.1248673490229737,17.138615057024985,0.7899953695980658,-0.5998673268289643,0.29171403780860083,0.24465370575414547,0.024765102025428254,8,10,10
ml_h6,2,0.45,6,0.4,0.3981445674900326,0.1248673490229737,27.327721846705888,0.8767043005891845,-0.5678474640058114,0.37337736000550087,0.35297148049238547,0.03888531013824981,9,10,10
ml_avg,2,0.45,6,0.4,0.4874062143533402,0.1248673490229737,36.25388653303665,1.0252940129201655,-0.44137128821899824,0.47829949742276234,0.32749063450762417,0.10685441072371593,10,10,10
