date,strat_value
2003-03-31,0.15131711385042257
2003-04-30,-0.07659270154588571
2003-05-30,-0.09574087550570687
2003-06-30,0.49787637917044214
2003-07-31,-0.24999999286674846
2003-08-29,0.051419705787013825
2003-09-30,0.1937559055864766
2003-10-31,0.0045525297886601646
2003-11-28,0.08710825979380821
2003-12-31,0.013986259321943972
2004-01-30,0.10297475449870053
2004-02-27,-0.05913800701867877
2004-03-31,0.006524631431815475
2004-04-30,-0.04636982324227035
2004-05-31,0.05803233243981931
2004-06-30,-0.022564617918377716
2004-07-30,0.046711784856036775
2004-08-31,0.06938890453672864
2004-09-30,0.19187801311383534
2004-10-29,0.3060567698914727
2004-11-30,-0.029570252184433654
2004-12-31,0.11301017647715317
2005-01-31,0.14343835702365237
2005-02-28,-0.03475995775400209
2005-03-31,-0.03722663707241369
2005-04-29,0.044840858916103565
2005-05-31,-0.004884622331681854
2005-06-30,0.06425973894859105
2005-07-29,-0.024340010504336984
2005-08-31,0.0027240524364398055
2005-09-30,-0.041677815879534785
2005-10-31,0.023832665158191935
2005-11-30,0.019959940519641117
2005-12-30,0.03241545092232556
2006-01-31,0.041262142450200656
2006-02-28,-0.07701532991524718
2006-03-31,0.06641232786731366
2006-04-28,-0.14028442326054624
2006-05-31,-0.10355015537801648
2006-06-30,0.038097694321851616
2006-07-31,0.1778899830945373
2006-08-31,0.00040350482386619646
2006-09-29,0.16397434371458885
2006-10-31,0.03732787078194466
2006-11-30,0.04902370458149674
2006-12-29,0.025231086411363846
2007-01-31,-0.01051004326715077
2007-02-28,-0.015830247771718153
2007-03-30,0.020793878617698214
2007-04-30,0.04971547788085262
2007-05-31,0.11060433203991948
2007-06-29,0.02051718185413831
2007-07-31,0.045142495418293294
2007-08-31,0.06098478385221462
2007-09-28,-0.013768078735313827
2007-10-31,-0.20290965357687352
2007-11-30,0.32549773959799166
2007-12-31,-0.202802629303933
2008-01-31,-0.1795724317309485
2008-02-29,-0.17340981533486288
2008-03-31,0.04424032031671632
2008-04-30,-0.20316599565404103
2008-05-30,-0.4304668243196701
2008-06-30,0.19913037393280852
2008-07-31,1.026710428229265
2008-08-29,-0.6988806115554589
2008-09-30,0.0
2008-10-31,0.0
2008-11-28,0.0
2008-12-31,0.9079840981964433
2009-01-30,0.0
2009-02-27,0.0
2009-03-31,0.5703604476065556
2009-04-30,0.7143495141029734
2009-05-29,-0.08170132976682842
2009-06-30,0.5871954319814332
2009-07-31,0.34791632872725886
2009-08-31,0.33106556549135435
2009-09-30,0.2499527074493344
2009-10-30,0.1356703383478406
2009-11-30,-0.0013381298348228432
2009-12-31,0.670515851194202
2010-01-29,0.03836540542548561
2010-02-26,0.08739085360810961
2010-03-31,-0.05860889423024296
2010-04-30,-0.09996005928246343
2010-05-31,0.0
2010-06-30,-0.05996720222602758
2010-07-30,-0.039836711399213076
2010-08-31,0.15618434568245876
2010-09-30,-0.008325800044448384
2010-10-29,0.17661837992846463
2010-11-30,0.10390172869651448
2010-12-31,0.45273879422710994
2011-01-31,0.13384178381985667
2011-02-28,0.0048615814229171495
2011-03-31,0.04694011785007879
2011-04-29,-0.020414450380167426
2011-05-31,0.012568672927531166
2011-06-30,-0.08695556807925275
2011-07-29,-0.024439707670526722
2011-08-31,-0.03906846607663805
2011-09-30,0.0
2011-10-31,0.05118356855206563
2011-11-30,0.022006853632644763
2011-12-30,0.1926831757259655
2012-01-31,0.1519941301957073
2012-02-29,-0.06866998014352288
2012-03-30,-0.23203203206667244
2012-04-30,0.007022993549527179
2012-05-31,-0.04553070129631742
2012-06-29,-0.08791756302496623
2012-07-31,-0.031460799095919145
