date,regime,equity,ret_m,cash,n_picks
2012-08-31,recovery,0.3077123915070453,0.035775957082533005,False,2
2012-09-28,recovery,0.30193292480255207,-0.018782040840760017,False,2
2012-10-31,bull,0.3207117657744359,0.06325866509241129,False,2
2012-11-30,recovery,0.341225687316453,0.06396373233292928,False,2
2012-12-31,recovery,0.34963342910003475,0.02463982664876102,False,2
2013-01-31,recovery,0.3272727949957628,-0.06395450847428644,False,2
2013-02-28,recovery,0.34149739695817466,0.0434640525577326,False,2
2013-03-28,recovery,0.43586626002361745,0.27633845501024634,False,2
2013-04-30,recovery,0.4736880909522644,0.08677393594676854,False,2
2013-05-31,recovery,0.4160882769712312,-0.1207193304866996,False,2
2013-06-28,bull,0.4350786963005028,0.04564036138558314,False,2
2013-07-31,recovery,0.41256040969079494,-0.05175681273567756,False,2
2013-08-30,bull,0.4443243572144927,0.07699223381008408,False,2
2013-09-30,recovery,0.44005205332637876,-0.009615281761498229,False,2
2013-10-31,recovery,0.4334454523028045,-0.015013226216386344,False,2
2013-11-29,recovery,0.4529442923516825,0.044985683770090934,False,2
2013-12-31,recovery,0.36159528282748876,-0.20087912315159617,False,2
2014-01-31,bull,0.39150056295748503,0.08270373411995963,False,2
2014-02-28,recovery,0.3694316948076526,-0.05636995253115131,False,2
2014-03-31,recovery,0.35372522292711744,-0.04251522568661255,False,2
2014-04-30,recovery,0.3537681708705306,0.00012141611801879358,False,2
2014-05-30,recovery,0.3547322811745908,0.002725260165966371,False,2
2014-06-30,recovery,0.36797368230080396,0.03732787183159134,False,2
2014-10-31,recovery,0.385029586645172,0.047398279238234274,False,2
2014-11-30,recovery,0.3762318685473849,-0.022849459893311275,False,2
2015-01-31,bull,0.4271237371392365,0.135267298829158,False,2
2015-02-28,recovery,0.41073053991790626,-0.038380440598145105,False,2
2015-03-31,normal,0.420282707904273,0.0232565321007685,False,2
2015-04-30,recovery,0.4070716993301611,-0.03143362390517618,False,2
2015-05-29,recovery,0.399045039149431,-0.019718050146787403,False,2
2015-06-30,normal,0.45485427803273426,0.1409979900786441,False,2
2015-07-31,recovery,0.42283213536682934,-0.0704008826835754,False,2
2015-08-31,normal,0.39106996999936294,-0.07511767131869256,False,2
2015-09-30,normal,0.4488173793035133,0.1476651590104051,False,2
2015-10-30,recovery,0.42888593830676086,-0.044408799471363135,False,2
2015-11-30,normal,0.39659625099714974,-0.07528735364253407,False,2
2015-12-31,normal,0.36136864701331856,-0.08882485372783905,False,2
2016-01-29,normal,0.3956193617648104,0.09587641433474126,False,2
2016-02-29,normal,0.41670900280288076,0.05330790925902129,False,2
2016-03-31,recovery,0.4518719568438319,0.08438251586703682,False,2
2016-04-29,normal,0.4939371857515303,0.0930910366766492,False,2
2016-05-31,recovery,0.48496718971121955,-0.018160195869162676,False,2
2016-06-30,normal,0.5302706027656868,0.09341541864191638,False,2
2016-07-29,recovery,0.5897118589186099,0.11209608045948682,False,2
2016-08-31,recovery,0.6140090439998793,0.042244035578018035,False,2
2016-09-30,bull,0.5110082388229193,-0.16775128344360385,False,2
2016-10-31,normal,0.5752342194159161,0.12568482406651216,False,2
2016-11-30,recovery,0.5332909234541742,-0.07291516141777965,False,2
2016-12-30,recovery,0.5402610959347554,0.01307011271715397,False,2
2017-01-31,recovery,0.5110204907821317,-0.05412309968762735,False,2
2017-02-28,recovery,0.4994877208074117,-0.022568116509513736,False,2
2017-03-31,bull,0.4938963995763164,-0.0102043157987739,False,2
2017-04-28,recovery,0.49261629971737475,-0.0025918388148604005,False,2
2017-05-31,recovery,0.4826076942125328,-0.020317243888568242,False,2
2017-06-30,bull,0.4735736448862958,-0.01871924015007225,False,2
2017-09-29,recovery,0.4676694507344013,-0.012467319952553707,False,2
2017-10-31,recovery,0.5281027070219906,0.12922215935355272,False,2
2017-11-30,recovery,0.4941235880635828,-0.06434187612863881,False,2
2018-01-31,recovery,0.48465783108661503,-0.018174833624318976,False,2
2018-02-28,bull,0.45211398238254086,-0.0671480921521686,False,2
2018-03-29,bull,0.4509617796701992,-0.002548478386511732,False,2
2018-04-30,recovery,0.5250541630180631,0.1642985873482442,False,2
2018-05-31,recovery,0.4806076378323524,-0.08465131469528342,False,2
2018-06-29,bull,0.550874763149368,0.14620476202570576,False,2
2018-07-31,recovery,0.6290073711248347,0.14183370377829674,False,2
2018-08-31,recovery,0.5798586761517786,-0.07721412830335517,False,2
2018-09-28,recovery,0.5622390272164056,-0.03038610899522173,False,2
2019-04-30,recovery,0.5440481050836321,-0.03235442801406914,False,2
2019-05-31,normal,0.5604992497824607,0.030238400878723124,False,2
2019-06-28,recovery,0.5344372489516703,-0.04649783356695918,False,2
2019-07-31,normal,0.516230321986921,-0.03406747377819054,False,2
2019-08-30,normal,0.5604432344819709,0.0856457100870763,False,2
2019-09-30,recovery,0.5906472866921157,0.05494809971937124,False,2
2019-10-31,recovery,0.6281327464570109,0.06346505030917893,False,2
2019-11-29,recovery,0.7048776561375991,0.12217944393676117,False,2
2019-12-31,recovery,0.6601369234367768,-0.06347304714690588,False,2
2020-01-31,bull,0.579711585650801,-0.1218312973121829,False,2
2020-02-28,normal,0.3819781339595668,-0.34108935647586375,False,2
2020-03-31,crash,0.5279650650228139,0.3835701879137864,True,0
2020-04-30,normal,0.5274370999577911,0.0,False,2
2020-05-29,recovery,0.5327952838915473,0.010158906027249462,False,2
2020-06-30,recovery,0.5088932713246539,-0.0448615317919344,False,2
2020-07-31,recovery,0.516992439041645,0.015915258018462185,False,2
2020-08-31,recovery,0.5004714940079532,-0.031955873599073994,False,2
2020-09-30,bull,0.5176960510171443,0.03441665952090661,False,2
2020-10-30,bull,0.579306464758163,0.11900885397902783,False,2
2020-11-30,recovery,0.6090498274558385,0.052395448749720686,False,2
2020-12-31,recovery,0.6885674121775464,0.13056006444312407,False,2
2021-01-29,bull,0.6452379818002227,-0.06292692568807079,False,2
2021-02-26,recovery,0.716796508716886,0.11090253353811273,False,2
2021-03-31,recovery,0.7128363085166022,-0.005524859778366989,False,2
2021-04-30,recovery,0.7564833061490562,0.061230042733488955,False,2
2021-05-31,recovery,0.8983223300281923,0.18749789020616975,False,2
2021-12-31,recovery,0.8426534062510264,-0.0610309073273188,False,2
2022-01-31,bull,0.8424148596161708,-0.00028308986006102266,False,2
2022-02-28,normal,0.8613918974554784,0.02252695049557183,False,2
2022-03-31,recovery,0.8134178147701516,-0.05569367767103519,False,2
2022-04-29,crash,0.906706036216092,0.1158025228675664,True,0
2022-05-31,normal,0.9057993301798759,0.0,False,2
2022-06-30,crash,1.0133879182878769,0.11989740642338809,True,0
2022-07-29,normal,1.012374530369589,0.0,False,2
2022-08-31,normal,0.9653583693804508,-0.04644146961300383,False,2
2022-09-30,crash,1.11544472394292,0.15662879262624163,True,0
2022-10-31,normal,1.114329279218977,0.0,False,2
2022-11-30,recovery,1.1028407508745948,-0.010309814664866713,False,2
2022-12-30,normal,1.2714038401158716,0.15284445112097989,False,2
2023-01-31,recovery,1.091479439955015,-0.1415163258783762,False,2
2023-02-28,normal,1.21136198511236,0.10983490917821226,False,2
2023-03-31,recovery,1.1655330688534828,-0.0378325527976894,False,2
2023-04-28,recovery,1.1627267602899913,-0.002407746840037764,False,2
2023-05-31,recovery,1.2510358202926535,0.0770269947934508,False,2
2023-06-30,recovery,1.2689068368887235,0.014284975942486927,False,2
2023-07-31,recovery,1.2270015036905506,-0.033024751683836846,False,2
2023-08-31,recovery,1.1187014996741103,-0.08826395378546628,False,2
2023-09-29,bull,1.085265396021018,-0.02988831575074556,False,2
2023-10-31,normal,1.196126160893377,0.10215083359223978,False,2
2023-11-30,recovery,1.222401717134174,0.021967211402827057,False,2
2023-12-29,recovery,1.2095458662934828,-0.009526405317128991,False,2
2024-01-31,recovery,1.2553425961602078,0.03786274761705721,False,2
2024-02-29,recovery,1.3562011555115554,0.08034345338065463,False,2
2024-03-28,recovery,1.3095510829746198,-0.03439760565558536,False,2
2024-04-30,bull,1.3044595148533678,-0.0038880255894154225,False,2
2024-05-31,recovery,1.3024208167785543,-0.0015628680320084465,False,2
2024-06-28,recovery,1.3122739950672115,0.007565280101272109,False,2
2024-07-31,bull,1.3469960714537328,0.027486958469022493,False,2
2024-08-30,recovery,1.6072053889734355,0.19317748806711388,False,2
2024-09-30,recovery,1.6107316607679296,0.002194039304924511,False,2
2024-10-31,recovery,1.7987459568397859,0.11672602001392263,False,2
2024-11-29,recovery,1.7414595409182723,-0.03184797480916085,False,2
2024-12-31,bull,1.700694917251499,-0.023408309357148882,False,2
2025-01-31,recovery,1.650962350918968,-0.02924249718632893,False,2
2025-02-28,bull,1.4646473830863445,-0.11196430629271997,False,2
2025-03-31,normal,1.5772827149442443,0.07690269559663687,False,2
2025-04-30,normal,1.8088772552859396,0.14683134364398454,False,2
2025-05-30,recovery,1.8902779162833692,0.04500065483136495,False,2
2025-06-30,recovery,1.8611195815699515,-0.015425422083303109,False,2
2025-07-31,recovery,1.8710631252216972,0.005342775257545729,False,2
2025-08-29,recovery,1.9605759455016496,0.047840620165792824,False,2
2025-09-30,recovery,1.7530654423864065,-0.10494655069326975,False,2
2025-10-31,recovery,1.8506953324462816,0.05569095579625016,False,2
2025-11-28,recovery,1.7271155843509365,-0.06677476618044703,False,2
2025-12-31,recovery,1.7327039505669364,0.0032356642871124164,False,2
2026-01-30,recovery,1.4587323097278495,-0.15811797551996348,False,2
2026-02-27,bull,1.346195710865416,-0.07714684737697292,False,2
