date,regime,equity,ret_m,cash,n_picks
2003-01-31,normal,0.999,0.0,False,0
2003-02-28,normal,0.999,0.0,False,0
2003-03-31,normal,0.999,0.0,False,0
2003-04-30,recovery,0.999,0.0,False,0
2003-05-30,recovery,0.999,0.0,False,0
2003-06-30,recovery,0.999,0.0,False,0
2003-07-31,recovery,0.999,0.0,False,0
2003-08-29,recovery,0.998001,0.0,False,0
2003-09-30,bull,0.998001,0.0,False,0
2003-10-31,recovery,0.998001,0.0,False,0
2003-11-28,recovery,0.998001,0.0,False,0
2003-12-31,recovery,0.998001,0.0,False,0
2004-01-30,recovery,0.998001,0.0,False,0
2004-02-27,recovery,0.998001,0.0,False,0
2004-03-31,bull,0.997002999,0.0,False,2
2004-04-30,bull,1.0761468176049318,0.07938172571628513,False,2
2004-05-31,recovery,1.122453606219942,0.04303017753476279,False,2
2004-06-30,recovery,0.9326932963607635,-0.1690584883042332,False,2
2004-07-30,normal,0.7826255111465447,-0.1608972486451462,False,2
2004-08-31,normal,0.7789968102836299,-0.004636573701256964,False,2
2004-09-30,normal,0.8811420538530329,0.131124084490426,False,2
2004-10-29,normal,0.8782449126683748,-0.0022902290716108036,False,2
2004-11-30,recovery,0.8657923668831857,-0.01417889885334428,False,2
2004-12-31,recovery,0.8352366398419186,-0.0352922111698285,False,2
2005-01-31,normal,0.8980112285644003,0.07515784836063077,False,2
2005-02-28,recovery,0.8406139798788069,-0.06391595879859008,False,2
2005-03-31,normal,0.7345995326439717,-0.12611549387998472,False,2
2005-04-29,normal,0.789445945579138,0.07466164964434852,False,2
2005-05-31,recovery,0.7925871567476792,0.004983991276235777,False,2
2005-06-30,normal,0.7967185921656609,0.005212594454513584,False,2
2005-07-29,recovery,0.783035990251881,-0.01717369476289932,False,2
2005-08-31,bull,0.8279226761111265,0.057323911567342734,False,2
2005-09-30,recovery,0.7297954643171161,-0.11852219370887174,False,2
2005-10-31,normal,0.7989600393165021,0.09477254707811143,False,2
2005-11-30,recovery,0.8447601276437983,0.057324629610358856,False,2
2005-12-30,normal,1.0122264734800472,0.19944074067435544,False,2
2006-01-31,recovery,1.000955133396166,-0.01113519590643608,False,2
2006-02-28,recovery,1.0952844902608478,0.09423934571835352,False,2
2006-03-31,recovery,1.0421163501828816,-0.0485427672451601,False,2
2006-04-28,recovery,0.9066150746425593,-0.13002509318325445,False,2
2006-05-31,bull,0.8246447652255714,-0.09041357430473501,False,2
2006-06-30,normal,0.7676238570614475,-0.06914602574179507,False,2
2006-07-31,recovery,0.9473016958628753,0.2353054651515052,False,2
2006-08-31,recovery,1.027045211044379,0.0841796394219133,False,2
2006-09-29,recovery,1.0746916715198758,0.046391784863147524,False,2
2006-10-31,recovery,1.1126515865842068,0.035321679762016354,False,2
2006-11-30,recovery,1.0860301989019419,-0.023926077132547418,False,2
2006-12-29,recovery,1.1121152394771054,0.024018706479375623,False,2
2007-01-31,recovery,1.1419092124774206,0.026790364831547245,False,2
2007-02-28,bull,1.1596089133442464,0.01651661125400214,False,2
2007-03-30,recovery,1.115305101229016,-0.038205822329754835,False,2
2007-04-30,recovery,1.1251372455271074,0.008815654377673676,False,2
2007-05-31,recovery,1.1403442520086784,0.013515690234258415,False,2
2007-06-29,bull,1.1050327846427632,-0.030965620516537173,False,2
2007-07-31,bull,1.1023137977456574,-0.0024605486234371976,False,2
2007-08-31,recovery,1.1459432089389399,0.03957984675734727,False,2
2007-09-28,recovery,1.1063715053432341,-0.03356555919293175,False,2
2007-10-31,recovery,0.98775288246071,-0.10721409789537606,False,2
2007-11-30,normal,0.8876763663601599,-0.10131736173853267,False,2
2007-12-31,normal,0.820989820833771,-0.0751248405990928,False,2
2008-01-31,normal,0.8229738736098755,0.0024166594100880623,False,2
2008-02-29,normal,0.6872798002209999,-0.16488260167199476,False,2
2008-03-31,normal,0.7613822184031659,0.10781986922696962,False,2
2008-04-30,normal,0.875078572955216,0.15047936018235786,False,2
2008-05-30,normal,0.7223516322055679,-0.17452940280993967,False,2
2008-06-30,normal,0.6022793945906478,-0.16622408292800767,False,2
2008-07-31,normal,0.5872857862720121,-0.024894772182645353,False,2
2008-08-29,normal,0.42933555553618846,-0.26894952070688477,False,2
2008-09-30,crash,0.23755437535805965,-0.44613912251313215,True,0
2008-10-31,crash,0.23755437535805965,0.0,True,0
2008-11-28,crash,0.23755437535805965,0.0,True,0
2008-12-31,normal,0.2373168209827016,0.0,False,2
2009-01-30,crash,0.15619454468975313,-0.34117229896343876,True,0
2009-02-27,crash,0.15619454468975313,0.0,True,0
2009-03-31,normal,0.15603835014506337,0.0,False,2
2009-04-30,normal,0.18735440441354856,0.20069460000936784,False,2
2009-05-29,recovery,0.17217295917960812,-0.08103062899140782,False,2
2009-06-30,normal,0.1847477996747601,0.0730360943731827,False,2
2009-07-31,recovery,0.19062190392379097,0.031795259588325166,False,2
2009-08-31,recovery,0.19811063684631577,0.039285794383413244,False,2
2009-09-30,recovery,0.20307535165960505,0.025060314238152873,False,2
2009-10-30,recovery,0.19440653568701602,-0.04172941111026447,False,2
2009-11-30,recovery,0.27823079966417713,0.4311802773550454,False,2
2009-12-31,recovery,0.24968802456675915,-0.10258668390368336,False,2
2010-01-29,bull,0.2525407457440715,0.011425142163955116,False,2
2010-02-26,recovery,0.2880048042101607,0.14042905576127934,False,2
2010-03-31,recovery,0.28776329623490826,-0.000838555370334039,False,2
2010-04-30,recovery,0.2682360261383159,-0.06785879350176685,False,2
2010-05-31,crash,0.23042603575903464,-0.14009801079983183,True,0
2010-06-30,normal,0.2301956097232756,0.0,False,2
2010-07-30,normal,0.19467657614820214,-0.15429935270169515,False,2
2010-08-31,normal,0.21565209265379448,0.10774545618484811,False,2
2010-09-30,recovery,0.2209018639451651,0.024343706693347626,False,2
2010-10-29,recovery,0.24219766068829077,0.09640387981702125,False,2
2010-11-30,bull,0.29360606072415846,0.2122580370502855,False,2
2010-12-31,recovery,0.28088550950735525,-0.043325233768774674,False,2
2011-01-31,recovery,0.2762822393864621,-0.015403825317643088,False,2
2011-02-28,recovery,0.27341103656733623,-0.010392281550569262,False,2
2011-03-31,bull,0.25862648468465543,-0.05407445166917975,False,2
2011-04-29,recovery,0.2820809338454885,0.09068850465732908,False,2
2011-05-31,bull,0.28806870785761884,0.021227148997635406,False,2
2011-06-30,recovery,0.2834450090593341,-0.016050680522266436,False,2
2011-07-29,bull,0.2529308762264827,-0.10765450742674335,False,2
2011-08-31,normal,0.241953701095924,-0.042442343907247264,False,2
2011-09-30,crash,0.284846806905328,0.17845661195787976,True,0
2011-10-31,normal,0.28456196009842266,0.0,False,2
2012-03-30,recovery,0.28222597356838114,-0.008209061145184549,False,2
2012-05-31,bull,0.26911837862828203,-0.04644361670320635,False,2
2012-06-29,recovery,0.3009305038379542,0.11820866851168299,False,2
2012-07-31,recovery,0.29708392959204993,-0.01278226765597551,False,2
