k,chr_q,hold,cap,scorer,n_months,cagr_full,spy_cagr_full,edge_full_pp,sharpe,max_dd,wf_mean_cagr,wf_median_cagr,wf_min_cagr,wf_n_beats_spy,wf_n_positive,wf_n_splits
1,0.2,3,0.34,ml_3plus6,254,0.3297880600656746,0.1248673490229737,20.492071104270092,0.6679453409114768,-0.8163814656978295,0.30857603070694434,0.2605313850827209,0.005289078339930642,7,10,10
1,0.2,3,0.4,ml_3plus6,254,0.3297880600656746,0.1248673490229737,20.492071104270092,0.6679453409114768,-0.8163814656978295,0.30857603070694434,0.2605313850827209,0.005289078339930642,7,10,10
1,0.2,3,0.5,ml_3plus6,254,0.3297880600656746,0.1248673490229737,20.492071104270092,0.6679453409114768,-0.8163814656978295,0.30857603070694434,0.2605313850827209,0.005289078339930642,7,10,10
1,0.2,6,0.34,ml_3plus6,254,0.42520398609865206,0.1248673490229737,30.033663707567836,0.7975820243257931,-0.6501517174255421,0.3717821674536194,0.3230709212916416,-0.08054546792364725,8,9,10
1,0.2,6,0.4,ml_3plus6,254,0.42520398609865206,0.1248673490229737,30.033663707567836,0.7975820243257931,-0.6501517174255421,0.3717821674536194,0.3230709212916416,-0.08054546792364725,8,9,10
1,0.2,6,0.5,ml_3plus6,254,0.42520398609865206,0.1248673490229737,30.033663707567836,0.7975820243257931,-0.6501517174255421,0.3717821674536194,0.3230709212916416,-0.08054546792364725,8,9,10
1,0.2,9,0.34,ml_3plus6,254,0.4260945285445157,0.1248673490229737,30.122717952154197,0.819312283839021,-0.8004219749096274,0.581241742018546,0.6862564773122071,-0.1340193642197839,9,9,10
1,0.2,9,0.4,ml_3plus6,254,0.4260945285445157,0.1248673490229737,30.122717952154197,0.819312283839021,-0.8004219749096274,0.581241742018546,0.6862564773122071,-0.1340193642197839,9,9,10
1,0.2,9,0.5,ml_3plus6,254,0.4260945285445157,0.1248673490229737,30.122717952154197,0.819312283839021,-0.8004219749096274,0.581241742018546,0.6862564773122071,-0.1340193642197839,9,9,10
1,0.2,12,0.34,ml_3plus6,254,0.28746368039263204,0.1248673490229737,16.259633136965835,0.7176240730951664,-0.7994882921710392,0.30291779238314065,0.3148130198782354,-0.024867310598409853,9,9,10
1,0.2,12,0.4,ml_3plus6,254,0.28746368039263204,0.1248673490229737,16.259633136965835,0.7176240730951664,-0.7994882921710392,0.30291779238314065,0.3148130198782354,-0.024867310598409853,9,9,10
1,0.2,12,0.5,ml_3plus6,254,0.28746368039263204,0.1248673490229737,16.259633136965835,0.7176240730951664,-0.7994882921710392,0.30291779238314065,0.3148130198782354,-0.024867310598409853,9,9,10
1,0.3,3,0.34,ml_3plus6,254,0.33747769683355777,0.1248673490229737,21.261034781058406,0.675727876951414,-0.8163814656978295,0.3273117757475286,0.2605313850827209,0.005289078339930642,7,10,10
