cagr_full,sharpe,max_dd,wf_mean_cagr,wf_min_cagr,wf_max_cagr,wf_mean_edge_pp,wf_n_beats_spy,wf_n_positive,wf_n_splits,ret_2024,spy_2024,edge_2024_pp,variant,n_baskets,n_early_reb,k
0.49206984788796704,1.0404828594627589,-0.524989443700016,0.49390220416101877,0.18818646641949233,1.3441877288303243,35.98533277148057,10,10,10,0.14715431446626326,0.24886459603923305,-10.17102815729698,K=2 | h=6 fixed (deployed),38,0,2
0.2435295991055526,0.6423075766794645,-0.7440299493592772,0.23357450396981974,-0.12462643956738773,0.8333055904528848,9.952562752360675,6,8,10,0.5867738425756805,0.24886459603923305,33.79092465364475,K=2 | h=3 fixed (quarterly),63,0,2
0.29623094722380316,0.7452337297448615,-0.7485077014442857,0.3361741746131995,0.03727744779149811,0.531109421586736,20.212529816698645,9,10,10,0.37165577590162235,0.24886459603923305,12.27911798623893,K=2 | h=4 fixed,51,0,2
0.2881156103685061,0.7072519128074842,-0.620947555810051,0.28873087401789166,-0.10984919160084916,0.6982508170810133,15.468199757167872,7,9,10,0.3067927695226711,0.24886459603923305,5.792817348343804,K=2 | h=2 fixed,82,0,2
0.42585052264516166,1.1022876145083198,-0.3454676148858743,0.5488573725429001,0.21231376823853343,1.086383565127203,41.48084960966871,10,10,10,0.7019930362251374,0.24886459603923305,45.31284401859044,"K=2 | rule min=6, score_drift",25,18,2
0.21341964282348025,0.6519504853439078,-0.456525163630001,0.2573097379514902,-0.05597612911312755,1.0797695591944985,12.326086150527722,5,9,10,0.5867738425756805,0.24886459603923305,33.79092465364475,"K=2 | rule min=3, score_drift",37,30,2
0.2933503102809871,0.8180243371021534,-0.42298525774357354,0.4431736767385163,0.07621803102337332,0.9398228575176673,30.912480029230338,9,10,10,0.60953243133936,0.24886459603923305,36.06678353001269,"K=2 | rule min=3, rank_drift",22,15,2
0.22523829131588013,0.7010962637950762,-0.6068266518518867,0.31296715544237264,-0.13105787569834704,1.012149224677041,17.89182789961597,6,8,10,0.22739482457187643,0.24886459603923305,-2.1469771467356624,"K=2 | rule min=6, drawdown 15%",18,11,2
0.27962420708122493,0.7954437613909668,-0.6139986861443849,0.4367049319911157,-0.16405532265646816,0.9513986346639893,30.265605554490282,7,9,10,0.7264963870843488,0.24886459603923305,47.76317910451158,"K=2 | rule min=6, drawdown 25%",13,5,2
0.1471915654147924,0.5080186192199464,-0.7682427894184528,0.1488164759219621,-0.01031743268181351,0.3271329253693207,1.4767599475749138,5,9,10,0.5867738425756805,0.24886459603923305,33.79092465364475,"K=2 | rule min=3 max=9, score+regime",58,52,2
0.1471915654147924,0.5080186192199464,-0.7682427894184528,0.1488164759219621,-0.01031743268181351,0.3271329253693207,1.4767599475749138,5,9,10,0.5867738425756805,0.24886459603923305,33.79092465364475,"K=2 | rule min=3 max=12, score+regime",58,52,2
0.3292183516135059,0.917911027302647,-0.5125394081258634,0.32679419598894127,0.1235021136329928,0.6345038266925997,19.274531954272835,8,10,10,-0.0009026539551620916,0.24886459603923305,-24.976724999439515,K=3 | h=6 fixed (deployed),38,0,3
0.27879373853627976,0.7911695925986331,-0.5983341292146309,0.2838052017435314,0.003547921753587424,0.8449338027793598,14.975632529731847,6,10,10,0.5277081607037546,0.24886459603923305,27.884356466452154,K=3 | h=3 fixed (quarterly),63,0,3
0.24053794507405102,0.7343968786358035,-0.744331636959975,0.27952162322780505,0.056020661266877436,0.6598657042949638,14.547274678159209,6,10,10,0.22210841034671258,0.24886459603923305,-2.6756185692520473,K=3 | h=4 fixed,51,0,3
0.2617739097643794,0.7473707554950025,-0.7831062301177394,0.28515182464638966,-0.011211674908169877,0.8289316164680995,15.11029482001767,6,9,10,0.10839646819350857,0.24886459603923305,-14.046812784572449,K=3 | h=2 fixed,82,0,3
0.323255457653556,1.0675809928603697,-0.3539126895627,0.4281539446768566,0.19190112440267626,0.570202180420299,29.41050682306436,10,10,10,0.6147973940226512,0.24886459603923305,36.59327979834182,"K=3 | rule min=6, score_drift",22,15,3
0.24158082842009176,0.8007501551369898,-0.41855455947434245,0.38899652687418673,0.07550403284489704,0.6694409375840253,25.49476504279737,8,10,10,0.4835051944591444,0.24886459603923305,23.464059841991137,"K=3 | rule min=3, score_drift",33,26,3
0.2516945162036912,0.8675982658649881,-0.3539126895627,0.3677220028232021,0.20636729301211099,0.606521643728638,23.367312637698905,10,10,10,0.4018001252632577,0.24886459603923305,15.293552922402466,"K=3 | rule min=3, rank_drift",19,13,3
0.25718695771146893,0.8885265273290318,-0.37978789432688975,0.38778395363089285,0.09335207888536257,0.7844837266734075,25.37350771846799,8,10,10,0.2283202249691838,0.24886459603923305,-2.054437107004925,"K=3 | rule min=6, drawdown 15%",14,7,3
0.2597696386788062,0.8643222997807881,-0.4591947869997347,0.3956843182207524,0.049990916107171435,0.700153160973217,26.163544177453936,8,10,10,0.4935625002856294,0.24886459603923305,24.469790424639637,"K=3 | rule min=6, drawdown 25%",12,5,3
0.18654922346865344,0.6399722894969653,-0.7139692211056962,0.2563993968612509,-0.0253075521651992,0.6138967618140561,12.235052041503794,7,9,10,0.5277081607037546,0.24886459603923305,27.884356466452154,"K=3 | rule min=3 max=9, score+regime",58,52,3
0.18654922346865344,0.6399722894969653,-0.7139692211056962,0.2563993968612509,-0.0253075521651992,0.6138967618140561,12.235052041503794,7,9,10,0.5277081607037546,0.24886459603923305,27.884356466452154,"K=3 | rule min=3 max=12, score+regime",58,52,3
