entry_date,exit_date,entered_with,exited_with,return_pct,picks,regime_at_entry
2005-10-31,2006-04-28,1.0,0.9998895867521174,-0.011041324788263474,"UVN,NEE,ITT",normal
2005-11-30,2006-05-31,12.064996267020282,13.911046703566662,15.300878638417537,"CSX,BOL,UVN",recovery
2006-01-31,2006-07-31,13.228059196425148,13.795818123813367,4.292080334367232,"BOL,UVN,NVDA",recovery
2006-02-28,2006-08-31,8.064552204328525,8.400086802832881,4.160610409642618,"AAPL,NVDA,GT",recovery
2006-03-31,2006-09-29,24.314928241657885,26.078792094392494,7.254242476902095,"NVDA,KMG,ADM",recovery
2006-05-31,2006-11-30,16.91093629031878,18.283383773215995,8.115739184015002,"NVDA,GDW,CMVT",bull
2006-06-30,2006-12-29,1.0,1.3090793815294688,30.90793815294688,"KMG,NVDA,GDW",normal
2006-07-31,2007-01-31,14.795818123813367,17.917655389405454,21.09945688347976,"GDW,CSX,AMZN",recovery
2006-08-31,2007-02-28,9.400086802832881,12.083949592757309,28.551468153630232,"GDW,T,UVN",recovery
2006-10-31,2007-04-30,28.078792094392494,30.559472048350496,8.834710359401132,"NVDA,EP,MO",recovery
2006-11-30,2007-05-31,19.283383773215995,21.858407461655627,13.35358834695941,"GPS,T,SYMC",recovery
2007-01-31,2007-07-31,21.22673477093492,30.171036461050814,42.13696447728283,"BOL,CCU,NVDA",recovery
2007-02-28,2007-08-31,13.083949592757309,20.670798184185738,57.98592036481225,"BOL,NVDA,CCU",bull
2007-04-30,2007-10-31,32.5594720483505,44.75812205314982,37.4657487894289,"NVDA,EP,AMZN",recovery
2007-05-31,2007-11-30,22.858407461655627,26.746755279655698,17.01058056875866,"EP,NVDA,AMZN",recovery
2007-07-31,2008-01-31,32.17103646105082,29.489106564617693,-8.336473397989874,"NVDA,AMZN,EP",bull
2007-08-31,2008-02-29,21.670798184185738,17.217661005379327,-20.54902242620711,"NVDA,AMZN,CCU",recovery
2007-10-31,2008-04-30,46.75812205314982,39.01501269583115,-16.55992374654631,"AMZN,JCI,NVDA",recovery
2007-11-30,2008-05-30,27.746755279655698,24.085673338823707,-13.19463088181827,"AMZN,NVDA,JCI",normal
2007-12-31,2008-06-30,1.0,0.7515703892251384,-24.84296107748616,"AMZN,NVDA,SLM",normal
2008-01-31,2008-07-31,30.489106564617693,12.354743974962107,-59.478169854607465,"MBI,MTG,NVDA",normal
2008-02-29,2008-08-29,18.217661005379327,9.218414956196987,-49.398471332434134,"MBI,MTG,FHN",normal
2008-03-31,2008-09-30,1.0,0.7789205512104668,-22.107944878953322,"MTG,MBI,FHN",normal
2008-04-30,2008-10-31,40.01501269583115,34.130268303346966,-14.706341435441484,"MBI,FHN,MTG",normal
2008-06-30,2008-12-31,26.837243728048847,18.07221208892563,-32.65995468067563,"MTG,MBI,SLM",normal
2008-07-31,2009-01-30,13.354743974962107,5.498488616778512,-58.827450177350826,"MTG,MBI,FMCC",normal
2008-12-31,2009-06-30,67.19981589968006,174.49368494391712,159.66393301495322,"GR,GNW,AIG",normal
2009-03-31,2009-09-30,8.498488616778513,40.111962943521284,371.9893707256192,"TGNA,GNW,MTW",normal
2009-04-30,2009-10-30,1.0,3.3984462677577914,239.84462677577915,"GNW,TGNA,FITB",normal
2009-06-30,2009-12-31,176.49368494391712,430.9128230011412,144.15197809375937,"TGNA,F,GT",normal
2009-07-31,2010-01-29,1.0,1.5458260265400339,54.58260265400339,"AIG,GNW,HBAN",recovery
2009-08-31,2010-02-26,1.0,1.2338904233320358,23.38904233320358,"HBAN,GR,MTW",recovery
2009-09-30,2010-03-31,41.111962943521284,99.81627615815785,142.79131671548564,"HBAN,EP,F",recovery
2009-11-30,2010-05-31,5.398446267757791,6.800782532959058,25.97666431500334,"HBAN,NVDA,IPG",recovery
2009-12-31,2010-06-30,431.9128230011412,402.6452098597535,-6.776277892844684,"NVDA,HBAN,SLM",recovery
2010-03-31,2010-09-30,105.59599260802992,85.63942219901487,-18.898984626332748,"NVDA,COG,CAG",recovery
2010-04-30,2010-10-29,1.0,0.8055362899187277,-19.44637100812723,"COG,NVDA,HBAN",recovery
2010-06-30,2010-12-31,411.4459923927125,543.4007555115857,32.07098028869033,"NVDA,COG,NDAQ",normal
2010-08-31,2011-02-28,2.0,3.151296157247713,57.56480786238565,"GT,COG,CBRE",normal
2010-09-30,2011-03-31,86.63942219901487,95.8017644177116,10.575257759280055,"GR,HST,GME",recovery
2010-11-30,2011-05-31,2.8055362899187277,2.8603870942717844,1.9550916004955843,"ORLY,F,AMZN",bull
2010-12-31,2011-06-30,544.4007555115857,725.8354649569101,33.327416909042704,"NFLX,EP,JBL",recovery
2011-01-31,2011-07-29,1.0,0.955467196901846,-4.4532803098153995,"NVDA,NFLX,CPWR",recovery
2011-02-28,2011-08-31,4.151296157247713,2.8803158060781375,-30.616470206554204,"CPWR,NVDA,NFLX",recovery
2011-03-31,2011-09-30,96.8017644177116,48.87679506716275,-49.50836344650359,"CPWR,NVDA,IPG",bull
2011-05-31,2012-03-30,4.860387094271784,3.073380163433059,-36.766761498169664,"CPWR,RF,NVDA",bull
2011-06-30,2012-03-30,726.8354649569101,661.6549889033071,-8.967707162922656,"NVDA,CPWR,ORLY",recovery
2011-08-31,2012-03-30,5.8357830029799835,7.282322596147757,24.78741228776178,"IPG,NI,SYMC",normal
2011-10-31,2012-05-31,50.87679506716275,52.79057637110971,3.761599568959806,"MU,GNW,SYMC",normal
2012-05-31,2012-11-30,726.8012680339976,780.4911895770473,7.387152981760914,"RF,NFLX,ORLY",bull
2012-07-31,2013-01-31,2.0,2.244240048419275,12.212002420963742,"SYMC,MU,RF",recovery
2012-08-31,2013-02-28,1.0,1.1901175186410264,19.011751864102642,"SYMC,SLM,LRCX",recovery
2012-10-31,2013-04-30,2.0,2.4024477539598412,20.12238769799206,"AMD,STX,SYMC",bull
2012-11-30,2013-05-31,781.4911895770473,633.2328462996318,-18.971211096782138,"AAPL,CBE,SYMC",recovery
2012-12-31,2013-06-28,1.0,1.0337351105470933,3.3735110547093328,"SYMC,WY,CF",recovery
2013-01-31,2013-07-31,3.244240048419275,4.0512423049618205,24.874924311958658,"NFLX,HRL,NI",recovery
2013-02-28,2013-08-30,2.1901175186410264,2.727191590959558,24.522614323079228,"OKE,NFLX,STX",recovery
2013-04-30,2013-10-31,4.402447753959841,5.09267044933441,15.67815756027402,"JNJ,HRL,NFLX",recovery
2013-05-31,2013-11-29,634.2328462996318,868.3876888270964,36.91938124832508,"NFLX,NVDA,GME",recovery
2013-07-31,2014-01-31,7.084977415508914,7.2528346904304835,2.369199858762183,"ABT,CSX,AMD",recovery
2013-09-30,2014-03-31,4.727191590959558,5.607221862712626,18.616344500105896,"MNST,CSX,ORLY",recovery
2013-10-31,2014-04-30,6.09267044933441,6.736368172499227,10.565116372495375,"ORLY,MNST,CMG",recovery
2013-12-31,2014-06-30,870.3876888270964,954.2176694579468,9.631338047050807,"HRL,MNST,D",recovery
2014-01-31,2014-10-31,8.252834690430483,10.098221098368724,22.360637007282435,"NFLX,NVDA,DAL",bull
2014-02-28,2014-10-31,1.0,1.0336764807252408,3.3676480725240765,"NVDA,NFLX,AEE",recovery
2014-03-31,2014-10-31,6.607221862712626,7.494872104016687,13.434545709951863,"NVDA,ORLY,NFLX",recovery
2014-04-30,2014-10-31,7.736368172499227,8.710098341849477,12.586399039430507,"NVDA,NFLX,GME",recovery
2014-06-30,2015-01-31,956.2176694579468,1220.7105478532949,27.660321163619763,"NVDA,NFLX,LUV",recovery
2014-10-31,2015-04-30,28.33686802496013,30.898715558770583,9.040686964959876,"SYMC,TGNA,DAL",recovery
2014-11-30,2015-05-29,1.0,1.172869503501698,17.286950350169803,"AVGO,COL,NVDA",recovery
2015-01-31,2015-07-31,1221.7105478532949,1167.4708841882093,-4.4396492901196405,"CSX,AVGO,MU",bull
2015-02-28,2015-08-31,1.0,0.8864720530054429,-11.352794699455714,"NVDA,HPQ,CSX",recovery
2015-03-31,2015-09-30,1.0,0.9816494581663071,-1.835054183369289,"HBI,NVDA,ETFC",normal
2015-04-30,2015-10-30,31.898715558770583,33.463854889401,4.906590447965797,"AVGO,NVDA,SYMC",recovery
2015-06-30,2015-12-31,3.172869503501698,3.8835617303190375,22.399037402357493,"NFLX,NVDA,CSX",normal
2015-07-31,2016-01-29,1168.4708841882093,1542.6927492158825,32.02663156537806,"NFLX,AVGO,NVDA",recovery
2015-08-31,2016-02-29,1.8864720530054429,1.0674438193438749,-43.41586891556272,"COL,GNW,NFLX",normal
2015-09-30,2016-03-31,1.981649458166307,2.1613732049830987,9.06940155718039,"NFLX,IPG,KSS",normal
2015-11-30,2016-05-31,35.463854889401,35.42634270854271,-0.10577581307862349,"NVDA,COL,GME",normal
2015-12-31,2016-06-30,4.8835617303190375,5.682971553016003,16.369401409096973,"NVDA,HPQ,GME",normal
2016-02-29,2016-08-31,1545.7601930352264,2463.4056066723165,59.365315381502896,"NVDA,SYMC,FCX",normal
2016-03-31,2016-09-30,3.1613732049830987,4.105746461765631,29.87224840439493,"NVDA,COL,SYMC",recovery
2016-05-31,2016-11-30,37.42634270854271,53.910409383857335,44.04402215755927,"NVDA,COL,AMAT",recovery
2016-06-30,2016-12-30,6.682971553016003,8.50511200177372,27.265422788391056,"NVDA,COL,F",normal
2016-08-31,2017-02-28,2465.4056066723165,3323.453317610067,34.8035109766746,"NVDA,LRCX,AVGO",recovery
2016-09-30,2017-03-31,5.105746461765631,5.328097250949025,4.354912466736582,"NVDA,MNST,LKQ",bull
2016-10-31,2017-04-28,1.0,1.3622883571433555,36.22883571433555,"NVDA,LRCX,CHK",normal
2016-11-30,2017-05-31,54.910409383857335,72.61262590344127,32.23836193941776,"NVDA,LRCX,NAVI",recovery
2017-01-31,2017-09-29,10.50511200177372,11.539196127077037,9.843627798815668,"NVDA,SYMC,CSX",recovery
2017-02-28,2017-09-29,3324.453317610067,3722.1091035854433,11.961539176048607,"NVDA,CHK,CAG",recovery
2017-03-31,2017-09-29,6.328097250949025,6.6958863608303645,5.8120015432155725,"NVDA,KDP,PBCT",bull
2017-05-31,2017-11-30,75.97491426058463,84.05604275440737,10.63657468056558,"NVDA,CSX,CHK",recovery
2017-06-30,2018-01-31,1.0,1.157333440188322,15.733344018832195,"NVDA,CSX,SYMC",bull
2017-10-31,2018-04-30,3742.3441860733506,3868.6467094531654,3.3749574357653467,"NVDA,INFO,LRCX",recovery
2017-11-30,2018-05-31,85.05604275440737,84.88334871276257,-0.2030355940064621,"NVDA,COL,INFO",recovery
2018-01-31,2018-07-31,2.1573334401883217,2.3414293851625025,8.533495172545535,"NVDA,RF,CSRA",recovery
2018-02-28,2018-08-31,1.0,1.1688269023433218,16.882690234332177,"NVDA,CFG,CSX",bull
2018-04-30,2019-04-30,3870.6467094531654,3623.9818458107457,-6.37270415406287,"NVDA,NAVI,CFG",recovery
2018-05-31,2019-04-30,85.88334871276257,80.80210215434195,-5.9164513663933604,"KEY,LRCX,RF",recovery
2018-07-31,2019-04-30,4.3414293851625025,4.751571294312921,9.447162967849732,"NVDA,AMD,CPRT",recovery
2018-08-31,2019-04-30,2.168826902343322,2.1185068569527505,-2.320150369593943,"AMD,LRCX,NVDA",recovery
2019-04-30,2019-10-31,3713.6540261163527,3102.712894031429,-16.451212950599782,"F,ANET,FTNT",recovery
2019-05-31,2019-11-29,1.0,1.020529867013823,2.0529867013822978,"F,COTY,MYL",normal
2019-07-31,2020-01-31,2.0,2.52928277563143,26.4641387815715,"CPRT,CMG,LRCX",normal
2019-09-30,2020-03-31,2.0,1.5871663485521632,-20.64168257239184,"DXC,CMG,LRCX",recovery
2019-10-31,2020-04-30,3103.712894031429,3005.824496227025,-3.1539127859618654,"DXC,CMG,CPRT",recovery
2019-12-31,2020-06-30,3.020529867013823,3.2079101409446467,6.203556401714128,"NVDA,IR,CPRT",recovery
2020-01-31,2020-07-31,3.52928277563143,5.474967695324152,55.12975421315218,"NVDA,FTNT,AMD",bull
2020-04-30,2020-10-30,3010.4116625755773,3566.4381634872993,18.470115161459667,"FTI,HAL,MOS",normal
2020-06-30,2020-12-31,5.207910140944646,7.649602175540701,46.884296551114524,"FTI,COTY,DVN",recovery
2020-07-31,2021-01-29,6.474967695324152,9.764138569338886,50.79825921587195,"COTY,FTI,OKE",recovery
2020-08-31,2021-02-26,1.0,1.5746361295861115,57.46361295861115,"COTY,FTI,OKE",recovery
2020-09-30,2021-03-31,1.0,2.067843968392822,106.78439683928218,"APA,OKE,DVN",bull
2020-11-30,2021-05-31,3568.4381634872993,5683.845912680069,59.28105384697102,"DXC,KIM,F",recovery
2020-12-31,2021-12-31,8.6496021755407,19.376409350675686,124.01503511303903,"FTNT,APA,NVDA",recovery
2021-03-31,2021-12-31,16.40661866731782,21.727174885694055,32.429328225777866,"APA,KIM,HAL",recovery
2021-04-30,2021-12-31,1.0,1.1312737348294912,13.127373482949123,"APA,NRG,DOW",recovery
2021-05-31,2021-12-31,5684.845912680069,5504.485542215013,-3.1726518754494504,"APA,HWM,DOW",recovery
2021-12-31,2022-06-30,5547.720400186212,3841.7523614679794,-30.750793400852917,"F,CSX,CPRT",recovery
2022-01-31,2022-07-29,1.0,0.8801928435689577,-11.980715643104233,"F,APA,MRO",bull
2022-02-28,2022-08-31,1.0,0.9744795539525908,-2.5520446047409218,"F,LUMN,HWM",normal
2022-03-31,2022-09-30,1.0,0.5769090762732749,-42.30909237267251,"UAA,F,LUMN",recovery
2022-05-31,2022-11-30,2.0,2.0898920214210714,4.494601071053572,"UAA,UA,NFLX",normal
2022-08-31,2023-02-28,3846.6070338655013,5267.362469200007,36.93528927769809,"NVDA,CZR,NFLX",normal
2022-10-31,2023-04-28,2.576909076273275,3.5191176705662963,36.563517237311416,"NVDA,CCL,BALL",normal
2022-11-30,2023-05-31,3.0898920214210714,4.376666646083754,41.64464698901944,"CCL,WBD,NVDA",recovery
2023-01-31,2023-07-31,2.0,3.242519357022724,62.125967851136195,"CCL,WBD,NVDA",recovery
2023-02-28,2023-08-31,5268.362469200007,4690.042234669952,-10.977229412574408,"LUMN,WBD,CCL",normal
2023-03-31,2023-09-29,1.0,1.266824160443949,26.6824160443949,"NVDA,WBD,ANET",recovery
2023-05-31,2023-11-30,9.895784316650051,12.628603095257047,27.615989709970947,"CZR,KEY,CCL",recovery
2023-06-30,2023-12-29,1.0,1.0223544396657647,2.235443966576467,"NWL,KEY,F",recovery
2023-07-31,2024-01-31,4.242519357022724,4.691714436091627,10.587932340847006,"T,ROL,CCL",recovery
2023-08-31,2024-02-29,4691.042234669952,5516.35273807023,17.59332920306449,"TSCO,CARR,CMG",recovery
2023-10-31,2024-04-30,3.266824160443949,3.8399025061741527,17.54236890584049,"F,CZR,NCLH",normal
2023-11-30,2024-05-31,13.628603095257047,13.888343177757246,1.9058452336218723,"F,CCL,WBD",recovery
2024-01-31,2024-07-31,7.714068875757391,8.06143392309609,4.503006816938648,"CCL,KEY,UBER",recovery
2024-02-29,2024-08-30,5517.35273807023,6611.858110819074,19.837509485240233,"UBER,HWM,AVGO",recovery
2024-04-30,2024-10-31,5.839902506174153,6.383514171070044,9.30857431816996,"KEY,F,HBAN",bull
2024-05-31,2024-11-29,14.888343177757246,16.206673249984462,8.854780256521511,"KEY,TSCO,GEN",recovery
2024-07-31,2025-01-31,10.06143392309609,10.35529429283175,2.9206609314513576,"FTV,F,CARR",bull
2024-09-30,2025-03-31,6613.858110819074,7529.174489273433,13.839371258313937,"PLTR,VTRS,AAPL",recovery
2024-10-31,2025-04-30,7.383514171070044,9.749754821744801,32.04762117131323,"PLTR,NCLH,INTC",recovery
2024-12-31,2025-06-30,18.206673249984462,18.313258856018578,0.5854205464702833,"CCL,CARR,NCLH",bull
2025-01-31,2025-07-31,11.35529429283175,11.71559579008383,3.1729824693273345,"SYF,KEY,CCL",recovery
2025-02-28,2025-08-29,1.0,1.0297989509556371,2.9798950955637116,"CE,CCL,SW",bull
2025-03-31,2025-09-30,7530.174489273433,8570.244808758503,13.81203478042412,"FTNT,PH,PANW",normal
2025-04-30,2025-10-31,10.749754821744801,16.8267011528445,56.53102263139191,"HPE,ALB,AES",normal
2025-06-30,2025-12-31,20.313258856018578,20.67160536246636,1.764101511174343,"UBER,F,CTVA",recovery
2025-07-31,2026-01-30,12.71559579008383,15.268763760233888,20.079027458085207,"CNC,UBER,MRNA",recovery
