year,year_ret,spy_year_ret,edge_pp,Strategy_pct,SPY_pct,edge_pp_r
2003,0.0,0.28181598590121415,-28.181598590121414,0.0,28.181598590121414,-28.181598590121414
2004,0.0,0.10697901694583356,-10.697901694583356,0.0,10.697901694583356,-10.697901694583356
2005,0.32439285065097345,0.04828270027745751,27.611015037351592,32.439285065097344,4.828270027745751,27.611015037351592
2006,0.4269031597154964,0.15845248842761017,26.845067128788624,42.690315971549644,15.845248842761016,26.845067128788624
2007,-0.1303205935354469,0.0514622542062535,-18.178284774170038,-13.032059353544689,5.14622542062535,-18.178284774170038
2008,-0.6140156167868511,-0.3679497208112278,-24.606589597562333,-61.40156167868511,-36.79497208112278,-24.606589597562333
2009,2.6982051653278085,0.26351693261924547,243.46882327085632,269.82051653278086,26.351693261924545,243.46882327085632
2010,1.2028734878568903,0.15056170358074228,105.23117842761481,120.28734878568903,15.056170358074228,105.23117842761481
2011,0.08852213176719781,0.018949508746777477,6.957262302042033,8.852213176719781,1.8949508746777477,6.957262302042033
2012,0.06322770799928157,0.15990369360273804,-9.667598560345647,6.322770799928157,15.990369360273803,-9.667598560345647
2013,1.0557313355652935,0.32307782990064626,73.26535056646473,105.57313355652936,32.307782990064624,73.26535056646473
2014,0.09979403427348821,0.1434687013535565,-4.367466708006829,9.97940342734882,14.34687013535565,-4.367466708006829
2015,0.14796013991434642,0.012342672077436001,13.561746783691042,14.796013991434641,1.2342672077436,13.561746783691042
2016,1.7122150175232083,0.11997907724709056,159.22359402761177,171.22150175232082,11.997907724709055,159.22359402761177
2017,0.6288649942916738,0.21705424517878003,41.18107491128937,62.88649942916737,21.705424517878,41.18107491128937
2018,-0.0763819661331262,-0.04569001297783626,-3.069195315528994,-7.63819661331262,-4.569001297783625,-3.069195315528994
2019,0.09424419636376569,0.3122384546666326,-21.79942583028669,9.42441963637657,31.223845466663256,-21.79942583028669
2020,0.36502165780020546,0.18331634381392137,18.17053139862841,36.50216578002055,18.331634381392135,18.17053139862841
2021,0.2902287003690909,0.28728770997528086,0.2940990393810017,29.022870036909087,28.728770997528088,0.2940990393810017
2022,-0.08117806758094315,-0.18175373553165997,10.057566795071683,-8.117806758094314,-18.175373553165997,10.057566795071683
2023,1.5575876564615325,0.26175792807545273,129.582972838608,155.75876564615325,26.17579280754527,129.582972838608
2024,0.7019930362251374,0.24886459603923305,45.31284401859044,70.19930362251374,24.886459603923306,45.31284401859044
2025,1.3743673625941186,0.17719061307023454,119.7176749523884,137.43673625941187,17.719061307023452,119.7176749523884
2026,0.00974794293696446,0.07575370565890882,-6.600576272194436,0.974794293696446,7.575370565890882,-6.600576272194436
