universe,n_picks_universe,cagr_full,sharpe,max_dd,wf_mean_cagr,wf_min_cagr,wf_max_cagr,wf_mean_edge_pp,wf_n_pos,wf_n_beats
PIT_SP500_augmented,985,0.49206984788796704,1.04,-0.525,0.49390220416101877,0.18818646641949233,1.3441877288303243,35.98533277148057,10,10
