date,regime,n_active_tranches,nav_invested,cash_pool,nav_total,cum_deposits,new_capital_invested
2011-05-31,bull,5,825.9801053089419,0.0,825.9801053089419,101.0,True
2011-06-30,recovery,5,806.1524778191095,0.0,806.1524778191095,102.0,True
2011-07-29,bull,4,662.067822242768,1.955467196901846,664.0232894396698,103.0,False
2011-08-31,normal,4,595.5245041579913,0.0,595.5245041579913,104.0,True
2011-09-30,crash,3,532.6956698176224,49.87679506716275,582.5724648847852,105.0,False
2011-10-31,normal,4,668.4622051087423,0.0,668.4622051087423,106.0,True
2012-03-30,recovery,1,77.66462885086153,673.0106916628879,750.6753205137494,107.0,False
2012-05-31,bull,1,726.0744667659636,0.0,726.0744667659636,108.0,True
2012-06-29,recovery,1,726.0744667659636,1.0,727.0744667659636,109.0,False
2012-07-31,recovery,2,713.8813142617707,0.0,713.8813142617707,110.0,True
2012-08-31,recovery,3,719.1006229302611,0.0,719.1006229302611,111.0,True
2012-09-28,recovery,3,719.1006229302611,1.0,720.1006229302611,112.0,False
2012-10-31,bull,4,748.9147727649836,0.0,748.9147727649836,113.0,True
2012-11-30,recovery,4,785.7465502099352,0.0,785.7465502099352,114.0,True
2012-12-31,recovery,5,751.3417307579103,0.0,751.3417307579103,115.0,True
2013-01-31,recovery,5,709.2524855894744,0.0,709.2524855894744,116.0,True
2013-02-28,recovery,5,627.6557523309515,0.0,627.6557523309515,117.0,True
2013-03-28,recovery,5,627.6557523309515,1.0,628.6557523309515,118.0,False
2013-04-30,recovery,5,639.2854703746998,0.0,639.2854703746998,119.0,True
2013-05-31,recovery,5,645.3672467103504,0.0,645.3672467103504,120.0,True
2013-06-28,bull,4,644.3324768299229,2.0337351105470933,646.3662119404701,121.0,False
2013-07-31,recovery,4,779.3516308327836,0.0,779.3516308327836,122.0,True
2013-08-30,bull,3,776.6217093203117,3.727191590959558,780.3489009112712,123.0,False
2013-09-30,recovery,4,845.1416606091487,0.0,845.1416606091487,124.0,True
2013-10-31,recovery,4,887.2161932015515,0.0,887.2161932015515,125.0,True
2013-11-29,recovery,3,17.959247428682136,869.3876888270964,887.3469362557786,126.0,False
2013-12-31,recovery,4,889.0347099181184,0.0,889.0347099181184,127.0,True
2014-01-31,bull,4,910.549009641671,0.0,910.549009641671,128.0,True
2014-02-28,recovery,5,957.3130016853028,0.0,957.3130016853028,129.0,True
2014-03-31,recovery,5,965.7233876398795,0.0,965.7233876398795,130.0,True
2014-04-30,recovery,5,957.7263356127694,0.0,957.7263356127694,131.0,True
2014-05-30,recovery,5,957.7263356127694,1.0,958.7263356127694,132.0,False
2014-06-30,recovery,5,982.1675549993441,0.0,982.1675549993441,133.0,True
2014-10-31,recovery,2,1086.6991020035268,0.0,1086.6991020035268,134.0,True
2014-11-30,recovery,3,1198.4254054265323,0.0,1198.4254054265323,135.0,True
2015-01-31,bull,3,1252.975089847739,0.0,1252.975089847739,136.0,True
2015-02-28,recovery,4,1377.95469298114,0.0,1377.95469298114,137.0,True
2015-03-31,normal,5,1343.1071539850382,0.0,1343.1071539850382,138.0,True
2015-04-30,recovery,5,1364.5256674919792,0.0,1364.5256674919792,139.0,True
2015-05-29,recovery,4,1363.3516239449305,2.172869503501698,1365.5244934484322,140.0,False
2015-06-30,normal,5,1259.3606201997952,0.0,1259.3606201997952,141.0,True
2015-07-31,recovery,5,1203.1103527825603,0.0,1203.1103527825603,142.0,True
2015-08-31,normal,5,1272.8615596704888,0.0,1272.8615596704888,143.0,True
2015-09-30,normal,5,1291.6087473946613,0.0,1291.6087473946613,144.0,True
2015-10-30,recovery,4,1258.1113951530187,34.463854889401,1292.5752500424198,145.0,False
2015-11-30,normal,5,1534.3453475255526,0.0,1534.3453475255526,146.0,True
2015-12-31,normal,5,1585.0453127564058,0.0,1585.0453127564058,147.0,True
2016-01-29,normal,4,40.8083265543212,1543.6927492158825,1584.5010757702037,148.0,False
2016-02-29,normal,4,1581.4807529539614,0.0,1581.4807529539614,149.0,True
2016-03-31,recovery,4,1971.634464049467,0.0,1971.634464049467,150.0,True
2016-04-29,normal,4,1971.634464049467,1.0,1972.634464049467,151.0,False
2016-05-31,recovery,4,2110.635727902154,0.0,2110.635727902154,152.0,True
2016-06-30,normal,4,2084.90638725813,0.0,2084.90638725813,153.0,True
2016-07-29,recovery,4,2084.90638725813,1.0,2085.90638725813,154.0,False
2016-08-31,recovery,4,2518.8320765729054,0.0,2518.8320765729054,155.0,True
2016-09-30,bull,4,2594.8632474438605,0.0,2594.8632474438605,156.0,True
2016-10-31,normal,5,2627.6690978127804,0.0,2627.6690978127804,157.0,True
2016-11-30,recovery,5,2947.4186689314397,0.0,2947.4186689314397,158.0,True
2016-12-30,recovery,4,2938.9050433040384,9.50511200177372,2948.410155305812,159.0,False
2017-01-31,recovery,5,3385.250788015886,0.0,3385.250788015886,160.0,True
2017-02-28,recovery,5,3395.1068796113864,0.0,3395.1068796113864,161.0,True
2017-03-31,bull,5,3527.2087427894603,0.0,3527.2087427894603,162.0,True
2017-04-28,recovery,4,3525.8450907803076,2.3622883571433553,3528.207379137451,163.0,False
2017-05-31,recovery,4,3850.7843209547373,0.0,3850.7843209547373,164.0,True
2017-06-30,bull,5,3753.0521599880235,0.0,3753.0521599880235,165.0,True
2017-09-29,recovery,2,74.3405477180675,3741.3441860733506,3815.6847337914182,166.0,False
2017-10-31,recovery,3,3821.1523116108388,0.0,3821.1523116108388,167.0,True
2017-11-30,recovery,3,3757.296485878581,0.0,3757.296485878581,168.0,True
2018-01-31,recovery,3,4032.118494805351,0.0,4032.118494805351,169.0,True
2018-02-28,bull,4,3993.989047648155,0.0,3993.989047648155,170.0,True
2018-03-29,bull,4,3993.989047648155,1.0,3994.989047648155,171.0,False
2018-04-30,recovery,4,3951.837776355252,0.0,3951.837776355252,172.0,True
2018-05-31,recovery,4,4131.651365573005,0.0,4131.651365573005,173.0,True
2018-06-29,bull,4,4131.651365573005,1.0,4132.651365573005,174.0,False
2018-07-31,recovery,4,4012.9040731985856,0.0,4012.9040731985856,175.0,True
2018-08-31,recovery,4,4268.564290173095,0.0,4268.564290173095,176.0,True
2018-09-28,recovery,4,4268.564290173095,1.0,4269.564290173095,177.0,False
2019-04-30,recovery,1,3709.9403720902365,0.0,3709.9403720902365,178.0,True
2019-05-31,normal,2,3087.7814710468274,0.0,3087.7814710468274,179.0,True
2019-06-28,recovery,2,3087.7814710468274,1.0,3088.7814710468274,180.0,False
2019-07-31,normal,3,3307.223842162465,0.0,3307.223842162465,181.0,True
2019-08-30,normal,3,3307.223842162465,1.0,3308.223842162465,182.0,False
2019-09-30,recovery,4,3093.9581145932602,0.0,3093.9581145932602,183.0,True
2019-10-31,recovery,4,3105.8606961917817,0.0,3105.8606961917817,184.0,True
2019-11-29,recovery,3,3104.8391447733497,2.020529867013823,3106.8596746403637,185.0,False
2019-12-31,recovery,4,3560.732637761199,0.0,3560.732637761199,186.0,True
2020-01-31,bull,4,3632.7354606472572,0.0,3632.7354606472572,187.0,True
2020-02-28,normal,4,3632.7354606472572,1.0,3633.7354606472572,188.0,False
2020-03-31,crash,3,2369.136946610807,3.587166348552163,2372.7241129593594,189.0,False
2020-04-30,normal,3,3014.1504890788547,0.0,3014.1504890788547,190.0,True
2020-05-29,recovery,3,3014.1504890788547,1.0,3015.1504890788547,191.0,False
2020-06-30,recovery,3,3124.121417667692,0.0,3124.121417667692,192.0,True
2020-07-31,recovery,3,3465.5039156646717,0.0,3465.5039156646717,193.0,True
2020-08-31,recovery,4,4074.814610379283,0.0,4074.814610379283,194.0,True
2020-09-30,bull,5,3581.1048769109984,0.0,3581.1048769109984,195.0,True
2020-10-30,bull,4,11.096705252040168,3567.4381634872993,3578.5348687393393,196.0,False
2020-11-30,recovery,5,3584.4236778253508,0.0,3584.4236778253508,197.0,True
2020-12-31,recovery,5,3753.553606189285,0.0,3753.553606189285,198.0,True
2021-01-29,bull,4,3743.779693707464,10.764138569338886,3754.5438322768027,199.0,False
2021-02-26,recovery,3,4245.725991751658,13.338774698924997,4259.064766450582,200.0,False
2021-03-31,recovery,3,4868.023490972826,0.0,4868.023490972826,201.0,True
2021-04-30,recovery,4,5029.498769296949,0.0,5029.498769296949,202.0,True
2021-05-31,recovery,4,5710.47356835741,0.0,5710.47356835741,203.0,True
2021-12-31,recovery,1,5542.172679786026,0.0,5542.172679786026,204.0,True
2022-01-31,bull,2,5038.66963623373,0.0,5038.66963623373,205.0,True
2022-02-28,normal,3,4751.475085112436,0.0,4751.475085112436,206.0,True
2022-03-31,recovery,4,4940.520467393668,0.0,4940.520467393668,207.0,True
2022-04-29,crash,4,4940.520467393668,1.0,4941.520467393668,208.0,False
2022-05-31,normal,5,4263.698743914634,0.0,4263.698743914634,209.0,True
2022-06-30,crash,4,4.124484831652235,3842.7523614679794,3846.876846299632,210.0,False
2022-07-29,normal,3,3.243410914165791,3844.6325543115486,3847.8759652257145,211.0,False
2022-08-31,normal,3,3845.249423625518,0.0,3845.249423625518,212.0,True
2022-09-30,crash,2,3295.7557070576495,1.576909076273275,3297.332616133923,213.0,False
2022-10-31,normal,3,4087.9652989676893,0.0,4087.9652989676893,214.0,True
2022-11-30,recovery,3,4680.345629652209,0.0,4680.345629652209,215.0,True
2022-12-30,normal,3,4680.345629652209,1.0,4681.345629652209,216.0,False
2023-01-31,recovery,4,5187.393675093021,0.0,5187.393675093021,217.0,True
2023-02-28,normal,4,5272.54848857466,0.0,5272.54848857466,218.0,True
2023-03-31,recovery,5,4686.622906624221,0.0,4686.622906624221,219.0,True
2023-04-28,recovery,4,4683.100266313344,4.519117670566296,4687.619383983911,220.0,False
2023-05-31,recovery,4,4064.6737988980967,0.0,4064.6737988980967,221.0,True
2023-06-30,recovery,5,5529.049438586527,0.0,5529.049438586527,222.0,True
2023-07-31,recovery,5,5294.854197404424,0.0,5294.854197404424,223.0,True
2023-08-31,recovery,5,4705.884035268006,0.0,4705.884035268006,224.0,True
2023-09-29,bull,4,4704.61594301531,2.266824160443949,4706.882767175754,225.0,False
2023-10-31,normal,5,4252.906563128152,0.0,4252.906563128152,226.0,True
2023-11-30,recovery,5,4649.309998067026,0.0,4649.309998067026,227.0,True
2023-12-29,recovery,4,4648.286620249543,2.0223544396657647,4650.308974689209,228.0,False
2024-01-31,recovery,4,5060.064522132392,0.0,5060.064522132392,229.0,True
2024-02-29,recovery,4,5538.667378697219,0.0,5538.667378697219,230.0,True
2024-03-28,recovery,4,5538.66737869722,1.0,5539.66737869722,231.0,False
2024-04-30,bull,4,5295.294384440956,0.0,5295.294384440956,232.0,True
2024-05-31,recovery,4,5896.817537517187,0.0,5896.817537517187,233.0,True
2024-06-28,recovery,4,5896.817537517187,1.0,5897.817537517187,234.0,False
2024-07-31,bull,4,6649.818259914183,0.0,6649.818259914183,235.0,True
2024-08-30,recovery,3,31.34167250770246,6612.858110819074,6644.199783326776,236.0,False
2024-09-30,recovery,4,6640.773425734066,0.0,6640.773425734066,237.0,True
2024-10-31,recovery,4,6711.780761458844,0.0,6711.780761458844,238.0,True
2024-11-29,recovery,3,6695.557865312713,17.206673249984462,6712.764538562697,239.0,False
2024-12-31,bull,4,8418.155759654468,0.0,8418.155759654468,240.0,True
2025-01-31,recovery,4,8229.584657183203,0.0,8229.584657183203,241.0,True
2025-02-28,bull,5,7911.835751641746,0.0,7911.835751641746,242.0,True
2025-03-31,normal,5,7556.534164458762,0.0,7556.534164458762,243.0,True
2025-04-30,normal,5,7953.408321389943,0.0,7953.408321389943,244.0,True
2025-05-30,recovery,5,7953.408321389943,1.0,7954.408321389943,245.0,False
2025-06-30,recovery,5,8749.278883563788,0.0,8749.278883563788,246.0,True
2025-07-31,recovery,5,8288.405303928674,0.0,8288.405303928674,247.0,True
2025-08-29,recovery,4,8287.374474147937,2.0297989509556373,8289.404273098893,248.0,False
2025-09-30,recovery,4,8615.413609617437,0.0,8615.413609617437,249.0,True
2025-10-31,recovery,4,8204.381032256475,0.0,8204.381032256475,250.0,True
2025-11-28,recovery,4,8204.381032256475,1.0,8205.381032256475,251.0,False
2025-12-31,recovery,4,8846.245402730197,0.0,8846.245402730197,252.0,True
2026-01-30,recovery,3,8830.961354922156,16.268763760233888,8847.23011868239,253.0,False
2026-02-27,bull,3,8850.903090863196,17.268763760233888,8868.17185462343,254.0,False
