sleeve,signal,sharpe,cagr,vol,mdd,corr_to_v5,blend_tangency_sharpe,wf_mean_sharpe,wf_min_sharpe,n
value_ltr,mom_5y,0.4722307776007018,0.1378922514127261,0.6029866265099468,-0.8571596574431464,0.504268897966562,0.9088843662384999,0.5394619910478065,-0.47534631226947627,254
deep_pullback,pullback_5y,0.5698560375803597,0.22909399904036043,0.7227421426397649,-0.7648716818443665,0.3582632740399911,0.9456599453962415,0.43972363236845713,0.0014388986402727123,254
lowvol,vol_1y,0.7459029937461805,0.12256516008668883,0.17383039849980134,-0.2121899722884267,0.15295817435485032,1.096797543201084,0.6682162741178554,-0.609412946764101,254
quality,quality_score_5y,0.8138212511666508,0.14855266543378787,0.19430597390791834,-0.4744908448438907,0.1929977636585485,1.117666994787702,0.8822792402025159,-0.5296986994414564,254
meanrev_st,ret_21d,0.49556178486866,0.14209838793760388,0.6642668363266729,-0.9500661148095836,0.32647662009090644,0.9327810337824799,0.5919339620391024,-0.12347587777637117,254
lowbeta,beta_2y,0.44044197816140473,0.12757840462908576,0.5690471737462526,-0.6697555550299509,-0.007176278000675954,1.0127167318859223,-0.06712089350709347,-0.7746886339138231,254
