period,from,to,cagr,spy_cagr,edge_pp,n_m
p1_03_12,2003-09-30,2012-12-31,0.22212605270721975,0.07628562872744271,14.584042397977704,107
p2_08_17,2008-01-01,2017-12-31,0.5137268271585222,0.1085428638724717,40.51839632860506,108
p3_13_22,2013-01-01,2022-12-31,0.41662340715620894,0.08809316126420419,32.85302458920047,101
p4_18_25,2018-01-01,2025-12-31,0.49770328161710364,0.13062629281100335,36.70769888061003,84
modern_10_25,2010-01-01,2025-12-31,0.5574627366949643,0.15679700563425736,40.06657310607069,168
