start,end,v5_moic,v5_term,v5_irr,v5_vs_spy,mn_moic,mn_term,mn_irr,mn_vs_spy,blend60_40_moic,blend60_40_term,blend60_40_irr,blend60_40_vs_spy,SPY_moic,SPY_term,SPY_irr,v5_shield_moic,v5_shield_term,v5_shield_vs_spy,v5_shield_irr
2003-01,2005-12,1.2833535727058827,46.20072861741178,0.17840216252057384,1.0812604382374507,1.123922136514342,40.46119691451631,0.08168996020931951,0.9469350985714512,1.2472093051798,44.8995349864728,0.15720891707597695,1.0508079056102786,1.1869051408168245,42.72858506940568,0.12092217498503022,1.2833535727058827,46.20072861741178,1.0812604382374507,0.17840216252057384
2003-02,2006-01,1.326924768562837,47.76929166826213,0.2034300379135361,1.1043512042702985,1.1595407267533835,41.74346616312181,0.1040512851842923,0.9650435565970189,1.2786690313756854,46.032085129524674,0.17567791311574488,1.06418971001068,1.2015423747734346,43.25552549184365,0.12984042759803804,1.326924768562837,47.76929166826213,1.1043512042702985,0.2034300379135361
2003-03,2006-02,1.2150132131863804,43.7404756747097,0.13798442302339375,1.0186802711275682,1.0871494786633322,39.13738123187996,0.05810362597412011,0.9114779276981212,1.2103196156967457,43.571506165082845,0.1351536822286803,1.0147451080269416,1.1927326440135069,42.93837518448625,0.12448149969600375,1.2150132131863804,43.7404756747097,1.0186802711275682,0.13798442302339375
2003-04,2006-03,1.2045262725386077,43.36294581138988,0.13164959930016495,1.0073799503533922,1.0767596330726286,38.76334679061463,0.05134343448898715,0.9005250366363214,1.2053213425137774,43.391568330495986,0.132131156717616,1.0080448902308976,1.1957020507665017,43.04527382759406,0.12629071009750925,1.2045262725386077,43.36294581138988,1.0073799503533922,0.13164959930016495
2003-05,2006-04,1.1728716336738927,42.22337881226014,0.11230283913778183,0.9827053407721461,1.1200729014236757,40.322624451252324,0.07924532125288608,0.9384672547969906,1.1855459073880252,42.67965266596891,0.12009031160045236,0.9933246413943907,1.193513034896428,42.96646925627141,0.1249572687374727,1.1728716336738927,42.22337881226014,0.9827053407721461,0.11230283913778183
2003-06,2006-05,1.0768163228775487,38.76538762359176,0.051380437539192414,0.941365949234203,1.071681668834416,38.58054007803897,0.0480236252666939,0.9368771721098125,1.1075714547211526,39.872572369961496,0.0712669009507465,0.9682524602079687,1.1438870545015294,41.17993396205506,0.09428103341040206,1.0768163228775487,38.76538762359176,0.941365949234203,0.051380437539192414
2003-07,2006-06,1.3002934468807685,46.81056408770767,0.18819865607784192,1.144509460754937,1.0997633560941689,39.59148081939008,0.06625331615745367,0.9680042367827095,1.2419937391408105,44.711774609069174,0.15411722830305385,1.093194453955746,1.1361141969268422,40.90011108936632,0.08939652214760652,1.3002934468807685,46.81056408770767,1.144509460754937,0.18819865607784192
2003-08,2006-07,1.5329371291342624,55.18573664883345,0.3149197973960869,1.3557007804654562,1.1293774484805983,40.65758814530154,0.08514508784400987,0.9988001851125697,1.3725528794487611,49.4119036601554,0.2290618938265383,1.2138599649873956,1.1307341201116337,40.70642832401881,0.08600261199159709,1.5329371291342624,55.18573664883345,1.3557007804654562,0.3149197973960869
2003-09,2006-08,1.5054724567465234,54.197008442874846,0.30065363347450935,1.3145011015271517,1.1460992364189773,41.259572511083185,0.09566714331540505,1.0007148931757779,1.3641149062595928,49.10813662534534,0.22436484689166347,1.191074960456584,1.1452804832171737,41.230097395818255,0.09515433624175662,1.5054724567465234,54.197008442874846,1.3145011015271517,0.30065363347450935
2003-10,2006-09,1.2873103085277235,46.34317110699805,0.18069802676669422,1.1040600569255892,1.133812582987356,40.81725298754482,0.08794590847662698,0.9724129268782368,1.2545644800645266,45.16432128232296,0.1615543668194901,1.075975638586315,1.1659785176110986,41.97522663399955,0.10804397722398718,1.2873103085277235,46.34317110699805,1.1040600569255892,0.18069802676669422
2003-11,2006-10,1.4563244005850278,52.427678421061,0.2746887333339221,1.2228124278805563,1.127961715561696,40.60662176022106,0.0842495010111044,0.9471005247239109,1.363522328657064,49.0868038316543,0.22403426238305513,1.1448905535776928,1.1909630351968266,42.87466926708576,0.12340188200116686,1.4563244005850278,52.427678421061,1.2228124278805563,0.2746887333339221
2003-12,2006-11,1.631260678179071,58.72538441444656,0.3646506623215502,1.3550362178796884,1.1285270440858084,40.626973587089104,0.08460721518009495,0.9374314222420749,1.467021155654213,52.81276160355167,0.28038860062530135,1.2186076847792178,1.2038502415320003,43.33860869515201,0.13123997510515362,1.631260678179071,58.72538441444656,1.3550362178796884,0.3646506623215502
2004-01,2006-12,1.6483833125657323,59.341799252366364,0.3731072536300979,1.363566752729812,1.0830222990081908,38.98880276429487,0.055423434326177246,0.895891864553006,1.4777393981457427,53.19861833324674,0.28607241062378974,1.2224076142666882,1.20887613992181,43.51954103718516,0.1342816455841096,1.6483833125657323,59.341799252366364,1.363566752729812,0.3731072536300979
2004-02,2007-01,1.6066079018523736,57.837884466685445,0.3523716019272509,1.3197576345667736,1.0584928894086496,38.105744018711384,0.0393519931350772,0.8695052914410917,1.4583653027305896,52.501150898301226,0.27577838024162116,1.1979828681577303,1.2173507163531294,43.82462578871266,0.1393914770857987,1.6066079018523736,57.837884466685445,1.3197576345667736,0.3523716019272509
2004-03,2007-02,1.5573521556084438,56.06467760190397,0.32746075118460394,1.3150397233907876,1.116411785726359,40.19082428614892,0.07691496237790618,0.942706401121089,1.4147951257790987,50.932624528047555,0.2522931131592572,1.1946635089301914,1.1842624431092175,42.63344795193183,0.11930423735947415,1.5573521556084438,56.06467760190397,1.3150397233907876,0.32746075118460394
2004-04,2007-03,1.5659213589337069,56.37316892161345,0.33183158424657533,1.316212037242331,1.1101156859220882,39.96416469319517,0.0728954690094279,0.9330913204588562,1.4211878540815914,51.16276274693729,0.25576862149055546,1.1945584304428527,1.1897181568211121,42.829853645560036,0.1226417570714764,1.5659213589337069,56.37316892161345,1.316212037242331,0.33183158424657533
2004-05,2007-04,1.6181461109506192,58.25325999422229,0.35813391550594575,1.312431701188601,1.0954497499094669,39.436190996740805,0.06347337798445629,0.8884877385983987,1.4693312883211918,52.8959263795629,0.2816159641860907,1.1917322850457162,1.2329373859875135,44.385745895550485,0.1487282419698388,1.6181461109506192,58.25325999422229,1.312431701188601,0.35813391550594575
