,daily_net
2003-07-11,-0.0034309042987270173
2003-07-14,0.009553277644948342
2003-07-15,-0.0004829132232134502
2003-07-16,-0.00016975747803322762
2003-07-17,-0.005210428053877737
2003-07-18,-0.005395082650010905
2003-07-21,-0.0003290200605983617
2003-07-22,-0.007353023415440266
2003-07-23,-0.00897718496349526
2003-07-24,0.0009226168102105681
2003-07-25,-0.005556324766285151
2003-07-28,0.0022048546064873283
2003-07-29,2.8769083908276372e-06
2003-07-30,-0.00023671886300525576
2003-07-31,-0.006722909829625881
2003-08-01,-0.0022070297613523268
2003-08-04,0.0007307281582893962
2003-08-05,0.0005214222507323019
2003-08-06,0.0032799114465055326
2003-08-07,0.0026666549303847546
2003-08-08,-0.0007574894744910522
2003-08-11,0.0010537743398770576
2003-08-12,0.0006046452624654076
2003-08-13,8.412205144130923e-05
2003-08-14,-0.0025224625993148456
2003-08-15,-0.00040926734970660596
2003-08-18,-0.0012697636547813942
2003-08-19,0.001968848150414638
2003-08-20,0.00036913230369711616
2003-08-21,-0.0012407588996906185
2003-08-22,-0.0017397931484321506
2003-08-25,-0.0028545272938937096
2003-08-26,0.0017826950064017903
2003-08-27,-0.0007701900936062372
2003-08-28,-0.0026152736774007544
2003-08-29,-0.002655016894217478
2003-09-01,0.0
2003-09-02,0.000983660323165798
2003-09-03,-0.0029777455717311767
2003-09-04,0.0019518787704956818
2003-09-05,-0.0007628450460085718
2003-09-08,0.0021915758630561763
2003-09-09,-6.444381045880984e-05
2003-09-10,0.006165986063807454
2003-09-11,0.00018243863970968436
2003-09-12,-0.00402496999513025
2003-09-15,0.005446340019735373
2003-09-16,0.0014488466153120903
2003-09-17,0.0017261480714922098
2003-09-18,0.00031144545495093645
2003-09-19,-0.003028752804243989
2003-09-22,0.00432570172708562
2003-09-23,-0.0011499701323708675
2003-09-24,0.002086941436690962
2003-09-25,0.001029680049017966
2003-09-26,0.0018272148680299998
2003-09-29,0.00023945003531982106
2003-09-30,0.005128227975377434
2003-10-01,0.007723151057709753
2003-10-02,-0.004287389807335572
2003-10-03,0.0024226244382119797
2003-10-06,0.0012846018731002536
2003-10-07,-0.002755012417603873
2003-10-08,0.000969478919008602
2003-10-09,-0.0022977999057893455
2003-10-10,-0.0019650991321444014
2003-10-13,-0.0024612615522301862
2003-10-14,-0.0005788172891850554
2003-10-15,-0.0027832602778612957
2003-10-16,-0.0012968243733981284
2003-10-17,0.0019931478009220668
2003-10-20,-0.002208425347142236
2003-10-21,0.002464589659871527
2003-10-22,7.562993244309687e-05
2003-10-23,0.00546244055939092
2003-10-24,-0.0064021937794612425
2003-10-27,-0.0007481245076278686
2003-10-28,-0.003197079743948404
2003-10-29,0.0009743822082651393
2003-10-30,-0.001080077297970017
2003-10-31,-0.001697247501281551
2003-11-03,0.0041792921878176
2003-11-04,-0.004088459735234054
2003-11-05,-0.0011259042972884229
2003-11-06,-0.0011960462972932155
2003-11-07,-0.005777752255499922
2003-11-10,0.004723639326343048
2003-11-11,-0.0013546147437526344
2003-11-12,-0.0028000132327669416
2003-11-13,-0.001119476426380133
2003-11-14,0.005385669272960171
2003-11-17,0.000998578196281889
2003-11-18,0.0006220252422938312
2003-11-19,0.0022078100452714035
2003-11-20,-0.0001814380340531494
2003-11-21,-0.0024861156686244367
2003-11-24,0.0014659272701407684
2003-11-25,-0.001805750590724617
2003-11-26,0.0024515117791710406
2003-11-27,0.0
2003-11-28,-0.00016659397974737983
2003-12-01,0.0055475266977268525
2003-12-02,-0.0019762464746770477
2003-12-03,0.0018496248965742812
2003-12-04,0.0033045562910922793
2003-12-05,0.0003400238227505596
2003-12-08,-0.0008705523499922009
2003-12-09,0.006193789510342103
2003-12-10,0.004496001133187958
2003-12-11,-0.0012655274448907302
2003-12-12,-0.004400646214652047
2003-12-15,-0.0033042543971088163
2003-12-16,0.0012830309057462676
2003-12-17,-0.00020185951024028113
2003-12-18,0.005092082293955883
2003-12-19,-0.004400890387031809
2003-12-22,-0.0048800047807249745
2003-12-23,0.0030982953210310247
2003-12-24,-0.001210923798328277
2003-12-25,0.0
2003-12-26,-0.00094011357626362
2003-12-29,0.0002504656126427156
2003-12-30,-0.0018803160872883473
2003-12-31,-0.0010452252878319103
2004-01-01,0.0
2004-01-02,-0.004774258378555069
2004-01-05,0.003856573448977146
2004-01-06,0.002028413455865183
2004-01-07,-0.002967266616866997
2004-01-08,-0.005625550876340426
2004-01-09,-0.00013261420812639055
2004-01-12,0.0010955532386057508
2004-01-13,0.001004132305875529
2004-01-14,-0.0008639343483128512
2004-01-15,0.0036087521448093145
2004-01-16,-0.006325806705148366
2004-01-19,0.0
2004-01-20,-0.0012068103648206294
2004-01-21,-0.0024805695926843393
2004-01-22,-0.0014133339591491786
2004-01-23,0.0025190412703222373
2004-01-26,-0.005435525297384032
2004-01-27,-0.0004968282088674699
2004-01-28,0.003149897340772576
2004-01-29,-0.0010830910504958115
2004-01-30,-0.0017311737915210658
2004-02-02,-0.0016897588658007813
2004-02-03,0.0008546507774887159
2004-02-04,-0.0019478622870874862
2004-02-05,0.0018813650856526886
2004-02-06,-0.003409484473721126
2004-02-09,0.0025492854711613054
2004-02-10,0.0008826648002347519
2004-02-11,-0.00013696730791122467
2004-02-12,-0.0022749345161347015
2004-02-13,-0.00027378725748686923
2004-02-16,0.0
2004-02-17,0.0007228255395545751
2004-02-18,0.005303360546009158
2004-02-19,5.6665867192259856e-05
2004-02-20,-0.0015677452977265235
2004-02-23,0.0034341869437216886
2004-02-24,0.0008926521270745122
2004-02-25,-0.005373167687454783
2004-02-26,0.0026744405695061425
2004-02-27,0.0090107317502098
2004-03-01,-9.313222277842586e-05
2004-03-02,0.0005921963308049701
2004-03-03,-0.0004469806855299297
2004-03-04,-0.001382232151766706
2004-03-05,-0.0018266483855618701
2004-03-08,0.003309577729622096
2004-03-09,0.0007027049723879657
2004-03-10,0.0017441022392110344
2004-03-11,-0.001073380445219869
2004-03-12,-0.0027684743990938985
2004-03-15,-0.0007986619091565051
2004-03-16,0.006637301534471749
2004-03-17,0.0010130098590960604
2004-03-18,0.0024996964269524847
2004-03-19,-0.004972941092080466
2004-03-22,0.0027126159129686545
2004-03-23,0.000231597473062788
2004-03-24,0.0009419805624144646
2004-03-25,0.003565939254118609
2004-03-26,-0.0015362469454865103
2004-03-29,0.003111696078288745
2004-03-30,-8.421030996376178e-05
2004-03-31,-0.0003185910790674819
2004-04-01,0.0034362075871431775
2004-04-02,-0.0005548829899583135
2004-04-05,0.006816993949371401
2004-04-06,-0.0053585347724749354
2004-04-07,-0.0038950671742603066
2004-04-08,-0.0005321491826893594
2004-04-09,-0.0013871000655932986
2004-04-12,0.0033730482114004393
2004-04-13,-0.004578315462781162
2004-04-14,0.00011409947233255408
2004-04-15,0.0003954914392778042
2004-04-16,-0.0021253482723908174
2004-04-19,0.002426185235412292
2004-04-20,-0.004184725119918273
2004-04-21,0.000856066102205705
2004-04-22,-0.0032092837383746542
2004-04-23,-0.0006947541219217118
2004-04-26,-0.002524950208238678
2004-04-27,-0.0006368484982208751
2004-04-28,-0.001536000288249847
2004-04-29,-0.00225900360613877
2004-04-30,-0.0026607886588520518
2004-05-03,0.0021321906377585534
2004-05-04,0.0007334779924396827
2004-05-05,0.003109721614898896
2004-05-06,-0.0033283873765813502
2004-05-07,-0.0055679898008588235
2004-05-10,0.0026764383059824023
2004-05-11,0.0027097866696946015
2004-05-12,-0.00011735540413098343
2004-05-13,0.003014304317005407
2004-05-14,-0.0030731242744212414
2004-05-17,0.0033837489612461107
2004-05-18,-0.00403561439691094
2004-05-19,-0.002446647760336402
2004-05-20,0.0018658971986455493
2004-05-21,-0.0027484535959515872
2004-05-24,0.004114059864543675
2004-05-25,-0.001060538553579877
2004-05-26,0.0002047346631292151
2004-05-27,-0.001238225009779481
2004-05-28,0.0020377932850371133
2004-05-31,0.0
2004-06-01,-0.0004335663143772787
2004-06-02,0.00010038771131911538
2004-06-03,0.0012785328362544
2004-06-04,-0.0017319169770438308
2004-06-07,0.0011891083399109574
2004-06-08,0.0020604412686351177
2004-06-09,0.001439621602368313
2004-06-10,-0.0026503968578297974
2004-06-11,-0.0011142299919671642
2004-06-14,-0.00020059568457429702
2004-06-15,-0.0019972398268418316
2004-06-16,-0.002767378089143667
2004-06-17,0.0022235264534156162
2004-06-18,-0.004086400208815347
2004-06-21,-0.0008968482789513802
2004-06-22,0.0024496306325601305
2004-06-23,-0.006905070084190234
2004-06-24,0.0010634711456557243
2004-06-25,0.0057814108092312825
2004-06-28,-6.92946076156924e-05
2004-06-29,-8.75776403243255e-05
2004-06-30,-0.0011419119207174617
2004-07-01,-0.003755956927549973
2004-07-02,0.0003265357234486293
2004-07-05,0.0
2004-07-06,0.0005676353954368951
2004-07-07,-0.0035868165045572797
2004-07-08,0.005058958552449898
2004-07-09,-0.0029761306836146697
2004-07-12,0.002619886648608686
2004-07-13,3.510340013801829e-05
2004-07-14,-0.0017945475560361796
2004-07-15,-0.0034438928449584817
2004-07-16,-0.0017065781577164031
2004-07-19,7.645450351016596e-05
2004-07-20,0.0018980536322976155
2004-07-21,-0.0003674824207365772
2004-07-22,0.0008313198066649051
2004-07-23,-0.001080218172423942
2004-07-26,-0.004678337268659567
2004-07-27,-0.004891264188051951
2004-07-28,-0.005604136137687961
2004-07-29,0.0006358143706556318
2004-07-30,0.003186014083113703
2004-08-02,0.002180577559801216
2004-08-03,0.002723007051923971
2004-08-04,-0.0003106924470180736
2004-08-05,-8.609371973461414e-05
2004-08-06,0.0010205179549278797
2004-08-09,0.0013996173150509655
2004-08-10,-0.002856023037831724
2004-08-11,-0.0005125013065026252
2004-08-12,0.0003608784171300306
2004-08-13,-0.0004921731532986741
2004-08-16,0.000381729805083381
2004-08-17,0.0017972989520077813
2004-08-18,0.00014487357659188167
2004-08-19,0.0015157423313562543
2004-08-20,-0.0038684569404433323
2004-08-23,0.0015242022221112026
2004-08-24,-0.0008353819869686197
2004-08-25,-0.0022775075387987433
2004-08-26,-0.004490629318223565
2004-08-27,-0.00023872537761738958
2004-08-30,-0.00015220544367999995
2004-08-31,-0.0020247188359372387
2004-09-01,0.0019465906035661925
2004-09-02,0.000978464029932364
2004-09-03,-0.0012222334952438183
2004-09-06,0.0
2004-09-07,0.003977196380246103
2004-09-08,-0.003090025169282591
2004-09-09,-0.00019563610910139942
2004-09-10,-0.00656363431959912
2004-09-13,0.0044779320128096115
2004-09-14,0.003991609113109061
2004-09-15,0.0009029571502318398
2004-09-16,-0.0009178012731605493
2004-09-17,-0.0053872532787040605
2004-09-20,0.004325032368035612
2004-09-21,-0.0066902284206684344
2004-09-22,-0.0018969776643777123
2004-09-23,0.00638195009386137
2004-09-24,-0.0013338820727552953
2004-09-27,0.0009268230524163818
2004-09-28,0.0016056703839131014
2004-09-29,0.001453898705028794
2004-09-30,0.0020198124259153518
2004-10-01,-0.0017719448981163464
2004-10-04,-0.00044187204666027374
2004-10-05,-0.001021772966689317
2004-10-06,0.002129651820084312
2004-10-07,9.314857376941173e-05
2004-10-08,-0.0012814868476963065
2004-10-11,0.0010359309043964592
2004-10-12,-0.0009796163422717205
2004-10-13,0.0009638596299213865
2004-10-14,0.0021927917538775155
2004-10-15,-0.0036621471382675937
2004-10-18,0.001310584085799748
2004-10-19,-0.004322904392908821
2004-10-20,-0.0007494862274408483
2004-10-21,0.0003728732357799472
2004-10-22,-0.0039238420986903826
2004-10-25,0.00015502019568097697
2004-10-26,-0.0035717692661356984
2004-10-27,0.0036280622015889673
2004-10-28,-0.0006846531785410819
2004-10-29,6.998709966996963e-05
2004-11-01,0.0016199897083557001
2004-11-02,-0.004410300136060088
2004-11-03,0.0027763192257013436
2004-11-04,-0.0028486408722961255
2004-11-05,-0.006684619104684191
2004-11-08,0.002602382334441131
2004-11-09,0.003758590227685988
2004-11-10,-0.000471528584668324
2004-11-11,0.0003558778407097041
2004-11-12,-0.00198581080386898
2004-11-15,0.005811511601205245
2004-11-16,-0.0025334761880774458
2004-11-17,-0.0028419058230010116
2004-11-18,-0.001410385552306909
2004-11-19,-0.0032260303263732977
2004-11-22,0.0013456356910174923
2004-11-23,-0.002530744942390232
2004-11-24,-0.0012902139666553934
2004-11-25,0.0
2004-11-26,-0.0023178139808478827
2004-11-29,0.0012222816751986038
2004-11-30,0.0017845846894312474
2004-12-01,0.006339323654226136
2004-12-02,0.006769492793759317
2004-12-03,-0.0020809025831729383
2004-12-06,0.00030708339315812226
2004-12-07,0.0028553825744594965
2004-12-08,0.0050603440633705575
2004-12-09,0.0033452654363076138
2004-12-10,-0.0016157251780312058
2004-12-13,0.003507805918531173
2004-12-14,-1.0341234424055825e-05
2004-12-15,0.0020888710472082165
2004-12-16,0.001927948510678433
2004-12-17,-0.011252628006147963
2004-12-20,-0.0017021931317658325
2004-12-21,0.0024485129138301347
2004-12-22,0.002829010932833492
2004-12-23,-0.0008773258695774955
2004-12-24,-0.0016039838510511
2004-12-27,-1.6961702645917377e-06
2004-12-28,0.0007125459806678956
2004-12-29,-0.00036213052314084396
2004-12-30,0.0010125160744617807
2004-12-31,-0.0031423247900902026
2005-01-03,-0.00016949334863269677
2005-01-04,-0.0021165417328788015
2005-01-05,-0.00011848827977106968
2005-01-06,0.0006684947639035537
2005-01-07,-0.0029277786294891646
2005-01-10,-0.0013092446332170888
2005-01-11,-0.0005131624761958897
2005-01-12,-0.0012125205792115788
2005-01-13,-0.000838335698290914
2005-01-14,-0.0014067350079558288
2005-01-17,0.0
2005-01-18,0.004543310595404234
2005-01-19,-0.0008394037538754348
2005-01-20,-0.0004702679377909519
2005-01-21,0.001908711031129257
2005-01-24,0.0039013209518068905
2005-01-25,-0.00277519603866193
2005-01-26,8.08287953036896e-05
2005-01-27,0.0015138838540106848
2005-01-28,-0.001897146583364207
2005-01-31,-0.00013642432892553043
2005-02-01,-0.00585829861698266
2005-02-02,0.0022450456205370894
2005-02-03,-0.0016670306529353216
2005-02-04,-0.005451658281018698
2005-02-07,0.0017681474646961191
2005-02-08,-0.003662009765928351
2005-02-09,0.0006533929581267461
2005-02-10,-0.0025666687950885157
2005-02-11,0.0002579748253103563
2005-02-14,0.0019270981055390934
2005-02-15,-0.0015116452014606867
2005-02-16,0.0014096315453213622
2005-02-17,0.0004957921692722482
2005-02-18,-0.0018631364839195271
2005-02-21,0.0
2005-02-22,0.0005709717040975858
2005-02-23,0.001969579288148592
2005-02-24,0.0015262886742112665
2005-02-25,-0.003090108524487184
2005-02-28,-0.016425335161889557
2005-03-01,0.001453249150652726
2005-03-02,-0.0005004198924666655
2005-03-03,-0.0008746459533517291
2005-03-04,0.00042663676350561614
2005-03-07,-0.0011182604144324782
2005-03-08,0.0023248579058252746
2005-03-09,0.00027992713112212755
2005-03-10,-0.0016565544531544154
2005-03-11,-0.00011894894232401527
2005-03-14,-0.00419889250550494
2005-03-15,-0.0002943583582518107
2005-03-16,0.00021671812111683284
2005-03-17,-0.0016972137644566828
2005-03-18,-0.0025658741453208054
2005-03-21,-0.0006230301259071169
2005-03-22,0.005684088093643075
2005-03-23,0.005532932021272725
2005-03-24,0.0025618317315932323
2005-03-28,-0.0022398576570685255
2005-03-29,-0.0005749320175531596
2005-03-30,-0.0010042241351557281
2005-03-31,-0.001415286329834499
2005-04-01,0.0015629886938835027
2005-04-04,0.0023071594569491908
2005-04-05,-0.0022725346476051853
2005-04-06,0.0005975529320434519
2005-04-07,0.0015653566842247814
2005-04-08,0.0013474663823673343
2005-04-11,-0.006335536474384308
2005-04-12,-0.0010748471614767392
2005-04-13,-0.006359299974002258
2005-04-14,0.0006628014670719818
2005-04-15,-0.002254029177111636
2005-04-18,0.0036127350712657253
2005-04-19,0.006189955568545023
2005-04-20,-0.004576216251428554
2005-04-21,0.005139951436578971
2005-04-22,0.004374810721841033
2005-04-25,-0.001934974203621988
2005-04-26,-0.000988824636402501
2005-04-27,0.0002526672939399399
2005-04-28,3.603890654860903e-05
2005-04-29,0.007348850949132144
2005-05-02,-0.00434330298273031
2005-05-03,-0.0006728141248623758
2005-05-04,0.0014477942316743217
2005-05-05,0.0019942607169677056
2005-05-06,-0.003204209867331718
2005-05-09,-0.00023134934581463653
2005-05-10,-0.0024495395496088187
2005-05-11,-0.00038180737074134817
2005-05-12,0.0011076996116936705
2005-05-13,0.0009579146189845402
2005-05-16,-0.004288418760283797
2005-05-17,0.0016207656072175225
2005-05-18,0.001137950876859849
2005-05-19,-0.0006586212867212071
2005-05-20,0.0011615723193400028
2005-05-23,-0.004181626412555277
2005-05-24,-0.0018543123612641877
2005-05-25,-0.000492928695823163
2005-05-26,0.000145201864505734
2005-05-27,0.0007198298498668929
2005-05-30,-0.0012837460741363272
2005-05-31,0.0012750205930025004
2005-06-01,-0.0007839346258107019
2005-06-02,-0.0014676847019136333
2005-06-03,0.002744424795280259
2005-06-06,-0.003837354875058714
2005-06-07,-0.002005189892518702
2005-06-08,-0.0004714449627153423
2005-06-09,-0.0029114325894634956
2005-06-10,-0.0006450764758147589
2005-06-13,-0.0016526502170546129
2005-06-14,-0.005666176929717121
2005-06-15,-0.005027012965378996
2005-06-16,-0.000778636752152267
2005-06-17,-0.0019318730247674626
2005-06-20,-0.0034185749130746113
2005-06-21,0.00011024481064314192
2005-06-22,0.004207864771117947
2005-06-23,-0.001647213820705728
2005-06-24,0.0025193433160197354
2005-06-27,-0.00030542031669251297
2005-06-28,0.004287091485323838
2005-06-29,-0.002150040374478521
2005-06-30,-0.0018256457752266763
2005-07-01,-0.001193643496905411
2005-07-04,-0.0012594283074086165
2005-07-05,0.0006205469191601729
2005-07-06,-0.0005175783469681452
2005-07-07,-0.0021399575182810245
2005-07-08,-0.001063474110811099
2005-07-11,-0.001939198096608149
2005-07-12,-8.138567340691448e-05
2005-07-13,0.0006439028953081964
2005-07-14,0.0026982332367037794
2005-07-15,-0.002444959031257576
2005-07-18,-0.0037433202625883405
2005-07-19,0.00012778331204327606
2005-07-20,-0.0010729739588061851
2005-07-21,0.0018675961207835952
2005-07-22,0.0037635400797828653
2005-07-25,-0.0017322040525947712
2005-07-26,7.001545151603245e-06
2005-07-27,-0.0019008821803338355
2005-07-28,0.0019439995288690016
2005-07-29,-0.0025282957299099886
2005-08-01,-0.0003648860086161703
2005-08-02,-0.0019141441257503372
2005-08-03,0.0009839865455125274
2005-08-04,-0.0013455670957260627
2005-08-05,0.00032970881519527045
2005-08-08,-0.0010592490036000755
2005-08-09,-0.00043701604921164575
2005-08-10,0.0034069338129944123
2005-08-11,-0.0001892580331706202
2005-08-12,0.003933335359309699
2005-08-15,-3.262494981995053e-05
2005-08-16,-0.0021446666489878217
2005-08-17,0.0015198297103846163
2005-08-18,0.00276863443931649
2005-08-19,-0.0022004844884846455
2005-08-22,-0.0008438912638005318
2005-08-23,-0.0016642307008441365
2005-08-24,0.002079702837240644
2005-08-25,-0.002327678961975153
2005-08-26,-0.003179607480291914
2005-08-29,0.0011962761842325143
2005-08-30,-0.00013241843582480024
2005-08-31,0.003800128658851666
2005-09-01,-0.0008453249625418751
2005-09-02,-0.0015713691057120556
2005-09-05,-0.001330193506645439
2005-09-06,0.003058048642355507
2005-09-07,0.003902173398749019
2005-09-08,-0.002079490044261294
2005-09-09,0.001471436573767148
2005-09-12,0.00154137288880184
2005-09-13,0.003666810319501131
2005-09-14,-0.0008242393181013696
2005-09-15,-9.002602710179739e-05
2005-09-16,-0.000665236308045846
2005-09-19,-0.002497805851733434
2005-09-20,-0.00234056467714743
2005-09-21,0.004589004578373185
2005-09-22,0.0025102498951460116
2005-09-23,-7.354282690298858e-05
2005-09-26,-0.0009446722119942378
2005-09-27,-0.0005578037937910587
2005-09-28,0.004161817215485315
2005-09-29,-0.001491206527255825
2005-09-30,0.002919148313452429
2005-10-03,-0.0009610568018622243
2005-10-04,-0.0014167599974522758
2005-10-05,-0.0014949071369626456
2005-10-06,-0.0012468133283755599
2005-10-07,0.00242715805275564
2005-10-10,-0.005031281842072395
2005-10-11,-0.0027380081228429542
2005-10-12,0.00031702543750812757
2005-10-13,-0.0022966723593247384
2005-10-14,0.0017209708968879101
2005-10-17,-0.003729784413835088
2005-10-18,0.0014570294618815051
2005-10-19,-0.0028491496287306912
2005-10-20,-0.004242751792675111
2005-10-21,-0.0018891198636024613
2005-10-24,-0.0006736150415285271
2005-10-25,0.0035259203740030096
2005-10-26,-0.0028435275176577
2005-10-27,-0.001994582697218358
2005-10-28,-0.0018486384095392381
2005-10-31,-2.5693649791732167e-05
2005-11-01,-0.003989580493915601
2005-11-02,0.0018537055039655724
2005-11-03,0.0020218325347814143
2005-11-04,-0.0008314726876380878
2005-11-07,-0.0006817470490721419
2005-11-08,0.002330021633272783
2005-11-09,-0.001150154995285524
2005-11-10,-0.0051715248522974065
2005-11-11,-0.0007396973464730483
2005-11-14,-0.0025543569024639463
2005-11-15,0.000580485670672446
2005-11-16,0.0050112298523353254
2005-11-17,-0.001081668810215878
2005-11-18,-0.0006943767925745882
2005-11-21,-0.0064348502420367125
2005-11-22,0.0032003231400127975
2005-11-23,-0.0003381444892799877
2005-11-24,0.0
2005-11-25,-0.0006916902387026321
2005-11-28,-0.0012164012657360892
2005-11-29,-0.00036283202606944326
2005-11-30,0.0037664509335076277
2005-12-01,0.004991334301541926
2005-12-02,0.0014207382955613577
2005-12-05,0.0017180359700783862
2005-12-06,-0.0016115860006121565
2005-12-07,-0.0027021066036039708
2005-12-08,-0.00014488393349542766
2005-12-09,-0.0028533629643660995
2005-12-12,-0.004579260007681701
2005-12-13,-0.00017321881991732112
2005-12-14,-0.0010267573255832436
2005-12-15,0.0018059212554967508
2005-12-16,0.006756929194082598
2005-12-19,-0.0008471462140821382
2005-12-20,0.0006777743265626238
2005-12-21,0.0031222006057084663
2005-12-22,0.0029593754003049044
2005-12-23,-0.0005003131514480003
2005-12-27,-0.0016394898381014427
2005-12-28,0.0016587940382237942
2005-12-29,0.0005357577838175122
2005-12-30,-0.0003441148408916568
2006-01-03,0.00031670232785699815
2006-01-04,0.0007380698853427547
2006-01-05,-0.0025617616976302345
2006-01-06,-0.0004779387310293272
2006-01-09,-0.004281252673551733
2006-01-10,0.0018482570500311655
2006-01-11,-0.0003453710972336531
2006-01-12,-0.000332611022653803
2006-01-13,0.002642525113454335
2006-01-16,0.0
2006-01-17,0.0018962946003214336
2006-01-18,-0.0028578469348565423
2006-01-19,-0.0009695168989416606
2006-01-20,0.0025531210396035624
2006-01-23,0.002931087112129394
2006-01-24,0.005910419163870049
2006-01-25,-0.006000624917665051
2006-01-26,0.0036559892379118314
2006-01-27,-0.004525356426067066
2006-01-30,0.0005906785617631268
2006-01-31,-0.0003730582041151395
2006-02-01,-0.005909332350699291
2006-02-02,0.00013301591112591292
2006-02-03,-0.0011346133488787551
2006-02-06,-0.002840968650076917
2006-02-07,0.004050591312942898
2006-02-08,0.0003602836602290072
2006-02-09,0.0031066748155332666
2006-02-10,0.00439240343869051
2006-02-13,0.0024732076089302346
2006-02-14,-0.005710803288284708
2006-02-15,-0.0003207526655957915
2006-02-16,0.002052122263461245
2006-02-17,0.003309585273827252
2006-02-20,0.0
2006-02-21,-0.0014787941372353818
2006-02-22,-0.002065526097035252
2006-02-23,-0.0003986770500801053
2006-02-24,-0.0010891080233684629
2006-02-27,0.002475849600903798
2006-02-28,-0.0024190533267868476
2006-03-01,-0.0005083779186715064
2006-03-02,0.002816433910227315
2006-03-03,-0.00035641913443608885
2006-03-06,-0.001830289454814598
