date,equity,ret_m,regime,n_picks,year
2003-01-31,0.9751942921080493,-0.02382953742938015,normal,15,2003
2003-02-28,0.9341123955753682,-0.04116805175600289,normal,15,2003
2003-03-31,0.95971746456355,0.028439561723752615,normal,15,2003
2003-04-30,0.9988161254601403,0.041781543338098255,recovery,7,2003
2003-05-31,1.0502125649444274,0.05250986840936156,recovery,7,2003
2003-06-30,1.087636799729608,0.0366715859207734,recovery,7,2003
2003-07-31,1.089817297743867,0.0030078112666123338,recovery,7,2003
2003-08-31,1.0719447433396656,-0.015415002751267518,recovery,7,2003
2003-09-30,1.1270102387229741,0.05242213659757879,bull,7,2003
2003-10-31,1.1497244853828168,0.02117560355762874,recovery,7,2003
2003-11-30,1.169574581252359,0.018283372636986206,recovery,7,2003
2003-12-31,1.1411923658820908,-0.02329041782056987,recovery,7,2003
2004-01-31,1.158971151747915,0.016595727166660655,recovery,7,2004
2004-02-29,1.144405300436475,-0.011579494830317885,recovery,7,2004
2004-03-31,1.1636324701089293,0.017818833006150243,bull,7,2004
2004-04-30,1.2082248332278356,0.03936105133102209,bull,7,2004
2004-05-31,1.2267283693807982,0.016330977427401066,recovery,7,2004
2004-06-30,1.2739794150484438,0.039557494184191584,recovery,7,2004
2004-07-31,1.3079896295711442,0.02772377091340748,normal,15,2004
2004-08-31,1.4405291123438286,0.10243311630845336,normal,15,2004
2004-09-30,1.4903354843422914,0.03561066476931618,normal,15,2004
2004-10-31,1.535941511549833,0.031632814687283135,normal,15,2004
2004-11-30,1.584403024446489,0.03258424981275227,recovery,7,2004
2004-12-31,1.6792144946842906,0.06090140206692998,recovery,7,2004
2005-01-31,1.7640539371696102,0.051574865817561315,normal,15,2005
2005-02-28,1.7524317890928578,-0.00559391178113157,recovery,7,2005
2005-03-31,1.7185804353205323,-0.01833512336186369,normal,15,2005
2005-04-30,1.7718543523437116,0.03203082257435129,normal,15,2005
2005-05-31,1.8837391474769059,0.06420980356255246,recovery,7,2005
2005-06-30,1.9705105230127156,0.0471104816506535,bull,7,2005
2005-07-31,2.0773794435417776,0.05528941772152288,recovery,7,2005
2005-08-31,2.1000471976384847,0.01192362980229652,bull,7,2005
