tag,signal,target,ic,t,nwin,nobs,lo,hi,ir
P1_nonearnings,S1,R,0.15282319976205427,2.464234767093518,20,219,0.03356052880298236,0.2730957669459022,1.09291927138399
P1_nonearnings,S1,T1,-0.06455863280166685,-0.7794685492134997,20,219,-0.2171708010771478,0.10387015158474136,-0.4616928191073222
P1_nonearnings,S1,T1_raw,0.051226634562547904,0.6974045485011928,20,219,-0.08382938778198064,0.19645464706861765,0.3663486709395228
P1_nonearnings,S1,pnl_exp_mid,-0.08024044325127917,-1.368787719818224,20,219,-0.19121308702907,0.030125530236017734,-0.5738417132363386
P1_nonearnings,S1,pnl_exp_worst,-0.05589415228734114,-0.9900612502246776,20,219,-0.1640756816712699,0.05164311075920966,-0.39972855095051246
P1_nonearnings,S1,pnl_rt_mid,0.15952380952380954,1.5563728885130403,6,38,-0.0380952380952381,0.32261904761904764,1.1408388644173009
P1_nonearnings,S1,pnl_rt_worst,0.2035714285714286,2.458510997321123,6,38,0.05238095238095238,0.34166666666666673,1.4558466105623766
P1_nonearnings,S2,R,0.0647942730643969,0.9690859343498603,20,219,-0.06144395410446108,0.19807469980999393,0.46337800685795594
P1_nonearnings,S2,T1,0.325550535635675,3.873748043698934,20,219,0.14022151287824663,0.47820952841018627,2.328183513757014
P1_nonearnings,S2,T1_raw,0.16510109859181066,2.0425418305853613,20,219,-0.006067389653689984,0.313859499053578,1.18072499894392
P1_nonearnings,S2,pnl_exp_mid,0.02395483386582457,0.33216287061024213,20,219,-0.11212891114303654,0.17823270978892106,0.1713136461972061
P1_nonearnings,S2,pnl_exp_worst,0.02388284702913186,0.3455386272499951,20,219,-0.10904566131752666,0.16858859899775136,0.17079883037585217
P1_nonearnings,S2,pnl_rt_mid,0.07857142857142857,0.5962081514135694,6,38,-0.09642857142857143,0.345267857142857,0.5619057093398645
P1_nonearnings,S2,pnl_rt_worst,-0.08214285714285717,-0.5143042066331612,6,38,-0.37738095238095243,0.21309523809523812,-0.5874468779462222
P1_nonearnings,S3,R,0.21022449557666278,2.3511663053357403,20,219,0.050075102335744755,0.3838621218822457,1.503426200278799
P1_nonearnings,S3,T1,0.44832035224837086,5.522413893425341,20,219,0.2814513332384849,0.5901336554634737,3.2061751978024207
P1_nonearnings,S3,T1_raw,0.45668847019853215,6.0822031907182526,20,219,0.31407363792038717,0.5939990346018792,3.266020021017648
P1_nonearnings,S3,pnl_exp_mid,-0.042682802233885854,-0.4792421439102597,20,219,-0.21399433061778267,0.13377200772653533,-0.30524722156529727
P1_nonearnings,S3,pnl_exp_worst,-0.04950646876343472,-0.5746175445466398,20,219,-0.21553356692327288,0.12197135494794156,-0.3540468584218317
P1_nonearnings,S3,pnl_rt_mid,0.27857142857142864,2.221750394643135,6,38,0.07261904761904762,0.5107738095238092,1.992211151295884
P1_nonearnings,S3,pnl_rt_worst,0.3023809523809525,2.104657609622174,6,38,0.06782738095238093,0.5607142857142858,2.1624856086716004
P1_nonearnings,S2raw,R,0.05922656935427832,0.6901131606827567,20,219,-0.10117901390405257,0.2320044749497147,0.4235604222790493
P1_nonearnings,S2raw,T1,0.03801208337586047,0.43873367788316064,20,219,-0.14027306768309092,0.20477203846205388,0.27184444856289575
P1_nonearnings,S2raw,T1_raw,0.11109511747282644,1.3947586402742622,20,219,-0.049189804712831034,0.26255735866300883,0.7944997554806342
P1_nonearnings,S2raw,pnl_exp_mid,0.03922931042126089,0.6357114411791177,20,219,-0.08584788173642664,0.1560626190759704,0.2805494808985571
P1_nonearnings,S2raw,pnl_exp_worst,0.05215848908573366,0.8000566546526993,20,219,-0.07674390734394605,0.17498462740819548,0.37301285391764233
P1_nonearnings,S2raw,pnl_rt_mid,-0.3785714285714286,-2.7543464195296226,6,38,-0.6202976190476193,-0.1440476190476191,-2.707363872273893
P1_nonearnings,S2raw,pnl_rt_worst,-0.5345238095238096,-3.8700857204272525,6,38,-0.7595238095238096,-0.280952380952381,-3.822661568084837
