tag,signal,pnl,mean,t,sharpe,nwin
P1_nonearnings,S1,pnl_exp_worst,-0.051272219950062634,-0.5413706522651244,-0.26162030455030255,20
P1_nonearnings,S1,pnl_exp_mid,-0.04705884877110522,-0.5015502924136075,-0.24237689963341658,20
P1_nonearnings,S1,pnl_rt_worst,0.048987110083179214,1.1389284904003725,0.5503933714782143,6
P1_nonearnings,S2,pnl_exp_worst,0.015685174696242348,0.12212062970034024,0.05901545678621549,20
P1_nonearnings,S2,pnl_exp_mid,0.018684131288932964,0.14472940254735076,0.06994126891325855,20
P1_nonearnings,S2,pnl_rt_worst,-0.09311653480298498,-1.0095914334922256,-0.48789053709594304,6
P1_nonearnings,S3,pnl_exp_worst,-0.07709191788876464,-0.46029262313113484,-0.22243890713686337,20
P1_nonearnings,S3,pnl_exp_mid,-0.08318962390885265,-0.49391350751759433,-0.23868638190416647,20
P1_nonearnings,S3,pnl_rt_worst,-0.0069258785493551455,-0.06411377438220935,-0.03098332927646133,6
P1_nonearnings,S2raw,pnl_exp_worst,0.02985345925138716,0.32111701818558613,0.1551815410430776,20
P1_nonearnings,S2raw,pnl_exp_mid,0.02874357233759004,0.31446105421501996,0.15196501034683557,20
P1_nonearnings,S2raw,pnl_rt_worst,-0.2423637872644666,-1.707850855270808,-0.8253281906083615,6
