tag,signal,target,ic,t,nwin,nobs,lo,hi,ir
EARNINGS,S1,R,0.21750063713537546,5.516149467073855,51,636,0.13565343473325706,0.2948588682998725,2.2380299392209477
EARNINGS,S1,T1,-0.013913107290016545,-0.29587058797483207,51,636,-0.10537526682676454,0.07981226333306812,-0.14316257217798195
EARNINGS,S1,T1_raw,-0.07407293535166815,-1.600213345312984,51,636,-0.16087077062357263,0.020787380628009125,-0.7621929258985518
EARNINGS,S1,pnl_exp_mid,-0.03537035266620437,-0.7810981657703406,51,636,-0.12430587023271397,0.05189759087422057,-0.36395253489992585
EARNINGS,S1,pnl_exp_worst,-0.05063526337737895,-1.1546904383410719,51,636,-0.13591616056775446,0.032356793403405235,-0.5210248434738061
EARNINGS,S1,pnl_rt_mid,0.09385281385281388,0.6553148248718649,10,78,-0.16688528138528136,0.34264502164502164,0.9657231815463269
EARNINGS,S1,pnl_rt_worst,0.07831168831168833,0.6772063249465461,10,78,-0.12593019480519482,0.2792483766233765,0.8058086879231112
EARNINGS,S2,R,-0.11578772466173193,-2.3417499974034004,51,636,-0.2110162531497394,-0.022675565071744026,-1.191428208212271
EARNINGS,S2,T1,0.13755057627805922,2.6133832279490488,51,636,0.027062389003349716,0.2428032103715079,1.4153627866192677
EARNINGS,S2,T1_raw,0.07282576848661271,1.3974087406806934,51,636,-0.029149155035748112,0.17695030826314823,0.7493598748327698
EARNINGS,S2,pnl_exp_mid,0.026182910158546183,0.538329098603674,51,636,-0.06311594741270872,0.11919223494321467,0.26941593184523105
EARNINGS,S2,pnl_exp_worst,0.042163229729207254,0.882988058654109,51,636,-0.04623390997178936,0.13263546783105257,0.4338496278035451
EARNINGS,S2,pnl_rt_mid,-0.12331168831168837,-0.820255916445174,10,78,-0.37860714285714286,0.16059090909090903,-1.268848008595347
EARNINGS,S2,pnl_rt_worst,-0.03679653679653681,-0.36691739457799094,10,78,-0.2086439393939394,0.15084848484848482,-0.37862763114131825
EARNINGS,S3,R,0.35848841632693473,7.774789937579083,51,636,0.2673121727364739,0.44563310052038635,3.6887607281086527
EARNINGS,S3,T1,0.1774797085245408,3.4755089231189173,51,636,0.07153794678910283,0.27660950502703113,1.8262240815179942
EARNINGS,S3,T1_raw,0.1433440166402801,2.8796992550928584,51,636,0.040991465657746654,0.23816993419755256,1.4749759130565536
EARNINGS,S3,pnl_exp_mid,-0.08293408228412545,-1.9359697668861016,51,636,-0.16501791943677283,0.0001602142220535605,-0.8533720249203717
EARNINGS,S3,pnl_exp_worst,-0.05385400364278845,-1.2261041788858396,51,636,-0.13848217107819283,0.03334545886421776,-0.5541449169385968
EARNINGS,S3,pnl_rt_mid,0.02153679653679652,0.17948739774687614,10,78,-0.19691179653679658,0.23641396103896103,0.22160852528565364
EARNINGS,S3,pnl_rt_worst,0.2364718614718615,2.9888487692423653,10,78,0.09579491341991342,0.3885827922077922,2.4332393354228827
EARNINGS,S2raw,R,-0.18500964365667877,-4.101641854884627,51,636,-0.26971890779463253,-0.0960153724532847,-1.9037053270355755
EARNINGS,S2raw,T1,0.04486505064949635,0.8583687508508886,51,636,-0.06240141674917949,0.15106696633618255,0.4616507238815161
EARNINGS,S2raw,T1_raw,0.10348371164623849,2.047302137233174,51,636,0.002613375616911051,0.20160678247109012,1.0648228342514616
EARNINGS,S2raw,pnl_exp_mid,0.02352178453138127,0.5144219541546168,51,636,-0.06608431397369423,0.11262484453168517,0.2420335806757662
EARNINGS,S2raw,pnl_exp_worst,0.03138632881682774,0.7054003298358473,51,636,-0.05340403464432706,0.11990246306787998,0.322957874971985
EARNINGS,S2raw,pnl_rt_mid,-0.2116883116883117,-1.231134216472977,10,78,-0.5100519480519482,0.10831439393939393,-2.1782224897424065
EARNINGS,S2raw,pnl_rt_worst,-0.1695887445887446,-1.3071739042544492,10,78,-0.39650162337662337,0.0668479437229437,-1.7450279352895455
