variant,description,cagr_lump_sum_pct,cagr_dca_pct,wf_mean_pct,wf_min_pct,wf_mean_edge_pp,wf_n_beat_spy,sharpe,max_dd_pct,year_edge_std_pp,year_edge_min_pp,y2024_edge_pp
v2_only_3m_6m,"v2 only (production scorer, both horizons)",32.70855057932949,32.252452190816385,33.384142492843324,15.190638635386344,20.993315219705572,10,0.8184743933772609,-70.97404078405334,55.234638219783726,-12.281180123310076,-12.281180123310076
ens_v2_v6,"v2 + v6 (2 GBM models, 2 horizons each)",19.24661458178729,17.482727982599357,17.43572388433015,-1.1727939198768578,5.044896611192406,7,0.6405822134702472,-52.508435169651804,17.258222274163725,-17.089659619291275,-3.984966854600458
ens_v2_v6_pattern,v2 + v6 + pattern (3 model families),13.476421067435629,13.514603124533808,12.906650965234997,8.914979866118333,0.5158236920972494,5,0.6990607552015565,-51.59520050303179,13.860720968401461,-29.019710866566616,4.436323955654231
ens_v2_v6_pattern_ttm,v2 + v6 + pattern + TTM (4 model families),14.312707823958103,14.600573782439042,15.736590487622186,5.921828757467007,3.34576321448444,6,0.5805045430818545,-57.6592585670344,16.489638263119694,-26.795898232539695,21.283295804207025
ens_all_5,all 5 model families (full ensemble),17.2084820286873,18.15863452847246,20.69796665656657,8.609312158427219,8.307139383428822,8,0.6163818986427644,-57.56842355520033,22.749991234694573,-26.17227443006479,0.3625251811214314
