date,ret_m,equity,regime,cash,picks,weights,n_picks
2003-09-30,0.0,1.0,recovery,False,"CSX,NVDA,BBT","0.333,0.333,0.333",3
2003-10-31,0.08753842382893842,1.0875384238289385,recovery,False,"CSX,NVDA,BBT","0.333,0.333,0.333",3
2003-11-28,0.07109323182347421,1.164855045111145,recovery,False,"CSX,NVDA,BBT","0.333,0.333,0.333",3
2003-12-31,0.0742344128971902,1.2513273754953007,recovery,False,"CSX,NVDA,BBT","0.333,0.333,0.333",3
2004-01-30,-0.039538531621949195,1.201851728489869,recovery,False,"CSX,NVDA,BBT","0.333,0.333,0.333",3
2004-02-27,-0.004363787707819163,1.1966071026904637,recovery,False,"CSX,NVDA,BBT","0.333,0.333,0.333",3
2004-03-31,0.02829602373184488,1.230466325665887,recovery,False,"AAPL,MO,SPG","0.348,0.252,0.400",3
2004-04-30,-0.08191455249031689,1.1296732272445613,recovery,False,"AAPL,MO,SPG","0.348,0.252,0.400",3
2004-05-31,0.031051427063237682,1.164751193065638,recovery,False,"AAPL,MO,SPG","0.348,0.252,0.400",3
2004-06-30,0.06903648216492322,1.245161518032287,recovery,False,"AAPL,MO,SPG","0.348,0.252,0.400",3
2004-07-30,-0.013008308182194192,1.2289640732691143,normal,False,"AAPL,MO,SPG","0.348,0.252,0.400",3
2004-08-31,0.06927884144248744,1.3141052804396387,normal,False,"AAPL,MO,SPG","0.348,0.252,0.400",3
2004-09-30,0.019113524140244666,1.3392224634401448,recovery,False,"AAPL,VLO,SPG","0.324,0.341,0.335",3
2004-10-29,0.1704416673185066,1.5674817730192807,recovery,False,"AAPL,VLO,SPG","0.324,0.341,0.335",3
2004-11-30,0.1445903597327301,1.794124526454636,recovery,False,"AAPL,VLO,SPG","0.324,0.341,0.335",3
2004-12-31,-0.00897211207611689,1.7780274401247746,recovery,False,"AAPL,VLO,SPG","0.324,0.341,0.335",3
2005-01-31,0.08491024557524389,1.9290001867052917,recovery,False,"AAPL,VLO,SPG","0.324,0.341,0.335",3
2005-02-28,0.19940699885984745,2.3136563247362796,recovery,False,"AAPL,VLO,SPG","0.324,0.341,0.335",3
2005-03-31,-0.021774639436469553,2.26327729248524,recovery,False,"CSX,WEN,SPG","0.400,0.313,0.287",3
2005-04-29,0.00364195518710839,2.2715200469604713,recovery,False,"CSX,WEN,SPG","0.400,0.313,0.287",3
2005-05-31,0.07077254581785697,2.432281303560162,recovery,False,"CSX,WEN,SPG","0.400,0.313,0.287",3
2005-06-30,0.03646713229075152,2.520979627625412,recovery,False,"CSX,WEN,SPG","0.400,0.313,0.287",3
2005-07-29,0.07863594327157195,2.7192192386121525,recovery,False,"CSX,WEN,SPG","0.400,0.313,0.287",3
2005-08-31,-0.03898485962760864,2.613210858298165,recovery,False,"CSX,WEN,SPG","0.400,0.313,0.287",3
2005-09-30,0.023107832346640614,2.6735964966981403,recovery,False,"CL,PEG,SPG","0.317,0.343,0.340",3
2005-10-31,-0.016509658212430178,2.629456332339703,recovery,False,"CL,PEG,SPG","0.317,0.343,0.340",3
2005-11-30,0.0388645283647045,2.7316489125516714,recovery,False,"CL,PEG,SPG","0.317,0.343,0.340",3
2005-12-30,0.014325118120781792,2.770780105888479,recovery,False,"CL,PEG,SPG","0.317,0.343,0.340",3
2006-01-31,0.054067668246216574,2.9205897254368747,recovery,False,"CL,PEG,SPG","0.317,0.343,0.340",3
2006-02-28,0.00024877555840190904,2.9213162967766833,recovery,False,"CL,PEG,SPG","0.317,0.343,0.340",3
2006-03-31,-0.004796138750554595,2.907305258483086,recovery,False,"NVDA,PEG,SPG","0.200,0.400,0.400",3
2006-04-28,-0.014992692400483966,2.86371692502834,recovery,False,"NVDA,PEG,SPG","0.200,0.400,0.400",3
2006-05-31,-0.04341743630628053,2.7393816778367044,recovery,False,"NVDA,PEG,SPG","0.200,0.400,0.400",3
2006-06-30,0.020500716309859744,2.7955409644784623,recovery,False,"NVDA,PEG,SPG","0.200,0.400,0.400",3
2006-07-31,0.0284012705838306,2.874937879838798,recovery,False,"NVDA,PEG,SPG","0.200,0.400,0.400",3
2006-08-31,0.07852982131490596,3.100706237833993,recovery,False,"NVDA,PEG,SPG","0.200,0.400,0.400",3
2006-09-29,-0.017737629663544308,3.045707058891852,recovery,False,"NVDA,HPQ,CME","0.225,0.400,0.375",3
2006-10-31,0.08034614051934848,3.290417866226348,recovery,False,"NVDA,HPQ,CME","0.225,0.400,0.375",3
2006-11-30,0.04701098408328251,3.445103648162863,recovery,False,"NVDA,HPQ,CME","0.225,0.400,0.375",3
2006-12-29,0.000822420058060682,3.44793697050521,recovery,False,"NVDA,HPQ,CME","0.225,0.400,0.375",3
2007-01-31,0.021005662455143643,3.5203631706742526,recovery,False,"NVDA,HPQ,CME","0.225,0.400,0.375",3
2007-02-28,-0.04982545205244997,3.344959484306612,recovery,False,"NVDA,HPQ,CME","0.225,0.400,0.375",3
2007-03-30,-0.01235941807562092,3.3036177315940534,recovery,False,"NVDA,T,CME","0.200,0.400,0.400",3
2007-04-30,0.014318848935987897,3.350921734835,recovery,False,"NVDA,T,CME","0.200,0.400,0.400",3
2007-05-31,0.04873807074716797,3.5142391954156116,recovery,False,"NVDA,T,CME","0.200,0.400,0.400",3
2007-06-29,0.043231070458234204,3.666163517679712,recovery,False,"NVDA,T,CME","0.200,0.400,0.400",3
2007-07-31,0.0169494821907513,3.728303090931006,recovery,False,"NVDA,T,CME","0.200,0.400,0.400",3
2007-08-31,0.03251792899853575,3.8495397861269223,recovery,False,"NVDA,T,CME","0.200,0.400,0.400",3
2007-09-28,0.06010335367461633,4.0809100373770155,recovery,False,"NVDA,AMZN,CME","0.360,0.240,0.400",3
2007-10-31,0.03488202566255522,4.22326044602738,recovery,False,"NVDA,AMZN,CME","0.360,0.240,0.400",3
2007-11-30,-0.03985648885851463,4.054936113113684,recovery,False,"NVDA,AMZN,CME","0.360,0.240,0.400",3
2007-12-31,0.05096903127948123,4.261612278699274,normal,False,"NVDA,AMZN,CME","0.360,0.240,0.400",3
2008-01-31,-0.17848044686732972,3.500997814821728,normal,False,"NVDA,AMZN,CME","0.360,0.240,0.400",3
2008-02-29,-0.1551615488878297,2.957777571221081,normal,False,"NVDA,AMZN,CME","0.360,0.240,0.400",3
2008-03-31,-0.03611394095764507,2.850960566648156,normal,False,"MBI,MTG,RRC","0.318,0.282,0.400",3
2008-04-30,0.0382181494907865,2.959919003776653,normal,False,"MBI,MTG,RRC","0.318,0.282,0.400",3
2008-05-30,-0.13012568441628905,2.5747575175934356,normal,False,"MBI,MTG,RRC","0.318,0.282,0.400",3
2008-06-30,-0.25722278235800666,1.9124712250208578,normal,False,"MBI,MTG,RRC","0.318,0.282,0.400",3
2008-07-31,0.021183414745857082,1.9529838961699921,normal,False,"MBI,MTG,RRC","0.318,0.282,0.400",3
2008-08-29,0.6233296561187266,3.170336676575044,normal,False,"MBI,MTG,RRC","0.318,0.282,0.400",3
2008-09-30,-0.16216880695853647,2.656206960077977,crash,True,,,0
2008-10-31,-0.001,2.6535507531178992,crash,True,,,0
2008-11-28,-0.001,2.6508972023647814,crash,True,,,0
2008-12-31,-0.001,2.6482463051624165,normal,False,"MBI,GNW,AAPL","0.200,0.400,0.400",3
2009-01-30,-0.06000060900052819,2.489349914069273,crash,False,"MBI,GNW,AAPL","0.200,0.400,0.400",3
2009-02-27,-0.2530445785374447,1.8594334142313897,crash,False,"MBI,GNW,AAPL","0.200,0.400,0.400",3
2009-03-31,0.4332067093463162,2.6649524448591557,normal,False,"MBI,GNW,AAPL","0.200,0.400,0.400",3
2009-04-30,0.18220045020224562,3.1505079800800693,normal,False,"MBI,GNW,AAPL","0.200,0.400,0.400",3
2009-05-29,0.7078375229674589,5.380555744789158,recovery,False,"MBI,GNW,AAPL","0.200,0.400,0.400",3
2009-06-30,0.02506525139799859,5.515420727193243,recovery,False,"MTW,F,AAPL","0.346,0.254,0.400",3
2009-07-31,0.20009176594695247,6.619011000437764,recovery,False,"MTW,F,AAPL","0.346,0.254,0.400",3
2009-08-31,0.025998819759471596,6.791097474424105,recovery,False,"MTW,F,AAPL","0.346,0.254,0.400",3
2009-09-30,0.175360158804138,7.9819854059934965,recovery,False,"MTW,F,AAPL","0.346,0.254,0.400",3
2009-10-30,-0.012658999303039573,7.880941458302153,recovery,False,"MTW,F,AAPL","0.346,0.254,0.400",3
