entry_idx,entry_date,regime,picks,weights,initial_capital,nav,status,exit_date,exit_nav,return_pct
0,2003-09-30,recovery,"CSX,NVDA,FCX","0.333,0.333,0.333",1.0,1.2935693628088398,exited,2004-03-31,1.2935693628088398,29.356936280883982
1,2003-10-31,recovery,"MO,XEL,CFC","0.333,0.333,0.333",1.0,1.4694127837729236,exited,2004-04-30,1.4694127837729236,46.94127837729236
2,2003-11-28,recovery,"XEL,HAS,CFC","0.333,0.333,0.333",1.0,1.2485670932936577,exited,2004-05-31,1.2485670932936577,24.856709329365767
3,2003-12-31,recovery,"MO,OXY,CFC","0.333,0.333,0.333",1.0,1.1622213860400807,exited,2004-06-30,1.1622213860400807,16.222138604008073
4,2004-01-30,recovery,"CSX,CMS,CFC","0.333,0.333,0.333",1.0,0.9253411256710138,exited,2004-07-30,0.9253411256710138,-7.465887432898621
5,2004-02-27,recovery,"CMS,NVDA,CFC","0.400,0.328,0.272",1.0,0.776014868874684,exited,2004-08-31,0.776014868874684,-22.398513112531603
6,2004-03-31,recovery,"AAPL,MO,CFC","0.400,0.400,0.200",2.2935693628088396,2.4798520596130587,exited,2004-09-30,2.4798520596130587,8.121956101475236
7,2004-04-30,recovery,"NVDA,AAPL,LPX","0.200,0.400,0.400",2.4694127837729236,3.3858622324288223,exited,2004-10-29,3.3858622324288223,37.112039537419484
8,2004-05-31,recovery,"OXY,AAPL,CFC","0.400,0.400,0.200",2.2485670932936577,3.869515184950236,exited,2004-11-30,3.869515184950236,72.08804649374481
9,2004-06-30,recovery,"AAPL,TJX,CFC","0.400,0.400,0.200",2.1622213860400805,3.1606240302927393,exited,2004-12-31,3.1606240302927393,46.174857519152845
10,2004-07-30,normal,"AAPL,GLW,ADSK","0.373,0.289,0.338",1.9253411256710138,3.1485917763244924,exited,2005-01-31,3.1485917763244924,63.53422956293811
11,2004-08-31,normal,"AAPL,SBUX,ATI","0.400,0.400,0.200",1.776014868874684,3.1634526721482645,exited,2005-02-28,3.1634526721482645,78.12084389545045
12,2004-09-30,recovery,"AAPL,VLO,ATI","0.400,0.400,0.200",3.4798520596130587,6.462770807175774,exited,2005-03-31,6.462770807175774,85.7197000465129
13,2004-10-29,recovery,"AAPL,SRE,ADSK","0.290,0.400,0.310",4.385862232428822,5.529188666995242,exited,2005-04-29,5.529188666995242,26.068452996829826
14,2004-11-30,recovery,"NEE,FE,AAPL","0.400,0.400,0.200",4.869515184950236,5.505282728949633,exited,2005-05-31,5.505282728949633,13.05607478059223
15,2004-12-31,recovery,"VFC,ASH,AAPL","0.400,0.400,0.200",4.160624030292739,4.748177801001867,exited,2005-06-30,4.748177801001867,14.121770350583374
16,2005-01-31,recovery,"CSX,AAPL,ADSK","0.400,0.233,0.367",4.148591776324492,4.740693279254423,exited,2005-07-29,4.740693279254423,14.272349145292672
17,2005-02-28,recovery,"NVDA,CSX,AAPL","0.234,0.400,0.366",4.1634526721482645,4.398571665217975,exited,2005-08-31,4.398571665217975,5.647211859583701
18,2005-03-31,recovery,"CSX,WEN,AAPL","0.400,0.369,0.231",7.462770807175774,8.843477303654629,exited,2005-09-30,8.843477303654629,18.50125820762505
19,2005-04-29,recovery,"CSX,NEE,AAPL","0.400,0.400,0.200",6.529188666995242,7.8748758214525445,exited,2005-10-31,7.8748758214525445,20.610327302375133
20,2005-05-31,recovery,"EXC,PEG,AAPL","0.400,0.400,0.200",6.505282728949633,8.14234156601602,exited,2005-11-30,8.14234156601602,25.16506822649216
21,2005-06-30,recovery,"AAPL,CSX,HUM","0.250,0.400,0.350",5.748177801001867,8.297005784397609,exited,2005-12-30,8.297005784397609,44.34149519438142
22,2005-07-29,recovery,"CSX,CMS,NVDA","0.400,0.400,0.200",5.740693279254423,6.710930706816277,exited,2006-01-31,6.710930706816277,16.90104975766731
23,2005-08-31,recovery,"CSX,CMS,VLO","0.400,0.400,0.200",5.398571665217975,5.711919280307116,exited,2006-02-28,5.711919280307116,5.804268879266394
24,2005-09-30,recovery,"CL,PEG,VLO","0.399,0.400,0.201",9.843477303654629,10.3661230264916,exited,2006-03-31,10.3661230264916,5.309563955035745
25,2005-10-31,recovery,"NEE,PEG,VLO","0.400,0.400,0.200",8.874875821452544,9.100971411808107,exited,2006-04-28,9.100971411808107,2.5475915934399795
26,2005-11-30,recovery,"CSX,PEG,VLO","0.400,0.400,0.200",9.14234156601602,11.159098683757968,exited,2006-05-31,11.159098683757968,22.059524938760244
27,2005-12-30,recovery,"CSX,NEE,VLO","0.400,0.400,0.200",9.297005784397609,11.344626224551167,exited,2006-06-30,11.344626224551167,22.024515071184638
