date,regime,cum_deposits,active_tranches,cash_pool,total_nav,current_picks,current_weights
2003-09-30,recovery,1.0,1,0.0,0.999,"CSX,NVDA,BBT","0.333,0.333,0.333"
2003-10-31,recovery,2.0,2,0.0,2.0854508854051095,"MO,XEL,BBT","0.333,0.333,0.333"
2003-11-28,recovery,3.0,3,0.0,3.190273831611152,"XEL,HAS,SPG","0.333,0.333,0.333"
2003-12-31,recovery,4.0,4,0.0,4.3272950318560355,"MO,OXY,BBT","0.333,0.333,0.333"
2004-01-30,recovery,5.0,5,0.0,5.363292447662124,"CSX,CMS,SPG","0.333,0.333,0.333"
2004-02-27,recovery,6.0,6,0.0,6.471820057242693,"CMS,NVDA,SPG","0.363,0.237,0.400"
2004-03-31,recovery,7.0,6,0.0,7.575633311626558,"AAPL,MO,SPG","0.348,0.252,0.400"
2004-04-30,recovery,8.0,6,0.0,7.9840295511584625,"NVDA,AAPL,SPG","0.200,0.400,0.400"
2004-05-31,recovery,9.0,6,0.0,9.356880039709111,"OXY,AAPL,SPG","0.400,0.260,0.340"
2004-06-30,recovery,10.0,6,0.0,10.836159067823415,"AAPL,TJX,SPG","0.304,0.400,0.296"
2004-07-30,normal,11.0,6,0.0,11.616495197428558,"AAPL,GLW,BBT","0.338,0.262,0.400"
2004-08-31,normal,12.0,6,0.0,13.020262655335152,"AAPL,SBUX,SPG","0.289,0.400,0.311"
2004-09-30,recovery,13.0,6,0.0,14.648979462190413,"AAPL,VLO,SPG","0.324,0.341,0.335"
2004-10-29,recovery,14.0,6,0.0,18.200647645224727,"AAPL,SRE,SPG","0.313,0.400,0.287"
2004-11-30,recovery,15.0,6,0.0,21.811224309413806,"NEE,FE,SPG","0.400,0.400,0.200"
2004-12-31,recovery,16.0,6,0.0,22.816731182165185,"VFC,ASH,SPG","0.400,0.378,0.222"
2005-01-31,recovery,17.0,6,0.0,24.57918720245775,"CSX,AAPL,SPG","0.400,0.243,0.357"
2005-02-28,recovery,18.0,6,0.0,28.107342815144534,"NVDA,CSX,SLM","0.200,0.400,0.400"
2005-03-31,recovery,19.0,6,0.0,28.65814861497966,"CSX,WEN,SPG","0.400,0.313,0.287"
2005-04-29,recovery,20.0,6,0.0,29.46076918249495,"CSX,NEE,SPG","0.400,0.400,0.200"
2005-05-31,recovery,21.0,6,0.0,31.701338551827714,"EXC,PEG,SPG","0.400,0.296,0.304"
2005-06-30,recovery,22.0,6,0.0,34.057015087691695,"AAPL,CSX,SPG","0.200,0.400,0.400"
2005-07-29,recovery,23.0,6,0.0,37.53138101783851,"CSX,CMS,SPG","0.400,0.297,0.303"
2005-08-31,recovery,24.0,6,0.0,37.88480502796689,"CSX,CMS,SPG","0.400,0.309,0.291"
2005-09-30,recovery,25.0,6,0.0,39.88120494942254,"CL,PEG,SPG","0.317,0.343,0.340"
2005-10-31,recovery,26.0,6,0.0,39.704112679391685,"NEE,PEG,SPG","0.400,0.296,0.304"
2005-11-30,recovery,27.0,6,0.0,42.40968265859875,"CSX,PEG,SPG","0.400,0.290,0.310"
2005-12-30,recovery,28.0,6,0.0,44.253471180858995,"CSX,NEE,SPG","0.400,0.337,0.263"
2006-01-31,recovery,29.0,6,0.0,47.5496062683129,"NVDA,CSX,SPG","0.200,0.400,0.400"
2006-02-28,recovery,30.0,6,0.0,49.157242125843304,"WMB,NVDA,SPG","0.378,0.222,0.400"
2006-03-31,recovery,31.0,6,0.0,51.16559877439757,"NVDA,PEG,SPG","0.200,0.400,0.400"
2006-04-28,recovery,32.0,6,0.0,53.14821058646912,"NVDA,CSX,SPG","0.200,0.400,0.400"
2006-05-31,recovery,33.0,6,0.0,52.03871964556426,"NVDA,CSX,GNW","0.200,0.400,0.400"
2006-06-30,recovery,34.0,6,0.0,54.46028315940365,"NVDA,CSX,GNW","0.200,0.400,0.400"
2006-07-31,recovery,35.0,6,0.0,54.16571440565585,"AMZN,CSX,GOOGL","0.238,0.400,0.362"
2006-08-31,recovery,36.0,6,0.0,58.335224784700245,"CSX,MO,CME","0.333,0.400,0.267"
2006-09-29,recovery,37.0,6,0.0,61.27548293069309,"NVDA,HPQ,CME","0.225,0.400,0.375"
2006-10-31,recovery,38.0,6,0.0,67.40389247914953,"NVDA,HPQ,GOOGL","0.247,0.400,0.353"
2006-11-30,recovery,39.0,6,0.0,70.24338587011573,"NVDA,T,CBRE","0.244,0.400,0.356"
2006-12-29,recovery,40.0,6,0.0,70.95740534355988,"CSX,T,CBRE","0.346,0.400,0.254"
2007-01-31,recovery,41.0,6,0.0,74.76529748428848,"NVDA,CFC,CBRE","0.291,0.309,0.400"
2007-02-28,recovery,42.0,6,0.0,72.41121561754258,"NVDA,CMCSA,CME","0.200,0.400,0.400"
2007-03-30,recovery,43.0,6,0.0,74.04779153820361,"NVDA,T,CME","0.200,0.400,0.400"
2007-04-30,recovery,44.0,6,0.0,77.20319147113568,"NVDA,AMZN,CME","0.281,0.319,0.400"
2007-05-31,recovery,45.0,6,0.0,79.00686279368435,"AMZN,MAT,CME","0.200,0.400,0.400"
2007-06-29,recovery,46.0,6,0.0,82.05159564583327,"AMZN,NVDA,CME","0.238,0.362,0.400"
2007-07-31,recovery,47.0,6,0.0,86.73457008721137,"NVDA,AMZN,CME","0.361,0.239,0.400"
2007-08-31,recovery,48.0,6,0.0,90.65564555135195,"NVDA,AMZN,CME","0.329,0.271,0.400"
2007-09-28,recovery,49.0,6,0.0,99.32871441848746,"NVDA,AMZN,CME","0.360,0.240,0.400"
2007-10-31,recovery,50.0,6,0.0,102.91336145221734,"AMZN,JCI,GOOGL","0.316,0.284,0.400"
2007-11-30,recovery,51.0,6,0.0,101.03137323654425,"NVDA,AMZN,AAPL","0.371,0.229,0.400"
2007-12-31,normal,52.0,6,0.0,106.48398185162199,"AMZN,NVDA,AAPL","0.240,0.360,0.400"
2008-01-31,normal,53.0,6,0.0,86.21291592409273,"MBI,MTG,CME","0.314,0.286,0.400"
2008-02-29,normal,54.0,6,0.0,75.27531889646019,"MBI,MTG,AAPL","0.331,0.297,0.372"
2008-03-31,normal,55.0,6,0.0,76.05890713799897,"MBI,MTG,RRC","0.318,0.282,0.400"
2008-04-30,normal,56.0,6,0.0,84.42789790990611,"MBI,FHN,AAPL","0.294,0.393,0.313"
2008-05-30,normal,57.0,6,0.0,82.99493456096728,"MBI,MTG,AAPL","0.376,0.266,0.357"
2008-06-30,normal,58.0,6,0.0,64.62224889242255,"MTG,MBI,AAPL","0.272,0.355,0.373"
2008-07-31,normal,59.0,6,0.0,70.32988272580523,"FMCC,MTG,MA","0.396,0.230,0.373"
2008-08-29,normal,60.0,6,0.0,112.25837284699809,"FMCC,FNMA,MA","0.301,0.330,0.369"
2008-09-30,crash,61.0,5,11.952112606945018,81.20452195996937,,
2008-10-31,crash,62.0,4,29.906224692802976,71.23359429815447,,
2008-11-28,crash,63.0,3,39.83256878383874,60.877501246531025,,
2008-12-31,normal,64.0,3,0.0,58.92772977475462,"MBI,GNW,AAPL","0.200,0.400,0.400"
2009-01-30,crash,65.0,2,3.0757469760135328,56.13151327154589,,
2009-02-27,crash,66.0,1,8.076156307749457,46.01932774763972,,
2009-03-31,normal,67.0,2,0.0,60.73844011089115,"GNW,TGNA,AAPL","0.200,0.400,0.400"
2009-04-30,normal,68.0,3,0.0,74.58775198866962,"GNW,FITB,AAPL","0.240,0.360,0.400"
2009-05-29,recovery,69.0,4,0.0,114.62614240358873,"RF,GNW,AAPL","0.400,0.200,0.400"
2009-06-30,recovery,70.0,4,0.0,119.13153265538118,"MTW,F,AAPL","0.346,0.254,0.400"
2009-07-31,recovery,71.0,5,0.0,146.5997334547536,"KIM,HBAN,AAPL","0.320,0.280,0.400"
2009-08-31,recovery,72.0,6,0.0,157.71244516509998,"HBAN,FITB,AAPL","0.308,0.292,0.400"
2009-09-30,recovery,73.0,6,0.0,189.0949793543085,"HBAN,FITB,MA","0.308,0.292,0.400"
2009-10-30,recovery,74.0,6,0.0,185.04078730923828,"HBAN,BAC,MA","0.305,0.295,0.400"
2009-11-30,recovery,75.0,6,0.0,205.05373937032192,"HBAN,FITB,MA","0.305,0.295,0.400"
2009-12-31,recovery,76.0,6,0.0,214.9281383054347,"FITB,HBAN,MA","0.296,0.304,0.400"
2010-01-29,recovery,77.0,6,0.0,250.037437349474,"NVDA,LNC,MA","0.400,0.200,0.400"
2010-02-26,recovery,78.0,6,0.0,241.1414859296601,"NVDA,RF,MA","0.292,0.308,0.400"
2010-03-31,recovery,79.0,6,0.0,271.4972071603354,"CAG,NVDA,BKNG","0.400,0.266,0.334"
2010-04-30,recovery,80.0,6,0.0,296.2082516451024,"PFG,HBAN,BKNG","0.258,0.342,0.400"
2010-05-31,crash,81.0,5,4.038783531605786,258.2143697309946,,
2010-06-30,normal,82.0,5,0.0,241.59920925540698,"NVDA,HBAN,AAPL","0.266,0.334,0.400"
2010-07-30,normal,83.0,5,0.0,248.74457967085934,"HBAN,KDP,BKNG","0.318,0.400,0.282"
2010-08-31,normal,84.0,5,0.0,240.30105454365815,"NVDA,HST,BKNG","0.289,0.400,0.311"
2010-09-30,recovery,85.0,5,0.0,277.82850391284694,"HST,NVDA,BKNG","0.400,0.301,0.299"
2010-10-29,recovery,86.0,5,0.0,289.85969509944437,"HST,AMZN,BKNG","0.390,0.358,0.252"
2010-11-30,recovery,87.0,6,0.0,308.56154331113515,"AMZN,ORLY,BKNG","0.372,0.400,0.228"
2010-12-31,recovery,88.0,6,0.0,339.57093097860445,"NFLX,JBL,BKNG","0.400,0.278,0.322"
2011-01-31,recovery,89.0,6,0.0,384.28752536632794,"NVDA,ORLY,BKNG","0.317,0.400,0.283"
2011-02-28,recovery,90.0,6,0.0,390.24878650251753,"GME,NFLX,BKNG","0.362,0.329,0.309"
2011-03-31,recovery,91.0,6,0.0,413.7431478140776,"BBY,ZION,BKNG","0.354,0.316,0.330"
2011-04-29,recovery,92.0,6,0.0,424.98112136536696,"RF,NI,BKNG","0.305,0.400,0.295"
2011-05-31,recovery,93.0,6,0.0,447.1139692087443,"ORLY,KDP,BKNG","0.400,0.400,0.200"
