variant,year,n_months,strat_ret_pct,spy_ret_pct,edge_pp
cap_loose_bull,2018,12,19.267046404317178,-4.569001297783625,23.836047702100803
cap_loose_bull,2019,12,80.81244207822726,31.223845466663256,49.58859661156401
cap_loose_bull,2020,12,107.96938189076863,18.331634381392135,89.6377475093765
cap_loose_bull,2021,12,107.8543874165458,28.728770997528088,79.12561641901772
cap_loose_bull,2022,12,-21.148841780930194,-18.175373553165997,-2.9734682277641977
cap_loose_bull,2023,12,157.61432640409626,26.17579280754527,131.43853359655097
cap_loose_bull,2024,12,-10.485022573076952,24.886459603923306,-35.37148217700026
cap_loose_bull,2025,12,23.285112320128132,17.719061307023452,5.566051013104678
cap_loose_bull,2026,4,0.0,5.67553940227683,-5.67553940227683
ensemble,2003,4,10.250098817713882,10.641753408477195,-0.3916545907633129
ensemble,2004,12,30.757960112043214,10.697901694583356,20.060058417459857
ensemble,2005,12,-15.015260851922886,4.828270027745751,-19.843530879668634
ensemble,2006,12,39.408941199401056,15.845248842761016,23.563692356640043
ensemble,2007,12,-6.451118645256515,5.14622542062535,-11.597344065881865
ensemble,2008,12,-16.97121058081834,-36.79497208112278,19.82376150030444
ensemble,2009,12,58.615979707519394,26.351693261924545,32.26428644559485
ensemble,2010,12,45.62160361114294,15.056170358074228,30.565433253068708
ensemble,2011,12,-29.958447116314847,1.8949508746777477,-31.853397990992594
ensemble,2012,12,15.590125878623384,15.990369360273803,-0.4002434816504197
ensemble,2013,12,60.35605232944354,32.307782990064624,28.04826933937892
ensemble,2014,12,21.226971722504494,14.34687013535565,6.880101587148846
ensemble,2015,12,12.248056907131932,1.2342672077436,11.013789699388333
ensemble,2016,12,15.108204803726633,11.997907724709055,3.1102970790175766
ensemble,2017,12,-7.294361485902723,21.705424517878,-28.999786003780727
ensemble,2018,12,7.071525782777899,-4.569001297783625,11.640527080561524
ensemble,2019,12,13.419793707822025,31.223845466663256,-17.804051758841233
ensemble,2020,12,-8.215944915695816,18.331634381392135,-26.547579297087953
ensemble,2021,12,65.88753971935644,28.728770997528088,37.15876872182835
ensemble,2022,12,-43.87320681793542,-18.175373553165997,-25.69783326476942
ensemble,2023,12,41.22038581259706,26.17579280754527,15.044593005051787
ensemble,2024,12,19.432426375911227,24.886459603923306,-5.4540332280120785
ensemble,2025,12,7.438124490120224,17.719061307023452,-10.28093681690323
ensemble,2026,4,0.0,5.67553940227683,-5.67553940227683
anchor,2003,4,19.646761522722443,10.641753408477195,9.00500811424525
anchor,2004,12,47.42263802415883,10.697901694583356,36.72473632957547
anchor,2005,12,49.505471429431424,4.828270027745751,44.67720140168567
anchor,2006,12,34.28070273209409,15.845248842761016,18.435453889333075
anchor,2007,12,33.708583482299105,5.14622542062535,28.562358061673756
anchor,2008,12,2.627395967406132,-36.79497208112278,39.42236804852891
anchor,2009,12,101.4896037487249,26.351693261924545,75.13791048680037
anchor,2010,12,47.913813038322715,15.056170358074228,32.85764268024849
anchor,2011,12,9.197191347952982,1.8949508746777477,7.302240473275234
anchor,2012,12,9.344835800161476,15.990369360273803,-6.645533560112327
anchor,2013,12,118.53287366575591,32.307782990064624,86.22509067569129
anchor,2014,12,17.687188460980497,14.34687013535565,3.340318325624847
anchor,2015,12,0.4004053954153486,1.2342672077436,-0.8338618123282515
anchor,2016,12,47.19749388741554,11.997907724709055,35.19958616270649
anchor,2017,12,11.194985318792284,21.705424517878,-10.51043919908572
anchor,2018,12,11.508477737421586,-4.569001297783625,16.07747903520521
anchor,2019,12,91.95246926398508,31.223845466663256,60.72862379732182
anchor,2020,12,72.70862495981613,18.331634381392135,54.376990578424
anchor,2021,12,76.32162651892646,28.728770997528088,47.59285552139838
anchor,2022,12,20.59088089120298,-18.175373553165997,38.766254444368975
anchor,2023,12,94.80910343652731,26.17579280754527,68.63331062898203
anchor,2024,12,78.62069009730148,24.886459603923306,53.73423049337818
anchor,2025,12,19.34842297720387,17.719061307023452,1.629361670180418
anchor,2026,4,0.0,5.67553940227683,-5.67553940227683
