date,regime,sleeve_w,dd_52w,rvol60,ret_m,equity
2003-01-31,normal,0.5,0.25777193420602074,0.2136811593504153,0.0,1.0
2003-02-28,normal,0.5,0.25777193420602074,0.2136811593504153,0.0,1.0
2003-03-31,normal,0.5,0.26777636994309095,0.20485564833347455,0.0,1.0
2003-04-30,recovery,0.5,0.23866036418035375,0.2192380275710363,0.0,1.0
2003-05-30,recovery,0.5,0.1571162218522325,0.21729110223634307,0.017893085620710125,1.01789308562071
2003-06-30,recovery,0.5,0.06066791027994156,0.20645799832182313,0.012810931513667745,1.0309332442288328
2003-07-31,recovery,0.5,0.03617277089781146,0.16020343156071115,0.012376485956185679,1.043692575047796
2003-08-29,recovery,0.5,0.018797238573363573,0.1534150335157029,0.01886356136816364,1.0633803339867067
2003-09-30,recovery,0.5,0.0,0.1433599659274392,0.009261560129109697,1.0732288948900375
2003-10-31,recovery,0.5,0.040787186470544246,0.13080120243687807,0.07547733141389343,1.1542333478726194
2003-11-28,recovery,0.5,0.0010431576058645975,0.11543176366530174,0.0403160373621037,1.200767462650038
2003-12-31,recovery,0.5,0.0,0.11963402816100398,0.07556408508607944,1.2915023573663211
2004-01-30,bull,0.3,0.0,0.09715173450325408,-0.016904600666181942,1.2696700257556108
2004-02-27,bull,0.3,0.02062679082312957,0.1001373791260282,0.02586124264933502,1.302505270376264
2004-03-31,bull,0.3,0.009899912558786417,0.09157872357590462,0.06470932969396716,1.3867895133451715
2004-04-30,bull,0.3,0.024776334904593522,0.11830988617180033,-0.059543653779648154,1.3042149986973
2004-05-31,bull,0.3,0.043229606454117,0.12334705857710317,0.01111173302688628,1.3187070875724851
2004-06-30,bull,0.3,0.026845539487419634,0.13215976020300216,0.05985016813787226,1.397631928488302
2004-07-30,normal,0.3,0.008841030138371564,0.11545683191706561,-0.05199864853441688,1.3249569570583597
2004-08-31,normal,0.6,0.04077514189240572,0.10531470016290412,0.007221137496862472,1.3345246534227027
2004-09-30,normal,0.6,0.038438497160176666,0.11047219270538584,0.06951277709660446,1.4272911681859983
2004-10-29,normal,0.6,0.028786850793481644,0.10834947829631353,0.07172226535232536,1.5296597240856649
2004-11-30,normal,0.3,0.016273555324458844,0.1081397014903944,0.12733314170178972,1.7244361024881856
2004-12-31,normal,0.6,0.007158588153923673,0.1053582552614231,-0.019676562393369443,1.690505127924198
2005-01-31,normal,0.3,0.004037776736993903,0.09339703008702183,0.10515811931707313,1.868275467872575
2005-02-28,normal,0.3,0.026367701503189234,0.08454055043904152,0.18603304574942597,2.215836443459844
2005-03-31,normal,0.3,0.006588173626056126,0.09250841413259826,-0.025333840909352385,2.159700795520087
2005-04-29,normal,0.3,0.035562075728153286,0.10007101144189325,-0.04185450704847775,2.0693075833513888
2005-05-31,normal,0.3,0.053630725944967095,0.12410382265833358,0.06504625187565904,2.203908285626275
2005-06-30,normal,0.6,0.023134540218383237,0.12046367255514714,0.040967953950249464,2.2941978987823854
2005-07-29,bull,0.6,0.02165464309571008,0.1151033473770897,0.08058937120754796,2.4790858648709357
2005-08-31,bull,0.3,0.006663164449398962,0.08589850830445868,0.005964328745409514,2.4938719479571234
2005-09-30,bull,0.3,0.01715850167152566,0.08887989069921076,0.0676358140520185,2.6625470072986968
2005-10-31,normal,0.3,0.009270584039079655,0.08597902425343186,-0.03365413279516359,2.572941296741701
2005-11-30,normal,0.3,0.032702083427900375,0.11652816221594477,0.018505144329674976,2.6205539467896872
2005-12-30,normal,0.3,0.01352905318623876,0.11000113600521931,0.028801502760206037,2.696029838521419
2006-01-31,normal,0.3,0.020655572514559406,0.1027879094668619,0.08262910479918056,2.9188003705903234
2006-02-28,normal,0.6,0.013997269176697635,0.08658392582141454,-0.040230504484289956,2.801375559192542
2006-03-31,normal,0.6,0.009501604887459325,0.09352655391384136,0.003311365939834628,2.8106519388039377
2006-04-28,bull,0.6,0.006048410949522687,0.08935637674599944,0.03628361861884177,2.912632561821808
2006-05-31,bull,0.6,0.0,0.08325747046937713,-0.04727704231812557,2.7749319089394078
2006-06-30,normal,0.6,0.03853081670466085,0.10907802223886691,0.002627972709194397,2.7822243542659733
2006-07-31,normal,0.6,0.036023437936320346,0.13349318535796412,0.02644933099308648,2.85581232710898
2006-08-31,normal,0.3,0.03170625190030174,0.1420794804322507,0.07796051070110832,3.078452914596917
2006-09-29,bull,0.3,0.010575353744325944,0.11689802355180771,-0.02797076723342545,2.9923462246836663
2006-10-31,bull,0.3,0.0011960978738583261,0.09279359257384479,0.06340493249433346,3.1820757350594078
2006-11-30,bull,0.3,0.0071334829110671905,0.06628762182298208,0.06546769613109177,3.3903989023483976
2006-12-29,bull,0.3,0.002768008222809093,0.0716608790809231,0.01024017684278769,3.425117186676039
2007-01-31,bull,0.3,0.00624493449923369,0.06984929129513096,0.007636352774905219,3.4512725898088883
2007-02-28,bull,0.3,0.0013890148697760507,0.07384579477654221,-0.012067285922235998,3.4096250966720882
2007-03-30,normal,0.3,0.03499046834810571,0.10670867344963993,0.02058159065427281,3.4798006046963286
2007-04-30,normal,0.3,0.02380722474328323,0.12891387087786524,0.04932525354419898,3.651442651806232
2007-05-31,bull,0.3,0.009087468376835384,0.13009913564842682,0.09275709808584255,3.9901398760146516
2007-06-29,bull,0.6,0.0010417827400334145,0.092331443637037,0.012798636608087721,4.041208226303203
2007-07-31,bull,0.6,0.019607750741814645,0.10718228065659055,0.007943200562086385,4.0733083537578825
2007-08-31,bull,0.3,0.060295280020810416,0.1401794369631638,0.02037299752596164,4.156293854771471
2007-09-28,bull,0.3,0.048236349280380675,0.18349673671075653,0.07880311634446636,4.483822762970818
2007-10-31,bull,0.6,0.011389465681982291,0.18864896886478896,0.025914243337086345,4.600017637130811
2007-11-30,normal,0.6,0.011695069527482449,0.16540287815044574,-0.05377695122695807,4.352642713015681
