date,equity,ret_m,year
2012-04-30,19.29981128127711,-0.11303447169872624,2012
2012-05-31,17.774402109294737,-0.04990626827744986,2012
2012-06-29,18.671426280730998,0.05421213296070129,2012
2012-07-31,18.7037301518721,0.00916647186190857,2012
2012-08-31,19.079515986066088,0.02280898876212662,2012
2012-09-28,19.080212135592014,-0.007080173522954379,2012
2012-10-31,20.633625267104623,0.05813234585876992,2012
2012-11-30,21.067461663141184,0.03352853048517923,2012
2012-12-31,22.356467619144514,0.0586443653583789,2012
2013-01-31,27.17988798036411,0.2038646124347808,2013
2013-02-28,27.930249445218205,0.05580492092004172,2013
2013-03-28,29.465488729705598,0.05787033098989504,2013
2013-04-30,31.409832716264507,0.06144619484219255,2013
2013-05-31,33.27988164352881,0.03742386789355,2013
2013-06-28,33.29457424418362,-0.010164551710581365,2013
2013-07-31,36.303581913311774,0.10066840050013269,2013
2013-08-30,36.98099284595275,0.0035521443492393203,2013
2013-09-30,38.450609460514976,0.0406004142313618,2013
2013-10-31,40.373244428094615,0.04308729076963,2013
2013-11-29,40.981030509754476,0.023082074949176266,2013
2013-12-31,42.69078049345536,0.03965860148323093,2013
2014-01-31,41.13137596774282,-0.041799693956298935,2014
2014-02-28,43.872635075250564,0.07717338921619529,2014
2014-03-31,43.99696210626925,-0.011112018846801883,2014
2014-04-30,43.68264833719205,-0.004490975279756091,2014
2014-05-30,45.8830186854956,0.05587904223185966,2014
2014-06-30,46.53002509434593,0.008542786634746039,2014
2014-07-31,45.30645533466352,-0.023249008385394225,2014
2014-08-29,49.451633203526086,0.09326296396717028,2014
2014-09-30,48.1909844972693,-0.024972888633427663,2014
2014-10-31,49.273900909006294,0.020565516853762702,2014
2014-11-30,52.719925618466114,0.056521588021876325,2014
2014-12-31,53.21851059492204,-0.010476967398971214,2014
2015-01-31,53.19588818919435,0.0007645863962381094,2015
2015-02-28,56.13789193554719,0.06650385944304076,2015
2015-03-31,56.325450286305774,-0.000593116523549471,2015
2015-04-30,58.7905189940215,0.032484562209666897,2015
2015-05-29,58.5864361762036,0.007655221269426728,2015
2015-06-30,56.57403113563732,-0.03838445860591338,2015
2015-07-31,56.650164457025696,-0.00011111849765314818,2015
2015-08-31,58.59834673101156,0.03307727444501288,2015
2015-09-30,59.180650275981606,0.010027552433707175,2015
2015-10-30,64.93930496657441,0.09405659685508051,2015
2015-11-30,66.94473703270646,0.03399622650968457,2015
2015-12-31,61.091037164705696,-0.07698766292082382,2015
2016-01-29,56.22476731043782,-0.09220808006255216,2016
2016-02-29,59.46045235312252,0.05435568289135823,2016
2016-03-31,63.43706632018718,0.09450940789985783,2016
2016-04-29,67.06353247140972,0.05797514539796122,2016
2016-05-31,69.16816607720564,0.06208958428034662,2016
2016-06-30,69.4370023313728,0.0013701734296654652,2016
2016-07-29,77.68798416550382,0.12221646045320067,2016
2016-08-31,78.33856777979416,0.012959485240517498,2016
2016-09-30,82.81772496898202,0.05127761770682592,2016
2016-10-31,76.91738961787341,-0.07073030494856461,2016
2016-11-30,88.86010283840879,0.1540271744731361,2016
2016-12-30,89.94171203567713,0.022552068515631095,2016
2017-01-31,91.65382821158815,0.02456198120481931,2017
2017-02-28,88.6886901236008,-0.03162932208388763,2017
2017-03-31,88.99031582678606,0.008132303543353323,2017
2017-04-28,86.2562431876314,-0.031806788658816705,2017
2017-05-31,94.82873639957023,0.10329030236923717,2017
2017-06-30,97.09854496897346,0.026040825870738527,2017
2017-07-31,99.93351802385082,0.02062254312360166,2017
2017-08-31,100.83984148344341,0.0077928311643501265,2017
2017-09-29,104.44716366328058,0.03313730563715057,2017
2017-10-31,105.9709031483608,0.01075110834879664,2017
2017-11-30,112.39401970357426,0.055455997729112,2017
2017-12-29,117.01269307518946,0.024910952503253925,2017
2018-01-31,122.71253895825352,0.061770827160088866,2018
2018-02-28,117.57550883520128,-0.035970825671746635,2018
2018-03-29,113.63942991529395,-0.0268057477036282,2018
2018-04-30,114.18894521334457,0.00518581228191086,2018
2018-05-31,118.50563050802457,0.04724717852226826,2018
2018-06-29,114.38045190911112,-0.025548696410421096,2018
2018-07-31,121.64515968708486,0.065893919577333,2018
2018-08-31,132.4553811158862,0.10809971124624693,2018
2018-09-28,131.91204311918847,-0.009284390049545213,2018
2018-10-31,111.53777844235731,-0.1610987580528612,2018
2018-11-30,108.8211794323316,-0.027117318316679247,2018
2018-12-31,92.35207397450404,-0.14037499746111118,2018
2019-01-31,92.25972190052954,-0.001,2019
2019-02-28,111.15515079973132,0.20480691367760687,2019
2019-03-29,111.65996004417931,0.0045414831504976185,2019
2019-04-30,117.62776064973487,0.05335816771532283,2019
2019-05-31,108.66313840862418,-0.08435235222428461,2019
2019-06-28,121.55203818783968,0.12325471632793578,2019
2019-07-31,117.55627157410417,-0.024947992933666268,2019
2019-08-30,111.67901650498004,-0.03801750844089079,2019
2019-09-30,114.90673009806022,0.03154643850619004,2019
2019-10-31,117.73271210464024,0.015238225771385477,2019
2019-11-29,125.54101851252781,0.07366663466696706,2019
2019-12-31,129.3255809109775,0.03218852263662865,2019
2020-01-31,134.30170632729957,0.024798644864376503,2020
2020-02-28,123.96072896563119,-0.06537674343018633,2020
2020-03-31,100.76548840259863,-0.17234500977358008,2020
2020-04-30,100.66472291419605,-0.001,2020
2020-05-29,86.06545443372049,-0.14502864616157118,2020
2020-06-30,94.50424812566025,0.09805088170932172,2020
2020-07-31,96.46954265666093,0.020666347595933453,2020
2020-08-31,97.59879763824554,0.007961959102089135,2020
2020-09-30,76.1651257859417,-0.20945367732576772,2020
2020-10-30,73.48240631562778,-0.033069637567751144,2020
2020-11-30,127.08514750532669,0.7087699578717895,2020
2020-12-31,137.7299521822473,0.092584323730377,2020
2021-01-29,144.21473461261206,0.04956618093727557,2021
2021-02-26,160.45223473978913,0.13251689736052435,2021
2021-03-31,163.46637255721475,0.026053946000563072,2021
2021-04-30,172.13451426113843,0.06034171229116051,2021
2021-05-31,178.5849476329084,0.04864008224040947,2021
2021-06-30,182.27041939468253,0.02161209687332117,2021
2021-07-30,178.75672725335417,-0.01942105922514088,2021
2021-08-31,185.16419426736257,0.03387570031754249,2021
2021-09-30,182.51588234466442,-0.024481418907116862,2021
2021-10-29,189.94093058893728,0.048994729529862335,2021
2021-11-30,183.13517994015646,-0.02420047163751805,2021
2021-12-31,190.12659217564195,0.044928186878515325,2021
2022-01-31,170.91655417511834,-0.10312075441224758,2022
2022-02-28,162.44196860556835,-0.060662849566063486,2022
2022-03-31,161.69895145894873,-0.0008385404420104211,2022
2022-04-29,145.82242494419864,-0.09180826039512277,2022
2022-05-31,145.67660251925446,-0.001,2022
2022-06-30,110.56294038516137,-0.24103844767694946,2022
2022-07-29,110.4523774447762,-0.001,2022
2022-08-31,106.8058899393293,-0.03301411513093109,2022
2022-09-30,94.01767822672251,-0.1197332068472171,2022
2022-10-31,93.92366054849576,-0.001,2022
2022-11-30,99.09832624642118,0.055094378431445094,2022
2022-12-30,82.58083787622408,-0.16667777343811196,2022
2023-01-31,117.69934043634177,0.4251515487738011,2023
2023-02-28,125.41255400612675,0.0663658813989523,2023
2023-03-31,127.68154629441534,0.013037230124133525,2023
2023-04-28,119.53612470043652,-0.06505856837114006,2023
2023-05-31,134.58368440619046,0.11609321470937341,2023
2023-06-30,170.6001935110242,0.283797671340743,2023
2023-07-31,180.20993368468112,0.061440602407327946,2023
2023-08-31,173.06295967370883,-0.03521035341300505,2023
2023-09-29,160.6783110621549,-0.07055683936034896,2023
2023-10-31,144.66934725472186,-0.07578994176417612,2023
2023-11-30,160.89781075915434,0.10641413914502788,2023
2023-12-29,184.12586278878246,0.13327853685051344,2023
2024-01-31,177.9885359345338,-0.019520055892129372,2024
2024-02-29,178.91644508294291,0.012512619634334315,2024
2024-03-28,186.45105799778287,0.039369716171955005,2024
2024-04-30,168.5758391090679,-0.09840580153898465,2024
2024-05-31,176.76981495336605,0.059740334110432974,2024
2024-06-28,181.1101312911043,0.019714689140628593,2024
2024-07-31,185.82344707117042,0.02620753928293864,2024
2024-08-30,190.22236576535678,0.03132915731597233,2024
2024-09-30,196.78605385874843,0.039368097380128225,2024
2024-10-31,195.8057543681057,-0.009154777231626264,2024
2024-11-29,220.6077040997395,0.1259806344280594,2024
2024-12-31,215.00307731363594,-0.03456178114807509,2024
2025-01-31,214.72401829547778,0.011475504825615965,2025
2025-02-28,204.09137860914277,-0.049060033357219424,2025
2025-03-31,193.78292507974555,-0.05738231436717675,2025
2025-04-30,199.95087959476467,0.03537917916410172,2025
2025-05-30,211.334821004798,0.06969236628776808,2025
2025-06-30,228.22300378906283,0.0889026884586701,2025
2025-07-31,222.28400776215912,0.011217914034894241,2025
2025-08-29,222.5681136794717,0.012563286384278333,2025
2025-09-30,235.9966680764975,0.07961605709562396,2025
2025-10-31,239.5082273898166,0.026842605980884275,2025
2025-11-28,235.01563171176863,-0.026763514319231574,2025
2025-12-31,231.80691238815731,-0.011302006081444823,2025
2026-01-30,231.08252237086822,-0.00862255685279828,2026
2026-02-27,228.30531478945457,-0.030769064468308918,2026
2026-03-31,221.57992168164395,-0.02273650640392559,2026
2026-04-30,221.57992168164395,0.0,2026
