date,equity,ret_m,year
2003-01-31,0.9999999999999999,0.0,2003
2003-02-28,0.9999999999999999,0.0,2003
2003-03-31,0.9999999999999999,0.0,2003
2003-04-30,0.9999999999999999,0.0,2003
2003-05-30,0.9999999999999999,0.0,2003
2003-06-30,0.9999999999999999,0.0,2003
2003-07-31,0.9999999999999999,0.0,2003
2003-08-29,0.9999999999999999,0.0,2003
2003-09-30,0.9998333333333332,-0.00016666666666666666,2003
2003-10-31,1.0162982633551214,0.016481578266721544,2003
2003-11-28,1.0377655911709645,0.02047583848777444,2003
2003-12-31,1.059175589506242,0.019391587511617906,2003
2004-01-30,1.0580230282693868,-2.9884112501567077e-05,2004
2004-02-27,1.0822530757729856,0.022748473920419305,2004
2004-03-31,1.1096244505897288,0.023619025682950906,2004
2004-04-30,1.063935686435439,-0.040808195324647786,2004
2004-05-31,1.06738063944477,0.0032427901798622646,2004
2004-06-30,1.1383790033743693,0.06600156740027392,2004
2004-07-30,1.100678424414324,-0.03227232998370038,2004
2004-08-31,1.083838176496063,-0.015617415040618341,2004
2004-09-30,1.181148801425037,0.08902050633772414,2004
2004-10-29,1.3214148899061442,0.12113516796342057,2004
2004-11-30,1.5137213468223925,0.1461149556012326,2004
2004-12-31,1.4947453624628784,-0.00901710569781534,2004
2005-01-31,1.575978357684364,0.05113242426683329,2005
2005-02-28,1.7296005432562964,0.09145474873446857,2005
2005-03-31,1.6921535096863827,-0.01984156385357563,2005
2005-04-29,1.6469624415531674,-0.022983821681142238,2005
2005-05-31,1.7174368910303588,0.04064210889503297,2005
2005-06-30,1.7763115751282432,0.03704348569890613,2005
2005-07-29,1.9056904078732229,0.0713149314371458,2005
2005-08-31,1.910073876462505,0.0035099960034111967,2005
2005-09-30,2.01648195564396,0.0547653008628677,2005
2005-10-31,1.9645700961307817,-0.026742157019648535,2005
2005-11-30,1.9784638429993424,0.006171369825284034,2005
2005-12-30,2.0433550651087953,0.03340803916105681,2005
2006-01-31,2.1186064390873858,0.03576985693143626,2006
2006-02-28,2.1369088942715404,0.010018971394131432,2006
2006-03-31,2.165058671848925,0.018908177367948822,2006
2006-04-28,2.2485876285382114,0.03945811964145193,2006
2006-05-31,2.2116460273443757,-0.017708388215322977,2006
2006-06-30,2.2435873916893865,0.014711372008793593,2006
2006-07-31,2.2255572515987576,-0.006889031825811347,2006
2006-08-31,2.441404801253473,0.09558367899513753,2006
2006-09-29,2.483191698709936,0.019176943562971057,2006
2006-10-31,2.705277871738766,0.08927857373119807,2006
2006-11-30,2.7964236104535196,0.03167028200860314,2006
2006-12-29,2.802393128674645,0.002071378825259044,2006
2007-01-31,2.8159882630669193,0.00698838460563299,2007
2007-02-28,2.756856439305305,-0.01914953671897237,2007
2007-03-30,2.784911633225667,0.010252542918545446,2007
2007-04-30,2.90577152484438,0.04315081801306049,2007
2007-05-31,3.090058868096281,0.061009033354640904,2007
2007-06-29,3.1917654560996995,0.034470873189116735,2007
2007-07-31,3.280896079724054,0.026300401949659047,2007
2007-08-31,3.3600870082086325,0.023598988121626828,2007
2007-09-28,3.6615237098847944,0.091474251840016,2007
2007-10-31,3.5950842596594,-0.013873281757784364,2007
2007-11-30,3.3888773178802984,-0.0577140782485257,2007
2007-12-31,3.507845960323408,0.034909430583135184,2007
2008-01-31,2.8781250409470407,-0.1825616257981647,2008
2008-02-29,2.5200120837834468,-0.12471764785256795,2008
2008-03-31,2.471640360362725,-0.02526126461325118,2008
2008-04-30,2.5741379767857993,0.031006139351876065,2008
2008-05-30,2.4370523121525767,-0.06630968325083232,2008
2008-06-30,1.6880842882798353,-0.3026080461615055,2008
2008-07-31,1.970463135154752,0.17041157776817417,2008
2008-08-29,3.1044385126004315,0.5586569547424433,2008
2008-09-30,2.3343405265058204,-0.30597819006444493,2008
2008-10-31,2.3343405265058204,0.0,2008
2008-11-28,2.3343405265058204,0.0,2008
2008-12-31,2.3320061859793144,-0.001,2008
2009-01-30,2.074948442262728,-0.11023030095807258,2009
2009-02-27,2.074948442262728,0.0,2009
2009-03-31,2.072873493820465,-0.001,2009
2009-04-30,3.4972677748732135,0.6871592913407756,2009
2009-05-29,4.99907786165167,0.4294238198082795,2009
2009-06-30,4.30233754686119,-0.13935559847699047,2009
2009-07-31,6.286290137546169,0.46008464094890417,2009
2009-08-31,7.596696386100201,0.21839019407996546,2009
2009-09-30,10.16999482258607,0.27412675395067143,2009
2009-10-30,9.099977243718719,-0.1170119485586684,2009
2009-11-30,9.696981559921804,0.05406724869325331,2009
2009-12-31,9.800200477200946,0.025507373657707177,2009
2010-01-29,11.732628464937882,0.19028450697304963,2010
2010-02-26,11.98417017782162,0.02265229395599439,2010
2010-03-31,13.386456238549558,0.11027284558968653,2010
2010-04-30,14.609908984654153,0.05454792746834823,2010
2010-05-31,13.056660790952883,-0.11593593295684046,2010
2010-06-30,13.04360413016193,-0.001,2010
2010-07-30,13.602890276304622,0.04287819076396253,2010
2010-08-31,12.6514479470146,-0.06994413025203736,2010
2010-09-30,14.243214888168561,0.12587396913597032,2010
2010-10-29,14.86663273074987,0.042919965320894926,2010
2010-11-30,15.599185316852592,0.04934496884324905,2010
2010-12-31,16.98943060023504,0.10639434485670116,2010
2011-01-31,18.070244030341946,0.097874387109493,2011
2011-02-28,18.31401490420378,0.009154290369717051,2011
2011-03-31,18.495209668490286,0.021746853911409493,2011
2011-04-29,19.22000833906662,0.04600775817231751,2011
2011-05-31,19.60464515006461,0.030371475905952343,2011
2011-06-30,19.500707137937933,-0.011629167327203213,2011
2011-07-29,17.99140615534737,-0.07753772719461571,2011
2011-08-31,17.482765750491225,-0.035325666867802315,2011
2011-09-30,16.615104794544443,-0.058088849099098235,2011
2011-10-31,16.598489689749897,-0.001,2011
2011-11-30,16.261280487217242,-0.020315655751552628,2011
2011-12-30,16.81356696612393,0.0339632834782493,2011
2012-01-31,22.475566481073706,0.336609360529628,2012
2012-02-29,24.516282967426054,0.08378201488730597,2012
2012-03-30,23.479464101727793,-0.04679699744570442,2012
