variant,desc,cagr,wf_mean,wf_min,beats_spy,sharpe,mdd,y2024
baseline_v5,Production (K=3 GBM+Chronos),43.7938720301968,46.55462856649885,20.365992163187553,10,0.998815058879692,-51.365967141855876,-14.75644190235248
P_trend_entry,Only picks where d_sma200 > 0 at entry,25.087438443973873,28.788947767690228,5.985909181885818,9,1.0043854985254494,-45.273363199699965,-5.205557875893252
Q_consensus_2of4_t40,"≥2 of {v6,pattern,ttm,vertical} agree (top 40%)",36.20322145595205,42.42478987721837,16.49830176738454,10,0.891850096921256,-56.36949798325108,-16.008823298585618
Q_consensus_3of4_t40,≥3 of 4 agree (top 40%),30.259312573945717,30.08222772976445,7.2483232521168395,9,0.8450351209483291,-53.08520353627095,-16.373044365828004
Q_consensus_2of4_t30,≥2 of 4 agree (top 30% stricter),34.60947082510513,36.00219822272801,11.936000657247847,10,0.8601244669074859,-56.36949798325108,-17.166679798802132
R_sector_cap,Max 1 pick per GICS sector,36.256239695407764,37.84423156789691,13.779009853075387,9,0.9368200464612912,-63.090315327854555,-15.046371344909492
S_adaptive_K,K=2 if gap-z>0.3 else K=5 if <0.1 else K=3,39.14888486582204,44.53829499617966,19.28670667882122,10,0.8981157096013601,-66.99198897159206,-4.064174968278889
PR_trend_plus_sector,Trend-positive entry + sector cap stack,22.010047553664336,23.265083847672205,3.704818841992563,9,0.912605696340517,-37.669454371411646,-7.943447079428645
