variant,cagr_lump_sum_pct,cagr_dca_pct,edge_lump_sum_pp,edge_dca_pp,wf_mean_pct,wf_min_pct,wf_max_pct,wf_mean_edge_pp,wf_n_beat_spy,wf_n_positive,sharpe,max_dd_pct,n_baskets
baseline,42.59819877674567,43.366766792503775,31.507530733548816,30.656844298751174,45.62130514819679,20.012358344306946,91.5759876693462,33.230477875059044,10,10,0.9783843624061671,-61.42123828468862,44
concentration_overlay,41.802481574572624,42.690236978186945,30.711813531375775,29.980314484434345,44.94252804191785,18.63833817470082,90.0039478532639,32.55170076878011,10,10,0.969548348423331,-61.42123828468862,44
sector_diversification,38.2725082472031,38.84831041212398,27.181840204006246,26.138387918371375,40.9476495138386,20.012358344306946,61.16283292663478,28.55682224070086,10,10,0.8796339759607676,-64.16974151402015,44
cap_loose_bull,42.59819877674567,43.366766792503775,31.507530733548816,30.656844298751174,45.62130514819679,20.012358344306946,91.5759876693462,33.230477875059044,10,10,0.9783843624061671,-61.42123828468862,44
ensemble,11.097493858175667,10.540317186486403,0.0068258149788169575,-2.169605307266198,11.97393561689377,-5.103452514873885,29.870294260622888,-0.4168916562439765,3,9,0.5060293085692135,-60.83401161448988,44
anchor,40.932553638707006,41.45452827260054,29.841885595510153,28.74460577884794,46.72033126698689,20.260135829289116,86.53936982060675,34.329503993849144,10,10,1.070952117583982,-52.46479880666017,44
