date,regime,action,ret_m,equity,picks,n_picks,months_held,year
2003-01-31,normal,init,0.0,1.0,,0,0,2003
2003-02-28,normal,init,0.0,1.0,,0,0,2003
2003-03-31,normal,init,0.0,1.0,,0,0,2003
2003-04-30,recovery,init,0.0,1.0,,0,0,2003
2003-05-30,recovery,init,0.0,1.0,,0,0,2003
2003-06-30,recovery,init,0.0,1.0,,0,0,2003
2003-07-31,recovery,init,0.0,1.0,,0,0,2003
2003-08-29,recovery,init,0.0,1.0,,0,0,2003
2003-09-30,recovery,init,-0.001,0.999,"CSX,NVDA,AAPL",3,1,2003
2003-10-31,recovery,hold_min,0.09988946960032925,1.0987895801307288,"CSX,NVDA,AAPL",3,2,2003
2003-11-28,recovery,hold_min,0.06085596303122963,1.1656574781982647,"CSX,NVDA,AAPL",3,3,2003
2003-12-31,recovery,hold_min,0.05842576599184116,1.2337619092461163,"CSX,NVDA,AAPL",3,4,2003
2004-01-30,bull,hold_min,-0.03570982525253237,1.1897044870637068,"CSX,NVDA,AAPL",3,5,2004
2004-02-27,bull,hold_min,0.0208461291650411,1.2145052204692657,"CSX,NVDA,AAPL",3,6,2004
2004-03-31,bull,hold,0.09254042360266108,1.3268960480391347,"CSX,NVDA,AAPL",3,7,2004
2004-04-30,bull,hold,-0.08460264737524556,1.214637129583273,"CSX,NVDA,AAPL",3,8,2004
2004-05-31,bull,overlap_1,0.0862973524655074,1.319457098072613,"OXY,AAPL,COP",3,1,2004
2004-06-30,bull,hold_min,0.08959178225710808,1.4376696111007303,"OXY,AAPL,COP",3,2,2004
2004-07-30,normal,hold_min,0.020906213219631875,1.4677258385297873,"OXY,AAPL,COP",3,3,2004
2004-08-31,normal,hold_min,0.010873740021052725,1.4836855077201418,"OXY,AAPL,COP",3,4,2004
2004-09-30,normal,hold_min,0.1057512800131046,1.6405871492984399,"OXY,AAPL,COP",3,5,2004
2004-10-29,normal,hold_min,0.08328209713729462,1.7772186876285099,"OXY,AAPL,COP",3,6,2004
2004-11-30,normal,overlap_0,0.12034511783542104,1.9910982800104753,"NEE,FE,SRE",3,1,2004
2004-12-31,normal,hold_min,0.0004644554926209531,1.9920230565429744,"NEE,FE,SRE",3,2,2004
2005-01-31,normal,hold_min,0.0157235637786887,2.0233447581211466,"NEE,FE,SRE",3,3,2005
2005-02-28,normal,hold_min,0.05039651903578719,2.125314290739759,"NEE,FE,SRE",3,4,2005
2005-03-31,normal,hold_min,0.014845133440284998,2.1568648649883353,"NEE,FE,SRE",3,5,2005
2005-04-29,normal,hold_min,0.023198011286054903,2.2068998404688296,"NEE,FE,SRE",3,6,2005
2005-05-31,normal,overlap_0,0.0025017955346440758,2.212421052635121,"EXC,PEG,ADM",3,1,2005
2005-06-30,normal,hold_min,0.09573896968020369,2.4242359647131995,"EXC,PEG,ADM",3,2,2005
2005-07-29,bull,hold_min,0.05487077102912924,2.5572556612535577,"EXC,PEG,ADM",3,3,2005
2005-08-31,bull,hold_min,0.004152495574054724,2.5678746540686395,"EXC,PEG,ADM",3,4,2005
