date,regime,cum_deposits,active_tranches,cash_pool,total_nav,current_picks,current_weights
2003-09-30,recovery,1.0,1,0.0,0.999,"CSX,NVDA,GLW","0.333,0.333,0.333"
2003-10-31,recovery,2.0,2,0.0,2.1180611161624796,"MO,XEL,AES","0.333,0.333,0.333"
2003-11-28,recovery,3.0,3,0.0,3.2831850172534236,"XEL,HAS,WMB","0.333,0.333,0.333"
2003-12-31,recovery,4.0,4,0.0,4.383771022386434,"MO,OXY,CFC","0.333,0.333,0.333"
2004-01-30,recovery,5.0,5,0.0,5.703138335490897,"CSX,CMS,CFC","0.333,0.333,0.333"
2004-02-27,recovery,6.0,6,0.0,6.825806421953005,"CMS,NVDA,CFC","0.400,0.328,0.272"
2004-03-31,recovery,7.0,6,0.0,7.74133060724594,"AAPL,MO,CFC","0.400,0.400,0.200"
2004-04-30,recovery,8.0,6,0.0,8.405651109036883,"NVDA,AAPL,CFC","0.330,0.400,0.270"
2004-05-31,recovery,9.0,6,0.0,9.49688368869234,"OXY,AAPL,CFC","0.400,0.400,0.200"
2004-06-30,recovery,10.0,6,0.0,10.775160865843732,"AAPL,TJX,BBBY","0.400,0.400,0.200"
2004-07-30,normal,11.0,6,0.0,11.323589001275975,"AAPL,GLW,BBBY","0.400,0.395,0.205"
2004-08-31,normal,12.0,6,0.0,12.222833491807524,"AAPL,SBUX,ATI","0.400,0.400,0.200"
2004-09-30,recovery,13.0,6,0.0,14.386675295806608,"AAPL,VLO,ADSK","0.328,0.345,0.328"
2004-10-29,recovery,14.0,6,0.0,18.423386500994045,"AAPL,SRE,BBBY","0.400,0.400,0.200"
2004-11-30,recovery,15.0,6,0.0,23.250546751965608,"NEE,FE,BBBY","0.400,0.400,0.200"
2004-12-31,recovery,16.0,6,0.0,24.09753312875505,"VFC,ASH,BBBY","0.400,0.400,0.200"
2005-01-31,recovery,17.0,6,0.0,25.27636937078502,"CSX,AAPL,BBBY","0.400,0.388,0.212"
2005-02-28,recovery,18.0,6,0.0,28.862028883097665,"NVDA,CSX,AAPL","0.234,0.400,0.366"
2005-03-31,recovery,19.0,6,0.0,28.701347411080956,"CSX,WEN,AAPL","0.400,0.369,0.231"
2005-04-29,recovery,20.0,6,0.0,27.998422500069378,"CSX,NEE,AAPL","0.400,0.400,0.200"
2005-05-31,recovery,21.0,6,0.0,30.535442466546236,"EXC,PEG,AAPL","0.400,0.400,0.200"
2005-06-30,recovery,22.0,6,0.0,31.929438528219904,"AAPL,CSX,HUM","0.250,0.400,0.350"
2005-07-29,recovery,23.0,6,0.0,35.53215686628018,"CSX,CMS,AAPL","0.400,0.400,0.200"
2005-08-31,recovery,24.0,6,0.0,37.41822201174983,"CSX,CMS,VLO","0.400,0.400,0.200"
2005-09-30,recovery,25.0,6,0.0,40.61556157613147,"CL,PEG,VLO","0.399,0.400,0.201"
2005-10-31,recovery,26.0,6,0.0,40.738343044052066,"NEE,PEG,VLO","0.400,0.400,0.200"
2005-11-30,recovery,27.0,6,0.0,42.62399419711972,"CSX,PEG,VLO","0.400,0.400,0.200"
2005-12-30,recovery,28.0,6,0.0,45.67777373576985,"CSX,NEE,VLO","0.400,0.400,0.200"
2006-01-31,recovery,29.0,6,0.0,49.79429872347844,"NVDA,CSX,AMD","0.322,0.400,0.278"
2006-02-28,recovery,30.0,6,0.0,49.84908799873587,"WMB,NVDA,AMD","0.400,0.303,0.297"
2006-03-31,recovery,31.0,6,0.0,52.06680638230564,"NVDA,PEG,VIAV","0.353,0.400,0.247"
2006-04-28,recovery,32.0,6,0.0,54.623436910467966,"NVDA,CSX,ATI","0.366,0.400,0.234"
2006-05-31,recovery,33.0,6,0.0,51.96505532198742,"NVDA,CSX,ATI","0.373,0.400,0.227"
2006-06-30,recovery,34.0,6,0.0,52.82983184078974,"NVDA,CSX,ATI","0.345,0.400,0.255"
2006-07-31,recovery,35.0,6,0.0,51.04403833988985,"AMZN,CSX,ADM","0.221,0.400,0.379"
2006-08-31,recovery,36.0,6,0.0,56.80188700401334,"CSX,MO,ATI","0.400,0.400,0.200"
2006-09-29,recovery,37.0,6,0.0,59.26304076609199,"NVDA,HPQ,ATI","0.315,0.400,0.285"
2006-10-31,recovery,38.0,6,0.0,68.88231216435014,"NVDA,HPQ,ATI","0.314,0.400,0.286"
2006-11-30,recovery,39.0,6,0.0,73.5574963615952,"NVDA,T,ATI","0.315,0.400,0.285"
2006-12-29,recovery,40.0,6,0.0,74.88139060786175,"CSX,T,ATI","0.400,0.400,0.200"
2007-01-31,recovery,41.0,6,0.0,78.53593652616112,"NVDA,CFC,ATI","0.337,0.359,0.304"
2007-02-28,recovery,42.0,6,0.0,78.37882203256363,"NVDA,CMCSA,ATI","0.267,0.400,0.333"
2007-03-30,recovery,43.0,6,0.0,80.93063146883003,"NVDA,T,CFC","0.298,0.400,0.302"
2007-04-30,recovery,44.0,6,0.0,85.6209203888902,"NVDA,AMZN,MAT","0.281,0.319,0.400"
2007-05-31,recovery,45.0,6,0.0,83.44841001168194,"AMZN,MAT,AAPL","0.200,0.400,0.400"
2007-06-29,recovery,46.0,6,0.0,85.2052536057484,"AMZN,NVDA,AAPL","0.238,0.362,0.400"
2007-07-31,recovery,47.0,6,0.0,90.68022028102456,"NVDA,AMZN,AAPL","0.361,0.239,0.400"
2007-08-31,recovery,48.0,6,0.0,95.60818723959406,"NVDA,AMZN,NOV","0.329,0.271,0.400"
2007-09-28,recovery,49.0,6,0.0,106.38613700253048,"NVDA,AMZN,NOV","0.360,0.240,0.400"
2007-10-31,recovery,50.0,6,0.0,110.21390633806259,"AMZN,JCI,BBBY","0.333,0.299,0.369"
2007-11-30,recovery,51.0,6,0.0,104.26970682230103,"NVDA,AMZN,NOV","0.371,0.229,0.400"
2007-12-31,normal,52.0,6,0.0,110.10138812446628,"AMZN,NVDA,NOV","0.240,0.360,0.400"
2008-01-31,normal,53.0,6,0.0,88.29784183908227,"MBI,MTG,CNX","0.314,0.286,0.400"
2008-02-29,normal,54.0,6,0.0,82.90626981166652,"MBI,MTG,CNX","0.317,0.283,0.400"
2008-03-31,normal,55.0,6,0.0,80.84194826742817,"MBI,MTG,RRC","0.318,0.282,0.400"
2008-04-30,normal,56.0,6,0.0,90.1901762401707,"MBI,FHN,CNX","0.268,0.358,0.375"
2008-05-30,normal,57.0,6,0.0,96.39556915458039,"MBI,MTG,CFC","0.400,0.400,0.200"
2008-06-30,normal,58.0,6,0.0,82.23551087431738,"MTG,MBI,CNX","0.260,0.340,0.400"
