date,regime,cum_deposits,active_tranches,cash_pool,total_nav,current_picks,current_weights
2003-09-30,recovery,1.0,1,0.0,0.999,"CSX,NVDA,AAPL,WMB","0.250,0.250,0.250,0.250"
2003-10-31,recovery,2.0,2,0.0,2.093522029573006,"MO,XEL,NKE,HAS","0.250,0.250,0.250,0.250"
2003-11-28,recovery,3.0,3,0.0,3.17173676111545,"XEL,HAS,WEN,EIX","0.250,0.250,0.250,0.250"
2003-12-31,recovery,4.0,4,0.0,4.291892003950683,"MO,OXY,ASH,MAS","0.250,0.250,0.250,0.250"
2004-01-30,recovery,5.0,5,0.0,5.27175397448012,"CSX,CMS,WOR,CNP","0.250,0.250,0.250,0.250"
2004-02-27,recovery,6.0,6,0.0,6.409990454074788,"CMS,NVDA,MO,CNP","0.265,0.172,0.343,0.220"
2004-03-31,recovery,7.0,6,0.0,7.620806156443956,"AAPL,MO,NVDA,BEN","0.287,0.208,0.105,0.400"
2004-04-30,recovery,8.0,6,0.0,8.284142005495514,"NVDA,AAPL,TLAB,MU","0.124,0.350,0.277,0.249"
2004-05-31,recovery,9.0,6,0.0,9.32688753069272,"OXY,AAPL,COP,CNP","0.317,0.173,0.326,0.184"
2004-06-30,recovery,10.0,6,0.0,10.92692292870739,"AAPL,TJX,COP,NVDA","0.232,0.307,0.342,0.119"
2004-07-30,normal,11.0,6,0.0,11.617647649762716,"AAPL,GLW,NUE,CNP","0.226,0.175,0.210,0.389"
2004-08-31,normal,12.0,6,0.0,12.47318856641029,"AAPL,SBUX,MO,CNP","0.156,0.384,0.186,0.274"
2004-09-30,recovery,13.0,6,0.0,14.321545593129303,"AAPL,VLO,WOR,SBUX","0.228,0.240,0.157,0.374"
2004-10-29,recovery,14.0,6,0.0,17.038585774476516,"AAPL,SRE,CVX,COP","0.157,0.374,0.256,0.213"
2004-11-30,recovery,15.0,6,0.0,20.300067087575872,"NEE,FE,SRE,VFC","0.298,0.280,0.212,0.210"
2004-12-31,recovery,16.0,6,0.0,21.340820792319896,"VFC,ASH,EXC,CAG","0.293,0.198,0.273,0.235"
2005-01-31,recovery,17.0,6,0.0,22.960446279853834,"CSX,AAPL,WEN,RF","0.270,0.130,0.253,0.347"
2005-02-28,recovery,18.0,6,0.0,25.799499126529497,"NVDA,CSX,EXC,TJX","0.066,0.312,0.368,0.254"
2005-03-31,recovery,19.0,6,0.0,26.454261324300653,"CSX,WEN,AAPL,MKC","0.355,0.188,0.118,0.339"
2005-04-29,recovery,20.0,6,0.0,26.983439905099367,"CSX,NEE,AAPL,MAT","0.335,0.396,0.089,0.180"
2005-05-31,recovery,21.0,6,0.0,28.529064996999892,"EXC,PEG,ADM,GIS","0.400,0.217,0.126,0.257"
2005-06-30,recovery,22.0,6,0.0,30.244183356191943,"AAPL,CSX,CMS,CNP","0.092,0.332,0.258,0.318"
2005-07-29,recovery,23.0,6,0.0,32.908865772283846,"CSX,CMS,SLM,STZ","0.324,0.219,0.191,0.265"
2005-08-31,recovery,24.0,6,0.0,33.6713319952739,"CSX,CMS,PPL,ED","0.238,0.148,0.269,0.345"
2005-09-30,recovery,25.0,6,0.0,35.95666544128213,"CL,PEG,EXC,CMS","0.207,0.224,0.330,0.239"
2005-10-31,recovery,26.0,6,0.0,35.500906353838545,"NEE,PEG,UNM,ITT","0.338,0.160,0.126,0.376"
2005-11-30,recovery,27.0,6,0.0,36.80185979190618,"CSX,PEG,ADM,D","0.399,0.225,0.138,0.239"
2005-12-30,recovery,28.0,6,0.0,38.69418827060622,"CSX,NEE,PGR,NVDA","0.359,0.281,0.264,0.096"
2006-01-31,recovery,29.0,6,0.0,40.89934152428364,"NVDA,CSX,WMB,EBAY","0.176,0.400,0.283,0.142"
2006-02-28,recovery,30.0,6,0.0,42.214362083417726,"WMB,NVDA,ADM,CSX","0.270,0.158,0.172,0.400"
2006-03-31,recovery,31.0,6,0.0,44.11601753264164,"NVDA,PEG,EXC,ADM","0.135,0.364,0.372,0.130"
2006-04-28,recovery,32.0,6,0.0,47.27218942372186,"NVDA,CSX,BXP,PLD","0.115,0.309,0.220,0.356"
2006-05-31,recovery,33.0,6,0.0,47.458526458722744,"NVDA,CSX,MCO,KIM","0.162,0.344,0.259,0.234"
2006-06-30,recovery,34.0,6,0.0,49.317320892324844,"NVDA,CSX,ADM,HAS","0.143,0.343,0.201,0.313"
2006-07-31,recovery,35.0,6,0.0,49.45540510911626,"AMZN,CSX,NVDA,WMB","0.142,0.400,0.171,0.287"
2006-08-31,recovery,36.0,6,0.0,53.729146668680116,"CSX,MO,CNP,WMB","0.190,0.366,0.240,0.204"
2006-09-29,recovery,37.0,6,0.0,55.575184081820424,"NVDA,HPQ,WMB,MO","0.104,0.268,0.228,0.400"
2006-10-31,recovery,38.0,6,0.0,61.122021684134666,"NVDA,HPQ,T,MO","0.095,0.248,0.339,0.317"
2006-11-30,recovery,39.0,6,0.0,64.5016791156708,"NVDA,T,HPQ,MO","0.095,0.338,0.265,0.301"
2006-12-29,recovery,40.0,6,0.0,65.98764521852665,"CSX,T,NVDA,AAPL","0.277,0.400,0.136,0.186"
2007-01-31,recovery,41.0,6,0.0,68.19137390806318,"NVDA,CFC,CAG,HPQ","0.118,0.126,0.400,0.356"
2007-02-28,recovery,42.0,6,0.0,67.27649686922614,"NVDA,CMCSA,SSP,EQR","0.099,0.254,0.348,0.299"
2007-03-30,recovery,43.0,6,0.0,70.03579003567393,"NVDA,T,SCHW,IAC","0.106,0.382,0.339,0.173"
2007-04-30,recovery,44.0,6,0.0,73.1651550442759,"NVDA,AMZN,MAT,T","0.137,0.156,0.307,0.400"
2007-05-31,recovery,45.0,6,0.0,77.63267498247124,"AMZN,MAT,NVDA,ETR","0.088,0.395,0.117,0.400"
2007-06-29,recovery,46.0,6,0.0,78.5677668572724,"AMZN,NVDA,F,CNP","0.125,0.191,0.284,0.400"
2007-07-31,recovery,47.0,6,0.0,77.95650995152809,"NVDA,AMZN,NI,AAPL","0.191,0.126,0.400,0.282"
2007-08-31,recovery,48.0,6,0.0,80.32669363389515,"NVDA,AMZN,AAPL,CSX","0.174,0.143,0.283,0.400"
2007-09-28,recovery,49.0,6,0.0,87.16954749895304,"NVDA,AMZN,JCI,GLW","0.292,0.195,0.172,0.341"
2007-10-31,recovery,50.0,6,0.0,89.26180348896582,"AMZN,JCI,NVDA,F","0.177,0.159,0.268,0.395"
2007-11-30,recovery,51.0,6,0.0,86.03770048908608,"NVDA,AMZN,JCI,MTG","0.355,0.220,0.203,0.222"
2007-12-31,normal,52.0,6,0.0,88.6166304551299,"AMZN,NVDA,MBI,JCI","0.200,0.300,0.312,0.188"
2008-01-31,normal,53.0,6,0.0,76.28668103421128,"MBI,MTG,AMZN,NVDA","0.230,0.208,0.227,0.335"
2008-02-29,normal,54.0,6,0.0,69.71491658483245,"MBI,MTG,FHN,DDS","0.192,0.172,0.298,0.338"
2008-03-31,normal,55.0,6,0.0,69.42110832346278,"MBI,MTG,SLM,WEN","0.219,0.195,0.188,0.398"
2008-04-30,normal,56.0,6,0.0,75.55353095981407,"MBI,FHN,AMD,WEN","0.188,0.251,0.279,0.282"
2008-05-30,normal,57.0,6,0.0,74.46632844100782,"MBI,MTG,FHN,SLM","0.269,0.190,0.315,0.227"
2008-06-30,normal,58.0,6,0.0,57.32593668083571,"MTG,MBI,HBAN,FMCC","0.143,0.187,0.400,0.271"
2008-07-31,normal,59.0,6,0.0,58.63506808293474,"FMCC,MTG,FNMA,MBI","0.293,0.170,0.297,0.241"
2008-08-29,normal,60.0,6,0.0,84.48432116197543,"FMCC,FNMA,SLM,MBI","0.261,0.287,0.244,0.208"
2008-09-30,crash,61.0,5,12.429956893705498,65.11889067327392,,
2008-10-31,crash,62.0,4,24.2630352981627,59.97549006760132,,
2008-11-28,crash,63.0,3,36.48398424056447,52.39537023754062,,
2008-12-31,normal,64.0,3,0.0,51.16070383451022,"MBI,GNW,THC,AIG","0.118,0.303,0.301,0.277"
2009-01-30,crash,65.0,2,2.9376753102825406,45.97624862299656,,
2009-02-27,crash,66.0,1,5.512532764152339,32.015816083687824,,
2009-03-31,normal,67.0,2,0.0,44.21794580741106,"GNW,TGNA,MTW,LNC","0.127,0.345,0.321,0.207"
2009-04-30,normal,68.0,3,0.0,68.55124229072587,"GNW,FITB,RF,HBAN","0.162,0.242,0.321,0.276"
2009-05-29,recovery,69.0,4,0.0,113.54137142481414,"RF,GNW,NVDA,TXT","0.297,0.145,0.356,0.202"
2009-06-30,recovery,70.0,4,0.0,101.02457457783942,"MTW,F,TGNA,MBI","0.305,0.223,0.308,0.164"
2009-07-31,recovery,71.0,5,0.0,142.45371556906653,"KIM,HBAN,MBI,AIG","0.342,0.300,0.173,0.185"
2009-08-31,recovery,72.0,6,0.0,170.56649752447686,"HBAN,FITB,MTW,MBI","0.281,0.266,0.291,0.162"
2009-09-30,recovery,73.0,6,0.0,223.47857972555028,"HBAN,FITB,SLM,NVDA","0.193,0.183,0.224,0.400"
2009-10-30,recovery,74.0,6,0.0,185.82184507978707,"HBAN,BAC,FITB,MBI","0.256,0.248,0.248,0.247"
2009-11-30,recovery,75.0,6,0.0,197.41154907953737,"HBAN,FITB,RF,BAC","0.224,0.217,0.334,0.224"
2009-12-31,recovery,76.0,6,0.0,245.34470614985497,"FITB,HBAN,SLM,TGNA","0.245,0.252,0.308,0.196"
2010-01-29,recovery,77.0,6,0.0,276.473313360033,"NVDA,LNC,PFG,RF","0.394,0.182,0.164,0.259"
2010-02-26,recovery,78.0,6,0.0,278.82762914872893,"NVDA,RF,CF,FAST","0.185,0.195,0.300,0.320"
